reduction,mean_purity_knn,mean_entropy_knn_all,resolution,silhouette_score_cosine,mean_mixingNorm,silhouette_score_norm,mean_purity_knn_norm,mean_entropy_knn_all_norm,mean_mixingNorm_norm,mixing_score,purity_score,assay,ndim,features,method,features_ngenes
Scanorama_8_sigma15_alpha0.05_knn20_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.3000_cecde2cad8cccbc897f0fc1f10ea35bd,0.360358113354038,0.300496351999655,3.5,0.274694621817346,0.82777202044501,83,32.24,29.21,46.05,37.63,32.24,RNA,,features_RNA.log.vst.split_Batch_ID,Scanorama,3000
Scanorama_8_sigma15_alpha0.05_knn20_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.4000_cecde2cad8cccbc897f0fc1f10ea35bd,0.326435304752066,0.287726449694091,3.5,0.296631737758285,0.827549030233958,90,22.33,26.53,45.93,36.23,22.33,RNA,,features_RNA.log.vst.split_Batch_ID,Scanorama,4000
Scanorama_8_sigma15_alpha0.05_knn20_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.500_cecde2cad8cccbc897f0fc1f10ea35bd,0.414858905165767,0.426473590651375,6,0.13254377900461,0.891697462777065,40,48.17,55.58,79.14,67.36,48.17,RNA,,features_RNA.log.vst.split_Batch_ID,Scanorama,500
Scanorama_8_sigma15_alpha0.05_knn20_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.700_cecde2cad8cccbc897f0fc1f10ea35bd,0.476460679676916,0.413443701863454,5.5,0.146780686539702,0.889384763789951,44,66.17,52.85,77.94,65.395,66.17,RNA,,features_RNA.log.vst.split_Batch_ID,Scanorama,700
Scanorama_8_sigma15_alpha0.05_knn20_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.1000_cecde2cad8cccbc897f0fc1f10ea35bd,0.553193151595744,0.405564475139437,5,0.231668188444259,0.885785445266408,70,88.58,51.2,76.08,63.64,88.58,RNA,,features_RNA.log.vst.split_Batch_ID,Scanorama,1000
Scanorama_8_sigma15_alpha0.05_knn20_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.1500_cecde2cad8cccbc897f0fc1f10ea35bd,0.588203125,0.3735037705547,4.5,0.219924859090198,0.876359198704824,66,98.81,44.49,71.2,57.845,98.81,RNA,,features_RNA.log.vst.split_Batch_ID,Scanorama,1500
Scanorama_8_sigma15_alpha0.05_knn20_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.2000_cecde2cad8cccbc897f0fc1f10ea35bd,0.570859375,0.353962717028117,4,0.222538166225743,0.870816361797085,67,93.75,40.4,68.33,54.365,93.75,RNA,,features_RNA.log.vst.split_Batch_ID,Scanorama,2000
Scanorama_8_sigma15_alpha0.05_knn20_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.2500_cecde2cad8cccbc897f0fc1f10ea35bd,0.566765333850932,0.343564007806994,3.5,0.211389655609737,0.868642571402472,64,92.55,38.22,67.2,52.71,92.55,RNA,,features_RNA.log.vst.split_Batch_ID,Scanorama,2500
Scanorama_8_sigma15_alpha0.05_knn20_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.3000_cecde2cad8cccbc897f0fc1f10ea35bd,0.531681385869566,0.338285797461544,3.5,0.239048460674276,0.864959829487379,72,82.3,37.12,65.3,51.21,82.3,RNA,,features_RNA.log.vst.split_Batch_ID,Scanorama,3000
Scanorama_8_sigma15_alpha0.05_knn20_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.4000_cecde2cad8cccbc897f0fc1f10ea35bd,0.507907310138782,0.310335520521194,3.5,0.236390058283817,0.856400205219726,71,75.35,31.26,60.87,46.065,75.35,RNA,,features_RNA.log.vst.split_Batch_ID,Scanorama,4000
Scanorama_8_sigma15_alpha0.05_knn20_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.500_cecde2cad8cccbc897f0fc1f10ea35bd,0.5415625,0.464639166449903,4.5,0.222751858268829,0.898173079884468,67,85.19,63.57,82.49,73.03,85.19,RNA,,features_RNA.log.vst.split_Batch_ID,Scanorama,500
Scanorama_8_sigma15_alpha0.05_knn20_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.700_cecde2cad8cccbc897f0fc1f10ea35bd,0.517562338082902,0.427548833574808,5,0.207766706934058,0.892739521439188,63,78.17,55.8,79.68,67.74,78.17,RNA,,features_RNA.log.vst.split_Batch_ID,Scanorama,700
Scanorama_9_sigma50_alpha0.05_knn20_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.1000_cecde2cad8cccbc897f0fc1f10ea35bd,0.46903136731718,0.400037682738894,4.5,0.180146946846137,0.879068242320564,54,63.99,50.04,72.6,61.32,63.99,RNA,,features_RNA.log.vst.split_Batch_ID,Scanorama,1000
Scanorama_9_sigma50_alpha0.05_knn20_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.1500_cecde2cad8cccbc897f0fc1f10ea35bd,0.466436522474285,0.370376046056114,4.5,0.194382872188568,0.872107493400163,59,63.24,43.83,69,56.415,63.24,RNA,,features_RNA.log.vst.split_Batch_ID,Scanorama,1500
Scanorama_2_sigma15_alpha0.05_knn20_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.700_cecde2cad8cccbc897f0fc1f10ea35bd,0.4806875,0.448225837421906,5,0.218610823029077,0.888335145102585,66,67.4,60.13,77.4,68.765,67.4,RNA,,features_RNA.log.vst.split_Batch_ID,Scanorama,700
Scanorama_3_sigma50_alpha0.05_knn20_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.1000_cecde2cad8cccbc897f0fc1f10ea35bd,0.353477574481865,0.397609070827102,5,0.164965879865067,0.87192694193524,50,30.23,49.53,68.9,59.215,30.23,RNA,,features_RNA.log.vst.split_Batch_ID,Scanorama,1000
Scanorama_3_sigma50_alpha0.05_knn20_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.1500_cecde2cad8cccbc897f0fc1f10ea35bd,0.330348625742031,0.361530985107643,5,0.211911225451466,0.85963959650882,64,23.48,41.98,62.54,52.26,23.48,RNA,,features_RNA.log.vst.split_Batch_ID,Scanorama,1500
Scanorama_3_sigma50_alpha0.05_knn20_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.2000_cecde2cad8cccbc897f0fc1f10ea35bd,0.292306825861681,0.339997157203973,4,0.221943648207273,0.853349253636302,67,12.36,37.47,59.29,48.38,12.36,RNA,,features_RNA.log.vst.split_Batch_ID,Scanorama,2000
Scanorama_3_sigma50_alpha0.05_knn20_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.2500_cecde2cad8cccbc897f0fc1f10ea35bd,0.259381898454746,0.309819818297345,3.5,0.325110184289571,0.812148411171449,98,2.74,31.16,37.96,34.56,2.74,RNA,,features_RNA.log.vst.split_Batch_ID,Scanorama,2500
Scanorama_3_sigma50_alpha0.05_knn20_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.3000_cecde2cad8cccbc897f0fc1f10ea35bd,0.243626227974427,0.305057310175743,3.5,0.324974219550575,0.81034945679319,98,-1.86,30.16,37.03,33.595,-1.86,RNA,,features_RNA.log.vst.split_Batch_ID,Scanorama,3000
Scanorama_3_sigma50_alpha0.05_knn20_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.4000_cecde2cad8cccbc897f0fc1f10ea35bd,0.215829402515724,0.295218141654205,3.5,0.330926729505236,0.806265794706016,100,-9.98,28.1,34.91,31.505,-9.98,RNA,,features_RNA.log.vst.split_Batch_ID,Scanorama,4000
Scanorama_3_sigma50_alpha0.05_knn20_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.500_cecde2cad8cccbc897f0fc1f10ea35bd,0.312012992339114,0.459360956104452,6,0.150083425390246,0.888402400977439,45,18.12,62.46,77.43,69.945,18.12,RNA,,features_RNA.log.vst.split_Batch_ID,Scanorama,500
Scanorama_3_sigma50_alpha0.05_knn20_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.700_cecde2cad8cccbc897f0fc1f10ea35bd,0.348840425531915,0.427098303043107,6,0.167041444714219,0.881701672013883,50,28.88,55.71,73.97,64.84,28.88,RNA,,features_RNA.log.vst.split_Batch_ID,Scanorama,700
Scanorama_3_sigma50_alpha0.05_knn20_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.1000_cecde2cad8cccbc897f0fc1f10ea35bd,0.498640625,0.434977529767123,4.5,0.249512949947208,0.8840203260586,75,72.65,57.36,75.17,66.265,72.65,RNA,,features_RNA.log.vst.split_Batch_ID,Scanorama,1000
Scanorama_3_sigma50_alpha0.05_knn20_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.1500_cecde2cad8cccbc897f0fc1f10ea35bd,0.54164679571298,0.38027821034545,4.5,0.23823422078717,0.869111333577671,72,85.21,45.91,67.45,56.68,85.21,RNA,,features_RNA.log.vst.split_Batch_ID,Scanorama,1500
Scanorama_3_sigma50_alpha0.05_knn20_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.2000_cecde2cad8cccbc897f0fc1f10ea35bd,0.47763531225906,0.368850272600981,4.5,0.218186946003887,0.861374998045141,66,66.51,43.51,63.44,53.475,66.51,RNA,,features_RNA.log.vst.split_Batch_ID,Scanorama,2000
Scanorama_3_sigma50_alpha0.05_knn20_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.2500_cecde2cad8cccbc897f0fc1f10ea35bd,0.450823824050013,0.343564007806994,4,0.217796160408265,0.855056777758417,66,58.67,38.22,60.17,49.195,58.67,RNA,,features_RNA.log.vst.split_Batch_ID,Scanorama,2500
Scanorama_3_sigma50_alpha0.05_knn20_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.3000_cecde2cad8cccbc897f0fc1f10ea35bd,0.442330755107622,0.343564007806994,4,0.248310841869286,0.855105660951215,75,56.19,38.22,60.2,49.21,56.19,RNA,,features_RNA.log.vst.split_Batch_ID,Scanorama,3000
Scanorama_3_sigma50_alpha0.05_knn20_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.4000_cecde2cad8cccbc897f0fc1f10ea35bd,0.420231948757764,0.310226111822217,3.5,0.280958879297708,0.82609985891919,85,49.74,31.24,45.18,38.21,49.74,RNA,,features_RNA.log.vst.split_Batch_ID,Scanorama,4000
Scanorama_3_sigma50_alpha0.05_knn20_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.500_cecde2cad8cccbc897f0fc1f10ea35bd,0.46617325469095,0.478045185574463,5,0.196144335305998,0.89370746956383,59,63.16,66.37,80.18,73.275,63.16,RNA,,features_RNA.log.vst.split_Batch_ID,Scanorama,500
Scanorama_3_sigma50_alpha0.05_knn20_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.700_cecde2cad8cccbc897f0fc1f10ea35bd,0.470703125,0.459360956104452,5.5,0.208189085238811,0.88603750042356,63,64.48,62.46,76.21,69.335,64.48,RNA,,features_RNA.log.vst.split_Batch_ID,Scanorama,700
Scanorama_4_sigma15_alpha0.05_knn30_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.1000_cecde2cad8cccbc897f0fc1f10ea35bd,0.369646626655629,0.412726449694091,5.5,0.194131545662164,0.877335335547627,59,34.96,52.7,71.7,62.2,34.96,RNA,,features_RNA.log.vst.split_Batch_ID,Scanorama,1000
Scanorama_4_sigma15_alpha0.05_knn30_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.1500_cecde2cad8cccbc897f0fc1f10ea35bd,0.32711941096623,0.369658793886752,5,0.219245412015539,0.862757753399638,66,22.53,43.68,64.16,53.92,22.53,RNA,,features_RNA.log.vst.split_Batch_ID,Scanorama,1500
Scanorama_4_sigma15_alpha0.05_knn30_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.2000_cecde2cad8cccbc897f0fc1f10ea35bd,0.319743024490716,0.339887748504996,4.5,0.222506063557953,0.855710957709466,67,20.38,37.45,60.51,48.98,20.38,RNA,,features_RNA.log.vst.split_Batch_ID,Scanorama,2000
Scanorama_4_sigma15_alpha0.05_knn30_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.2500_cecde2cad8cccbc897f0fc1f10ea35bd,0.272019867549669,0.318463329300303,4,0.23895510471136,0.845929499509496,72,6.43,32.97,55.45,44.21,6.43,RNA,,features_RNA.log.vst.split_Batch_ID,Scanorama,2500
Scanorama_4_sigma15_alpha0.05_knn30_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.3000_cecde2cad8cccbc897f0fc1f10ea35bd,0.246060086283071,0.302767252441668,3.5,0.294951884976517,0.813077336463102,89,-1.15,29.68,38.44,34.06,-1.15,RNA,,features_RNA.log.vst.split_Batch_ID,Scanorama,3000
Scanorama_4_sigma15_alpha0.05_knn30_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.4000_cecde2cad8cccbc897f0fc1f10ea35bd,0.221403301886793,0.292166594743938,3.5,0.320144968801174,0.808534547275097,97,-8.36,27.46,36.09,31.775,-8.36,RNA,,features_RNA.log.vst.split_Batch_ID,Scanorama,4000
Scanorama_4_sigma15_alpha0.05_knn30_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.500_cecde2cad8cccbc897f0fc1f10ea35bd,0.334860315950065,0.461135311614679,6,0.136908927152134,0.891261986530563,41,24.79,62.83,78.91,70.87,24.79,RNA,,features_RNA.log.vst.split_Batch_ID,Scanorama,500
Scanorama_4_sigma15_alpha0.05_knn30_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.700_cecde2cad8cccbc897f0fc1f10ea35bd,0.36390998616162,0.427548833574808,6,0.157936420222618,0.885165776638693,48,33.28,55.8,75.76,65.78,33.28,RNA,,features_RNA.log.vst.split_Batch_ID,Scanorama,700
Scanorama_4_sigma15_alpha0.05_knn30_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.1000_cecde2cad8cccbc897f0fc1f10ea35bd,0.5054375,0.435676642353917,5.5,0.180310652905256,0.885883585518093,54,74.63,57.5,76.13,66.815,74.63,RNA,,features_RNA.log.vst.split_Batch_ID,Scanorama,1000
Scanorama_4_sigma15_alpha0.05_knn30_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.1500_cecde2cad8cccbc897f0fc1f10ea35bd,0.523822981366459,0.383782065180674,4.5,0.209292000701013,0.872559483998142,63,80,46.64,69.23,57.935,80,RNA,,features_RNA.log.vst.split_Batch_ID,Scanorama,1500
Scanorama_4_sigma15_alpha0.05_knn30_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.2000_cecde2cad8cccbc897f0fc1f10ea35bd,0.471185427910563,0.361530985107643,4.5,0.208439457605252,0.864265838633259,63,64.62,41.98,64.94,53.46,64.62,RNA,,features_RNA.log.vst.split_Batch_ID,Scanorama,2000
Scanorama_4_sigma15_alpha0.05_knn30_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.2500_cecde2cad8cccbc897f0fc1f10ea35bd,0.457305200918917,0.352887474104685,4,0.202772825100043,0.859139785287104,61,60.57,40.17,62.28,51.225,60.57,RNA,,features_RNA.log.vst.split_Batch_ID,Scanorama,2500
Scanorama_4_sigma15_alpha0.05_knn30_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.3000_cecde2cad8cccbc897f0fc1f10ea35bd,0.446303393213573,0.340512460896728,4,0.218572259964442,0.856709181175094,66,57.35,37.58,61.03,49.305,57.35,RNA,,features_RNA.log.vst.split_Batch_ID,Scanorama,3000
Scanorama_4_sigma15_alpha0.05_knn30_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.4000_cecde2cad8cccbc897f0fc1f10ea35bd,0.416695652173913,0.302767252441668,3.5,0.283107947609013,0.819064472292453,86,48.7,29.68,41.54,35.61,48.7,RNA,,features_RNA.log.vst.split_Batch_ID,Scanorama,4000
Scanorama_4_sigma15_alpha0.05_knn30_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.500_cecde2cad8cccbc897f0fc1f10ea35bd,0.469967616580311,0.477887474104685,5.5,0.219699907795317,0.897878941253516,66,64.27,66.34,82.34,74.34,64.27,RNA,,features_RNA.log.vst.split_Batch_ID,Scanorama,500
Scanorama_4_sigma15_alpha0.05_knn30_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.700_cecde2cad8cccbc897f0fc1f10ea35bd,0.485779874213837,0.454082745759002,5.5,0.208732073793002,0.89033587180453,63,68.89,61.36,78.43,69.895,68.89,RNA,,features_RNA.log.vst.split_Batch_ID,Scanorama,700
Scanorama_5_sigma50_alpha0.05_knn30_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.1000_cecde2cad8cccbc897f0fc1f10ea35bd,0.360908759715026,0.419142898730772,5.5,0.177755001166585,0.876698786669282,54,32.4,54.04,71.38,62.71,32.4,RNA,,features_RNA.log.vst.split_Batch_ID,Scanorama,1000
Scanorama_5_sigma50_alpha0.05_knn30_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.1500_cecde2cad8cccbc897f0fc1f10ea35bd,0.330754097610632,0.365097835710664,5.5,0.196019043944278,0.861491301117721,59,23.59,42.73,63.5,53.115,23.59,RNA,,features_RNA.log.vst.split_Batch_ID,Scanorama,1500
Scanorama_5_sigma50_alpha0.05_knn30_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.2000_cecde2cad8cccbc897f0fc1f10ea35bd,0.302429627192081,0.339997157203973,4.5,0.205025808216915,0.856252342836448,62,15.32,37.47,60.79,49.13,15.32,RNA,,features_RNA.log.vst.split_Batch_ID,Scanorama,2000
Scanorama_5_sigma50_alpha0.05_knn30_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.2500_cecde2cad8cccbc897f0fc1f10ea35bd,0.267459174859117,0.320954936979892,4,0.241901791822022,0.842486442850805,73,5.1,33.49,53.66,43.575,5.1,RNA,,features_RNA.log.vst.split_Batch_ID,Scanorama,2500
Scanorama_5_sigma50_alpha0.05_knn30_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.3000_cecde2cad8cccbc897f0fc1f10ea35bd,0.245710211029679,0.310226111822217,3.5,0.325475768339396,0.810613665608338,98,-1.25,31.24,37.16,34.2,-1.25,RNA,,features_RNA.log.vst.split_Batch_ID,Scanorama,3000
Scanorama_5_sigma50_alpha0.05_knn30_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.4000_cecde2cad8cccbc897f0fc1f10ea35bd,0.215984669811321,0.305057310175743,3.5,0.321304401535431,0.807849048224689,97,-9.94,30.16,35.73,32.945,-9.94,RNA,,features_RNA.log.vst.split_Batch_ID,Scanorama,4000
Scanorama_5_sigma50_alpha0.05_knn30_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.500_cecde2cad8cccbc897f0fc1f10ea35bd,0.309430108761627,0.466413521960129,6,0.13883540533463,0.890248954478679,42,17.36,63.94,78.39,71.165,17.36,RNA,,features_RNA.log.vst.split_Batch_ID,Scanorama,500
Scanorama_5_sigma50_alpha0.05_knn30_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.700_cecde2cad8cccbc897f0fc1f10ea35bd,0.341720868702459,0.439150953179308,6.5,0.154095663611811,0.88326597852535,47,26.8,58.23,74.77,66.5,26.8,RNA,,features_RNA.log.vst.split_Batch_ID,Scanorama,700
Scanorama_5_sigma50_alpha0.05_knn30_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.1000_cecde2cad8cccbc897f0fc1f10ea35bd,0.490859375,0.443804451133027,5,0.233594215588024,0.885783171707391,71,70.37,59.2,76.08,67.64,70.37,RNA,,features_RNA.log.vst.split_Batch_ID,Scanorama,1000
Scanorama_5_sigma50_alpha0.05_knn30_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.1500_cecde2cad8cccbc897f0fc1f10ea35bd,0.546578125,0.384481177767468,4.5,0.187968485368136,0.873743350938114,57,86.65,46.79,69.85,58.32,86.65,RNA,,features_RNA.log.vst.split_Batch_ID,Scanorama,1500
Scanorama_5_sigma50_alpha0.05_knn30_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.2000_cecde2cad8cccbc897f0fc1f10ea35bd,0.476729813664597,0.3735037705547,4.5,0.215410265198796,0.862504624002538,65,66.24,44.49,64.03,54.26,66.24,RNA,,features_RNA.log.vst.split_Batch_ID,Scanorama,2000
Scanorama_5_sigma50_alpha0.05_knn30_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.2500_cecde2cad8cccbc897f0fc1f10ea35bd,0.452068504500434,0.359819625365213,4,0.229347547129744,0.857849943409463,69,59.04,41.62,61.62,51.62,59.04,RNA,,features_RNA.log.vst.split_Batch_ID,Scanorama,2500
Scanorama_5_sigma50_alpha0.05_knn30_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.3000_cecde2cad8cccbc897f0fc1f10ea35bd,0.440398550724638,0.359819625365213,4,0.219341948800927,0.857540985052745,66,55.63,41.62,61.46,51.54,55.63,RNA,,features_RNA.log.vst.split_Batch_ID,Scanorama,3000
Scanorama_5_sigma50_alpha0.05_knn30_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.4000_cecde2cad8cccbc897f0fc1f10ea35bd,0.411234375,0.313700422647608,3,0.321159771226794,0.818627349462743,97,47.11,31.97,41.31,36.64,47.11,RNA,,features_RNA.log.vst.split_Batch_ID,Scanorama,4000
Scanorama_5_sigma50_alpha0.05_knn30_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.500_cecde2cad8cccbc897f0fc1f10ea35bd,0.450743480960265,0.486172994353572,5,0.224528307980957,0.896331371974628,68,58.65,68.07,81.54,74.805,58.65,RNA,,features_RNA.log.vst.split_Batch_ID,Scanorama,500
Scanorama_5_sigma50_alpha0.05_knn30_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.700_cecde2cad8cccbc897f0fc1f10ea35bd,0.467228282232705,0.470165958850446,5.5,0.233773492887296,0.888287839051311,71,63.47,64.72,77.37,71.045,63.47,RNA,,features_RNA.log.vst.split_Batch_ID,Scanorama,700
Scanorama_1_sigma50_alpha0.05_knn10_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.4000_cecde2cad8cccbc897f0fc1f10ea35bd,0.41528125,0.305572613868498,3,0.290755467545097,0.825478524141203,88,48.29,30.27,44.86,37.565,48.29,RNA,,features_RNA.log.vst.split_Batch_ID,Scanorama,4000
Scanorama_1_sigma50_alpha0.05_knn10_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.500_cecde2cad8cccbc897f0fc1f10ea35bd,0.466176876379691,0.462210554538111,4.5,0.222295589318979,0.891061032980334,67,63.16,63.06,78.81,70.935,63.16,RNA,,features_RNA.log.vst.split_Batch_ID,Scanorama,500
Scanorama_1_sigma50_alpha0.05_knn10_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.700_cecde2cad8cccbc897f0fc1f10ea35bd,0.479889937106919,0.445954936979892,5,0.240481073815015,0.882264219808188,73,67.17,59.65,74.26,66.955,67.17,RNA,,features_RNA.log.vst.split_Batch_ID,Scanorama,700
Scanorama_10_sigma15_alpha0.05_knn30_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.1000_cecde2cad8cccbc897f0fc1f10ea35bd,0.473633824481866,0.384481177767468,5,0.17932841006063,0.884758383906808,54,65.34,46.79,75.55,61.17,65.34,RNA,,features_RNA.log.vst.split_Batch_ID,Scanorama,1000
Scanorama_10_sigma15_alpha0.05_knn30_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.1500_cecde2cad8cccbc897f0fc1f10ea35bd,0.46490625,0.374421302008354,4.5,0.164271375676602,0.876642446377426,50,62.79,44.68,71.35,58.015,62.79,RNA,,features_RNA.log.vst.split_Batch_ID,Scanorama,1500
Scanorama_10_sigma15_alpha0.05_knn30_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.2000_cecde2cad8cccbc897f0fc1f10ea35bd,0.428166246118012,0.339887748504996,4,0.212327820995594,0.868841246822298,64,52.05,37.45,67.31,52.38,52.05,RNA,,features_RNA.log.vst.split_Batch_ID,Scanorama,2000
Scanorama_10_sigma15_alpha0.05_knn30_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.2500_cecde2cad8cccbc897f0fc1f10ea35bd,0.422598769430052,0.320954936979892,4,0.202241234553117,0.861828882350246,61,50.43,33.49,63.68,48.585,50.43,RNA,,features_RNA.log.vst.split_Batch_ID,Scanorama,2500
Scanorama_10_sigma15_alpha0.05_knn30_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.3000_cecde2cad8cccbc897f0fc1f10ea35bd,0.38074825310559,0.313700422647608,3.5,0.20798695294574,0.858768506746331,63,38.2,31.97,62.09,47.03,38.2,RNA,,features_RNA.log.vst.split_Batch_ID,Scanorama,3000
Scanorama_10_sigma15_alpha0.05_knn30_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.4000_cecde2cad8cccbc897f0fc1f10ea35bd,0.337964382763975,0.305057310175743,4,0.239705881281708,0.854916472366661,72,25.7,30.16,60.1,45.13,25.7,RNA,,features_RNA.log.vst.split_Batch_ID,Scanorama,4000
Scanorama_10_sigma15_alpha0.05_knn30_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.500_cecde2cad8cccbc897f0fc1f10ea35bd,0.4144375,0.449082661478477,6,0.124170920444419,0.896496026314714,38,48.04,60.31,81.62,70.965,48.04,RNA,,features_RNA.log.vst.split_Batch_ID,Scanorama,500
Scanorama_10_sigma15_alpha0.05_knn30_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.700_cecde2cad8cccbc897f0fc1f10ea35bd,0.479930325362855,0.420496267719131,6,0.153190156313223,0.892369561622287,46,67.18,54.33,79.49,66.91,67.18,RNA,,features_RNA.log.vst.split_Batch_ID,Scanorama,700
Scanorama_10_sigma15_alpha0.05_knn30_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.1000_cecde2cad8cccbc897f0fc1f10ea35bd,0.559516289893617,0.412368458940021,4.5,0.238356039411601,0.888179160313622,72,90.43,52.62,77.32,64.97,90.43,RNA,,features_RNA.log.vst.split_Batch_ID,Scanorama,1000
Scanorama_10_sigma15_alpha0.05_knn30_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.1500_cecde2cad8cccbc897f0fc1f10ea35bd,0.590390625,0.38027821034545,4.5,0.194829352609641,0.878102234938656,59,99.45,45.91,72.1,59.005,99.45,RNA,,features_RNA.log.vst.split_Batch_ID,Scanorama,1500
Scanorama_10_sigma15_alpha0.05_knn30_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.2000_cecde2cad8cccbc897f0fc1f10ea35bd,0.572265625,0.356768078454947,4,0.216836697053845,0.87133819222939,66,94.16,40.98,68.6,54.79,94.16,RNA,,features_RNA.log.vst.split_Batch_ID,Scanorama,2000
Scanorama_10_sigma15_alpha0.05_knn30_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.2500_cecde2cad8cccbc897f0fc1f10ea35bd,0.570632710100232,0.343564007806994,3.5,0.209384301583202,0.8701555877728,63,93.68,38.22,67.99,53.105,93.68,RNA,,features_RNA.log.vst.split_Batch_ID,Scanorama,2500
Scanorama_10_sigma15_alpha0.05_knn30_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.3000_cecde2cad8cccbc897f0fc1f10ea35bd,0.538988256987578,0.339997157203973,3.5,0.226645286093028,0.866811232410636,68,84.43,37.47,66.26,51.865,84.43,RNA,,features_RNA.log.vst.split_Batch_ID,Scanorama,3000
Scanorama_10_sigma15_alpha0.05_knn30_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.4000_cecde2cad8cccbc897f0fc1f10ea35bd,0.510240157575174,0.313902371124215,3.5,0.24491055299244,0.857386609221249,74,76.03,32.01,61.38,46.695,76.03,RNA,,features_RNA.log.vst.split_Batch_ID,Scanorama,4000
