gene,cluster_id,cluster_name,parent_id,specificity,avg_log2FC,pct.1,pct.2,p_val_adj
Atrnl1,C185-6,C185-6: Rxfp1.Irx5.GLU-2,C66-2,1.60991907031402,0.888895486686205,0.584,0.322,9.10148347535009e-34
Otud7a,C185-6,C185-6: Rxfp1.Irx5.GLU-2,C66-2,1.71937725128958,1.06510095212629,0.564,0.349,1.92730321540887e-33
Tenm3,C185-6,C185-6: Rxfp1.Irx5.GLU-2,C66-2,1.90371795415616,1.16510011155336,0.615,0.376,1.77494865187223e-32
Fras1,C185-6,C185-6: Rxfp1.Irx5.GLU-2,C66-2,1.7511704066022,0.835646229115434,0.569,0.271,8.13674904256846e-32
Rbms1,C185-6,C185-6: Rxfp1.Irx5.GLU-2,C66-2,1.50620359897915,0.672260363386174,0.53,0.236,1.58768648556826e-31
A330008L17Rik,C185-6,C185-6: Rxfp1.Irx5.GLU-2,C66-2,1.9858351436067,0.719434071877366,0.402,0.145,3.1399173542836e-28
Ano6,C185-6,C185-6: Rxfp1.Irx5.GLU-2,C66-2,1.5158880183008,0.779894687439255,0.586,0.301,5.70332805552379e-28
Crispld1,C185-6,C185-6: Rxfp1.Irx5.GLU-2,C66-2,2.26169234197531,0.311957564410388,0.144,0.019,1.64742272785631e-27
Fstl4,C185-6,C185-6: Rxfp1.Irx5.GLU-2,C66-2,1.93514578065752,0.659225485718496,0.363,0.123,1.82555777846138e-26
Inpp4b,C185-6,C185-6: Rxfp1.Irx5.GLU-2,C66-2,1.56394185966256,1.00309699055766,0.632,0.405,3.48648906612807e-25
Marchf3,C185-6,C185-6: Rxfp1.Irx5.GLU-2,C66-2,1.75425810086921,0.589468447872719,0.371,0.124,3.00620819413192e-23
Csgalnact1,C185-6,C185-6: Rxfp1.Irx5.GLU-2,C66-2,1.83915558966906,0.443655953648239,0.227,0.054,1.0491007943553e-22
Maf,C185-6,C185-6: Rxfp1.Irx5.GLU-2,C66-2,1.84685660851856,0.412595625307338,0.187,0.041,3.77594830045951e-22
Cadps2,C185-6,C185-6: Rxfp1.Irx5.GLU-2,C66-2,1.60129306752049,0.944284117889989,0.601,0.354,1.47675448211968e-20
Tmtc2,C185-6,C185-6: Rxfp1.Irx5.GLU-2,C66-2,2.1028394799414,0.855299995727459,0.385,0.156,5.12940628308379e-18
Tafa1,C185-7,C185-7: Stk26.Nxph4.GLU-2,C66-3,3.773890450815,1.70600527228623,0.729,0.329,5.06575843211372e-219
Stk26,C185-7,C185-7: Stk26.Nxph4.GLU-2,C66-3,5.32549699700003,0.884995127781346,0.342,0.056,4.99048403786622e-121
Sphkap,C185-7,C185-7: Stk26.Nxph4.GLU-2,C66-3,3.05598269680368,1.1271114889352,0.525,0.193,7.44032482688435e-113
Pcdh11x,C185-7,C185-7: Stk26.Nxph4.GLU-2,C66-3,2.07669381129748,1.15798573830528,0.702,0.391,1.41701516016043e-109
Calca,C185-7,C185-7: Stk26.Nxph4.GLU-2,C66-3,8.55676422326738,1.03718354221423,0.197,0.023,5.00617633841169e-93
Arhgap36,C185-7,C185-7: Stk26.Nxph4.GLU-2,C66-3,3.45811824445551,1.15270608148517,0.419,0.139,7.98811720956702e-91
Dlk1,C185-7,C185-7: Stk26.Nxph4.GLU-2,C66-3,1.71692838743226,0.978560220816314,0.771,0.439,4.39106674259482e-89
Ebf3,C185-7,C185-7: Stk26.Nxph4.GLU-2,C66-3,2.55310816499041,1.02407480924754,0.54,0.216,3.36841115461697e-86
Gsg1l,C185-7,C185-7: Stk26.Nxph4.GLU-2,C66-3,3.44574085600754,0.740673268113771,0.32,0.068,5.79926666769524e-85
Kit,C185-7,C185-7: Stk26.Nxph4.GLU-2,C66-3,5.04472616745232,0.751763115149757,0.254,0.037,3.8727697968952e-83
Cpne4,C185-7,C185-7: Stk26.Nxph4.GLU-2,C66-3,2.42913914966444,0.998703890226067,0.466,0.191,1.03868791593516e-82
Nxph4,C185-7,C185-7: Stk26.Nxph4.GLU-2,C66-3,2.00214887834978,0.934065399635801,0.492,0.229,1.36047701979924e-67
Sox5,C185-7,C185-7: Stk26.Nxph4.GLU-2,C66-3,2.11570773926308,0.953762985434386,0.436,0.196,2.95679966921776e-67
Sox6,C185-7,C185-7: Stk26.Nxph4.GLU-2,C66-3,6.39534432599526,0.710593813999474,0.161,0.017,1.56822471510267e-66
Gria3,C185-7,C185-7: Stk26.Nxph4.GLU-2,C66-3,1.52116855715059,0.851640142911771,0.567,0.317,4.94470566696293e-63
Col13a1,C185-7,C185-7: Stk26.Nxph4.GLU-2,C66-3,9.27464830870416,0.54027077526432,0.102,0.005,3.70109365590916e-52
Asb4,C185-7,C185-7: Stk26.Nxph4.GLU-2,C66-3,2.32398956364188,0.889125294797027,0.378,0.144,4.56855399778331e-52
Calcr,C185-7,C185-7: Stk26.Nxph4.GLU-2,C66-3,1.87639690792452,0.739987512984316,0.425,0.167,9.12615171387391e-48
Zfp521,C185-7,C185-7: Stk26.Nxph4.GLU-2,C66-3,1.78076926131932,0.507640106167951,0.22,0.062,3.16659227349864e-47
Erbb4,C185-7,C185-7: Stk26.Nxph4.GLU-2,C66-3,1.61994682915778,0.917847977694364,0.442,0.25,2.51745183052929e-44
Nkain3,C185-7,C185-7: Stk26.Nxph4.GLU-2,C66-3,1.50997696787654,0.835099802169659,0.31,0.171,3.53217530055545e-41
Gpr139,C185-7,C185-7: Stk26.Nxph4.GLU-2,C66-3,2.13325678484764,0.389950164972149,0.185,0.033,4.47055786869339e-41
Stk32b,C185-7,C185-7: Stk26.Nxph4.GLU-2,C66-3,1.74689964075344,0.403805947108835,0.198,0.045,8.79600553056079e-39
Trh,C185-7,C185-7: Stk26.Nxph4.GLU-2,C66-3,1.66451823980569,0.88199572069385,0.25,0.132,4.84304393551666e-35
Chrna3,C185-7,C185-7: Stk26.Nxph4.GLU-2,C66-3,1.8794131149462,0.318829010571231,0.111,0.018,6.16664409057025e-32
Sst,C185-7,C185-7: Stk26.Nxph4.GLU-2,C66-3,1.58551959198304,1.07362326657137,0.349,0.236,1.0340950066505e-17
Col27a1,C185-7,C185-7: Stk26.Nxph4.GLU-2,C66-3,1.94205644857622,0.658324219856347,0.117,0.039,7.58456144532569e-17
Nfix,C185-8,C185-8: Nfia.Nxph4.GLU-2,C66-3,7.09485924961519,1.0583491698321,0.361,0.053,3.27465846947838e-164
Nfia,C185-8,C185-8: Nfia.Nxph4.GLU-2,C66-3,6.51101947955905,1.24544924669532,0.412,0.078,1.70072455078103e-157
Tcf4,C185-8,C185-8: Nfia.Nxph4.GLU-2,C66-3,1.63060466333594,0.999188455386562,0.735,0.45,2.63253030617355e-119
Zeb2,C185-8,C185-8: Nfia.Nxph4.GLU-2,C66-3,3.95400999881855,0.957872844784213,0.354,0.085,8.75010787071543e-112
Sv2b,C185-8,C185-8: Nfia.Nxph4.GLU-2,C66-3,2.5674317641907,0.690260343159468,0.304,0.081,2.01118741040749e-93
Col12a1,C185-8,C185-8: Nfia.Nxph4.GLU-2,C66-3,8.24939502424678,0.704722188000981,0.198,0.016,2.12083495450606e-85
Stxbp6,C185-8,C185-8: Nfia.Nxph4.GLU-2,C66-3,1.91594541819088,0.703099236033351,0.326,0.119,7.34492065221077e-79
Utrn,C185-8,C185-8: Nfia.Nxph4.GLU-2,C66-3,1.88152313577253,0.625026521129916,0.291,0.096,4.84354025234528e-60
Prox1,C185-8,C185-8: Nfia.Nxph4.GLU-2,C66-3,4.57298631345435,0.412600268883099,0.132,0.011,1.23940772758908e-59
Thrsp,C185-8,C185-8: Nfia.Nxph4.GLU-2,C66-3,2.80150953363846,0.447578446202594,0.168,0.026,8.82964547892952e-54
Pitx2,C185-8,C185-8: Nfia.Nxph4.GLU-2,C66-3,3.76542516877039,0.467601818344035,0.152,0.018,2.38517670956833e-53
Ebf1,C185-8,C185-8: Nfia.Nxph4.GLU-2,C66-3,4.41077291652966,0.739530788400182,0.166,0.027,1.45208026801123e-49
Chd7,C185-8,C185-8: Nfia.Nxph4.GLU-2,C66-3,2.01616060419563,0.590943625367684,0.231,0.067,3.3118131403696e-48
Fbln1,C185-8,C185-8: Nfia.Nxph4.GLU-2,C66-3,1.87540482767384,0.345074488291986,0.124,0.022,1.87470592427036e-38
Adamts18,C185-8,C185-8: Nfia.Nxph4.GLU-2,C66-3,2.32120666567596,0.392316619550867,0.141,0.023,2.22857955728741e-38
Scn7a,C185-8,C185-8: Nfia.Nxph4.GLU-2,C66-3,1.5373460170121,0.32479141204481,0.141,0.029,4.77283477081868e-38
Gm38073,C185-8,C185-8: Nfia.Nxph4.GLU-2,C66-3,1.89361595503466,0.451554573892881,0.129,0.03,1.85232921421542e-37
Igf1,C185-8,C185-8: Nfia.Nxph4.GLU-2,C66-3,2.26669876795433,0.358893971592769,0.119,0.018,1.39189830647873e-35
Foxp2,C185-9,C185-9: Ebf3.Nxph4.GLU-2,C66-3,6.48705231036916,0.947014935820315,0.273,0.039,3.38777125480958e-111
Adarb2,C185-9,C185-9: Ebf3.Nxph4.GLU-2,C66-3,4.45779441184625,1.33051516884186,0.391,0.116,1.16241915298236e-110
Penk,C185-9,C185-9: Ebf3.Nxph4.GLU-2,C66-3,4.37841848001911,1.54375849143531,0.328,0.115,2.35388887179217e-76
Lhx1,C185-9,C185-9: Ebf3.Nxph4.GLU-2,C66-3,1.61330999705803,0.398895328942921,0.181,0.044,6.83524620711405e-57
Gm48259,C185-9,C185-9: Ebf3.Nxph4.GLU-2,C66-3,1.92129511089742,0.346900506134257,0.143,0.025,2.08297741504441e-42
Fads2b,C185-10,C185-10: Adgrf5.Nxph4.GLU-2,C66-3,71.3240416819402,0.826147200949114,0.258,0.002,1.02119056669706e-121
Adgrf5,C185-10,C185-10: Adgrf5.Nxph4.GLU-2,C66-3,29.4663857003356,0.969289003300512,0.303,0.009,1.06593268481342e-121
Gm36903,C185-10,C185-10: Adgrf5.Nxph4.GLU-2,C66-3,37.8452901204722,0.597557212428508,0.189,0.002,7.85994660601823e-101
Nkd2,C185-10,C185-10: Adgrf5.Nxph4.GLU-2,C66-3,12.2796704181035,0.845606046755633,0.333,0.022,2.28401178530413e-73
Prlr,C185-10,C185-10: Adgrf5.Nxph4.GLU-2,C66-3,8.90352073905041,1.92951653410016,0.705,0.152,6.13328178066927e-73
Npw,C185-10,C185-10: Adgrf5.Nxph4.GLU-2,C66-3,65.928166297474,0.861806095391818,0.152,0.001,1.7138397181247e-72
Sst,C185-10,C185-10: Adgrf5.Nxph4.GLU-2,C66-3,11.9117862821149,3.4564836494923,0.864,0.25,6.42456551130937e-72
Trpa1,C185-10,C185-10: Adgrf5.Nxph4.GLU-2,C66-3,21.804111644928,0.318308199196029,0.136,0.001,3.27374126049692e-61
Cadps2,C185-10,C185-10: Adgrf5.Nxph4.GLU-2,C66-3,8.13841138182625,1.47971116033204,0.538,0.097,1.51815736651935e-58
Pthlh,C185-10,C185-10: Adgrf5.Nxph4.GLU-2,C66-3,9.71946420303352,0.566182380759234,0.205,0.011,1.28424027501635e-55
Col5a2,C185-10,C185-10: Adgrf5.Nxph4.GLU-2,C66-3,14.1339687675202,0.956433976749487,0.265,0.017,1.98740707534105e-54
Popdc3,C185-10,C185-10: Adgrf5.Nxph4.GLU-2,C66-3,11.2942312567633,0.493736885541565,0.182,0.007,2.39468875898688e-54
Mctp2,C185-10,C185-10: Adgrf5.Nxph4.GLU-2,C66-3,10.9008414091788,0.825163293921899,0.25,0.018,1.46123240586635e-48
Tll2,C185-10,C185-10: Adgrf5.Nxph4.GLU-2,C66-3,10.0037746572928,0.514479839517917,0.174,0.008,1.70658752823924e-48
Adamts2,C185-10,C185-10: Adgrf5.Nxph4.GLU-2,C66-3,5.8746589642266,1.06053681098614,0.492,0.088,1.06700372574711e-46
Nkx2-1,C185-10,C185-10: Adgrf5.Nxph4.GLU-2,C66-3,5.05336681664819,1.20318257539243,0.545,0.129,4.22006419514326e-44
Gpr83,C185-10,C185-10: Adgrf5.Nxph4.GLU-2,C66-3,5.69098170888374,1.01100534656387,0.348,0.061,5.20753535118236e-42
Gpc5,C185-10,C185-10: Adgrf5.Nxph4.GLU-2,C66-3,8.63124261226732,1.85987027000739,0.477,0.102,7.19865697746842e-41
Fras1,C185-10,C185-10: Adgrf5.Nxph4.GLU-2,C66-3,6.71669684407949,1.09047548762702,0.424,0.068,6.71961059635555e-40
Bcl11a,C185-10,C185-10: Adgrf5.Nxph4.GLU-2,C66-3,5.01489590521523,1.25152059497463,0.568,0.141,2.32952642543189e-36
6330411D24Rik,C185-10,C185-10: Adgrf5.Nxph4.GLU-2,C66-3,7.00534810591834,1.61989793929957,0.492,0.113,1.79731414888503e-35
Arhgap6,C185-10,C185-10: Adgrf5.Nxph4.GLU-2,C66-3,6.70586601153918,1.49895828493229,0.424,0.094,4.24115886782533e-35
Kcnq5,C185-10,C185-10: Adgrf5.Nxph4.GLU-2,C66-3,4.63522147356419,1.81339771389439,0.523,0.204,1.0955629847259e-32
Prokr1,C185-10,C185-10: Adgrf5.Nxph4.GLU-2,C66-3,9.63988372080919,0.35182057375216,0.136,0.004,1.15950243114639e-32
Trpc4,C185-10,C185-10: Adgrf5.Nxph4.GLU-2,C66-3,4.97887262716175,0.84572630927131,0.364,0.061,1.42381597738122e-32
Sfta3-ps,C185-10,C185-10: Adgrf5.Nxph4.GLU-2,C66-3,4.31459920901444,1.13036588866303,0.583,0.152,5.96479502228165e-32
Cntn4,C185-10,C185-10: Adgrf5.Nxph4.GLU-2,C66-3,3.36932998593442,1.36862706405398,0.644,0.261,1.99005325541217e-30
Fzd7,C185-10,C185-10: Adgrf5.Nxph4.GLU-2,C66-3,5.20939259589048,0.342222871262878,0.136,0.008,2.86124169298547e-30
Unc13c,C185-10,C185-10: Adgrf5.Nxph4.GLU-2,C66-3,3.40816977127188,1.51372277862681,0.742,0.329,1.33151322963681e-28
Necab1,C185-10,C185-10: Adgrf5.Nxph4.GLU-2,C66-3,3.37186508385655,1.18939076588091,0.583,0.205,1.60747230454895e-28
Bves,C185-10,C185-10: Adgrf5.Nxph4.GLU-2,C66-3,5.76120575610685,0.317859627923137,0.144,0.007,1.36655931086897e-27
Kirrel3,C185-10,C185-10: Adgrf5.Nxph4.GLU-2,C66-3,4.55104386202154,1.79924989893875,0.515,0.203,1.16935519177407e-26
Gm43670,C185-10,C185-10: Adgrf5.Nxph4.GLU-2,C66-3,4.51219709636208,1.54725677459713,0.591,0.202,1.24545819115672e-26
Gm15261,C185-10,C185-10: Adgrf5.Nxph4.GLU-2,C66-3,5.91355451950333,0.909777618385127,0.22,0.033,9.99134001611762e-26
Plpp4,C185-10,C185-10: Adgrf5.Nxph4.GLU-2,C66-3,3.11480692160311,1.00205028873278,0.515,0.165,3.51886333149908e-25
Hs6st2,C185-10,C185-10: Adgrf5.Nxph4.GLU-2,C66-3,2.75474524585431,1.32311248929669,0.659,0.316,1.7458648875653e-24
Optc,C185-10,C185-10: Adgrf5.Nxph4.GLU-2,C66-3,2.8255786072841,0.319559485347607,0.167,0.018,5.15756975778159e-24
Mpped1,C185-10,C185-10: Adgrf5.Nxph4.GLU-2,C66-3,3.82391107601853,0.894482123045271,0.341,0.079,7.80947026120772e-23
Cck,C185-10,C185-10: Adgrf5.Nxph4.GLU-2,C66-3,4.69064416433774,1.13755142907592,0.333,0.08,3.99339872352844e-22
Epha7,C185-10,C185-10: Adgrf5.Nxph4.GLU-2,C66-3,3.20374461927137,0.962441799204978,0.485,0.145,1.25769193680811e-19
Col24a1,C185-10,C185-10: Adgrf5.Nxph4.GLU-2,C66-3,4.21534511046103,0.505841413255324,0.174,0.02,2.21808290881117e-19
Adamtsl1,C185-10,C185-10: Adgrf5.Nxph4.GLU-2,C66-3,3.9801434607369,1.00789162571632,0.386,0.097,1.0737296188159e-18
Kcnip4,C185-10,C185-10: Adgrf5.Nxph4.GLU-2,C66-3,3.33032883016203,1.99095745281426,0.735,0.439,2.02860856260215e-18
C030015E24Rik,C185-10,C185-10: Adgrf5.Nxph4.GLU-2,C66-3,2.52945977261348,0.653957892431779,0.409,0.105,4.92970627325111e-18
Satb1,C185-10,C185-10: Adgrf5.Nxph4.GLU-2,C66-3,2.75397646309313,0.962163324971867,0.477,0.166,9.72644011903365e-18
Gm3164,C185-10,C185-10: Adgrf5.Nxph4.GLU-2,C66-3,2.72778710466874,0.340973388083593,0.159,0.019,9.81535484528712e-18
Npy,C185-10,C185-10: Adgrf5.Nxph4.GLU-2,C66-3,4.33438232976711,1.1279532963429,0.341,0.088,1.02429435863864e-17
Myh7,C185-10,C185-10: Adgrf5.Nxph4.GLU-2,C66-3,2.17354191136087,0.565414618833741,0.295,0.076,1.21542262306659e-17
Amigo2,C185-10,C185-10: Adgrf5.Nxph4.GLU-2,C66-3,2.72671308151072,0.861393450749977,0.439,0.138,1.88412114871577e-17
Ebf3,C185-10,C185-10: Adgrf5.Nxph4.GLU-2,C66-3,2.23863179711069,0.938576504171055,0.705,0.295,3.30949107808207e-17
Npb,C185-10,C185-10: Adgrf5.Nxph4.GLU-2,C66-3,3.36882470931085,0.5851116600382,0.189,0.032,6.22303839193776e-17
Gm42772,C185-10,C185-10: Adgrf5.Nxph4.GLU-2,C66-3,2.87983892050578,0.96606061452211,0.47,0.157,2.93741595430856e-16
Trpc6,C185-10,C185-10: Adgrf5.Nxph4.GLU-2,C66-3,3.01831932079307,0.524308989996919,0.212,0.036,5.40935102305986e-16
Ptch1,C185-10,C185-10: Adgrf5.Nxph4.GLU-2,C66-3,2.35722629423859,0.827096945346873,0.455,0.159,6.74949503259656e-16
Ltbp1,C185-10,C185-10: Adgrf5.Nxph4.GLU-2,C66-3,3.34567052869581,0.386038907157209,0.129,0.014,1.52159720587407e-15
2900064K03Rik,C185-10,C185-10: Adgrf5.Nxph4.GLU-2,C66-3,2.75979795917202,0.962850403605654,0.492,0.171,1.9108091691709e-15
Wipf1,C185-10,C185-10: Adgrf5.Nxph4.GLU-2,C66-3,2.9505730128366,0.387262707934803,0.159,0.02,2.88617395712096e-15
Prokr2,C185-10,C185-10: Adgrf5.Nxph4.GLU-2,C66-3,2.20711724620158,0.302937661243354,0.152,0.02,9.94082409262372e-15
Kcnb2,C185-10,C185-10: Adgrf5.Nxph4.GLU-2,C66-3,2.13911937569668,1.27770753129188,0.667,0.398,2.19124776071331e-14
Pcsk5,C185-10,C185-10: Adgrf5.Nxph4.GLU-2,C66-3,2.95952333001395,0.768042386681822,0.288,0.074,8.72567864516809e-14
Gm10048,C185-10,C185-10: Adgrf5.Nxph4.GLU-2,C66-3,2.41845869301888,0.832157829855958,0.371,0.127,2.24475646664997e-13
Bcl2,C185-10,C185-10: Adgrf5.Nxph4.GLU-2,C66-3,2.67278786992195,1.00297313577193,0.492,0.184,4.69979832459794e-13
Tac1,C185-10,C185-10: Adgrf5.Nxph4.GLU-2,C66-3,2.00709731729108,0.786406551219312,0.341,0.133,4.8222276927565e-13
Syt7,C185-10,C185-10: Adgrf5.Nxph4.GLU-2,C66-3,1.98665807874992,0.982548724218954,0.644,0.318,5.0810995429507e-13
Npnt,C185-10,C185-10: Adgrf5.Nxph4.GLU-2,C66-3,1.94920015220534,0.353292527587218,0.159,0.028,1.82766315619987e-12
Glra2,C185-10,C185-10: Adgrf5.Nxph4.GLU-2,C66-3,1.9464174144524,0.753928770661309,0.394,0.152,1.93140752025843e-12
Unc13b,C185-10,C185-10: Adgrf5.Nxph4.GLU-2,C66-3,1.99545079542952,0.743839917046272,0.447,0.166,2.18216822457338e-12
Gm47720,C185-10,C185-10: Adgrf5.Nxph4.GLU-2,C66-3,2.28311905702827,0.438174364480173,0.197,0.037,7.08890533474976e-12
Nyap2,C185-10,C185-10: Adgrf5.Nxph4.GLU-2,C66-3,1.95747105326578,0.898181162300964,0.485,0.222,3.32938590278256e-11
Gm42598,C185-10,C185-10: Adgrf5.Nxph4.GLU-2,C66-3,3.38950775472818,0.443486995945743,0.106,0.013,3.51761277514206e-11
C230085N15Rik,C185-10,C185-10: Adgrf5.Nxph4.GLU-2,C66-3,2.11506398717137,0.3746684777275,0.174,0.03,8.7970997751925e-11
Thsd4,C185-10,C185-10: Adgrf5.Nxph4.GLU-2,C66-3,2.54545690852093,0.659182067943667,0.25,0.064,1.38168812502462e-10
Lrrc8b,C185-10,C185-10: Adgrf5.Nxph4.GLU-2,C66-3,1.53124334489049,0.39653712118678,0.25,0.064,1.51794078849244e-10
Nrp1,C185-10,C185-10: Adgrf5.Nxph4.GLU-2,C66-3,1.76992554684512,0.685566097891906,0.394,0.152,1.59967544627573e-10
Ryr2,C185-10,C185-10: Adgrf5.Nxph4.GLU-2,C66-3,1.62705427739619,1.03373855211848,0.712,0.452,2.81599436155551e-10
Col2a1,C185-10,C185-10: Adgrf5.Nxph4.GLU-2,C66-3,2.39113981607817,0.42304781361383,0.129,0.022,5.00631682206595e-10
Abcc8,C185-10,C185-10: Adgrf5.Nxph4.GLU-2,C66-3,1.66619833743408,0.443890676768152,0.258,0.068,5.46708131803813e-10
Lpcat2,C185-10,C185-10: Adgrf5.Nxph4.GLU-2,C66-3,1.70814519218125,0.488041483480357,0.265,0.075,6.48964079774858e-10
Gm42769,C185-10,C185-10: Adgrf5.Nxph4.GLU-2,C66-3,2.06503888558172,0.795795472980272,0.409,0.157,1.02915582343886e-09
Ptchd4,C185-10,C185-10: Adgrf5.Nxph4.GLU-2,C66-3,1.99969769264007,0.923793553742817,0.538,0.248,1.14007334725432e-09
Sgcd,C185-10,C185-10: Adgrf5.Nxph4.GLU-2,C66-3,2.74263921638239,1.307164304884,0.341,0.162,3.22490881701556e-09
Oprk1,C185-10,C185-10: Adgrf5.Nxph4.GLU-2,C66-3,1.66850461437388,0.539441341489299,0.265,0.085,6.80772123009437e-09
Nrg1,C185-10,C185-10: Adgrf5.Nxph4.GLU-2,C66-3,3.20716097267947,2.04958694857011,0.47,0.3,1.08213622449336e-08
Unc5d,C185-10,C185-10: Adgrf5.Nxph4.GLU-2,C66-3,1.68889988835905,0.964661623403677,0.568,0.324,1.64571340021461e-08
Gm42768,C185-10,C185-10: Adgrf5.Nxph4.GLU-2,C66-3,1.82564885740009,0.47856814708546,0.205,0.053,2.26334405945572e-08
Ppfibp1,C185-10,C185-10: Adgrf5.Nxph4.GLU-2,C66-3,1.51912291813192,0.493048666411236,0.227,0.073,3.47452958948793e-08
Gm42515,C185-10,C185-10: Adgrf5.Nxph4.GLU-2,C66-3,1.79246326045157,0.403304233601603,0.159,0.035,1.25684197762371e-07
Cpne4,C185-10,C185-10: Adgrf5.Nxph4.GLU-2,C66-3,1.58000517894277,0.802250691633734,0.515,0.261,2.76311530256335e-07
Plcl1,C185-10,C185-10: Adgrf5.Nxph4.GLU-2,C66-3,1.55542863042499,0.508730416717947,0.265,0.086,1.48367605836359e-06
Antxr1,C185-10,C185-10: Adgrf5.Nxph4.GLU-2,C66-3,1.64943947634939,0.522661891682727,0.242,0.076,2.53535188708088e-06
Calcr,C185-10,C185-10: Adgrf5.Nxph4.GLU-2,C66-3,1.73304088856324,0.844766792960742,0.477,0.232,2.77954861770208e-06
Zfp804b,C185-10,C185-10: Adgrf5.Nxph4.GLU-2,C66-3,3.48826669931124,1.61378886445004,0.28,0.129,5.57146273641566e-06
Cbln2,C185-11,C185-11: Cbln2.Trh.GLU-2,C66-4,7.17640119842539,1.80868648090396,0.614,0.154,0
Ngb,C185-11,C185-11: Cbln2.Trh.GLU-2,C66-4,2.08618299468288,1.17095432604781,0.619,0.347,5.69494228657054e-149
Angpt1,C185-11,C185-11: Cbln2.Trh.GLU-2,C66-4,2.28099708640384,0.645398400416589,0.257,0.072,2.65971156964002e-130
Rab3b,C185-11,C185-11: Cbln2.Trh.GLU-2,C66-4,1.88140849835925,0.984182176662717,0.475,0.248,6.39685957509841e-129
Ghrh,C185-11,C185-11: Cbln2.Trh.GLU-2,C66-4,5.09749547928198,1.01455007111923,0.205,0.04,5.58225660173226e-124
Asic4,C185-11,C185-11: Cbln2.Trh.GLU-2,C66-4,1.84943367183832,0.585959183156695,0.302,0.095,1.25745989510006e-118
Foxg1,C185-11,C185-11: Cbln2.Trh.GLU-2,C66-4,4.25464950379812,0.432676220725233,0.176,0.017,1.73696751618774e-115
Dlk1,C185-11,C185-11: Cbln2.Trh.GLU-2,C66-4,1.88027020009608,0.951824168787538,0.562,0.284,1.57956174026121e-114
Tmem176b,C185-11,C185-11: Cbln2.Trh.GLU-2,C66-4,1.75456396640639,0.676340299899669,0.357,0.137,3.13900191791717e-114
Ascl1,C185-11,C185-11: Cbln2.Trh.GLU-2,C66-4,3.35075258171554,0.350405498741495,0.152,0.015,1.33186758100778e-102
Insm1,C185-11,C185-11: Cbln2.Trh.GLU-2,C66-4,3.83224831269582,0.36100889902207,0.137,0.012,2.95492722826586e-98
Ddc,C185-11,C185-11: Cbln2.Trh.GLU-2,C66-4,2.06104299145617,0.480243027135417,0.205,0.047,7.93863825778052e-98
Cd24a,C185-11,C185-11: Cbln2.Trh.GLU-2,C66-4,2.41142274143686,0.509455508754267,0.141,0.029,2.72843684123138e-59
Cartpt,C185-11,C185-11: Cbln2.Trh.GLU-2,C66-4,1.96286396144245,1.42336334046119,0.341,0.247,1.93154309177228e-36
Erbb4,C185-12,C185-12: Ebf1.Trh.GLU-2,C66-4,4.40331409087406,1.74668278664126,0.42,0.166,3.77774967739043e-163
Grm5,C185-12,C185-12: Ebf1.Trh.GLU-2,C66-4,1.61943978983308,1.09027073174678,0.709,0.477,3.23349329288437e-136
Rbfox1,C185-12,C185-12: Ebf1.Trh.GLU-2,C66-4,2.58854363093063,1.45636751489739,0.518,0.291,1.39910387615492e-111
Npas3,C185-12,C185-12: Ebf1.Trh.GLU-2,C66-4,2.78578560839065,1.15082311457733,0.35,0.144,2.5761015841079e-110
Zic1,C185-12,C185-12: Ebf1.Trh.GLU-2,C66-4,1.80471940721553,0.811811498055428,0.577,0.259,1.08834334020653e-105
Gsc,C185-12,C185-12: Ebf1.Trh.GLU-2,C66-4,5.63237623274498,0.473751271913129,0.106,0.008,6.68475561869743e-67
Slit3,C185-12,C185-12: Ebf1.Trh.GLU-2,C66-4,2.34607501663024,0.565023302434508,0.19,0.045,1.02784152882287e-64
Penk,C185-12,C185-12: Ebf1.Trh.GLU-2,C66-4,2.16371038584523,1.01732347966056,0.284,0.133,1.70764561083774e-41
Ebf2,C185-13,C185-13: Ebf2.Trh.GLU-2,C66-4,17.2701633937586,0.991867492209107,0.295,0.016,8.38661536392083e-205
Ebf3,C185-13,C185-13: Ebf2.Trh.GLU-2,C66-4,9.61452944212174,0.60674214926011,0.205,0.012,3.59646966668426e-129
Kcnip4,C185-13,C185-13: Ebf2.Trh.GLU-2,C66-4,2.33017044145021,1.37455819503081,0.672,0.396,2.07708814635745e-120
Gm43670,C185-13,C185-13: Ebf2.Trh.GLU-2,C66-4,4.17525080673614,1.2779131756765,0.378,0.115,1.15671447578524e-110
Gm42772,C185-13,C185-13: Ebf2.Trh.GLU-2,C66-4,2.88657866887598,0.740361675878855,0.346,0.088,4.50695547989558e-100
2900064K03Rik,C185-13,C185-13: Ebf2.Trh.GLU-2,C66-4,3.03701561576156,0.826643303698413,0.337,0.091,1.63589198256755e-82
Ptprt,C185-13,C185-13: Ebf2.Trh.GLU-2,C66-4,1.91251313674221,0.742624781820115,0.375,0.145,2.4617115569612e-80
Serpine2,C185-13,C185-13: Ebf2.Trh.GLU-2,C66-4,1.91187252712654,0.763159096067142,0.48,0.191,2.06057557159472e-78
Pcsk5,C185-13,C185-13: Ebf2.Trh.GLU-2,C66-4,2.15228722231416,0.74940362893947,0.358,0.124,3.54723066697384e-76
Gm38073,C185-13,C185-13: Ebf2.Trh.GLU-2,C66-4,3.00838561211636,0.65011722973701,0.235,0.05,1.98695396627149e-70
