cluster_id,cluster_name,rbo_score,bacTRAP_signature
C286-160,C286-160: Pou6f2.Sytl4.Tbx3.GABA-1,0.0342144279582113,glp1r
C286-109,C286-109: Chodl.Fam122b.Vipr2.GABA-2,0.0335151060603939,glp1r
C286-255,C286-255: Scn9a.Selplg.Tmem119.Immune,0.0326689171806333,glp1r
C286-63,C286-63: Prdm12.Tcf4.GLU-3,0.0316477308438203,glp1r
C286-167,C286-167: Hmx2.Gal.Nts.GABA-1,0.0316209888503531,glp1r
C286-162,C286-162: Sfrp1.Sox6.Lhx8.GABA-1,0.0315345876655953,glp1r
C286-72,C286-72: Npvf.Rfx4.GLU-4,0.031418481553613,glp1r
C286-78,C286-78: Tac2.GLU-5,0.0313288776608414,glp1r
C286-11,C286-11: Adgrf5.Nxph4.GLU-2,0.0306689328765795,glp1r
C286-13,C286-13: Igfbpl1.Cbln2.Trh.GLU-2,0.0291934629945243,glp1r
C286-94,C286-94: Nfix.Thrsp.Mixed.GABA-2,0.0290671798327875,glp1r
C286-20,C286-20: Crh.Tent5a.GLU-2,0.0278559694719502,glp1r
C286-93,C286-93: Csta2.Thrsp.Mixed.GABA-2,0.0276948735767083,glp1r
C286-189,C286-189: Ppp1r1b.Bcl11b.Meis2.GABA-5,0.0275994563507121,glp1r
C286-69,C286-69: Crh.Lhx9.Mixed.GLU-4,0.0270919000863343,glp1r
C286-106,C286-106: Vip.Vipr2.GABA-2,0.026793985699349,glp1r
C286-180,C286-180: Sparc.Npy.Sst.GABA-4,0.0266116173490041,glp1r
C286-149,C286-149: Grp.Ppp1r17.GABA-1,0.0263629854397974,glp1r
C286-168,C286-168: Ecel1.Nts.GABA-1,0.0260716390125677,glp1r
C286-65,C286-65: Tac1.Lef1.Mixed.GLU-4,0.0248003257573755,glp1r
C286-158,C286-158: Vgll3.Tbx3.GABA-1,0.0232661366054564,glp1r
C286-271,C286-271: Lamc3.Acta2.Mural,0.0229687760369457,glp1r
C286-264,C286-264: Ch25h.Tmem119.Immune,0.0228170126514021,glp1r
C286-62,C286-62: Nfia.Tcf4.GLU-3,0.0227031887954385,glp1r
C286-272,C286-272: Cnn1.Acta2.Mural,0.0224435095122501,glp1r
C286-24,C286-24: Ucn3.Meis2.Samd3.GLU-2,0.0216732907257375,glp1r
C286-73,C286-73: Qrfp.Rfx4.GLU-4,0.021657703647669,glp1r
C286-92,C286-92: Gnrh1.GLU-9,0.021399350123141,glp1r
C286-223,C286-223: Tmem130.Myt1l.Lgals3.Astrocytes,0.0211075870900436,glp1r
C286-124,C286-124: Vip.Unassigned.Lhx1.GABA-2,0.020677539237863,glp1r
C286-116,C286-116: Shisal2b.Onecut3.Onecut2.GABA-2,0.0203176613594435,glp1r
C286-132,C286-132: Vcan.Col6a1.Il1rapl2.GABA-1,0.0199366639793639,glp1r
C286-268,C286-268: Cga.ParsTuber,0.0198831719445358,glp1r
C286-121,C286-121: Slc6a3.Onecut2.GABA-2,0.0198538034465055,glp1r
C286-131,C286-131: Satb1.Col6a1.Il1rapl2.GABA-1,0.0197525284385907,glp1r
C286-122,C286-122: Arx.Lhx1.GABA-2,0.0190341371949553,glp1r
C286-184,C286-184: Nts.Sst.GABA-4,0.0183836264133269,glp1r
C286-29,C286-29: Sln.GLU-2,0.0180693276206943,glp1r
C286-129,C286-129: Tnfrsf12a.GABA-2,0.0180181633958026,glp1r
C286-134,C286-134: Pthlh.Il1rapl2.GABA-1,0.017455031329292,glp1r
C286-159,C286-159: Crabp1.Sytl4.Tbx3.GABA-1,0.0172098509947101,glp1r
C286-127,C286-127: Rrad.Cd24a.Lhx1.GABA-2,0.0169392551566834,glp1r
C286-170,C286-170: Dlx1.Gal.Nts.GABA-1,0.0167564264702327,glp1r
C286-154,C286-154: Moxd1.Dlx1.Lhx6.GABA-1,0.0166929114774009,glp1r
C286-74,C286-74: Hcrt.Rfx4.GLU-4,0.0163162500185528,glp1r
C286-114,C286-114: Prr5l.Cck.Vipr2.GABA-2,0.0163087066530822,glp1r
C286-142,C286-142: Reln.Lef1.GABA-1,0.0162556094034005,glp1r
C286-193,C286-193: Cxcl14.Tac1.Meis2.GABA-5,0.015490535334466,glp1r
C286-186,C286-186: Abi3bp.Meis2.GABA-5,0.0154851635157735,glp1r
C286-200,C286-200: Slc17a8.Tgfb2.Tanycytes,0.015389114002407,glp1r
C286-125,C286-125: Grp.Cd24a.Lhx1.GABA-2,0.015231327751573,glp1r
C286-16,C286-16: Ebf2.Trh.GLU-2,0.0149996298616383,glp1r
C286-137,C286-137: Fign.Lef1.GABA-1,0.0149700290887965,glp1r
C286-269,C286-269: Anxa1.ParsTuber,0.0145247232249396,glp1r
C286-110,C286-110: C2cd4b.Fam122b.Vipr2.GABA-2,0.0144664394001643,glp1r
C286-39,C286-39: Moxd1.Cd40.GLU-3,0.0137021481993288,glp1r
C286-89,C286-89: Eya4.Fign.Foxb1.GLU-8,0.0136887645040472,glp1r
C286-196,C286-196: Nr5a2.Satb2.GABA-6,0.013525746816336,glp1r
C286-21,C286-21: Gng8.Samd3.GLU-2,0.0133767208399206,glp1r
C286-143,C286-143: Gal.Hmcn1.GABA-1,0.0132298583630768,glp1r
C286-192,C286-192: Ppp1r1b.Tac1.Meis2.GABA-5,0.0127035405721563,glp1r
C286-26,C286-26: Ebf3.Foxb1.GLU-2,0.0125756706168132,glp1r
C286-10,C286-10: Ebf3.Nxph4.GLU-2,0.0124808096995564,glp1r
C286-17,C286-17: Syt2.Trh.GLU-2,0.0122174056101481,glp1r
C286-31,C286-31: Col24a1.Unassigned.Fezf1.GLU-3,0.0121535773874519,glp1r
C286-256,C286-256: Gpr34.Selplg.Tmem119.Immune,0.0119476624241875,glp1r
C286-14,C286-14: Gsc.Ebf1.Trh.GLU-2,0.011432547558789,glp1r
C286-91,C286-91: Prkch.GLU-8,0.0112959158259148,glp1r
C286-58,C286-58: Nr5a2.C1ql2.Gpr149.GLU-3,0.0112766076473485,glp1r
C286-15,C286-15: Sncg.Ebf1.Trh.GLU-2,0.0110781876690823,glp1r
C286-23,C286-23: Ndnf.Meis2.Samd3.GLU-2,0.0109636778670107,glp1r
C286-201,C286-201: Prr16.Tanycytes,0.0109463442316788,glp1r
C286-202,C286-202: Frzb.Tanycytes,0.0101405334363249,glp1r
C286-251,C286-251: Pdgfra.Cspg4.OPC,0.00997370215489233,glp1r
C286-259,C286-259: H2-Aa.Wfdc17.Tmem119.Immune,0.00989760538323623,glp1r
C286-249,C286-249: Dividing.OPC,0.0093827087070524,glp1r
C286-280,C286-280: Cytl1.Sema3g.Endothelial,0.00929714724115673,glp1r
C286-224,C286-224: Gfap.Lgals3.Astrocytes,0.00926567372288971,glp1r
C286-219,C286-219: Crym.Etnppl.Astrocytes,0.00907722837509855,glp1r
C286-87,C286-87: Nid1.Postn.Foxb1.GLU-8,0.00907543923730464,glp1r
C286-42,C286-42: Necab1.Cbln4.Cd40.GLU-3,0.00900151522464895,glp1r
C286-43,C286-43: Esr1.Iigp1.Cd40.GLU-3,0.00853103937302128,glp1r
C286-252,C286-252: Pdgfra.C1ql1.OPC,0.00852019585427093,glp1r
C286-3,C286-3: NSCs,0.00834067915635671,glp1r
C286-49,C286-49: Lamp5.Bcl11b.Gpr149.GLU-3,0.00827290923451811,glp1r
C286-35,C286-35: Sox14.Unassigned.Fezf1.GLU-3,0.00798493165062461,glp1r
C286-156,C286-156: Igfbp4.Lhx6.GABA-1,0.00783427972571659,glp1r
C286-44,C286-44: Smim3.Iigp1.Cd40.GLU-3,0.00771654193787728,glp1r
C286-187,C286-187: Satb1.Meis2.GABA-5,0.00753588775427659,glp1r
C286-102,C286-102: Unassigned.C1ql2.Mixed.GABA-2,0.00716935939915954,glp1r
C286-25,C286-25: Pde11a.Foxb1.GLU-2,0.00713479813464419,glp1r
C286-141,C286-141: Barhl2.Lef1.GABA-1,0.00693929187763816,glp1r
C286-50,C286-50: Nkd2.Bcl11b.Gpr149.GLU-3,0.00691126745419619,glp1r
C286-205,C286-205: Crlf1.Ependymal,0.00676725279831607,glp1r
C286-197,C286-197: Chat.GABA-7,0.00648975035658755,glp1r
C286-30,C286-30: Gpr149.Unassigned.Fezf1.GLU-3,0.00631703063244897,glp1r
C286-153,C286-153: Piezo2.Lhx6.GABA-1,0.00618088520387636,glp1r
C286-286,C286-286: Krt19.Fibroblasts,0.00608633268947971,glp1r
C286-247,C286-247: Abhd2.C1ql1.OPC,0.00600177306513502,glp1r
C286-222,C286-222: Myoc.Etnppl.Astrocytes,0.00575031109319258,glp1r
C286-9,C286-9: Nfia.Nxph4.GLU-2,0.00572228870309767,glp1r
C286-207,C286-207: Hypendymal,0.00570340812946478,glp1r
C286-217,C286-217: Unassigned.Unassigned.Etnppl.Astrocytes,0.00564467081021327,glp1r
C286-150,C286-150: Dlx6os1.Ppp1r17.GABA-1,0.00556881625239456,glp1r
C286-262,C286-262: Top2a.Tmem119.Immune,0.00548255426349199,glp1r
C286-253,C286-253: Tyrobp.OPC,0.00546250390931571,glp1r
C286-204,C286-204: Ccdc153.Cdhr4.Ependymal,0.00541590475622622,glp1r
C286-215,C286-215: Serpina3n.Itih3.Etnppl.Astrocytes,0.00539991093097202,glp1r
C286-221,C286-221: A2m.Gfap.Etnppl.Astrocytes,0.00519167523021152,glp1r
C286-71,C286-71: Lpar1.GLU-4,0.00499144403195244,glp1r
C286-52,C286-52: H2-Q2.Hmcn2.Gpr149.GLU-3,0.00499030329469665,glp1r
C286-90,C286-90: Epha8.Foxb1.GLU-8,0.00495560018313266,glp1r
C286-166,C286-166: Lhx6.Sox6.Lhx8.GABA-1,0.00479601760395192,glp1r
C286-40,C286-40: Nts.Cd40.GLU-3,0.00476075801182691,glp1r
C286-278,C286-278: Gkn3.Vtn.Endothelial,0.00466835137488788,glp1r
C286-198,C286-198: Scn7a.Tanycytes,0.00461205914565774,glp1r
C286-203,C286-203: Dnah12.Cdhr4.Ependymal,0.00457215642761831,glp1r
C286-208,C286-208: Ttll3.Itih3.Etnppl.Astrocytes,0.00450344381012345,glp1r
C286-199,C286-199: Rassf9.Tgfb2.Tanycytes,0.00444406472112224,glp1r
C286-225,C286-225: Cdca7.Myt1l.Lgals3.Astrocytes,0.00424006621850526,glp1r
C286-279,C286-279: Sema3c.Sema3g.Endothelial,0.00411998310244157,glp1r
C286-285,C286-285: Slc47a1.Dcn.Fibroblasts,0.00391428342902375,glp1r
C286-273,C286-273: Sfrp2.Kcnj8.Mural,0.00375895181086195,glp1r
C286-32,C286-32: Gpr88.Arhgap36.Fezf1.GLU-3,0.00367715141527512,glp1r
C286-27,C286-27: Ebf3.Lmx1a.GLU-2,0.00355450476611695,glp1r
C286-126,C286-126: Nkd1.Cd24a.Lhx1.GABA-2,0.00355190429962046,glp1r
C286-163,C286-163: Gbx1.Sox6.Lhx8.GABA-1,0.0035273194639064,glp1r
C286-33,C286-33: Cenpf.Arhgap36.Fezf1.GLU-3,0.00351309921488758,glp1r
C286-171,C286-171: Tac2.Nts.GABA-1,0.00330117021441884,glp1r
C286-265,C286-265: F13a1.Immune,0.0031878291414987,glp1r
C286-57,C286-57: Nr5a1.C1ql2.Gpr149.GLU-3,0.00300761921130076,glp1r
C286-115,C286-115: Cdkn1c.Cck.Vipr2.GABA-2,0.00298383168161215,glp1r
C286-133,C286-133: Epha3.Il1rapl2.GABA-1,0.00283233129353615,glp1r
C286-136,C286-136: Foxp2.Tmem114.Lef1.GABA-1,0.00282393961659725,glp1r
C286-51,C286-51: Nr5a1.Hmcn2.Gpr149.GLU-3,0.00255430789521148,glp1r
C286-282,C286-282: Plvap.Endothelial,0.00248131094668921,glp1r
C286-260,C286-260: Crybb1.Wfdc17.Tmem119.Immune,0.0024497779500406,glp1r
C286-138,C286-138: Col11a1.Sox14.Lef1.GABA-1,0.00243954030030574,glp1r
C286-2,C286-2: Otx1.GLU-1,0.00228653146138278,glp1r
C286-281,C286-281: Meox1.Endothelial,0.00226292877129968,glp1r
C286-178,C286-178: Lepr.Agrp.GABA-4,0.00221593407712673,glp1r
C286-36,C286-36: Nkx2-2.Unassigned.Fezf1.GLU-3,0.00219517973932418,glp1r
C286-85,C286-85: Nts.Foxb1.GLU-8,0.00211830457617668,glp1r
C286-46,C286-46: Slit3.Hmcn2.Gpr149.GLU-3,0.00208640211891918,glp1r
C286-283,C286-283: Angptl1.Dcn.Fibroblasts,0.00207991009514139,glp1r
C286-6,C286-6: Nts.Irx5.GLU-2,0.00196084418741249,glp1r
C286-70,C286-70: Cped1.Mixed.GLU-4,0.00193508527590861,glp1r
C286-248,C286-248: Pdgfra.OPC,0.00190797733845664,glp1r
C286-54,C286-54: Tac1.Fezf1.Gpr149.GLU-3,0.00187145904819436,glp1r
C286-191,C286-191: Adora2a.Meis2.GABA-5,0.00182709477972744,glp1r
C286-274,C286-274: Pglyrp1.Slco1a4.Endothelial,0.00178897057219997,glp1r
C286-266,C286-266: Ms4a4b.Immune,0.00170116527578316,glp1r
C286-45,C286-45: Rai14.Hmcn2.Gpr149.GLU-3,0.00169366705764067,glp1r
C286-157,C286-157: Hdc.GABA-1,0.00161172365279004,glp1r
C286-139,C286-139: Myo5b.Sox14.Lef1.GABA-1,0.00154954662274894,glp1r
C286-41,C286-41: Gldn.Cbln4.Cd40.GLU-3,0.00147886062346111,glp1r
C286-267,C286-267: Immune-Trbc1,0.00146371553438674,glp1r
C286-275,C286-275: Il1r1.Slco1a4.Endothelial,0.00141674892492683,glp1r
C286-97,C286-97: Zic3.Unassigned.Mixed.GABA-2,0.00139160965065555,glp1r
C286-244,C286-244: Mycl.Bmp4.Gpr17.Oligodendrocytes,0.00135496720892485,glp1r
C286-7,C286-7: Rxfp1.Irx5.GLU-2,0.00129957996616529,glp1r
C286-161,C286-161: Lhx6.Lhx8.GABA-1,0.00129252016166216,glp1r
C286-164,C286-164: Nmu.Zeb2.Lhx8.GABA-1,0.0012852660974777,glp1r
C286-240,C286-240: Rras2.Ctps.Ermn.Oligodendrocytes,0.00128502370194636,glp1r
C286-86,C286-86: Myo5b.Postn.Foxb1.GLU-8,0.00128237086977706,glp1r
C286-105,C286-105: Otx2.Mixed.GABA-2,0.00125018860337873,glp1r
C286-56,C286-56: Robo3.Sparc.Gpr149.GLU-3,0.00122303394636756,glp1r
C286-88,C286-88: Col19a1.Fign.Foxb1.GLU-8,0.00121520513075372,glp1r
C286-258,C286-258: Selplg.P2ry12.Tmem119.Immune,0.00117272274865508,glp1r
C286-101,C286-101: Zic1.Pnoc.Mixed.GABA-2,0.00111895633146125,glp1r
C286-284,C286-284: Slc6a13.Dcn.Fibroblasts,0.00108751484970682,glp1r
C286-80,C286-80: Gpc3.Bace2.GLU-5,0.00108071407170479,glp1r
C286-28,C286-28: Rxfp1.Lmx1a.GLU-2,0.00106558716253439,glp1r
C286-277,C286-277: Slc38a5.Vtn.Endothelial,0.000972411038508342,glp1r
C286-270,C286-270: Vtn.Kcnj8.Mural,0.000913777084474615,glp1r
C286-144,C286-144: Foxp2.Adarb2.Hmcn1.GABA-1,0.000895215885987797,glp1r
C286-99,C286-99: Unassigned.Pnoc.Mixed.GABA-2,0.000880594077696192,glp1r
C286-276,C286-276: Ctla2a.Slco1a4.Endothelial,0.000877912600093092,glp1r
C286-5,C286-5: Slc6a3.Pitx2.Irx5.GLU-2,0.000864753497824984,glp1r
C286-60,C286-60: Tac1.Vcan.GLU-3,0.000817365881197873,glp1r
C286-66,C286-66: Ntng2.Lef1.Mixed.GLU-4,0.000807364337322793,glp1r
C286-261,C286-261: Ccl4.Tmem119.Immune,0.000804574220365232,glp1r
C286-48,C286-48: Hmcn2.Tcf7l2.Gpr149.GLU-3,0.000761700802424802,glp1r
C286-245,C286-245: Rassf10.Bmp4.Gpr17.Oligodendrocytes,0.000746721579593807,glp1r
C286-145,C286-145: Sox6.Adarb2.Hmcn1.GABA-1,0.000677235973294452,glp1r
C286-38,C286-38: Satb2.Cd40.GLU-3,0.000665455589940096,glp1r
C286-104,C286-104: Pvalb.Mixed.GABA-2,0.000621314827712003,glp1r
C286-140,C286-140: Npsr1.Sox14.Lef1.GABA-1,0.000579508820161066,glp1r
C286-95,C286-95: Meis2.Mixed.GABA-2,0.000575227297794085,glp1r
C286-79,C286-79: Vgll2.Bace2.GLU-5,0.000569871153992993,glp1r
C286-4,C286-4: Lmx1a.Pitx2.Irx5.GLU-2,0.000564974874384081,glp1r
C286-111,C286-111: Igfbp4.Cck.Vipr2.GABA-2,0.000477681653652127,glp1r
C286-254,C286-254: Arhgap45.Selplg.Tmem119.Immune,0.00043017081054311,glp1r
C286-83,C286-83: Unassigned.Unassigned.Mixed.GLU-6,0.000377606675860226,glp1r
C286-242,C286-242: Hspa1a.Ermn.Oligodendrocytes,0.00034996545760051,glp1r
C286-128,C286-128: Aldh3b2.GABA-2,0.000301091907823195,glp1r
C286-229,C286-229: Serpinb1a.Opalin.Ermn.Oligodendrocytes,0.000269751420765998,glp1r
C286-100,C286-100: Cxcl14.Pnoc.Mixed.GABA-2,0.000261268483427175,glp1r
C286-239,C286-239: Mal.Ctps.Ermn.Oligodendrocytes,0.000237055026424047,glp1r
C286-257,C286-257: Inpp5d.P2ry12.Tmem119.Immune,0.000167542636461338,glp1r
C286-246,C286-246: Ermn.Gpr17.Oligodendrocytes,0.000165142803525553,glp1r
C286-243,C286-243: Cnksr3.Gpr17.Oligodendrocytes,0.00015505694009199,glp1r
C286-117,C286-117: Zic1.Onecut3.Onecut2.GABA-2,0.000148929027970986,glp1r
C286-235,C286-235: Nkx2-9.Klk6.Ermn.Oligodendrocytes,0.000140042000595943,glp1r
C286-37,C286-37: Mc4r.Fezf1.GLU-3,0.000125710804361612,glp1r
C286-241,C286-241: Mog.Mal.Ermn.Oligodendrocytes,0.000111168055670228,glp1r
C286-59,C286-59: Tcf7l2.Vcan.GLU-3,0.000109314496871575,glp1r
C286-209,C286-209: Pdzph1.Gjb6.Etnppl.Astrocytes,0.000105796850201856,glp1r
C286-47,C286-47: Nr5a1.Tcf7l2.Gpr149.GLU-3,0.000105634764879264,glp1r
C286-233,C286-233: Ppp1r16b.Opalin.Ermn.Oligodendrocytes,0.00010049163664007,glp1r
C286-34,C286-34: Egflam.Unassigned.Fezf1.GLU-3,9.67351440472373e-05,glp1r
C286-53,C286-53: Adamts9.Fezf1.Gpr149.GLU-3,8.33178036450819e-05,glp1r
C286-220,C286-220: Aqp4.Gfap.Etnppl.Astrocytes,7.54293480722444e-05,glp1r
C286-216,C286-216: Fbln5.Gjb6.Etnppl.Astrocytes,6.77594224347516e-05,glp1r
C286-218,C286-218: Rhcg.Gjb6.Etnppl.Astrocytes,6.45588642966085e-05,glp1r
C286-1,C286-1: Shox2.GLU-1,5.45176677940887e-05,glp1r
C286-135,C286-135: Npsr1.Tmem114.Lef1.GABA-1,4.6914660112727e-05,glp1r
C286-238,C286-238: Synpr.Mal.Ermn.Oligodendrocytes,3.33206599235652e-05,glp1r
C286-190,C286-190: Ccn1.Meis2.GABA-5,1.87773366645544e-05,glp1r
C286-227,C286-227: Spag5.Pex5l.Ermn.Oligodendrocytes,1.13480100972216e-05,glp1r
C286-165,C286-165: Crh.Zeb2.Lhx8.GABA-1,1.08727253545786e-05,glp1r
C286-213,C286-213: Rgs6.Trpm3.Etnppl.Astrocytes,7.22149892970568e-06,glp1r
C286-103,C286-103: Nfix.Unassigned.Mixed.GABA-2,5.35614380109182e-06,glp1r
C286-151,C286-151: St18.Lhx6.GABA-1,5.35614380109182e-06,glp1r
C286-155,C286-155: Crhbp.Dlx1.Lhx6.GABA-1,5.35614380109182e-06,glp1r
C286-98,C286-98: Pou6f2.Unassigned.Mixed.GABA-2,5.35614380109182e-06,glp1r
C286-118,C286-118: Tacr3.Onecut3.Onecut2.GABA-2,0,glp1r
C286-120,C286-120: Alx1.Pmfbp1.Onecut2.GABA-2,0,glp1r
C286-188,C286-188: Slc17a8.Bcl11b.Meis2.GABA-5,0,glp1r
C286-206,C286-206: Erythroid-like,0,glp1r
C286-211,C286-211: Notch2.Gjb6.Etnppl.Astrocytes,0,glp1r
C286-212,C286-212: Pla2g7.Trpm3.Etnppl.Astrocytes,0,glp1r
C286-214,C286-214: Agt.Itih3.Etnppl.Astrocytes,0,glp1r
C286-226,C286-226: Slc24a2.Pex5l.Ermn.Oligodendrocytes,0,glp1r
C286-228,C286-228: Plin4.Opalin.Ermn.Oligodendrocytes,0,glp1r
C286-231,C286-231: Hapln2.Pex5l.Ermn.Oligodendrocytes,0,glp1r
C286-232,C286-232: D7Ertd443e.Pex5l.Ermn.Oligodendrocytes,0,glp1r
C286-234,C286-234: Anln.Klk6.Ermn.Oligodendrocytes,0,glp1r
C286-236,C286-236: Mag.Pex5l.Ermn.Oligodendrocytes,0,glp1r
C286-237,C286-237: Arhgap45.Ermn.Oligodendrocytes,0,glp1r
C286-55,C286-55: Nr5a1.Sparc.Gpr149.GLU-3,0,glp1r
C286-61,C286-61: Prdm13.Tcf4.GLU-3,0,glp1r
C286-96,C286-96: Unassigned.Unassigned.Mixed.GABA-2,0,glp1r
C286-171,C286-171: Tac2.Nts.GABA-1,0.138015375076318,pnoc
C286-170,C286-170: Dlx1.Gal.Nts.GABA-1,0.118877487504932,pnoc
C286-122,C286-122: Arx.Lhx1.GABA-2,0.102005510999458,pnoc
C286-172,C286-172: Meis2.Nts.GABA-1,0.097931814236258,pnoc
C286-92,C286-92: Gnrh1.GLU-9,0.0893932002775621,pnoc
C286-180,C286-180: Sparc.Npy.Sst.GABA-4,0.0885604244250402,pnoc
C286-84,C286-84: Pmch.GLU-7,0.0885291104523937,pnoc
C286-230,C286-230: Oxt.Pex5l.Ermn.Oligodendrocytes,0.0877878794717508,pnoc
C286-93,C286-93: Csta2.Thrsp.Mixed.GABA-2,0.0847377475140488,pnoc
C286-183,C286-183: Gpr101.Otp.Sst.GABA-4,0.0816844563380099,pnoc
C286-98,C286-98: Pou6f2.Unassigned.Mixed.GABA-2,0.078867369833161,pnoc
C286-158,C286-158: Vgll3.Tbx3.GABA-1,0.0782211528192414,pnoc
C286-100,C286-100: Cxcl14.Pnoc.Mixed.GABA-2,0.0740964827319467,pnoc
C286-179,C286-179: Ptprk.Npy.Sst.GABA-4,0.0730464110327633,pnoc
C286-24,C286-24: Ucn3.Meis2.Samd3.GLU-2,0.0730113717058809,pnoc
C286-157,C286-157: Hdc.GABA-1,0.0706557483961018,pnoc
C286-165,C286-165: Crh.Zeb2.Lhx8.GABA-1,0.069945645206499,pnoc
C286-124,C286-124: Vip.Unassigned.Lhx1.GABA-2,0.0661744279384313,pnoc
C286-164,C286-164: Nmu.Zeb2.Lhx8.GABA-1,0.0634175765669326,pnoc
C286-12,C286-12: Nostrin.Cbln2.Trh.GLU-2,0.0628418627575001,pnoc
C286-13,C286-13: Igfbpl1.Cbln2.Trh.GLU-2,0.0611056250183319,pnoc
C286-99,C286-99: Unassigned.Pnoc.Mixed.GABA-2,0.0607382913390988,pnoc
C286-162,C286-162: Sfrp1.Sox6.Lhx8.GABA-1,0.0582877165501628,pnoc
C286-101,C286-101: Zic1.Pnoc.Mixed.GABA-2,0.0566315491462909,pnoc
C286-16,C286-16: Ebf2.Trh.GLU-2,0.0557522550280881,pnoc
C286-10,C286-10: Ebf3.Nxph4.GLU-2,0.0539596088658215,pnoc
C286-167,C286-167: Hmx2.Gal.Nts.GABA-1,0.0530366809154769,pnoc
C286-65,C286-65: Tac1.Lef1.Mixed.GLU-4,0.0529263651266144,pnoc
C286-130,C286-130: Tbx19.Il1rapl2.GABA-1,0.0511058692412586,pnoc
C286-154,C286-154: Moxd1.Dlx1.Lhx6.GABA-1,0.0511014158726089,pnoc
C286-168,C286-168: Ecel1.Nts.GABA-1,0.0497107505477802,pnoc
C286-194,C286-194: Nfix.Satb2.GABA-6,0.049158857920885,pnoc
C286-67,C286-67: Eomes.Lhx9.Mixed.GLU-4,0.0488906474502225,pnoc
C286-159,C286-159: Crabp1.Sytl4.Tbx3.GABA-1,0.0472689563653352,pnoc
C286-141,C286-141: Barhl2.Lef1.GABA-1,0.0463701928861203,pnoc
C286-128,C286-128: Aldh3b2.GABA-2,0.0458354505479576,pnoc
C286-8,C286-8: Stk26.Nxph4.GLU-2,0.042669198449768,pnoc
C286-121,C286-121: Slc6a3.Onecut2.GABA-2,0.0425536167481174,pnoc
C286-210,C286-210: Pmch.Gjb6.Etnppl.Astrocytes,0.0423024802897732,pnoc
C286-19,C286-19: Sst.Tent5a.GLU-2,0.0395390555582996,pnoc
C286-1,C286-1: Shox2.GLU-1,0.0388081394148436,pnoc
C286-181,C286-181: Il1rapl2.Otp.Sst.GABA-4,0.038265952469228,pnoc
C286-169,C286-169: Gpr50.Nts.GABA-1,0.0382050200091604,pnoc
C286-116,C286-116: Shisal2b.Onecut3.Onecut2.GABA-2,0.0372482984560179,pnoc
C286-255,C286-255: Scn9a.Selplg.Tmem119.Immune,0.0365025923383126,pnoc
C286-91,C286-91: Prkch.GLU-8,0.0360145501929758,pnoc
C286-166,C286-166: Lhx6.Sox6.Lhx8.GABA-1,0.0356035770884018,pnoc
C286-137,C286-137: Fign.Lef1.GABA-1,0.0326621883045355,pnoc
C286-250,C286-250: Tmem130.Cspg4.OPC,0.0325974493667547,pnoc
C286-139,C286-139: Myo5b.Sox14.Lef1.GABA-1,0.032580311385342,pnoc
C286-163,C286-163: Gbx1.Sox6.Lhx8.GABA-1,0.032213984843388,pnoc
C286-78,C286-78: Tac2.GLU-5,0.0320572344777453,pnoc
C286-21,C286-21: Gng8.Samd3.GLU-2,0.031802906322662,pnoc
C286-182,C286-182: Th.Otp.Sst.GABA-4,0.0314595679066018,pnoc
C286-125,C286-125: Grp.Cd24a.Lhx1.GABA-2,0.0311914751151475,pnoc
C286-18,C286-18: Ucn3.Trh.GLU-2,0.0307582476839128,pnoc
C286-156,C286-156: Igfbp4.Lhx6.GABA-1,0.0305032113239981,pnoc
C286-263,C286-263: Tyrobp.Tmem119.Immune,0.0298083155285715,pnoc
C286-2,C286-2: Otx1.GLU-1,0.0282656184990557,pnoc
C286-79,C286-79: Vgll2.Bace2.GLU-5,0.0280393770278302,pnoc
C286-105,C286-105: Otx2.Mixed.GABA-2,0.0272037416248606,pnoc
C286-196,C286-196: Nr5a2.Satb2.GABA-6,0.0267018337181173,pnoc
C286-109,C286-109: Chodl.Fam122b.Vipr2.GABA-2,0.0265550640854809,pnoc
C286-89,C286-89: Eya4.Fign.Foxb1.GLU-8,0.0258885064926425,pnoc
C286-223,C286-223: Tmem130.Myt1l.Lgals3.Astrocytes,0.0254216670898224,pnoc
C286-185,C286-185: Pou3f1.Sst.GABA-4,0.0251872124298461,pnoc
C286-190,C286-190: Ccn1.Meis2.GABA-5,0.024349459259324,pnoc
C286-29,C286-29: Sln.GLU-2,0.0242730710817812,pnoc
C286-142,C286-142: Reln.Lef1.GABA-1,0.0236234487019625,pnoc
C286-120,C286-120: Alx1.Pmfbp1.Onecut2.GABA-2,0.0233676662343745,pnoc
C286-108,C286-108: Ppp1r17.Fam122b.Vipr2.GABA-2,0.0230896946141874,pnoc
C286-176,C286-176: Serpina3n.Npy.Agrp.GABA-4,0.0227192058403503,pnoc
C286-115,C286-115: Cdkn1c.Cck.Vipr2.GABA-2,0.0223570866445919,pnoc
C286-17,C286-17: Syt2.Trh.GLU-2,0.022190466479725,pnoc
C286-225,C286-225: Cdca7.Myt1l.Lgals3.Astrocytes,0.0220832351786021,pnoc
C286-77,C286-77: Ttr.Pomc.GLU-5,0.0218611706280346,pnoc
C286-75,C286-75: Anxa2.Pomc.GLU-5,0.0199026967278965,pnoc
C286-110,C286-110: C2cd4b.Fam122b.Vipr2.GABA-2,0.0196296116267453,pnoc
