cluster_id,cluster_name,gene,avg_log2FC,p_val_adj,pct.1,pct.2,pct_diff
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Lsamp,0.254158001960165,9.39669587136855e-08,1,1,0
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Csmd3,0.278357184232898,9.46496501071329e-08,0.992,0.996,-0.004
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,P4htm,-0.283295637378966,9.52792376583917e-08,0.398,0.621,-0.223
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Snora57,0.283861940846707,1.02371926861739e-07,0.138,0.029,0.109
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Taf3,-0.285186322022675,1.09731868807396e-07,0.231,0.414,-0.183
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Rpl39,0.375777330636841,1.11650988342545e-07,0.243,0.104,0.139
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Aldoc,0.336966881031362,1.15490125494919e-07,0.226,0.09,0.136
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Rps28,0.450845817935059,1.25816480819353e-07,0.357,0.221,0.136
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,2900093K20Rik,0.446752686962828,1.27639502627178e-07,0.516,0.408,0.108
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Myl6,0.43945889251495,1.34597589951643e-07,0.386,0.254,0.132
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Fam168b,-0.266053186655947,1.35060495788808e-07,0.362,0.577,-0.215
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Gm35188,0.542136643714344,1.37534611388639e-07,0.545,0.455,0.09
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Clmn,-0.282131996136066,1.38712252236439e-07,0.228,0.406,-0.178
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Rps4x,0.390519449190004,1.3935268756113e-07,0.22,0.086,0.134
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Ankra2,-0.266062798899366,1.43617033178328e-07,0.306,0.518,-0.212
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Cacna1b,-0.268420576326326,1.56706181986868e-07,0.785,0.917,-0.132
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Kcnq2,-0.291241792356223,1.59974626626101e-07,0.474,0.683,-0.209
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Phf3,-0.318892232431039,1.70836158369305e-07,0.607,0.822,-0.215
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Gphn,0.292800518210212,1.83165182856284e-07,0.974,0.969,0.005
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Emc4,0.325623577301406,1.85289335510078e-07,0.234,0.097,0.137
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Dalrd3,0.370469163375423,1.93555633382588e-07,0.905,0.888,0.017
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Rnf180,-0.292808529487758,2.03235439779927e-07,0.365,0.576,-0.211
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Fus,-0.257954752268205,2.09016491066065e-07,0.864,0.96,-0.096
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Ablim2,-0.323025683267142,2.10230006991637e-07,0.591,0.759,-0.168
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Tmem243,0.528657491755774,2.15049931053744e-07,0.444,0.329,0.115
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Fbxw4,-0.305715072342255,2.30028716731901e-07,0.492,0.7,-0.208
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Rps5,0.396698387569743,2.33039842936329e-07,0.231,0.097,0.134
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Osbpl6,-0.281562579930572,2.36179602284198e-07,0.856,0.955,-0.099
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Zfyve9,-0.291554112714425,2.60136071352131e-07,0.669,0.842,-0.173
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Tjp1,-0.27375693740036,2.65357387480713e-07,0.784,0.906,-0.122
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Mgat5,-0.31268424302097,2.80243528156064e-07,0.469,0.676,-0.207
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Camkk2,-0.301722429701988,2.83404161030367e-07,0.352,0.549,-0.197
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Gabra2,0.367717550660629,3.13083567939605e-07,0.903,0.91,-0.00700000000000001
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Rpl29,0.36548954711741,3.27534995819529e-07,0.343,0.194,0.149
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Nrsn2,0.482878414923877,3.36496337118841e-07,0.408,0.291,0.117
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Dad1,0.364791421728267,3.68157061042633e-07,0.274,0.135,0.139
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Mri1,-0.263862213538541,3.73330418402456e-07,0.32,0.518,-0.198
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Rgs11,-0.269328372935852,3.91491951332706e-07,0.355,0.568,-0.213
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Svop,-0.313642946972236,4.04387799086895e-07,0.587,0.766,-0.179
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Sox1ot,-0.399717536792333,4.06140615890618e-07,0.319,0.5,-0.181
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Grm5,0.276271635480445,4.43437208236426e-07,0.993,0.995,-0.002
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Mical3,-0.26429480513368,4.60451489179759e-07,0.776,0.915,-0.139
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Rps2,0.455205390079575,4.67714954898271e-07,0.463,0.365,0.098
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Agfg2,-0.276145843809151,4.728765473315e-07,0.266,0.442,-0.176
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Tpt1,0.443466188660825,4.7505517455334e-07,0.265,0.133,0.132
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Ctnna3,0.53417523738952,4.87875119223267e-07,0.744,0.718,0.026
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Rps17,0.298056059184201,6.1408229521613e-07,0.205,0.077,0.128
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Rexo1,-0.255696618551928,6.32021906531749e-07,0.256,0.437,-0.181
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Rpl13,0.472571156926823,6.48297402270407e-07,0.376,0.254,0.122
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Ergic1,-0.296766686413625,6.66370982815457e-07,0.37,0.559,-0.189
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Ctxn1,0.381857675745017,6.92180915617701e-07,0.442,0.315,0.127
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Arhgap39,-0.291739345389123,7.58399751245682e-07,0.449,0.658,-0.209
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Arxes2,0.328596341694661,7.66195186523756e-07,0.286,0.149,0.137
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Cartpt,0.266707700361678,7.70135102755298e-07,0.182,0.059,0.123
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Atp5k,0.486269440073639,8.00511804710099e-07,0.36,0.239,0.121
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Gm46367,0.363645639195208,8.19936474455575e-07,0.21,0.088,0.122
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Rabl6,-0.290202087346059,8.81032190904505e-07,0.556,0.755,-0.199
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Trim46,-0.312578092940955,9.22851902183127e-07,0.463,0.665,-0.202
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Sec61a2,-0.311988915730278,9.43272126399787e-07,0.614,0.79,-0.176
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Arfgef2,-0.251021954392005,1.06820762900789e-06,0.324,0.525,-0.201
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Fkbp5,-0.266525841968792,1.0751928816325e-06,0.21,0.378,-0.168
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Itsn1,-0.28901449561454,1.14614987646344e-06,0.545,0.754,-0.209
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Aldoa,0.629601456823038,1.16948770736711e-06,0.477,0.419,0.058
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Ring1,0.476668246363161,1.17748364627917e-06,0.649,0.604,0.045
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Tomm20,0.333294800212324,1.20653924840665e-06,0.26,0.124,0.136
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,mt-Co1,0.287312512983497,1.20715791887942e-06,0.176,0.059,0.117
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Atp6v1f,0.339483343448422,1.25285639361189e-06,0.227,0.101,0.126
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Aak1,-0.285174201501439,1.2728402549255e-06,0.702,0.844,-0.142
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Nudcd3,0.347195527105602,1.28780293611741e-06,0.754,0.701,0.053
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Ksr2,-0.291242895853169,1.38118476956385e-06,0.76,0.888,-0.128
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Gnao1,-0.27112471685423,1.42549357865485e-06,0.677,0.844,-0.167
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Rab34,-0.267093256237771,1.61689197608287e-06,0.27,0.457,-0.187
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Tubb2a,0.472876469867007,1.66275847079985e-06,0.421,0.322,0.099
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Hsp90aa1,0.607995770613361,1.66566882799508e-06,0.359,0.246,0.113
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Sv2c,-0.290745584518308,1.66805021437634e-06,0.162,0.313,-0.151
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Epb41l4b,-0.304685134630126,1.77002275203364e-06,0.503,0.7,-0.197
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Kif5c,-0.291295786638751,1.78400737565405e-06,0.557,0.755,-0.198
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Thoc2l,-0.289792588883005,1.94200210712441e-06,0.651,0.833,-0.182
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Zbtb7a,-0.265509594367509,2.13225921405863e-06,0.28,0.469,-0.189
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Rp9,-0.307750220702359,2.28977932540238e-06,0.579,0.784,-0.205
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Pdlim7,0.390225444785994,2.29331309610873e-06,0.732,0.682,0.0499999999999999
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Zcchc7,0.277294242315977,2.32377852834965e-06,0.941,0.941,0
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Calm2,0.44573675863995,2.63441291320261e-06,0.915,0.926,-0.011
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Cers5,-0.253234256097375,2.77487312072455e-06,0.414,0.635,-0.221
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Galnt2l,0.327822419253262,2.82954475964829e-06,0.984,0.962,0.022
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Rtn1,0.603081879979226,2.89802874156637e-06,0.928,0.962,-0.0339999999999999
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Syndig1,-0.287735417519444,2.96606322528965e-06,0.178,0.338,-0.16
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Kif21a,-0.272662212128145,3.12539359733338e-06,0.854,0.939,-0.085
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Bicdl1,-0.274564788191506,3.29261111699549e-06,0.406,0.604,-0.198
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Rpl3,0.427152025880287,3.54822141245728e-06,0.312,0.185,0.127
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Gm1604a,-0.334802790572418,3.55266638758302e-06,0.645,0.781,-0.136
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Eif1,0.484099966665681,3.56234925531891e-06,0.594,0.567,0.027
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Tead1,-0.294938052682026,3.5843503513311e-06,0.455,0.656,-0.201
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Tmem132d,-0.327591219080108,3.58899947706582e-06,0.742,0.871,-0.129
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Rps23,0.339669622201709,3.69037310216932e-06,0.248,0.119,0.129
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Disp2,-0.27062595762127,3.79317693993239e-06,0.492,0.712,-0.22
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Slit1,-0.271022443271303,4.09475555694684e-06,0.413,0.617,-0.204
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Stk24,-0.267581252778534,4.10097413903609e-06,0.198,0.351,-0.153
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Dlgap4,-0.272392495270917,4.20262000648426e-06,0.388,0.577,-0.189
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Gm49599,-0.254345527704724,4.33955207564538e-06,0.37,0.586,-0.216
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Tmem50a,0.353888133628183,5.24268856321094e-06,0.295,0.162,0.133
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Katnip,-0.259750130368097,5.33650961163508e-06,0.424,0.629,-0.205
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Pnma3,-0.251805375360612,5.39920404721362e-06,0.331,0.529,-0.198
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Kcnt1,-0.271915799347064,5.88441407097894e-06,0.519,0.721,-0.202
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Gm20275,0.444605007504295,6.01417523312869e-06,0.473,0.372,0.101
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Ndufb10,0.338905319883932,6.10056919059419e-06,0.256,0.129,0.127
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Fam168a,-0.265363683149367,6.44108436104411e-06,0.724,0.863,-0.139
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Grik4,-0.252861036943938,6.63701795470324e-06,0.869,0.955,-0.086
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Sort1,-0.250386683936109,6.77407584167214e-06,0.31,0.504,-0.194
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Rpl10,0.337467803602876,6.80462961638488e-06,0.25,0.124,0.126
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Cox5b,0.489033871177574,6.8448855278992e-06,0.325,0.205,0.12
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Ube3a,0.253851646923336,7.17954080190932e-06,0.989,0.984,0.005
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Sipa1l3,-0.267221497064385,7.59014797759584e-06,0.276,0.45,-0.174
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Atcay,-0.265259413806834,7.77416654177817e-06,0.395,0.59,-0.195
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Pcp4,0.358831057087872,7.928241798434e-06,0.262,0.137,0.125
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Dip2b,-0.289510640066568,8.51611565515875e-06,0.696,0.833,-0.137
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,A230006K03Rik,0.325041759030851,8.5313061478649e-06,0.913,0.897,0.016
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Kif1b,-0.251209692071117,8.91591862294941e-06,0.804,0.926,-0.122
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Rpl8,0.53978271030364,1.00224317022124e-05,0.349,0.243,0.106
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Timm9,-0.254777466555121,1.05909855433316e-05,0.545,0.743,-0.198
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Ndufc1,0.350585500773014,1.06012356397647e-05,0.243,0.117,0.126
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Lsm7,0.3535237479683,1.08651793272931e-05,0.631,0.55,0.081
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Syt7,-0.296706106467643,1.15101635136975e-05,0.404,0.604,-0.2
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,H2aj,0.391625914843041,1.17677819751185e-05,0.39,0.27,0.12
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Ildr2,-0.25597692156518,1.18561261723603e-05,0.342,0.538,-0.196
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Ndufb5,0.38416580305598,1.19082598868128e-05,0.261,0.138,0.123
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Pex5l,-0.314621933495851,1.27759252464205e-05,0.457,0.646,-0.189
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Flnb,-0.270576089748086,1.35555538563037e-05,0.613,0.779,-0.166
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Cox8a,0.420424362715273,1.37834263793197e-05,0.509,0.437,0.072
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Timm8b,0.309601515021246,1.48748985316759e-05,0.219,0.101,0.118
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Tbc1d1,-0.275566312009375,1.49196522179095e-05,0.344,0.532,-0.188
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Wscd2,-0.25588849357362,1.53813423262886e-05,0.289,0.469,-0.18
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Reep1,-0.292181879043976,1.56989508598283e-05,0.498,0.674,-0.176
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Etnk2,-0.308800034923438,1.5975188482808e-05,0.395,0.579,-0.184
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Zmym1,0.354205148700246,1.61686805616454e-05,0.637,0.563,0.0740000000000001
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Golgb1,-0.251217694033455,1.65368135886959e-05,0.576,0.763,-0.187
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Urgcp,-0.261091830375532,1.65451353958458e-05,0.498,0.682,-0.184
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Senp6,-0.265035216999631,1.72151493408688e-05,0.654,0.844,-0.19
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Hspe1,0.358469315640405,1.73784635172751e-05,0.257,0.133,0.124
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Gap43,0.395091892725891,1.82374215809773e-05,0.712,0.696,0.016
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Stmn1,0.641133533389497,1.91030231102319e-05,0.462,0.401,0.061
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Ndufb11,0.321563509817607,2.06342073836355e-05,0.22,0.101,0.119
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Snhg3,0.411464047260687,2.13500062368313e-05,0.335,0.214,0.121
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Uvrag,-0.26425467954699,2.20805478131331e-05,0.441,0.647,-0.206
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Nenf,0.452224535660923,2.29348600007405e-05,0.327,0.216,0.111
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Aplp1,0.406182714079416,2.32718377861259e-05,0.704,0.701,0.003
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Dlgap2,-0.310929308990016,2.32900590352636e-05,0.853,0.933,-0.0800000000000001
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Rpl30,0.349328050937989,2.38207526259425e-05,0.27,0.147,0.123
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Eps15l1,-0.258228972511216,2.401334429497e-05,0.423,0.622,-0.199
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Rpl35,0.307209569029888,2.88457374879126e-05,0.219,0.101,0.118
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Pcdh7,0.407028951895279,3.12507327035696e-05,0.881,0.838,0.043
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Lrrc29,-0.252421681305699,3.17360642950235e-05,0.362,0.549,-0.187
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Atxn7l1,-0.262636145671378,3.1814218237409e-05,0.454,0.658,-0.204
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,H3f3b,0.358850347061537,3.20977431131712e-05,0.647,0.594,0.053
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Cd81,0.394965462186536,3.21830227784837e-05,0.435,0.338,0.097
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Ablim3,-0.267398270167512,3.33236411668485e-05,0.397,0.581,-0.184
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Cetn3,0.386077824978545,3.97863599492344e-05,0.491,0.383,0.108
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Rps27,0.35102414791847,4.23934708587085e-05,0.349,0.227,0.122
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Ttc19,-0.259329909545172,4.60597591101735e-05,0.654,0.817,-0.163
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Snrpf,0.25943489735301,4.60934333106556e-05,0.154,0.052,0.102
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Gria3,0.435509791587456,4.65560833958523e-05,0.841,0.838,0.003
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Kif5a,-0.263481810501413,4.82962044058335e-05,0.49,0.707,-0.217
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Ppia,0.849312698310562,4.86450275907679e-05,0.418,0.365,0.053
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Rtraf,0.292909496307486,4.99778156543996e-05,0.266,0.142,0.124
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Cenpv,-0.276047799024929,5.15073318718877e-05,0.467,0.658,-0.191
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Cox7c,0.383187983137292,5.16766156219631e-05,0.601,0.556,0.0449999999999999
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Rpl31,0.322722349539558,5.29032813633444e-05,0.235,0.117,0.118
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Dcaf5,-0.250560996601391,5.54200630063412e-05,0.371,0.558,-0.187
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Prkce,-0.291941181105624,5.74846256804565e-05,0.823,0.914,-0.0910000000000001
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Gm32031,0.348669025163428,6.05976004402181e-05,0.238,0.126,0.112
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Map1lc3a,0.347655635196459,6.1850669044047e-05,0.324,0.205,0.119
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Elob,0.484339834512549,7.45856533089782e-05,0.344,0.241,0.103
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Tmem131,-0.275673345164947,7.49712421181984e-05,0.472,0.658,-0.186
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Huwe1,0.329304996104147,7.64674438041979e-05,0.8,0.772,0.028
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Iqsec2,-0.250649639924227,8.26983510479216e-05,0.422,0.61,-0.188
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Arl6ip1,0.59729401444973,8.32617531897485e-05,0.442,0.381,0.061
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Pnisr,0.287150058217625,8.5920361301824e-05,0.845,0.856,-0.011
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Pafah1b1,0.265985567237854,8.75110171644392e-05,0.843,0.867,-0.024
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Rpl37a,0.400490892695452,8.86675541433266e-05,0.33,0.218,0.112
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Cacybp,0.288720565679181,8.8910638174672e-05,0.211,0.097,0.114
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Galnt13,0.281630350731117,9.91505290071594e-05,0.94,0.955,-0.015
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Naca,0.435988714651059,0.000100945195066365,0.318,0.205,0.113
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Rskr,-0.281092253004251,0.000102658006267011,0.232,0.387,-0.155
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Ccnl2,-0.26302193129702,0.000103751292527467,0.508,0.683,-0.175
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Uqcc2,0.258601068955076,0.000111589759338405,0.191,0.081,0.11
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Ubb,1.0468831688195,0.000115367285082832,0.499,0.482,0.017
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Mycbp,0.38923850765122,0.000116924877142339,0.413,0.311,0.102
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Ndufab1,0.265389493664611,0.000118482107651143,0.213,0.099,0.114
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Romo1,0.265248771335957,0.000118882036096338,0.216,0.101,0.115
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Oaz1,0.379356455491992,0.000122770252398349,0.517,0.457,0.06
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Deptor,-0.269889666302826,0.000126347302187726,0.344,0.518,-0.174
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Higd2a,0.372237946182074,0.00012730360517262,0.403,0.297,0.106
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Atp5j,0.437929371470627,0.000143312594117252,0.261,0.149,0.112
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Tbca,0.331741972728775,0.000145184363763441,0.315,0.196,0.119
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Smdt1,0.315875309350349,0.000155812946640414,0.225,0.113,0.112
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Baz2b,-0.262047867004411,0.000157843707304106,0.767,0.878,-0.111
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Cycs,0.293065323930141,0.000172645440713832,0.237,0.122,0.115
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Pfkfb4,-0.251883869973274,0.000173628406476349,0.372,0.55,-0.178
K169-26,Fgf10.Gpr149.Cd40.Fezf1.HY2,Nop10,0.361912797984053,0.000174382184909185,0.309,0.189,0.12
