mixingrf	reduction	mixingknn	mean_knn_purity	silhouette_score_euclidean	mean_purity_knn_norm	mixingknn_norm	mixingrf_norm	mixing_score	asw_norm	purity_score	method	ndim	features_ngenes	scvi_params	nlayers	max_epochs	dropout_rate
0.948247794771211	scVI_0_200_0.01_3_256_gene_zinb_cov2..scVI..110..RNA.log.vst.split_Batch_ID.features.1000_1a8d3507cee07bb474fe06788d36b27e	0.440379218097584	0.424036895922614	0.0281027586425603	83.7	92.95	95.42	94.185	18.35	83.7	scVI	110	1000	200_0.01_3_256	3	200	0.01
0.948805477765379	scVI_0_200_0.01_3_256_gene_zinb_cov2..scVI..110..RNA.log.vst.split_Batch_ID.features.1250_605ffc6aabd3d8ab64c91765a0c760a6	0.439113743237375	0.431157294419085	0.030974834579334	87.13	92.68	95.78	94.23	21.37	87.13	scVI	110	1250	200_0.01_3_256	3	200	0.01
0.95047247232766	scVI_0_200_0.01_3_256_gene_zinb_cov2..scVI..110..RNA.log.vst.split_Batch_ID.features.1500_5f6efdd43234691fb56b11c2094b0e6b	0.428469426211499	0.432787866126485	0.0339943267403537	87.91	90.44	96.85	93.645	24.55	87.91	scVI	110	1500	200_0.01_3_256	3	200	0.01
0.947831956953957	scVI_0_200_0.01_3_256_gene_zinb_cov2..scVI..110..RNA.log.vst.split_Batch_ID.features.750_609b5cc1aff43c1d9b4b95c3ef9fc918	0.456974429551814	0.410184637802126	0.0241934531516436	77.04	96.45	95.15	95.8	14.23	77.04	scVI	110	750	200_0.01_3_256	3	200	0.01
0.94504788461692	scVI_0_200_0.01_2_256_gene_zinb_cov2..scVI..110..RNA.log.vst.split_Batch_ID.features.1250_03c10730a4b1685057ad0314b7f86cf4	0.405713936804504	0.432765177163712	0.0151735365302241	87.9	85.63	93.36	89.495	4.73	87.9	scVI	110	1250	200_0.01_2_256	2	200	0.01
0.947066081054109	scVI_0_200_0.01_2_256_gene_zinb_cov2..scVI..110..RNA.log.vst.split_Batch_ID.features.1500_55709964935345e204bf97faa19c2435	0.402796892661712	0.431910286081016	0.0126100498308839	87.49	85.02	94.66	89.84	2.02	87.49	scVI	110	1500	200_0.01_2_256	2	200	0.01
0.948049431309839	scVI_0_200_0.01_2_256_gene_zinb_cov2..scVI..110..RNA.log.vst.split_Batch_ID.features.2000_5e31aa323c46e0fb15d6f94afc210cce	0.407675951327972	0.43581822955695	0.0206072681745971	89.37	86.05	95.29	90.67	10.45	89.37	scVI	110	2000	200_0.01_2_256	2	200	0.01
0.949376518323957	scVI_0_200_0.01_2_256_gene_zinb_cov2..scVI..110..RNA.log.vst.split_Batch_ID.features.2500_8bbdcc7a929382647279eed5b3816f2b	0.408273128326005	0.442769553282086	0.0211926319589625	92.71	86.17	96.14	91.155	11.07	92.71	scVI	110	2500	200_0.01_2_256	2	200	0.01
0.948611197427849	scVI_0_200_0.01_2_256_gene_zinb_cov2..scVI..110..RNA.log.vst.split_Batch_ID.features.3000_8082dea406acee2a723d41906762ccd0	0.403658237735075	0.44176366768457	0.0263664803868564	92.23	85.2	95.65	90.425	16.52	92.23	scVI	110	3000	200_0.01_2_256	2	200	0.01
0.944634701594496	scVI_0_200_0.01_2_256_gene_zinb_cov2..scVI..110..RNA.log.vst.split_Batch_ID.features.750_14f212f5deabaeea7cc9a54c15d57dd4	0.415805063059727	0.425093153004634	0.0106882515029743	84.21	87.76	93.09	90.425	0	84.21	scVI	110	750	200_0.01_2_256	2	200	0.01
0.944994116013045	scVI_0_200_0.01_2_256_gene_zinb_cov2..scVI..85..RNA.log.vst.split_Batch_ID.features.1000_e14cdd5d64d5cb8b901615ce07334d54	0.424242920981118	0.427624657336971	0.0193534433900966	85.43	89.54	93.32	91.43	9.13	85.43	scVI	85	1000	200_0.01_2_256	2	200	0.01
0.944513008967874	scVI_0_200_0.01_2_256_gene_zinb_cov2..scVI..85..RNA.log.vst.split_Batch_ID.features.1250_2768273c461d11ce220b3c47d3a9de5b	0.41979453485154	0.431379474158066	0.0228756587678564	87.23	88.61	93.01	90.81	12.84	87.23	scVI	85	1250	200_0.01_2_256	2	200	0.01
0.945347802826867	scVI_0_200_0.01_2_256_gene_zinb_cov2..scVI..85..RNA.log.vst.split_Batch_ID.features.1500_c06f06577de83ece623333a5d2c29351	0.41348349686372	0.434262916993539	0.024081862972447	88.62	87.27	93.55	90.41	14.11	88.62	scVI	85	1500	200_0.01_2_256	2	200	0.01
0.944176654738745	scVI_0_200_0.01_2_256_gene_zinb_cov2..scVI..85..RNA.log.vst.split_Batch_ID.features.2000_1fc30884a597ee96b13e92d27fc7a593	0.41348349686372	0.439535008034646	0.0283144358549612	91.16	87.27	92.8	90.035	18.57	91.16	scVI	85	2000	200_0.01_2_256	2	200	0.01
0.946044812373725	scVI_0_300_0.01_2_256_gene_zinb_cov2..scVI..65..RNA.log.vst.split_Batch_ID.features.1000_d81f647beb61834f0d3d586cd4bbcbe9	0.444159306364986	0.430273946691953	0.0227370272176813	86.7	93.75	94	93.875	12.69	86.7	scVI	65	1000	300_0.01_2_256	2	300	0.01
0.947457395235981	scVI_0_300_0.01_2_256_gene_zinb_cov2..scVI..65..RNA.log.vst.split_Batch_ID.features.1250_0fd88fb24c42c7881e3cf2db230eac69	0.441837740168979	0.433990091445975	0.0234161105660799	88.49	93.26	94.91	94.085	13.41	88.49	scVI	65	1250	300_0.01_2_256	2	300	0.01
0.950454348240788	scVI_0_300_0.01_2_256_gene_zinb_cov2..scVI..65..RNA.log.vst.split_Batch_ID.features.1500_b8270a8b147486beb3a9e496e6c10fc4	0.439113743237375	0.43584011062609	0.0270078956240554	89.38	92.68	96.84	94.76	17.19	89.38	scVI	65	1500	300_0.01_2_256	2	300	0.01
0.949295250271604	scVI_0_300_0.01_2_256_gene_zinb_cov2..scVI..65..RNA.log.vst.split_Batch_ID.features.2000_69acfcb267e2d3229faa5a0b9f0f66dd	0.42928848410873	0.438494964424823	0.0320293690424388	90.66	90.61	96.09	93.35	22.48	90.66	scVI	65	2000	300_0.01_2_256	2	300	0.01
0.949863896194146	scVI_0_300_0.01_2_256_gene_zinb_cov2..scVI..65..RNA.log.vst.split_Batch_ID.features.2500_d2c13af4716883675bf5fe6f9dd0501b	0.41979453485154	0.439597829927964	0.0341021838354819	91.19	88.61	96.46	92.535	24.67	91.19	scVI	65	2500	300_0.01_2_256	2	300	0.01
0.946845784349356	scVI_0_300_0.01_2_256_gene_zinb_cov2..scVI..65..RNA.log.vst.split_Batch_ID.features.3000_4ae6355dbd518348667dab78bac24a07	0.41348349686372	0.439457536175897	0.0362437981555374	91.12	87.27	94.52	90.895	26.92	91.12	scVI	65	3000	300_0.01_2_256	2	300	0.01
0.945163165986887	scVI_0_300_0.01_2_256_gene_zinb_cov2..scVI..65..RNA.log.vst.split_Batch_ID.features.750_b4637cea005b903ce3b0bf4e9ae30af9	0.449873167354773	0.422505576847177	0.0221569954153112	82.97	94.95	93.43	94.19	12.08	82.97	scVI	65	750	300_0.01_2_256	2	300	0.01
0.954132589904477	scVI_0_300_0.01_3_256_gene_zinb_cov2..scVI..85..RNA.log.vst.split_Batch_ID.features.1000_42d31234e6cf64b35cbce8ab080fa190	0.455946580017099	0.428769310944509	0.0215477185508212	85.98	96.24	99.21	97.725	11.44	85.98	scVI	85	1000	300_0.01_3_256	3	300	0.01
0.952694295445975	scVI_0_300_0.01_3_256_gene_zinb_cov2..scVI..85..RNA.log.vst.split_Batch_ID.features.1250_1d43e5ae3fe0236d0e7a31c6e0a66d85	0.449873167354773	0.435312077970144	0.027955218535427	89.13	94.95	98.28	96.615	18.19	89.13	scVI	85	1250	300_0.01_3_256	3	300	0.01
0.954116952643899	scVI_0_300_0.01_3_256_gene_zinb_cov2..scVI..85..RNA.log.vst.split_Batch_ID.features.1500_99244d8dce5a5588784f504eab99f0eb	0.439113743237375	0.435292230357518	0.0239166440322696	89.12	92.68	99.2	95.94	13.94	89.12	scVI	85	1500	300_0.01_3_256	3	300	0.01
0.945361458140554	scVI_0_200_0.01_4_256_gene_zinb_cov2..scVI..85..RNA.log.vst.split_Batch_ID.features.750_ae483d9be6258f73f47b4a9079d803c7	0.457642727413989	0.411886719150626	0.0359477400559821	77.86	96.59	93.56	95.075	26.61	77.86	scVI	85	750	200_0.01_4_256	4	200	0.01
0.947833619563504	scVI_0_200_0.05_2_256_gene_zinb_cov2..scVI..85..RNA.log.vst.split_Batch_ID.features.1000_51a952b065cd0c4158601c28d07ea9a1	0.416473360921902	0.431874650652884	0.0259374874238157	87.47	87.9	95.15	91.525	16.07	87.47	scVI	85	1000	200_0.05_2_256	2	200	0.05
0.950156760138782	scVI_0_200_0.05_2_256_gene_zinb_cov2..scVI..85..RNA.log.vst.split_Batch_ID.features.1250_9180b29781c602bafecd045a8837671f	0.420225207388221	0.438305895628784	0.0266726713421334	90.57	88.7	96.65	92.675	16.84	90.57	scVI	85	1250	200_0.05_2_256	2	200	0.05
0.949995967988874	scVI_0_200_0.05_2_256_gene_zinb_cov2..scVI..85..RNA.log.vst.split_Batch_ID.features.1500_06d2a1446ef85940ee50a8f4d5fc8061	0.415805063059727	0.438551827455144	0.0289729399377458	90.68	87.76	96.54	92.15	19.26	90.68	scVI	85	1500	200_0.05_2_256	2	200	0.05
0.951284361743238	scVI_0_200_0.05_2_256_gene_zinb_cov2..scVI..85..RNA.log.vst.split_Batch_ID.features.2000_24094fbe2c5f046382ed3610be05ec62	0.41561201584854	0.444013895196893	0.0356775481971838	93.31	87.72	97.37	92.545	26.33	93.31	scVI	85	2000	200_0.05_2_256	2	200	0.05
0.948896579577702	scVI_0_200_0.05_2_256_gene_zinb_cov2..scVI..85..RNA.log.vst.split_Batch_ID.features.2500_8614854330038c1d3ee37cbfcfb3ec0b	0.41348349686372	0.44616037341566	0.0376941489921084	94.34	87.27	95.84	91.555	28.45	94.34	scVI	85	2500	200_0.05_2_256	2	200	0.05
0.94951881343413	scVI_0_200_0.05_2_256_gene_zinb_cov2..scVI..85..RNA.log.vst.split_Batch_ID.features.3000_48e22975c9857eb3bbec74469f18914e	0.407007653465796	0.447302082182087	0.0371330528579088	94.89	85.91	96.24	91.075	27.86	94.89	scVI	85	3000	200_0.05_2_256	2	200	0.05
0.949027324285097	scVI_0_200_0.05_2_256_gene_zinb_cov2..scVI..85..RNA.log.vst.split_Batch_ID.features.750_fe3c750d4f32080b4274d2d7730d5be5	0.421253056922936	0.425161200832076	0.0235935728615668	84.24	88.91	95.92	92.415	13.6	84.24	scVI	85	750	200_0.05_2_256	2	200	0.05
0.950636420336149	scVI_0_200_0.05_3_256_gene_zinb_cov2..scVI..110..RNA.log.vst.split_Batch_ID.features.1000_47a1e367b0638fe79ae91d63fd5cd360	0.445855453761876	0.429298389295877	0.0433600275268466	86.23	94.11	96.95	95.53	34.42	86.23	scVI	110	1000	200_0.05_3_256	3	200	0.05
0.951989713004253	scVI_0_200_0.05_3_256_gene_zinb_cov2..scVI..110..RNA.log.vst.split_Batch_ID.features.1250_6ca6bfc3063ebdbab9d98098d3d7ab5f	0.442103607295557	0.434271884991766	0.0464936034629282	88.63	93.31	97.83	95.57	37.72	88.63	scVI	110	1250	200_0.05_3_256	3	200	0.05
0.953521809397653	scVI_0_200_0.05_3_256_gene_zinb_cov2..scVI..110..RNA.log.vst.split_Batch_ID.features.1500_14f5e045453d5cf03184e0c57f71d6fa	0.434068180109763	0.435794992870158	0.0495615042045283	89.36	91.62	98.81	95.215	40.95	89.36	scVI	110	1500	200_0.05_3_256	3	200	0.05
0.949769495110751	scVI_0_200_0.05_3_256_gene_zinb_cov2..scVI..110..RNA.log.vst.split_Batch_ID.features.2000_4b43023aafc0c7222051095426a73021	0.424840097979152	0.434464953740415	0.0576899151917644	88.72	89.67	96.4	93.035	49.52	88.72	scVI	110	2000	200_0.05_3_256	3	200	0.05
0.949845793507074	scVI_0_200_0.05_3_256_gene_zinb_cov2..scVI..110..RNA.log.vst.split_Batch_ID.features.2500_f3e50bd6b4eb715750e2b72b14fac84b	0.416473360921902	0.437364273166102	0.0596226178020226	90.11	87.9	96.45	92.175	51.55	90.11	scVI	110	2500	200_0.05_3_256	3	200	0.05
0.951311117396829	scVI_0_200_0.05_3_256_gene_zinb_cov2..scVI..110..RNA.log.vst.split_Batch_ID.features.750_60ddf376adab26ac19d3280f503f48f1	0.455946580017099	0.420075266179326	0.033484836309946	81.8	96.24	97.39	96.815	24.02	81.8	scVI	110	750	200_0.05_3_256	3	200	0.05
0.947670411072689	scVI_0_300_0.01_2_256_gene_zinb_cov2..scVI..110..RNA.log.vst.split_Batch_ID.features.1000_053974bbb3692a0ebb12ace0af799c04	0.41979453485154	0.436135055825741	0.0140632704269021	89.52	88.61	95.05	91.83	3.56	89.52	scVI	110	1000	300_0.01_2_256	2	300	0.01
0.947509224132867	scVI_0_300_0.01_2_256_gene_zinb_cov2..scVI..110..RNA.log.vst.split_Batch_ID.features.1250_dc355c9db4f3122fa475138ba161e512	0.416473360921902	0.439382417139575	0.0111675385039567	91.08	87.9	94.94	91.42	0.5	91.08	scVI	110	1250	300_0.01_2_256	2	300	0.01
0.950937466396309	scVI_0_300_0.01_2_256_gene_zinb_cov2..scVI..110..RNA.log.vst.split_Batch_ID.features.1500_9bb521cc7ef99228db9775d8c30b357e	0.415805063059727	0.436659572925543	0.0163407401310641	89.77	87.76	97.15	92.455	5.95	89.77	scVI	110	1500	300_0.01_2_256	2	300	0.01
0.952394127567142	scVI_0_300_0.01_2_256_gene_zinb_cov2..scVI..110..RNA.log.vst.split_Batch_ID.features.2000_0edf74722c7a0a9250492f196b9484a4	0.415654303024671	0.439691310013046	0.0172365331561967	91.23	87.73	98.09	92.91	6.9	91.23	scVI	110	2000	300_0.01_2_256	2	300	0.01
0.953000496303765	scVI_0_300_0.01_2_256_gene_zinb_cov2..scVI..110..RNA.log.vst.split_Batch_ID.features.2500_80104c5fa7e68b806dad75e7cbd9a519	0.416473360921902	0.445372741943269	0.0192394883914416	93.97	87.9	98.48	93.19	9.01	93.97	scVI	110	2500	300_0.01_2_256	2	300	0.01
0.948633011090803	scVI_0_300_0.01_2_256_gene_zinb_cov2..scVI..110..RNA.log.vst.split_Batch_ID.features.750_ea84c9f1ec8a99e4d64010ef7a3d2194	0.431344183178159	0.432775327184135	0.0154727859904814	87.91	91.04	95.67	93.355	5.04	87.91	scVI	110	750	300_0.01_2_256	2	300	0.01
0.955367401197115	scVI_0_300_0.01_3_256_gene_zinb_cov2..scVI..85..RNA.log.vst.split_Batch_ID.features.2000_1f592f94ec5f1af22714496fe7e20bb8	0.436627371631265	0.437222214828306	0.0326228502064641	90.05	92.16	100	96.08	23.11	90.05	scVI	85	2000	300_0.01_3_256	3	300	0.01
0.953266857222595	scVI_0_300_0.01_3_256_gene_zinb_cov2..scVI..85..RNA.log.vst.split_Batch_ID.features.2500_d65bafeb1631aced44c09d496800886c	0.429022616982152	0.437479110064917	0.0296359117313585	90.17	90.55	98.65	94.6	19.96	90.17	scVI	85	2500	300_0.01_3_256	3	300	0.01
0.951658338171461	scVI_0_300_0.01_3_256_gene_zinb_cov2..scVI..85..RNA.log.vst.split_Batch_ID.features.3000_928a02bcba1d18a431d660c11b3d71b3	0.424242920981118	0.433514333706536	0.0367741521016428	88.26	89.54	97.61	93.575	27.48	88.26	scVI	85	3000	300_0.01_3_256	3	300	0.01
0.952052911352927	scVI_0_300_0.01_3_256_gene_zinb_cov2..scVI..85..RNA.log.vst.split_Batch_ID.features.750_e1a3850e1a3596b58c236a175b1dec52	0.46474398961103	0.419815275323874	0.0212639238341778	81.67	98.09	97.87	97.98	11.14	81.67	scVI	85	750	300_0.01_3_256	3	300	0.01
0.948366273766191	scVI_0_300_0.05_2_256_gene_zinb_cov2..scVI..85..RNA.log.vst.split_Batch_ID.features.1000_c931a07961ecda09d6871f5401106efa	0.428469426211499	0.437013099180883	0.0323423042591267	89.94	90.44	95.49	92.965	22.81	89.94	scVI	85	1000	300_0.05_2_256	2	300	0.05
0.950779933379786	scVI_0_300_0.05_2_256_gene_zinb_cov2..scVI..85..RNA.log.vst.split_Batch_ID.features.1250_97049df1cdb4bdc49e7308a80990c316	0.42759233671184	0.439727434876421	0.0342354425763859	91.25	90.25	97.05	93.65	24.81	91.25	scVI	85	1250	300_0.05_2_256	2	300	0.05
0.951774103117528	scVI_0_300_0.05_2_256_gene_zinb_cov2..scVI..85..RNA.log.vst.split_Batch_ID.features.1500_1e3d1e4900de8ab70aaba3127fd3ccd8	0.420225207388221	0.441643932307692	0.0361137321627241	92.17	88.7	97.69	93.195	26.79	92.17	scVI	85	1500	300_0.05_2_256	2	300	0.05
0.952482961680656	scVI_0_300_0.05_2_256_gene_zinb_cov2..scVI..85..RNA.log.vst.split_Batch_ID.features.2000_69c13e93185651e11ca6c615e63fad98	0.41348349686372	0.444747041080889	0.0413521375339195	93.66	87.27	98.14	92.705	32.3	93.66	scVI	85	2000	300_0.05_2_256	2	300	0.05
0.950655146875881	scVI_0_300_0.05_2_256_gene_zinb_cov2..scVI..85..RNA.log.vst.split_Batch_ID.features.2500_ec740109fbbf9ad9cf47aa4a28b1fefa	0.41348349686372	0.446592447627292	0.0415435151659872	94.55	87.27	96.97	92.12	32.51	94.55	scVI	85	2500	300_0.05_2_256	2	300	0.05
0.952888885295047	scVI_0_300_0.05_3_256_gene_zinb_cov2..scVI..110..RNA.log.vst.split_Batch_ID.features.1000_71fee50b71b6188b3087013738f0fa54	0.455946580017099	0.431695239454041	0.0459042453884343	87.39	96.24	98.4	97.32	37.1	87.39	scVI	110	1000	300_0.05_3_256	3	300	0.05
0.953917222437195	scVI_0_300_0.05_3_256_gene_zinb_cov2..scVI..110..RNA.log.vst.split_Batch_ID.features.1250_fb23407b78b330da59bc5a1e8f539053	0.449873167354773	0.435003435362625	0.0510518355665306	88.98	94.95	99.07	97.01	42.52	88.98	scVI	110	1250	300_0.05_3_256	3	300	0.05
0.953307222872809	scVI_0_300_0.05_3_256_gene_zinb_cov2..scVI..110..RNA.log.vst.split_Batch_ID.features.1500_dba366074f94841ce5afb5e176fffc06	0.444159306364986	0.433392393833858	0.0577674244804713	88.2	93.75	98.67	96.21	49.6	88.2	scVI	110	1500	300_0.05_3_256	3	300	0.05
0.953237152726117	scVI_0_300_0.05_3_256_gene_zinb_cov2..scVI..110..RNA.log.vst.split_Batch_ID.features.2000_330c86d91b3be52854ec975dd708395e	0.435361896771056	0.43296427766326	0.0656312907037079	88	91.89	98.63	95.26	57.88	88	scVI	110	2000	300_0.05_3_256	3	300	0.05
0.951151495144551	scVI_0_300_0.05_3_256_gene_zinb_cov2..scVI..110..RNA.log.vst.split_Batch_ID.features.2500_dc42475893406acaaa68acd825fa53e6	0.433040330575049	0.428440335545348	0.0675138199619421	85.82	91.4	97.29	94.345	59.87	85.82	scVI	110	2500	300_0.05_3_256	3	300	0.05
0.95181719961183	scVI_0_300_0.05_3_256_gene_zinb_cov2..scVI..110..RNA.log.vst.split_Batch_ID.features.750_0f1bc5ebaa566ff5fbae86bff2bc92bb	0.458670576948704	0.423754150156481	0.0430169292996525	83.57	96.81	97.71	97.26	34.06	83.57	scVI	110	750	300_0.05_3_256	3	300	0.05
0.951673759791562	scVI_0_300_0.05_4_256_gene_zinb_cov2..scVI..110..RNA.log.vst.split_Batch_ID.features.1000_996e1dfcdcaad52dc29df332c4d33973	0.46474398961103	0.422425657846464	0.0622653119930359	82.93	98.09	97.62	97.855	54.34	82.93	scVI	110	1000	300_0.05_4_256	4	300	0.05
0.948200868710348	scVI_0_300_0.05_4_256_gene_zinb_cov2..scVI..110..RNA.log.vst.split_Batch_ID.features.1250_d7b873af095a7e5ce0d555376f8544fe	0.458239904412023	0.42465919819567	0.070233303488936	84	96.72	95.39	96.055	62.73	84	scVI	110	1250	300_0.05_4_256	4	300	0.05
0.947976378838383	scVI_0_300_0.05_4_256_gene_zinb_cov2..scVI..110..RNA.log.vst.split_Batch_ID.features.1500_eb24734890e5f8a093bc3df4ebdffa42	0.457376860287411	0.419672147702321	0.0730171894942218	81.6	96.54	95.24	95.89	65.66	81.6	scVI	110	1500	300_0.05_4_256	4	300	0.05
0.946946172408239	scVI_0_300_0.05_4_256_gene_zinb_cov2..scVI..110..RNA.log.vst.split_Batch_ID.features.2000_3920f751b279a9eb9fb960ad811fbea4	0.449442494818092	0.419923822991196	0.0819293377316666	81.73	94.86	94.58	94.72	75.05	81.73	scVI	110	2000	300_0.05_4_256	4	300	0.05
0.944350179588872	scVI_0_400_0.05_4_256_gene_zinb_cov2..scVI..110..RNA.log.vst.split_Batch_ID.features.2000_7e37d6e7f4cd4d3603bfc40f122cdf2b	0.457642727413989	0.415087595094755	0.0882210138416884	79.4	96.59	92.91	94.75	81.68	79.4	scVI	110	2000	400_0.05_4_256	4	400	0.05
0.94444480380241	scVI_0_400_0.05_4_256_gene_zinb_cov2..scVI..110..RNA.log.vst.split_Batch_ID.features.2500_e44a3cce2db232058a70bb1a25b09452	0.453625013821092	0.411692551180117	0.0838788592831361	77.77	95.75	92.97	94.36	77.11	77.77	scVI	110	2500	400_0.05_4_256	4	400	0.05
0.939410672020098	scVI_0_400_0.1_4_256_gene_zinb_cov2..scVI..65..RNA.log.vst.split_Batch_ID.features.1000_d6a1e0f5ae286a92130b2a3fe8e2f178	0.472513549670246	0.415306372560228	0.0958445325457402	79.5	99.73	89.73	94.73	89.71	79.5	scVI	65	1000	400_0.1_4_256	4	400	0.1
0.938884356909042	scVI_0_400_0.1_4_256_gene_zinb_cov2..scVI..65..RNA.log.vst.split_Batch_ID.features.2000_b56b99866d233076c7389279a965d3e3	0.455946580017099	0.41593378805089	0.101267936670379	79.81	96.24	89.39	92.815	95.43	79.81	scVI	65	2000	400_0.1_4_256	4	400	0.1
0.938129445189268	scVI_0_400_0.1_4_256_gene_zinb_cov2..scVI..65..RNA.log.vst.split_Batch_ID.features.2500_740e6ca85fbe5ef69c21c23a5a5cb69d	0.455946580017099	0.411240199763406	0.105609702593953	77.55	96.24	88.91	92.575	100	77.55	scVI	65	2500	400_0.1_4_256	4	400	0.1
0.927502251321786	scVI_0_50_0.01_3_256_gene_zinb_cov2..scVI..65..RNA.log.vst.split_Batch_ID.features.1000_c0c430b37907404ad89fa732cab9661b	0.299873476431495	0.436668366082472	0.0395305201299368	89.78	63.29	82.06	72.675	30.39	89.78	scVI	65	1000	50_0.01_3_256	3	50	0.01
0.924399250794359	scVI_0_50_0.01_3_256_gene_zinb_cov2..scVI..65..RNA.log.vst.split_Batch_ID.features.1250_6e2bf99d35dae91fbbe34d0cad5b7c97	0.304426448862351	0.442890830308714	0.0433929497784388	92.77	64.25	80.07	72.16	34.45	92.77	scVI	65	1250	50_0.01_3_256	3	50	0.01
0.925384391236953	scVI_0_50_0.01_3_256_gene_zinb_cov2..scVI..65..RNA.log.vst.split_Batch_ID.features.1500_d354949067d2de8920a9769082fdad4a	0.300734821504858	0.447207085868124	0.0468004934253981	94.85	63.48	80.7	72.09	38.04	94.85	scVI	65	1500	50_0.01_3_256	3	50	0.01
0.925729133493809	scVI_0_50_0.01_3_256_gene_zinb_cov2..scVI..65..RNA.log.vst.split_Batch_ID.features.2000_0829a42727c1ed92c9c9e5d355a65f79	0.300734821504858	0.446271519949763	0.0517742787292011	94.4	63.48	80.92	72.2	43.28	94.4	scVI	65	2000	50_0.01_3_256	3	50	0.01
0.946582675190004	scVI_0_300_0.05_4_256_gene_zinb_cov2..scVI..110..RNA.log.vst.split_Batch_ID.features.2500_bf62ce045a853fe0a6d20796fa163c33	0.443966259153799	0.418057781964505	0.0799698541833907	80.83	93.71	94.35	94.03	72.99	80.83	scVI	110	2500	300_0.05_4_256	4	300	0.05
0.945271120457572	scVI_0_300_0.05_4_256_gene_zinb_cov2..scVI..110..RNA.log.vst.split_Batch_ID.features.3000_cb84ad59b74e9e97d7ab0f9f624e0b2c	0.437655221165979	0.412633385253761	0.0815301096231379	78.22	92.38	93.5	92.94	74.63	78.22	scVI	110	3000	300_0.05_4_256	4	300	0.05
0.950804719289691	scVI_0_300_0.05_4_256_gene_zinb_cov2..scVI..110..RNA.log.vst.split_Batch_ID.features.750_2618a5f7f6c6c30390a56362dce89e68	0.473779024530454	0.414992080389747	0.0533606859104927	79.35	100	97.06	98.53	44.96	79.35	scVI	110	750	300_0.05_4_256	4	300	0.05
0.947270931308319	scVI_0_300_0.1_2_256_gene_zinb_cov2..scVI..65..RNA.log.vst.split_Batch_ID.features.1000_c444ca2980af4c18c27490c67f65d349	0.441837740168979	0.437823766649914	0.0507542504331812	90.33	93.26	94.79	94.025	42.21	90.33	scVI	65	1000	300_0.1_2_256	2	300	0.1
0.949395627014701	scVI_0_300_0.1_2_256_gene_zinb_cov2..scVI..65..RNA.log.vst.split_Batch_ID.features.1250_88109b75b3ae08750826ef484d95b0b0	0.436238986270715	0.439863230549348	0.0530406074318371	91.32	92.08	96.16	94.12	44.62	91.32	scVI	65	1250	300_0.1_2_256	2	300	0.1
0.950411169875175	scVI_0_300_0.1_2_256_gene_zinb_cov2..scVI..65..RNA.log.vst.split_Batch_ID.features.1500_28df49e0a24a0761faedcbccd4c71e76	0.429885661106763	0.439581603324218	0.0583918748892983	91.18	90.74	96.81	93.775	50.26	91.18	scVI	65	1500	300_0.1_2_256	2	300	0.1
0.949688713979292	scVI_0_300_0.1_2_256_gene_zinb_cov2..scVI..65..RNA.log.vst.split_Batch_ID.features.2000_badfc6cfb2c1284146414826b34fd2fe	0.42759233671184	0.443237472462387	0.0596381010190303	92.94	90.25	96.34	93.295	51.57	92.94	scVI	65	2000	300_0.1_2_256	2	300	0.1
0.948881379028408	scVI_0_300_0.1_2_256_gene_zinb_cov2..scVI..65..RNA.log.vst.split_Batch_ID.features.2500_1308d47dceaf597df121f5bc726c76a5	0.416473360921902	0.440348195742099	0.0598938939414324	91.55	87.9	95.83	91.865	51.84	91.55	scVI	65	2500	300_0.1_2_256	2	300	0.1
0.947170122631611	scVI_0_300_0.1_2_256_gene_zinb_cov2..scVI..65..RNA.log.vst.split_Batch_ID.features.3000_0a09d8004a7b704b8df173595373a046	0.416473360921902	0.440389815634016	0.0651337810872039	91.57	87.9	94.72	91.31	57.36	91.57	scVI	65	3000	300_0.1_2_256	2	300	0.1
0.947011841118007	scVI_0_300_0.1_2_256_gene_zinb_cov2..scVI..65..RNA.log.vst.split_Batch_ID.features.750_601af3e6855c7ce45c806576d329a87c	0.448845317820059	0.430620682915466	0.0406951479474706	86.87	94.74	94.62	94.68	31.61	86.87	scVI	65	750	300_0.1_2_256	2	300	0.1
0.949180878141293	scVI_0_300_0.1_3_256_gene_zinb_cov2..scVI..65..RNA.log.vst.split_Batch_ID.features.1000_3fc9324dc4019660b693ceee9dad7d3a	0.457642727413989	0.424333426814048	0.0662544868585198	83.85	96.59	96.02	96.305	58.54	83.85	scVI	65	1000	300_0.1_3_256	3	300	0.1
0.947031194713972	scVI_0_300_0.1_3_256_gene_zinb_cov2..scVI..65..RNA.log.vst.split_Batch_ID.features.1250_245305754176efd2d0fd92a77a72dea9	0.453625013821092	0.430250083482683	0.0709165332227118	86.69	95.75	94.63	95.19	63.45	86.69	scVI	65	1250	300_0.1_3_256	3	300	0.1
0.948758657709158	scVI_0_300_0.1_3_256_gene_zinb_cov2..scVI..65..RNA.log.vst.split_Batch_ID.features.1500_85a81fcf2940f9ac20f396009f5c4967	0.444827604227162	0.433019155510527	0.074006003762577	88.02	93.89	95.75	94.82	66.71	88.02	scVI	65	1500	300_0.1_3_256	3	300	0.1
