gene,class,siteSet_name,pwm_name,total_pwms_in_gene,n_transcripts,pwms_per_transcript
Idnk,Background,MA0018.2,CREB1,8,1,8
Uqcrb,Background,MA0018.2,CREB1,8,1,8
Ndufs6,Background,MA0018.1,CREB1,3,1,3
Ndufs6,Background,MA0018.2,CREB1,8,1,8
Lpcat1,Background,MA0018.1,CREB1,4,2,2
Lpcat1,Background,MA0018.2,CREB1,17,2,8.5
Slc6a3,Background,MA0018.1,CREB1,2,1,2
Slc6a3,Background,MA0018.2,CREB1,4,1,4
Clptm1l,Background,MA0018.1,CREB1,8,1,8
Clptm1l,Background,MA0018.2,CREB1,9,1,9
E430024I08Rik,Background,MA0018.1,CREB1,1,1,1
E430024I08Rik,Background,MA0018.2,CREB1,4,1,4
Ell2,Background,MA0018.1,CREB1,11,4,2.75
Ell2,Background,MA0018.2,CREB1,25,4,6.25
Mctp1,Background,MA0018.1,CREB1,19,4,4.75
Mctp1,Background,MA0018.2,CREB1,25,4,6.25
Cetn3,Background,MA0018.1,CREB1,10,2,5
Cetn3,Background,MA0018.2,CREB1,19,2,9.5
Rasgrf2,Background,MA0018.1,CREB1,10,2,5
Rasgrf2,Background,MA0018.2,CREB1,9,2,4.5
Homer1,IEGs,MA0018.1,CREB1,19,4,4.75
Homer1,IEGs,MA0018.2,CREB1,28,4,7
Lncenc1,Background,MA0018.1,CREB1,10,3,3.33333333333333
Lncenc1,Background,MA0018.2,CREB1,19,3,6.33333333333333
Cartpt,Background,MA0018.1,CREB1,4,1,4
Cartpt,Background,MA0018.2,CREB1,8,1,8
Mccc2,Background,MA0018.1,CREB1,1,1,1
Mccc2,Background,MA0018.2,CREB1,5,1,5
Ak6,Background,MA0018.1,CREB1,5,1,5
Ak6,Background,MA0018.2,CREB1,13,1,13
Srek1,Background,MA0018.1,CREB1,24,4,6
Srek1,Background,MA0018.2,CREB1,34,4,8.5
Nln,Background,MA0018.1,CREB1,6,3,2
Nln,Background,MA0018.2,CREB1,22,3,7.33333333333333
Plk2,IEGs,MA0018.1,CREB1,18,4,4.5
Plk2,IEGs,MA0018.2,CREB1,33,4,8.25
Map3k1,Background,MA0018.1,CREB1,1,2,0.5
Map3k1,Background,MA0018.2,CREB1,7,2,3.5
Saysd1,Background,MA0018.1,CREB1,7,2,3.5
Saysd1,Background,MA0018.2,CREB1,12,2,6
6230400D17Rik,Background,MA0018.1,CREB1,7,1,7
6230400D17Rik,Background,MA0018.2,CREB1,10,1,10
Adk,Background,MA0018.1,CREB1,9,2,4.5
Adk,Background,MA0018.2,CREB1,15,2,7.5
Zfp503,Background,MA0018.1,CREB1,11,2,5.5
Zfp503,Background,MA0018.2,CREB1,5,2,2.5
Polr3a,Background,MA0018.1,CREB1,5,1,5
Polr3a,Background,MA0018.2,CREB1,5,1,5
Anxa11,Background,MA0018.1,CREB1,6,2,3
Anxa11,Background,MA0018.2,CREB1,16,2,8
Slmap,Background,MA0018.1,CREB1,13,5,2.6
Slmap,Background,MA0018.2,CREB1,25,5,5
Arf4,IEGs,MA0018.1,CREB1,7,2,3.5
Arf4,IEGs,MA0018.2,CREB1,16,2,8
Arhgef3,IEGs,MA0018.1,CREB1,17,4,4.25
Arhgef3,IEGs,MA0018.2,CREB1,23,4,5.75
Glt8d1,Background,MA0018.1,CREB1,1,1,1
Glt8d1,Background,MA0018.2,CREB1,2,1,2
Bap1,Background,MA0018.1,CREB1,13,2,6.5
Bap1,Background,MA0018.2,CREB1,18,2,9
Timm23,Background,MA0018.1,CREB1,7,1,7
Timm23,Background,MA0018.2,CREB1,4,1,4
Syt15,Background,MA0018.1,CREB1,4,1,4
Syt15,Background,MA0018.2,CREB1,10,1,10
Glud1,Background,MA0018.1,CREB1,5,1,5
Glud1,Background,MA0018.2,CREB1,9,1,9
Tspan14,Background,MA0018.1,CREB1,8,2,4
Tspan14,Background,MA0018.2,CREB1,8,2,4
Txndc16,Background,MA0018.1,CREB1,20,3,6.66666666666667
Txndc16,Background,MA0018.2,CREB1,35,3,11.6666666666667
Tep1,Background,MA0018.2,CREB1,13,4,3.25
Tep1,Background,MA0018.1,CREB1,10,4,2.5
Apex1,Background,MA0018.1,CREB1,13,2,6.5
Apex1,Background,MA0018.2,CREB1,13,2,6.5
Rpgrip1,Background,MA0018.1,CREB1,3,2,1.5
Rpgrip1,Background,MA0018.2,CREB1,10,2,5
Rem2,Background,MA0018.1,CREB1,2,1,2
Rem2,Background,MA0018.2,CREB1,6,1,6
Prmt5,Background,MA0018.1,CREB1,5,1,5
Prmt5,Background,MA0018.2,CREB1,7,1,7
Acin1,Background,MA0018.1,CREB1,2,2,1
Acin1,Background,MA0018.2,CREB1,11,2,5.5
Pabpn1,Background,MA0018.1,CREB1,9,2,4.5
Pabpn1,Background,MA0018.2,CREB1,17,2,8.5
Slc22a17,Background,MA0018.1,CREB1,17,3,5.66666666666667
Slc22a17,Background,MA0018.2,CREB1,25,3,8.33333333333333
Myh7,Background,MA0018.1,CREB1,36,5,7.2
Myh7,Background,MA0018.2,CREB1,45,5,9
Khnyn,Background,MA0018.1,CREB1,1,1,1
Khnyn,Background,MA0018.2,CREB1,5,1,5
Mrpl57,Background,MA0018.1,CREB1,4,1,4
Mrpl57,Background,MA0018.2,CREB1,3,1,3
Zdhhc20,Background,MA0018.1,CREB1,3,1,3
Zdhhc20,Background,MA0018.2,CREB1,4,1,4
Micu2,Background,MA0018.1,CREB1,4,2,2
Micu2,Background,MA0018.2,CREB1,16,2,8
Cab39l,Background,MA0018.1,CREB1,5,2,2.5
Cab39l,Background,MA0018.2,CREB1,6,2,3
Trim13,Background,MA0018.1,CREB1,7,2,3.5
Trim13,Background,MA0018.2,CREB1,14,2,7
Wdfy2,Background,MA0018.1,CREB1,3,1,3
Wdfy2,Background,MA0018.2,CREB1,5,1,5
Fdft1,Background,MA0018.1,CREB1,12,2,6
Fdft1,Background,MA0018.2,CREB1,12,2,6
Fam167a,Background,MA0018.1,CREB1,4,1,4
Fam167a,Background,MA0018.2,CREB1,6,1,6
Xkr6,Background,MA0018.1,CREB1,11,2,5.5
Xkr6,Background,MA0018.2,CREB1,11,2,5.5
Ppp2r2a,Background,MA0018.1,CREB1,7,1,7
Ppp2r2a,Background,MA0018.2,CREB1,5,1,5
R3hcc1,Background,MA0018.1,CREB1,9,2,4.5
R3hcc1,Background,MA0018.2,CREB1,11,2,5.5
Ccar2,Background,MA0018.1,CREB1,8,2,4
Ccar2,Background,MA0018.2,CREB1,12,2,6
Phyhip,Background,MA0018.1,CREB1,1,1,1
Phyhip,Background,MA0018.2,CREB1,5,1,5
Htr2a,Background,MA0018.1,CREB1,1,1,1
Htr2a,Background,MA0018.2,CREB1,9,1,9
Zc3h13,Background,MA0018.1,CREB1,11,4,2.75
Zc3h13,Background,MA0018.2,CREB1,17,4,4.25
Slc25a30,Background,MA0018.1,CREB1,3,1,3
Tsc22d1,IEGs,MA0018.1,CREB1,14,6,2.33333333333333
Tsc22d1,IEGs,MA0018.2,CREB1,33,6,5.5
Akap11,Background,MA0018.1,CREB1,12,1,12
Akap11,Background,MA0018.2,CREB1,11,1,11
Dgkh,Background,MA0018.1,CREB1,12,3,4
Dgkh,Background,MA0018.2,CREB1,20,3,6.66666666666667
Wbp4,Background,MA0018.1,CREB1,9,2,4.5
Wbp4,Background,MA0018.2,CREB1,15,2,7.5
Pcdh8,IEGs,MA0018.1,CREB1,1,1,1
Pcdh8,IEGs,MA0018.2,CREB1,2,1,2
Dis3,Background,MA0018.1,CREB1,5,1,5
Dis3,Background,MA0018.2,CREB1,7,1,7
Slain1,Background,MA0018.1,CREB1,1,1,1
Slain1,Background,MA0018.2,CREB1,4,1,4
Gm10076,Background,MA0018.1,CREB1,1,1,1
Gm10076,Background,MA0018.2,CREB1,3,1,3
Mbnl2,IEGs,MA0018.1,CREB1,15,5,3
Mbnl2,IEGs,MA0018.2,CREB1,22,5,4.4
Stk24,Background,MA0018.1,CREB1,13,3,4.33333333333333
Stk24,Background,MA0018.2,CREB1,13,3,4.33333333333333
Nalcn,Background,MA0018.1,CREB1,4,1,4
Nalcn,Background,MA0018.2,CREB1,3,1,3
Fgf14,Background,MA0018.1,CREB1,7,2,3.5
Fgf14,Background,MA0018.2,CREB1,7,2,3.5
Nadk2,Background,MA0018.1,CREB1,8,2,4
Nadk2,Background,MA0018.2,CREB1,6,2,3
Npr3,Background,MA0018.1,CREB1,6,2,3
Npr3,Background,MA0018.2,CREB1,9,2,4.5
Golph3,Background,MA0018.1,CREB1,5,1,5
Golph3,Background,MA0018.2,CREB1,9,1,9
Pdzd2,Background,MA0018.1,CREB1,22,6,3.66666666666667
Pdzd2,Background,MA0018.2,CREB1,34,6,5.66666666666667
Cdh9,Background,MA0018.1,CREB1,1,1,1
Cdh9,Background,MA0018.2,CREB1,5,1,5
Myo10,Background,MA0018.1,CREB1,26,8,3.25
Myo10,Background,MA0018.2,CREB1,43,8,5.375
Otulin,Background,MA0018.1,CREB1,3,1,3
Otulin,Background,MA0018.2,CREB1,9,1,9
Azin1,Background,MA0018.1,CREB1,15,2,7.5
Azin1,Background,MA0018.2,CREB1,16,2,8
Kcnv1,Background,MA0018.1,CREB1,5,1,5
Kcnv1,Background,MA0018.2,CREB1,8,1,8
Enpp2,Background,MA0018.2,CREB1,9,2,4.5
Enpp2,Background,MA0018.1,CREB1,1,2,0.5
Gm29394,Background,MA0018.1,CREB1,5,1,5
Gm29394,Background,MA0018.2,CREB1,6,1,6
Zhx1,Background,MA0018.1,CREB1,5,1,5
Zhx1,Background,MA0018.2,CREB1,6,1,6
Tmem65,Background,MA0018.1,CREB1,7,1,7
Tmem65,Background,MA0018.2,CREB1,8,1,8
Khdrbs3,Background,MA0018.1,CREB1,3,1,3
Khdrbs3,Background,MA0018.2,CREB1,3,1,3
Ptp4a3,Background,MA0018.1,CREB1,20,4,5
Ptp4a3,Background,MA0018.2,CREB1,31,4,7.75
Arc,IEGs,MA0018.1,CREB1,2,1,2
Arc,IEGs,MA0018.2,CREB1,6,1,6
Bop1,Background,MA0018.1,CREB1,5,1,5
Bop1,Background,MA0018.2,CREB1,9,1,9
Rpl8,Background,MA0018.1,CREB1,2,1,2
Rpl8,Background,MA0018.2,CREB1,4,1,4
Txn2,Background,MA0018.1,CREB1,13,3,4.33333333333333
Txn2,Background,MA0018.2,CREB1,15,3,5
Eif3d,Background,MA0018.1,CREB1,14,2,7
Eif3d,Background,MA0018.2,CREB1,19,2,9.5
Ift27,Background,MA0018.1,CREB1,7,2,3.5
Ift27,Background,MA0018.2,CREB1,13,2,6.5
Dmc1,Background,MA0018.1,CREB1,4,1,4
Dmc1,Background,MA0018.2,CREB1,7,1,7
Gtpbp1,Background,MA0018.1,CREB1,1,2,0.5
Gtpbp1,Background,MA0018.2,CREB1,12,2,6
Ep300,Background,MA0018.1,CREB1,7,3,2.33333333333333
Ep300,Background,MA0018.2,CREB1,16,3,5.33333333333333
L3mbtl2,Background,MA0018.1,CREB1,3,1,3
L3mbtl2,Background,MA0018.2,CREB1,4,1,4
Xrcc6,Background,MA0018.1,CREB1,33,7,4.71428571428571
Xrcc6,Background,MA0018.2,CREB1,55,7,7.85714285714286
1500009C09Rik,Background,MA0018.1,CREB1,3,2,1.5
1500009C09Rik,Background,MA0018.2,CREB1,7,2,3.5
Arfgap3,Background,MA0018.1,CREB1,5,1,5
Arfgap3,Background,MA0018.2,CREB1,6,1,6
Mapk11,Background,MA0018.1,CREB1,4,2,2
Mapk11,Background,MA0018.2,CREB1,9,2,4.5
Plxnb2,Background,MA0018.1,CREB1,8,1,8
Plxnb2,Background,MA0018.2,CREB1,4,1,4
Chkb,Background,MA0018.1,CREB1,7,1,7
Chkb,Background,MA0018.2,CREB1,12,1,12
Alg10b,Background,MA0018.1,CREB1,5,1,5
Alg10b,Background,MA0018.2,CREB1,6,1,6
Gxylt1,Background,MA0018.1,CREB1,10,1,10
Gxylt1,Background,MA0018.2,CREB1,6,1,6
Rpap3,Background,MA0018.1,CREB1,9,2,4.5
Rpap3,Background,MA0018.2,CREB1,11,2,5.5
Fkbp11,Background,MA0018.1,CREB1,2,1,2
Fkbp11,Background,MA0018.2,CREB1,3,1,3
Prkag1,Background,MA0018.1,CREB1,4,1,4
Prkag1,Background,MA0018.2,CREB1,4,1,4
Prph,Background,MA0018.1,CREB1,5,2,2.5
Prph,Background,MA0018.2,CREB1,13,2,6.5
Mcrs1,Background,MA0018.1,CREB1,6,2,3
Mcrs1,Background,MA0018.2,CREB1,13,2,6.5
Dazap2,Background,MA0018.1,CREB1,5,2,2.5
Dazap2,Background,MA0018.2,CREB1,19,2,9.5
Nr4a1,IEGs,MA0018.1,CREB1,29,5,5.8
Nr4a1,IEGs,MA0018.2,CREB1,33,5,6.6
Naa60,Background,MA0018.1,CREB1,6,2,3
Naa60,Background,MA0018.2,CREB1,17,2,8.5
Nlrc3,Background,MA0018.1,CREB1,3,1,3
Nlrc3,Background,MA0018.2,CREB1,10,1,10
Tmem114,Background,MA0018.1,CREB1,8,1,8
Tmem114,Background,MA0018.2,CREB1,6,1,6
Rmi2,Background,MA0018.1,CREB1,6,1,6
Rmi2,Background,MA0018.2,CREB1,6,1,6
Zc3h7a,Background,MA0018.1,CREB1,8,2,4
Zc3h7a,Background,MA0018.2,CREB1,4,2,2
Bfar,Background,MA0018.1,CREB1,7,2,3.5
Bfar,Background,MA0018.2,CREB1,11,2,5.5
Zdhhc8,Background,MA0018.1,CREB1,5,1,5
Zdhhc8,Background,MA0018.2,CREB1,6,1,6
Yeats2,Background,MA0018.1,CREB1,7,2,3.5
Yeats2,Background,MA0018.2,CREB1,16,2,8
Clcn2,Background,MA0018.1,CREB1,6,2,3
Clcn2,Background,MA0018.2,CREB1,8,2,4
Hes1,IEGs,MA0018.2,CREB1,8,3,2.66666666666667
Hes1,IEGs,MA0018.1,CREB1,7,3,2.33333333333333
Gm15743,Background,MA0018.1,CREB1,4,1,4
Gm15743,Background,MA0018.2,CREB1,9,1,9
Timmdc1,Background,MA0018.1,CREB1,7,1,7
Timmdc1,Background,MA0018.2,CREB1,3,1,3
Tmem39a,Background,MA0018.1,CREB1,9,4,2.25
Tmem39a,Background,MA0018.2,CREB1,30,4,7.5
Tagln3,Background,MA0018.1,CREB1,3,1,3
Tagln3,Background,MA0018.2,CREB1,2,1,2
Nfkbiz,IEGs,MA0018.1,CREB1,14,3,4.66666666666667
Nfkbiz,IEGs,MA0018.2,CREB1,20,3,6.66666666666667
Senp7,Background,MA0018.1,CREB1,8,2,4
Senp7,Background,MA0018.2,CREB1,12,2,6
Epha3,Background,MA0018.1,CREB1,3,1,3
Epha3,Background,MA0018.2,CREB1,8,1,8
Usp25,Background,MA0018.1,CREB1,5,2,2.5
Usp25,Background,MA0018.2,CREB1,9,2,4.5
N6amt1,Background,MA0018.1,CREB1,3,1,3
N6amt1,Background,MA0018.2,CREB1,3,1,3
Il10rb,Background,MA0018.1,CREB1,5,1,5
Il10rb,Background,MA0018.2,CREB1,4,1,4
Gart,Background,MA0018.1,CREB1,12,2,6
Gart,Background,MA0018.2,CREB1,14,2,7
Slc5a3,Background,MA0018.2,CREB1,14,2,7
Slc5a3,Background,MA0018.1,CREB1,5,2,2.5
Rcan1,IEGs,MA0018.1,CREB1,8,2,4
Rcan1,IEGs,MA0018.2,CREB1,12,2,6
Bace2,Background,MA0018.1,CREB1,1,1,1
Bace2,Background,MA0018.2,CREB1,3,1,3
Rsph3a,Background,MA0018.1,CREB1,3,1,3
Rsph3a,Background,MA0018.2,CREB1,3,1,3
Pnldc1,Background,MA0018.1,CREB1,7,2,3.5
Pnldc1,Background,MA0018.2,CREB1,15,2,7.5
Sod2,IEGs,MA0018.1,CREB1,17,4,4.25
Sod2,IEGs,MA0018.2,CREB1,27,4,6.75
Amdhd2,Background,MA0018.1,CREB1,7,1,7
Amdhd2,Background,MA0018.2,CREB1,5,1,5
E4f1,Background,MA0018.1,CREB1,8,1,8
E4f1,Background,MA0018.2,CREB1,8,1,8
Ndufb10,Background,MA0018.1,CREB1,1,1,1
Ndufb10,Background,MA0018.2,CREB1,9,1,9
Rab40c,Background,MA0018.1,CREB1,8,1,8
Rab40c,Background,MA0018.2,CREB1,8,1,8
Luc7l,Background,MA0018.1,CREB1,1,1,1
Luc7l,Background,MA0018.2,CREB1,2,1,2
Dusp1,IEGs,MA0018.1,CREB1,13,2,6.5
Dusp1,IEGs,MA0018.2,CREB1,14,2,7
Fance,Background,MA0018.1,CREB1,3,1,3
Fance,Background,MA0018.2,CREB1,5,1,5
Kctd20,Background,MA0018.1,CREB1,12,2,6
Kctd20,Background,MA0018.2,CREB1,9,2,4.5
Dnah8,Background,MA0018.1,CREB1,14,5,2.8
Dnah8,Background,MA0018.2,CREB1,23,5,4.6
Sik1,IEGs,MA0018.1,CREB1,12,2,6
Sik1,IEGs,MA0018.2,CREB1,18,2,9
Notch3,Background,MA0018.1,CREB1,2,1,2
Notch3,Background,MA0018.2,CREB1,7,1,7
Akap8l,Background,MA0018.1,CREB1,5,1,5
Akap8l,Background,MA0018.2,CREB1,18,1,18
Zfp952,Background,MA0018.1,CREB1,4,1,4
Zfp952,Background,MA0018.2,CREB1,7,1,7
Rab11b,Background,MA0018.1,CREB1,7,1,7
Rab11b,Background,MA0018.2,CREB1,7,1,7
Rnf5,Background,MA0018.1,CREB1,3,1,3
Rnf5,Background,MA0018.2,CREB1,3,1,3
Clic1,Background,MA0018.1,CREB1,8,3,2.66666666666667
Clic1,Background,MA0018.2,CREB1,17,3,5.66666666666667
H2-D1,Background,MA0018.1,CREB1,8,2,4
H2-D1,Background,MA0018.2,CREB1,24,2,12
Ier3,IEGs,MA0018.1,CREB1,4,1,4
Ier3,IEGs,MA0018.2,CREB1,8,1,8
H2-T22,Background,MA0018.1,CREB1,4,1,4
H2-T22,Background,MA0018.2,CREB1,7,1,7
Yipf3,Background,MA0018.1,CREB1,7,1,7
Yipf3,Background,MA0018.2,CREB1,9,1,9
Zfp318,Background,MA0018.1,CREB1,3,1,3
Zfp318,Background,MA0018.2,CREB1,8,1,8
Srf,IEGs,MA0018.1,CREB1,4,1,4
Srf,IEGs,MA0018.2,CREB1,2,1,2
Taf8,Background,MA0018.1,CREB1,6,1,6
Taf8,Background,MA0018.2,CREB1,6,1,6
Dpp9,Background,MA0018.1,CREB1,8,1,8
Dpp9,Background,MA0018.2,CREB1,6,1,6
Catsperd,Background,MA0018.1,CREB1,4,1,4
Catsperd,Background,MA0018.2,CREB1,5,1,5
Vmac,Background,MA0018.1,CREB1,19,2,9.5
Vmac,Background,MA0018.2,CREB1,18,2,9
Mllt1,Background,MA0018.1,CREB1,7,2,3.5
Mllt1,Background,MA0018.2,CREB1,18,2,9
C030034I22Rik,Background,MA0018.1,CREB1,5,1,5
C030034I22Rik,Background,MA0018.2,CREB1,6,1,6
Dlgap1,Background,MA0018.1,CREB1,12,4,3
Dlgap1,Background,MA0018.2,CREB1,24,4,6
Gpatch11,Background,MA0018.1,CREB1,4,1,4
Gpatch11,Background,MA0018.2,CREB1,6,1,6
Hnrnpll,Background,MA0018.1,CREB1,3,1,3
Hnrnpll,Background,MA0018.2,CREB1,4,1,4
Srbd1,Background,MA0018.1,CREB1,10,2,5
Srbd1,Background,MA0018.2,CREB1,16,2,8
Kcnk12,Background,MA0018.1,CREB1,4,1,4
Kcnk12,Background,MA0018.2,CREB1,5,1,5
Nrxn1,Background,MA0018.2,CREB1,29,6,4.83333333333333
Nrxn1,Background,MA0018.1,CREB1,15,6,2.5
Crem,IEGs,MA0018.1,CREB1,26,5,5.2
Crem,IEGs,MA0018.2,CREB1,42,5,8.4
Zeb1,Background,MA0018.1,CREB1,13,4,3.25
Zeb1,Background,MA0018.2,CREB1,15,4,3.75
4930426D05Rik,Background,MA0018.1,CREB1,12,2,6
4930426D05Rik,Background,MA0018.2,CREB1,12,2,6
Zfp35,Background,MA0018.1,CREB1,2,1,2
Zfp35,Background,MA0018.2,CREB1,4,1,4
Rprd1a,Background,MA0018.1,CREB1,5,1,5
Rprd1a,Background,MA0018.2,CREB1,3,1,3
Ammecr1l,Background,MA0018.1,CREB1,17,4,4.25
Ammecr1l,Background,MA0018.2,CREB1,28,4,7
Stard4,Background,MA0018.1,CREB1,5,1,5
Stard4,Background,MA0018.2,CREB1,6,1,6
Egr1,IEGs,MA0018.1,CREB1,6,1,6
Egr1,IEGs,MA0018.2,CREB1,9,1,9
Hbegf,IEGs,MA0018.1,CREB1,1,1,1
Hbegf,IEGs,MA0018.2,CREB1,6,1,6
Pcdh1,Background,MA0018.1,CREB1,15,3,5
Pcdh1,Background,MA0018.2,CREB1,20,3,6.66666666666667
Fgf1,Background,MA0018.2,CREB1,18,3,6
Fgf1,Background,MA0018.1,CREB1,4,3,1.33333333333333
Eif1a,Background,MA0018.1,CREB1,5,1,5
Eif1a,Background,MA0018.2,CREB1,9,1,9
Atg12,Background,MA0018.1,CREB1,4,1,4
Atg12,Background,MA0018.2,CREB1,5,1,5
Srfbp1,Background,MA0018.1,CREB1,4,1,4
Srfbp1,Background,MA0018.2,CREB1,5,1,5
Pcyox1l,Background,MA0018.1,CREB1,5,1,5
Pcyox1l,Background,MA0018.2,CREB1,5,1,5
Ablim3,Background,MA0018.1,CREB1,3,1,3
Ablim3,Background,MA0018.2,CREB1,5,1,5
Spink10,Background,MA0018.1,CREB1,6,2,3
Spink10,Background,MA0018.2,CREB1,8,2,4
Pmaip1,IEGs,MA0018.1,CREB1,8,1,8
Pmaip1,IEGs,MA0018.2,CREB1,9,1,9
Ptpn2,Background,MA0018.1,CREB1,7,1,7
Ptpn2,Background,MA0018.2,CREB1,11,1,11
Ccdc68,Background,MA0018.1,CREB1,4,1,4
Ccdc68,Background,MA0018.2,CREB1,16,1,16
Me2,Background,MA0018.1,CREB1,4,1,4
Me2,Background,MA0018.2,CREB1,5,1,5
St8sia5,Background,MA0018.1,CREB1,14,1,14
St8sia5,Background,MA0018.2,CREB1,12,1,12
Neto1,Background,MA0018.1,CREB1,4,1,4
Neto1,Background,MA0018.2,CREB1,2,1,2
Pold4,Background,MA0018.1,CREB1,3,1,3
Pold4,Background,MA0018.2,CREB1,6,1,6
Lrfn4,Background,MA0018.1,CREB1,9,1,9
Lrfn4,Background,MA0018.2,CREB1,7,1,7
Zdhhc24,Background,MA0018.1,CREB1,5,1,5
Zdhhc24,Background,MA0018.2,CREB1,5,1,5
Npas4,IEGs,MA0018.1,CREB1,2,1,2
Npas4,IEGs,MA0018.2,CREB1,9,1,9
Slc29a2,Background,MA0018.1,CREB1,3,1,3
Slc29a2,Background,MA0018.2,CREB1,3,1,3
Fosl1,IEGs,MA0018.1,CREB1,3,1,3
Fosl1,IEGs,MA0018.2,CREB1,7,1,7
Mrpl49,Background,MA0018.1,CREB1,8,1,8
Mrpl49,Background,MA0018.2,CREB1,9,1,9
Ppp2r5b,Background,MA0018.1,CREB1,7,2,3.5
Ppp2r5b,Background,MA0018.2,CREB1,15,2,7.5
Sf1,Background,MA0018.1,CREB1,24,4,6
Sf1,Background,MA0018.2,CREB1,34,4,8.5
Flrt1,Background,MA0018.1,CREB1,1,1,1
Flrt1,Background,MA0018.2,CREB1,11,1,11
1700105P06Rik,Background,MA0018.1,CREB1,6,1,6
1700105P06Rik,Background,MA0018.2,CREB1,11,1,11
Tmem223,Background,MA0018.1,CREB1,4,1,4
Tmem223,Background,MA0018.2,CREB1,7,1,7
Dagla,Background,MA0018.1,CREB1,5,1,5
Dagla,Background,MA0018.2,CREB1,8,1,8
Syt7,Background,MA0018.2,CREB1,10,3,3.33333333333333
Syt7,Background,MA0018.1,CREB1,3,3,1
Cpsf7,Background,MA0018.1,CREB1,5,1,5
Cpsf7,Background,MA0018.2,CREB1,4,1,4
Mrpl16,Background,MA0018.1,CREB1,4,1,4
Mrpl16,Background,MA0018.2,CREB1,9,1,9
Dtx4,Background,MA0018.1,CREB1,9,2,4.5
Dtx4,Background,MA0018.2,CREB1,15,2,7.5
Nmrk1,Background,MA0018.1,CREB1,3,1,3
Nmrk1,Background,MA0018.2,CREB1,2,1,2
Klf9,Background,MA0018.1,CREB1,9,1,9
Klf9,Background,MA0018.2,CREB1,7,1,7
Mamdc2,Background,MA0018.1,CREB1,1,1,1
Mamdc2,Background,MA0018.2,CREB1,4,1,4
Tjp2,Background,MA0018.1,CREB1,22,6,3.66666666666667
Tjp2,Background,MA0018.2,CREB1,34,6,5.66666666666667
Dock8,Background,MA0018.1,CREB1,14,4,3.5
Dock8,Background,MA0018.2,CREB1,22,4,5.5
Slc1a1,Background,MA0018.1,CREB1,3,2,1.5
Slc1a1,Background,MA0018.2,CREB1,6,2,3
Rcl1,Background,MA0018.1,CREB1,5,1,5
Rcl1,Background,MA0018.2,CREB1,4,1,4
Ric1,Background,MA0018.1,CREB1,13,1,13
Ric1,Background,MA0018.2,CREB1,11,1,11
Minpp1,Background,MA0018.1,CREB1,1,2,0.5
Minpp1,Background,MA0018.2,CREB1,10,2,5
Ifit2,IEGs,MA0018.1,CREB1,16,4,4
Ifit2,IEGs,MA0018.2,CREB1,22,4,5.5
Btaf1,Background,MA0018.1,CREB1,11,2,5.5
Btaf1,Background,MA0018.2,CREB1,9,2,4.5
Rbp4,Background,MA0018.1,CREB1,2,1,2
Rbp4,Background,MA0018.2,CREB1,6,1,6
Tm9sf3,Background,MA0018.2,CREB1,21,3,7
Tm9sf3,Background,MA0018.1,CREB1,10,3,3.33333333333333
Pgam1,Background,MA0018.1,CREB1,7,2,3.5
Pgam1,Background,MA0018.2,CREB1,7,2,3.5
Slc25a28,Background,MA0018.1,CREB1,6,1,6
Slc25a28,Background,MA0018.2,CREB1,5,1,5
Taf5,Background,MA0018.1,CREB1,3,1,3
Taf5,Background,MA0018.2,CREB1,8,1,8
Xpnpep1,Background,MA0018.1,CREB1,14,3,4.66666666666667
Xpnpep1,Background,MA0018.2,CREB1,33,3,11
Dusp5,IEGs,MA0018.1,CREB1,7,1,7
Dusp5,IEGs,MA0018.2,CREB1,10,1,10
Gpam,Background,MA0018.1,CREB1,12,3,4
Gpam,Background,MA0018.2,CREB1,28,3,9.33333333333333
Ccdc186,Background,MA0018.1,CREB1,9,1,9
Ccdc186,Background,MA0018.2,CREB1,6,1,6
Ablim1,Background,MA0018.1,CREB1,28,9,3.11111111111111
Ablim1,Background,MA0018.2,CREB1,59,9,6.55555555555556
Trub1,Background,MA0018.1,CREB1,1,1,1
Trub1,Background,MA0018.2,CREB1,6,1,6
Phyh,Background,MA0018.1,CREB1,2,1,2
Phyh,Background,MA0018.2,CREB1,7,1,7
Mindy3,Background,MA0018.1,CREB1,2,1,2
Mindy3,Background,MA0018.2,CREB1,8,1,8
Thnsl1,Background,MA0018.1,CREB1,10,1,10
Thnsl1,Background,MA0018.2,CREB1,11,1,11
Zmynd19,Background,MA0018.1,CREB1,13,2,6.5
Zmynd19,Background,MA0018.2,CREB1,6,2,3
Pnpla7,Background,MA0018.1,CREB1,8,2,4
Pnpla7,Background,MA0018.2,CREB1,13,2,6.5
Anapc2,Background,MA0018.1,CREB1,10,1,10
Anapc2,Background,MA0018.2,CREB1,11,1,11
Abca2,Background,MA0018.1,CREB1,3,1,3
Abca2,Background,MA0018.2,CREB1,4,1,4
Ubac1,Background,MA0018.1,CREB1,5,2,2.5
Ubac1,Background,MA0018.2,CREB1,12,2,6
Vav2,Background,MA0018.1,CREB1,4,1,4
Vav2,Background,MA0018.2,CREB1,4,1,4
Ptpa,Background,MA0018.1,CREB1,5,2,2.5
Ptpa,Background,MA0018.2,CREB1,7,2,3.5
Fubp3,Background,MA0018.1,CREB1,12,3,4
Fubp3,Background,MA0018.2,CREB1,15,3,5
Swi5,Background,MA0018.1,CREB1,9,1,9
