clustering_1	clustering_2	clustering_1_total	clustering_2_total	n	pct_clustering_1	pct_clustering_2	out_degree_1	in_degree_1	component_id	out_degree_2	in_degree_2
Neurons_GABA 6 (Otof, Lhx1)	Vip.Cd24a.Six6.HY1	21	6	1	0.0476190476190476	0.166666666666667	18	18	1	3	3
Neurons_GABA 6 (Otof, Lhx1)	Slc6a3.Fam159b.Satb2.HY1	21	6	1	0.0476190476190476	0.166666666666667	18	18	1	3	3
Neurons_GABA 6 (Otof, Lhx1)	Scn4b.Crhbp.Sim1.Nrn1.HY2	21	2	1	0.0476190476190476	0.5	18	18	1	2	2
Neurons_GABA 6 (Otof, Lhx1)	Mobp.Sepp1.Pitx2.Foxb1.HY2	21	59	1	0.0476190476190476	0.0169491525423729	18	18	1	29	29
Neurons_GABA 6 (Otof, Lhx1)	Vipr2.Prokr2.Six6.HY1	21	3	1	0.0476190476190476	0.333333333333333	18	18	1	3	3
Neurons_GABA 6 (Otof, Lhx1)	Nts.Npy.Otp.HY1	21	3	1	0.0476190476190476	0.333333333333333	18	18	1	3	3
Neurons_GABA 6 (Otof, Lhx1)	Satb2.Adarb2.Cd40.Fezf1.HY2	21	3	1	0.0476190476190476	0.333333333333333	18	18	1	3	3
Neurons_GABA 6 (Otof, Lhx1)	Nfix.Fam159b.Satb2.HY1	21	7	1	0.0476190476190476	0.142857142857143	18	18	1	5	5
Neurons_GABA 6 (Otof, Lhx1)	Cpne9.Sall3.Pitx2.Foxb1.HY2	21	1	1	0.0476190476190476	1	18	18	1	1	1
Neurons_GABA 7 (Pomc+/-)	Anxa2.Pomc.Tcf7l2.Tbx3.HY1	25	11	4	0.16	0.363636363636364	18	18	1	6	6
Neurons_GABA 7 (Pomc+/-)	Pvalb.Meis2.Gad2.Arx.HY1	25	5	1	0.04	0.2	18	18	1	4	4
Neurons_GABA 7 (Pomc+/-)	Satb2.Sp9.Gad2.Arx.HY1	25	5	1	0.04	0.2	18	18	1	4	4
Neurons_GABA 7 (Pomc+/-)	Slc7a10.Sepp1.Pitx2.Foxb1.HY2	25	53	4	0.16	0.0754716981132076	18	18	1	31	31
Neurons_GABA 7 (Pomc+/-)	Crhbp.Crh.Lhx8.Arx.HY1	25	6	1	0.04	0.166666666666667	18	18	1	4	4
Neurons_GABA 7 (Pomc+/-)	Ttr.Pomc.Tcf7l2.Tbx3.HY1	25	3	1	0.04	0.333333333333333	18	18	1	3	3
Neurons_GABA 7 (Pomc+/-)	Gal.Zic1.Hmx3.Hmx2.HY1	25	14	1	0.04	0.0714285714285714	18	18	1	8	8
Neurons_GABA 7 (Pomc+/-)	Th.Prok2.Hmx3.Hmx2.HY1	25	25	1	0.04	0.04	18	18	1	11	11
Neurons_GABA 7 (Pomc+/-)	Otp.Ebf1.Sim1.Nrn1.HY2	25	12	1	0.04	0.0833333333333333	18	18	1	8	8
Neurons_GABA 7 (Pomc+/-)	Smim3.Oxt	25	46	1	0.04	0.0217391304347826	18	18	1	14	14
Neurons_GABA 7 (Pomc+/-)	Gpc4.Calca.Gad2.Arx.HY1	25	1	1	0.04	1	18	18	1	1	1
Neurons_GABA 7 (Pomc+/-)	Tmem215.St18.Arx.HY1	25	15	2	0.08	0.133333333333333	18	18	1	9	9
Neurons_GABA 7 (Pomc+/-)	Crabp1.Tcf7l2.Tbx3.HY1	25	2	1	0.04	0.5	18	18	1	2	2
Neurons_GABA 7 (Pomc+/-)	Gbx1.Lhx8.Lhx6.Arx.HY1	25	6	1	0.04	0.166666666666667	18	18	1	4	4
Neurons_GABA 7 (Pomc+/-)	Gpr149.Nr5a1.Cd40.Fezf1.HY2	25	13	1	0.04	0.0769230769230769	18	18	1	10	10
Neurons_GABA 7 (Pomc+/-)	Sstr1.Sst.Il1rapl2.Otp.HY1	25	2	1	0.04	0.5	18	18	1	2	2
Neurons_GABA 7 (Pomc+/-)	Drd1.Tac1.Crym.Ppp1r1b.HY2	25	1	1	0.04	1	18	18	1	1	1
Neurons_GABA 7 (Pomc+/-)	Pmaip1.Calca.Gad2.Arx.HY1	25	5	1	0.04	0.2	18	18	1	4	4
Neurons_GABA 8	Tmem215.St18.Arx.HY1	14	15	1	0.0714285714285714	0.0666666666666667	6	6	1	9	9
Neurons_GABA 8	Fbxw13.Sp9.Gad2.Arx.HY1	14	22	9	0.642857142857143	0.409090909090909	6	6	1	7	7
Neurons_GABA 8	Pmaip1.Calca.Gad2.Arx.HY1	14	5	1	0.0714285714285714	0.2	6	6	1	4	4
Neurons_GABA 8	Nmu.Serpinb1b.Lhx8.Arx.HY1	14	2	1	0.0714285714285714	0.5	6	6	1	2	2
Neurons_GABA 8	Sox14.Foxg1.HY14.HY10.HY2	14	3	1	0.0714285714285714	0.333333333333333	6	6	1	3	3
Neurons_GABA 8	Crh.Lhx6.Arx.HY1	14	3	1	0.0714285714285714	0.333333333333333	6	6	1	3	3
Neurons_GABA 9	Fbxw13.Sp9.Gad2.Arx.HY1	21	22	8	0.380952380952381	0.363636363636364	11	11	1	7	7
Neurons_GABA 9	Slc7a10.Sepp1.Pitx2.Foxb1.HY2	21	53	1	0.0476190476190476	0.0188679245283019	11	11	1	31	31
Neurons_GABA 9	Nts.Npy.Otp.HY1	21	3	1	0.0476190476190476	0.333333333333333	11	11	1	3	3
Neurons_GABA 9	Crh.Gad2.Arx.HY1	21	4	2	0.0952380952380952	0.5	11	11	1	3	3
Neurons_GABA 9	Anxa2.Pomc.Tcf7l2.Tbx3.HY1	21	11	2	0.0952380952380952	0.181818181818182	11	11	1	6	6
Neurons_GABA 9	Mobp.Sepp1.Pitx2.Foxb1.HY2	21	59	1	0.0476190476190476	0.0169491525423729	11	11	1	29	29
Neurons_GABA 9	Satb2.Adarb2.Cd40.Fezf1.HY2	21	3	1	0.0476190476190476	0.333333333333333	11	11	1	3	3
Neurons_GABA 9	Nts.Hmx3.Hmx2.HY1	21	14	2	0.0952380952380952	0.142857142857143	11	11	1	5	5
Neurons_GABA 9	Nfix.Fam159b.Satb2.HY1	21	7	1	0.0476190476190476	0.142857142857143	11	11	1	5	5
Neurons_GABA 9	Crabp1.Tcf7l2.Tbx3.HY1	21	2	1	0.0476190476190476	0.5	11	11	1	2	2
Neurons_GABA 9	Gal.Zic1.Hmx3.Hmx2.HY1	21	14	1	0.0476190476190476	0.0714285714285714	11	11	1	8	8
Neurons_GABA1	Adarb2.Onecut2.Gad2.Arx.HY1	11	9	5	0.454545454545455	0.555555555555556	6	6	1	5	5
Neurons_GABA1	Cplx1.Gad2.Arx.HY1	11	5	2	0.181818181818182	0.4	6	6	1	4	4
Neurons_GABA1	Slc7a10.Sepp1.Pitx2.Foxb1.HY2	11	53	1	0.0909090909090909	0.0188679245283019	6	6	1	31	31
Neurons_GABA1	Gsx1.Hmx3.Hmx2.HY1	11	4	1	0.0909090909090909	0.25	6	6	1	4	4
Neurons_GABA1	Nfib.Nfix.Gad2.Arx.HY1	11	3	1	0.0909090909090909	0.333333333333333	6	6	1	3	3
Neurons_GABA1	Pvalb.Meis2.Gad2.Arx.HY1	11	5	1	0.0909090909090909	0.2	6	6	1	4	4
Neurons_Gad-low, Gnrh-/+	Gnrh1	9	2	2	0.222222222222222	1	7	7	1	1	1
Neurons_Gad-low, Gnrh-/+	Gpr50.Pou3f3.Sim1.Nrn1.HY2	9	3	1	0.111111111111111	0.333333333333333	7	7	1	3	3
Neurons_Gad-low, Gnrh-/+	Sema3c.Lhx8.Lhx6.Arx.HY1	9	1	1	0.111111111111111	1	7	7	1	1	1
Neurons_Gad-low, Gnrh-/+	Nfix.Fam159b.Satb2.HY1	9	7	2	0.222222222222222	0.285714285714286	7	7	1	5	5
Neurons_Gad-low, Gnrh-/+	Vipr2.Prokr2.Six6.HY1	9	3	1	0.111111111111111	0.333333333333333	7	7	1	3	3
Neurons_Gad-low, Gnrh-/+	Cck.Prokr2.Six6.HY1	9	6	1	0.111111111111111	0.166666666666667	7	7	1	4	4
Neurons_Gad-low, Gnrh-/+	Mobp.Sepp1.Pitx2.Foxb1.HY2	9	59	1	0.111111111111111	0.0169491525423729	7	7	1	29	29
Neurons_Ghrh	Slc7a10.Sepp1.Pitx2.Foxb1.HY2	2	53	1	0.5	0.0188679245283019	2	2	1	31	31
Neurons_Ghrh	Ghrh.Gsx1.Hmx2.HY1	2	3	1	0.5	0.333333333333333	2	2	1	3	3
Neurons_Hcrt	Shox2.Tbr1.Nrn1.HY2	13	142	1	0.0769230769230769	0.00704225352112676	3	3	1	23	23
Neurons_Hcrt	Qrfp.Lhx9.Rfx4.HY10.HY2	13	9	3	0.230769230769231	0.333333333333333	3	3	1	4	4
Neurons_Hcrt	Hcrt.Rfx4.HY10.HY2	13	9	9	0.692307692307692	1	3	3	1	1	1
Neurons_Hmit+/-	Crhbp.Gad2.Arx.HY1	23	3	2	0.0869565217391304	0.666666666666667	16	16	1	2	2
Neurons_Hmit+/-	Th.Prok2.Hmx3.Hmx2.HY1	23	25	1	0.0434782608695652	0.04	16	16	1	11	11
Neurons_Hmit+/-	Crh.Pou3f3.Sim1.Nrn1.HY2	23	26	2	0.0869565217391304	0.0769230769230769	16	16	1	15	15
Neurons_Hmit+/-	Slc7a10.Sepp1.Pitx2.Foxb1.HY2	23	53	1	0.0434782608695652	0.0188679245283019	16	16	1	31	31
Neurons_Hmit+/-	Qrfp.Lhx9.Rfx4.HY10.HY2	23	9	2	0.0869565217391304	0.222222222222222	16	16	1	4	4
Neurons_Hmit+/-	Npvf.Lhx9.Rfx4.HY10.HY2	23	8	1	0.0434782608695652	0.125	16	16	1	4	4
Neurons_Hmit+/-	Shox2.Tbr1.Nrn1.HY2	23	142	2	0.0869565217391304	0.0140845070422535	16	16	1	23	23
Neurons_Hmit+/-	Eomes.Foxg1.HY14.HY10.HY2	23	8	1	0.0434782608695652	0.125	16	16	1	4	4
Neurons_Hmit+/-	Mobp.Sepp1.Pitx2.Foxb1.HY2	23	59	2	0.0869565217391304	0.0338983050847458	16	16	1	29	29
Neurons_Hmit+/-	Cck.Prokr2.Six6.HY1	23	6	3	0.130434782608696	0.5	16	16	1	4	4
Neurons_Hmit+/-	Vipr2.Prokr2.Six6.HY1	23	3	1	0.0434782608695652	0.333333333333333	16	16	1	3	3
Neurons_Hmit+/-	Gal.Zic1.Hmx3.Hmx2.HY1	23	14	1	0.0434782608695652	0.0714285714285714	16	16	1	8	8
Neurons_Hmit+/-	Nts.Prok2.Hmx3.Hmx2.HY1	23	9	1	0.0434782608695652	0.111111111111111	16	16	1	7	7
Neurons_Hmit+/-	Dkk2.Nms.Six6.HY1	23	3	1	0.0434782608695652	0.333333333333333	16	16	1	3	3
Neurons_Hmit+/-	C1ql3.Prokr2.Six6.HY1	23	2	1	0.0434782608695652	0.5	16	16	1	2	2
Neurons_Hmit+/-	Ttr.Pomc.Tcf7l2.Tbx3.HY1	23	3	1	0.0434782608695652	0.333333333333333	16	16	1	3	3
Neurons_Npvf	Npvf.Lhx9.Rfx4.HY10.HY2	5	8	5	1	0.625	1	1	1	4	4
Neurons_Oxytocin 1	Smim3.Oxt	9	46	8	0.888888888888889	0.173913043478261	2	2	1	14	14
Neurons_Oxytocin 1	Trh.Sim1.Nrn1.HY2	9	53	1	0.111111111111111	0.0188679245283019	2	2	1	15	15
Neurons_Oxytocin 2	Smim3.Oxt	7	46	6	0.857142857142857	0.130434782608696	2	2	1	14	14
Neurons_Oxytocin 2	Mobp.Sepp1.Pitx2.Foxb1.HY2	7	59	1	0.142857142857143	0.0169491525423729	2	2	1	29	29
Neurons_Oxytocin 3	Smim3.Oxt	10	46	7	0.7	0.152173913043478	3	3	1	14	14
Neurons_Oxytocin 3	Mobp.Sepp1.Pitx2.Foxb1.HY2	10	59	2	0.2	0.0338983050847458	3	3	1	29	29
Neurons_Oxytocin 3	Sst.Nrn1.HY2	10	20	1	0.1	0.05	3	3	1	5	5
Neurons_Oxytocin 4	Smim3.Oxt	10	46	9	0.9	0.195652173913043	2	2	1	14	14
Neurons_Oxytocin 4	Slc7a10.Sepp1.Pitx2.Foxb1.HY2	10	53	1	0.1	0.0188679245283019	2	2	1	31	31
Neurons_Pmch	Parpbp.Otx1.HY10.HY2	4	3	3	0.75	1	2	2	1	1	1
Neurons_Pmch	Mobp.Sepp1.Pitx2.Foxb1.HY2	4	59	1	0.25	0.0169491525423729	2	2	1	29	29
Neurons_Qrfp	Qrfp.Lhx9.Rfx4.HY10.HY2	3	9	2	0.666666666666667	0.222222222222222	2	2	1	4	4
Neurons_Qrfp	Trh.Sim1.Nrn1.HY2	3	53	1	0.333333333333333	0.0188679245283019	2	2	1	15	15
Neurons_Sst 1, low	Sst.Nrn1.HY2	15	20	2	0.133333333333333	0.1	9	9	1	5	5
Neurons_Sst 1, low	Crabp1.Nfib.Six3.Hmx2.HY1	15	1	1	0.0666666666666667	1	9	9	1	1	1
Neurons_Sst 1, low	Trh.Sim1.Nrn1.HY2	15	53	3	0.2	0.0566037735849057	9	9	1	15	15
Neurons_Sst 1, low	Tac2.Arx.Six6.HY1	15	3	2	0.133333333333333	0.666666666666667	9	9	1	2	2
Neurons_Sst 1, low	Qrfp.Lhx9.Rfx4.HY10.HY2	15	9	2	0.133333333333333	0.222222222222222	9	9	1	4	4
Neurons_Sst 1, low	C1ql1.Gad2.Arx.HY1	15	7	1	0.0666666666666667	0.142857142857143	9	9	1	4	4
Neurons_Sst 1, low	Lmo3.Foxp2.Ifi27l2a.Fezf1.HY2	15	2	1	0.0666666666666667	0.5	9	9	1	2	2
Neurons_Sst 1, low	Crh.Pou3f3.Sim1.Nrn1.HY2	15	26	2	0.133333333333333	0.0769230769230769	9	9	1	15	15
Neurons_Sst 1, low	Gpr149.Nr5a1.Cd40.Fezf1.HY2	15	13	1	0.0666666666666667	0.0769230769230769	9	9	1	10	10
Neurons_Sst 2, high	Sst.Nrn1.HY2	9	20	8	0.888888888888889	0.4	2	2	1	5	5
Neurons_Sst 2, high	Trh.Sim1.Nrn1.HY2	9	53	1	0.111111111111111	0.0188679245283019	2	2	1	15	15
Neurons_Sst 3, medium	Sncg.Gad2.Arx.HY1	11	18	1	0.0909090909090909	0.0555555555555556	4	4	1	4	4
Neurons_Sst 3, medium	Sst.Nrn1.HY2	11	20	8	0.727272727272727	0.4	4	4	1	5	5
Neurons_Sst 3, medium	Mobp.Sepp1.Pitx2.Foxb1.HY2	11	59	1	0.0909090909090909	0.0169491525423729	4	4	1	29	29
Neurons_Sst 3, medium	Npvf.Lhx9.Rfx4.HY10.HY2	11	8	1	0.0909090909090909	0.125	4	4	1	4	4
Neurons_Trh 1 (low)	Trh.Sim1.Nrn1.HY2	25	53	13	0.52	0.245283018867925	10	10	1	15	15
Neurons_Trh 1 (low)	Nts.Prok2.Hmx3.Hmx2.HY1	25	9	1	0.04	0.111111111111111	10	10	1	7	7
Neurons_Trh 1 (low)	Slc7a10.Sepp1.Pitx2.Foxb1.HY2	25	53	1	0.04	0.0188679245283019	10	10	1	31	31
Neurons_Trh 1 (low)	Shox2.Tbr1.Nrn1.HY2	25	142	1	0.04	0.00704225352112676	10	10	1	23	23
Neurons_Trh 1 (low)	Otp.Ebf1.Sim1.Nrn1.HY2	25	12	4	0.16	0.333333333333333	10	10	1	8	8
Neurons_Trh 1 (low)	Otp.Crhbp.Sim1.Nrn1.HY2	25	2	1	0.04	0.5	10	10	1	2	2
Neurons_Trh 1 (low)	Gng8.Samd3.Tbr1.Nrn1.HY2	25	6	1	0.04	0.166666666666667	10	10	1	4	4
Neurons_Trh 1 (low)	Scn4b.Crhbp.Sim1.Nrn1.HY2	25	2	1	0.04	0.5	10	10	1	2	2
Neurons_Trh 1 (low)	Crh.Pou3f3.Sim1.Nrn1.HY2	25	26	1	0.04	0.0384615384615385	10	10	1	15	15
Neurons_Trh 1 (low)	Mobp.Sepp1.Pitx2.Foxb1.HY2	25	59	1	0.04	0.0169491525423729	10	10	1	29	29
Neurons_Trh 2 (medium)	Trh.Sim1.Nrn1.HY2	19	53	14	0.736842105263158	0.264150943396226	5	5	1	15	15
Neurons_Trh 2 (medium)	Otp.Ebf1.Sim1.Nrn1.HY2	19	12	2	0.105263157894737	0.166666666666667	5	5	1	8	8
Neurons_Trh 2 (medium)	Mobp.Sepp1.Pitx2.Foxb1.HY2	19	59	1	0.0526315789473684	0.0169491525423729	5	5	1	29	29
Neurons_Trh 2 (medium)	Slc7a10.Sepp1.Pitx2.Foxb1.HY2	19	53	1	0.0526315789473684	0.0188679245283019	5	5	1	31	31
Neurons_Trh 2 (medium)	Crh.Pou3f3.Sim1.Nrn1.HY2	19	26	1	0.0526315789473684	0.0384615384615385	5	5	1	15	15
Neurons_Trh 3 (high)	Trh.Sim1.Nrn1.HY2	8	53	6	0.75	0.113207547169811	3	3	1	15	15
Neurons_Trh 3 (high)	Slc7a10.Sepp1.Pitx2.Foxb1.HY2	8	53	1	0.125	0.0188679245283019	3	3	1	31	31
Neurons_Trh 3 (high)	Crh.Pou3f3.Sim1.Nrn1.HY2	8	26	1	0.125	0.0384615384615385	3	3	1	15	15
Neurons_Vglut2 1 (Penk)	Slc7a10.Sepp1.Pitx2.Foxb1.HY2	2	53	1	0.5	0.0188679245283019	2	2	1	31	31
Neurons_Vglut2 1 (Penk)	Shox2.Tbr1.Nrn1.HY2	2	142	1	0.5	0.00704225352112676	2	2	1	23	23
Neurons_Vglut2 10 (Morn4,Prrc2a)	Shox2.Tbr1.Nrn1.HY2	3	142	1	0.333333333333333	0.00704225352112676	3	3	1	23	23
Neurons_Vglut2 10 (Morn4,Prrc2a)	Mobp.Sepp1.Pitx2.Foxb1.HY2	3	59	1	0.333333333333333	0.0169491525423729	3	3	1	29	29
Neurons_Vglut2 10 (Morn4,Prrc2a)	Crh.Pou3f3.Sim1.Nrn1.HY2	3	26	1	0.333333333333333	0.0384615384615385	3	3	1	15	15
Neurons_Vglut2 11	Shox2.Tbr1.Nrn1.HY2	9	142	9	1	0.0633802816901408	1	1	1	23	23
Neurons_Vglut2 12 (Mgat4b)	Shox2.Tbr1.Nrn1.HY2	3	142	2	0.666666666666667	0.0140845070422535	2	2	1	23	23
Neurons_Vglut2 12 (Mgat4b)	Pmaip1.Nfix.Gad2.Arx.HY1	3	1	1	0.333333333333333	1	2	2	1	1	1
Neurons_Vglut2 13(Ninl,Rfx5,Zfp346)	Shox2.Tbr1.Nrn1.HY2	4	142	2	0.5	0.0140845070422535	3	3	1	23	23
Neurons_Vglut2 13(Ninl,Rfx5,Zfp346)	Gpr149.Nr5a1.Cd40.Fezf1.HY2	4	13	1	0.25	0.0769230769230769	3	3	1	10	10
Neurons_Vglut2 13(Ninl,Rfx5,Zfp346)	Prkd1.Nr5a1.Cd40.Fezf1.HY2	4	6	1	0.25	0.166666666666667	3	3	1	4	4
Neurons_Vglut2 14 (Col9a2)	Slc7a10.Sepp1.Pitx2.Foxb1.HY2	4	53	2	0.5	0.0377358490566038	3	3	1	31	31
Neurons_Vglut2 14 (Col9a2)	Shox2.Tbr1.Nrn1.HY2	4	142	1	0.25	0.00704225352112676	3	3	1	23	23
Neurons_Vglut2 14 (Col9a2)	Crh.Pou3f3.Sim1.Nrn1.HY2	4	26	1	0.25	0.0384615384615385	3	3	1	15	15
Neurons_Vglut2 15 (Hcn1,6430411K18Rik)	Shox2.Tbr1.Nrn1.HY2	3	142	1	0.333333333333333	0.00704225352112676	3	3	1	23	23
Neurons_Vglut2 15 (Hcn1,6430411K18Rik)	Mobp.Sepp1.Pitx2.Foxb1.HY2	3	59	1	0.333333333333333	0.0169491525423729	3	3	1	29	29
Neurons_Vglut2 15 (Hcn1,6430411K18Rik)	Otp.Ebf1.Sim1.Nrn1.HY2	3	12	1	0.333333333333333	0.0833333333333333	3	3	1	8	8
Neurons_Vglut2 17 (A930013F10Rik,Pou2f2)	Shox2.Tbr1.Nrn1.HY2	3	142	2	0.666666666666667	0.0140845070422535	2	2	1	23	23
Neurons_Vglut2 17 (A930013F10Rik,Pou2f2)	Tcf7l2.Tmem114.Lef1.Hmx2.HY1	3	2	1	0.333333333333333	0.5	2	2	1	2	2
Neurons_Vglut2 18 (Zfp458,Ppp1r12b)	Shox2.Tbr1.Nrn1.HY2	1	142	1	1	0.00704225352112676	1	1	1	23	23
Neurons_Vglut2 2 (Crh+/-)	Trp73.Pax6.Tbr1.Nrn1.HY2	14	1	1	0.0714285714285714	1	7	7	1	1	1
Neurons_Vglut2 2 (Crh+/-)	Adarb2.Onecut2.Gad2.Arx.HY1	14	9	1	0.0714285714285714	0.111111111111111	7	7	1	5	5
Neurons_Vglut2 2 (Crh+/-)	Crh.Pou3f3.Sim1.Nrn1.HY2	14	26	5	0.357142857142857	0.192307692307692	7	7	1	15	15
Neurons_Vglut2 2 (Crh+/-)	Gng8.Samd3.Tbr1.Nrn1.HY2	14	6	3	0.214285714285714	0.5	7	7	1	4	4
Neurons_Vglut2 2 (Crh+/-)	Fbxw13.Sp9.Gad2.Arx.HY1	14	22	1	0.0714285714285714	0.0454545454545455	7	7	1	7	7
Neurons_Vglut2 2 (Crh+/-)	Ebf1.Nkx2-4.Gsx1.Hmx2.HY1	14	1	1	0.0714285714285714	1	7	7	1	1	1
Neurons_Vglut2 2 (Crh+/-)	Mobp.Sepp1.Pitx2.Foxb1.HY2	14	59	2	0.142857142857143	0.0338983050847458	7	7	1	29	29
Neurons_Vglut2 3 (Crh-+/-, low)	Pou6f2.Calca.Gad2.Arx.HY1	37	1	1	0.027027027027027	1	24	24	1	1	1
Neurons_Vglut2 3 (Crh-+/-, low)	Trh.Sim1.Nrn1.HY2	37	53	3	0.0810810810810811	0.0566037735849057	24	24	1	15	15
Neurons_Vglut2 3 (Crh-+/-, low)	Gpr50.Pou3f3.Sim1.Nrn1.HY2	37	3	1	0.027027027027027	0.333333333333333	24	24	1	3	3
Neurons_Vglut2 3 (Crh-+/-, low)	Crh.Pou3f3.Sim1.Nrn1.HY2	37	26	4	0.108108108108108	0.153846153846154	24	24	1	15	15
Neurons_Vglut2 3 (Crh-+/-, low)	Lef1.HY14.HY10.HY2	37	4	1	0.027027027027027	0.25	24	24	1	3	3
Neurons_Vglut2 3 (Crh-+/-, low)	Shox2.Tbr1.Nrn1.HY2	37	142	1	0.027027027027027	0.00704225352112676	24	24	1	23	23
Neurons_Vglut2 3 (Crh-+/-, low)	Cck.Ppp1r17.Hmx2.HY1	37	3	2	0.0540540540540541	0.666666666666667	24	24	1	2	2
Neurons_Vglut2 3 (Crh-+/-, low)	Gng8.Samd3.Tbr1.Nrn1.HY2	37	6	1	0.027027027027027	0.166666666666667	24	24	1	4	4
Neurons_Vglut2 3 (Crh-+/-, low)	Gpr149.Nr5a1.Cd40.Fezf1.HY2	37	13	2	0.0540540540540541	0.153846153846154	24	24	1	10	10
Neurons_Vglut2 3 (Crh-+/-, low)	Myo1a.Pitx2.Foxb1.HY2	37	1	1	0.027027027027027	1	24	24	1	1	1
Neurons_Vglut2 3 (Crh-+/-, low)	Mobp.Sepp1.Pitx2.Foxb1.HY2	37	59	3	0.0810810810810811	0.0508474576271187	24	24	1	29	29
Neurons_Vglut2 3 (Crh-+/-, low)	Postn.Ctxn3.Pitx2.Foxb1.HY2	37	1	1	0.027027027027027	1	24	24	1	1	1
Neurons_Vglut2 3 (Crh-+/-, low)	Eomes.Foxg1.HY14.HY10.HY2	37	8	5	0.135135135135135	0.625	24	24	1	4	4
Neurons_Vglut2 3 (Crh-+/-, low)	Nfia.Slc17a8.Ifi27l2a.Fezf1.HY2	37	3	1	0.027027027027027	0.333333333333333	24	24	1	2	2
Neurons_Vglut2 3 (Crh-+/-, low)	Prdm13.Foxp2.Ifi27l2a.Fezf1.HY2	37	2	1	0.027027027027027	0.5	24	24	1	2	2
Neurons_Vglut2 3 (Crh-+/-, low)	Nfix.Nms.Six6.HY1	37	6	1	0.027027027027027	0.166666666666667	24	24	1	3	3
Neurons_Vglut2 3 (Crh-+/-, low)	Gm20754.Nfib.Six3.Hmx2.HY1	37	1	1	0.027027027027027	1	24	24	1	1	1
Neurons_Vglut2 3 (Crh-+/-, low)	Slc7a10.Sepp1.Pitx2.Foxb1.HY2	37	53	1	0.027027027027027	0.0188679245283019	24	24	1	31	31
Neurons_Vglut2 3 (Crh-+/-, low)	Cck.Prokr2.Six6.HY1	37	6	1	0.027027027027027	0.166666666666667	24	24	1	4	4
Neurons_Vglut2 3 (Crh-+/-, low)	Crh.Gad2.Arx.HY1	37	4	1	0.027027027027027	0.25	24	24	1	3	3
Neurons_Vglut2 3 (Crh-+/-, low)	Serpina3n.Agrp.Npy.Otp.HY1	37	2	1	0.027027027027027	0.5	24	24	1	2	2
Neurons_Vglut2 3 (Crh-+/-, low)	SgcAlk.Epha6.Fezf1.HY2	37	1	1	0.027027027027027	1	24	24	1	1	1
Neurons_Vglut2 3 (Crh-+/-, low)	Npvf.Lhx9.Rfx4.HY10.HY2	37	8	1	0.027027027027027	0.125	24	24	1	4	4
Neurons_Vglut2 3 (Crh-+/-, low)	Lhx9.Foxg1.HY14.HY10.HY2	37	1	1	0.027027027027027	1	24	24	1	1	1
Neurons_Vglut2 4	Shox2.Tbr1.Nrn1.HY2	4	142	2	0.5	0.0140845070422535	3	3	1	23	23
Neurons_Vglut2 4	Gpr149.Nr5a1.Cd40.Fezf1.HY2	4	13	1	0.25	0.0769230769230769	3	3	1	10	10
Neurons_Vglut2 4	Otp.Ebf1.Sim1.Nrn1.HY2	4	12	1	0.25	0.0833333333333333	3	3	1	8	8
Neurons_Vglut2 5 (Myt1,Lhx9)	Shox2.Tbr1.Nrn1.HY2	3	142	2	0.666666666666667	0.0140845070422535	2	2	1	23	23
Neurons_Vglut2 5 (Myt1,Lhx9)	Slc7a10.Sepp1.Pitx2.Foxb1.HY2	3	53	1	0.333333333333333	0.0188679245283019	2	2	1	31	31
Neurons_Vglut2 6 (Prmt8,Ugdh)	Mobp.Sepp1.Pitx2.Foxb1.HY2	9	59	1	0.111111111111111	0.0169491525423729	4	4	1	29	29
Neurons_Vglut2 6 (Prmt8,Ugdh)	Prkd1.Nr5a1.Cd40.Fezf1.HY2	9	6	1	0.111111111111111	0.166666666666667	4	4	1	4	4
Neurons_Vglut2 6 (Prmt8,Ugdh)	Gpr149.Nr5a1.Cd40.Fezf1.HY2	9	13	2	0.222222222222222	0.153846153846154	4	4	1	10	10
Neurons_Vglut2 6 (Prmt8,Ugdh)	Shox2.Tbr1.Nrn1.HY2	9	142	5	0.555555555555556	0.0352112676056338	4	4	1	23	23
Neurons_Vglut2 7 (Pgam,Snx12)	Shox2.Tbr1.Nrn1.HY2	3	142	3	1	0.0211267605633803	1	1	1	23	23
Neurons_Vglut2 8	Mobp.Sepp1.Pitx2.Foxb1.HY2	6	59	1	0.166666666666667	0.0169491525423729	2	2	1	29	29
Neurons_Vglut2 8	Shox2.Tbr1.Nrn1.HY2	6	142	5	0.833333333333333	0.0352112676056338	2	2	1	23	23
Neurons_Vglut2 9 (Gpr149)	Gpr149.Nr5a1.Cd40.Fezf1.HY2	5	13	1	0.2	0.0769230769230769	4	4	1	10	10
Neurons_Vglut2 9 (Gpr149)	Shox2.Tbr1.Nrn1.HY2	5	142	2	0.4	0.0140845070422535	4	4	1	23	23
Neurons_Vglut2 9 (Gpr149)	Crh.Pou3f3.Sim1.Nrn1.HY2	5	26	1	0.2	0.0384615384615385	4	4	1	15	15
Neurons_Vglut2 9 (Gpr149)	Prkd1.Nr5a1.Cd40.Fezf1.HY2	5	6	1	0.2	0.166666666666667	4	4	1	4	4
Neurons_circadian 1 (Vip,Grp+/-)	Vip.Cd24a.Six6.HY1	5	6	2	0.4	0.333333333333333	3	3	1	3	3
Neurons_circadian 1 (Vip,Grp+/-)	Vip.Six6.HY1	5	5	2	0.4	0.4	3	3	1	2	2
