ensembl_gene_id	external_gene_name	entrezgene_id
ENSMUSG00000026197	Zfand2b	68818
ENSMUSG00000068876	Cgn	70737
ENSMUSG00000066571	Garre1	233103
ENSMUSG00000057497	Fam136a	102632427
ENSMUSG00000057497	Fam136a	66488
ENSMUSG00000039195	1110008P14Rik	73737
ENSMUSG00000057278	Snrpg	68011
ENSMUSG00000029998	Pcyox1	66881
ENSMUSG00000066568	Lsm14a	67070
ENSMUSG00000046985	Tapt1	231225
ENSMUSG00000038902	Pogz	229584
ENSMUSG00000071337	Tia1	21841
ENSMUSG00000026819	Slc25a25	227731
ENSMUSG00000104784	Gm42984	
ENSMUSG00000028525	Pde4b	18578
ENSMUSG00000039706	Ldb2	16826
ENSMUSG00000026199	Ankzf1	52231
ENSMUSG00000063931	Pepd	18624
ENSMUSG00000035835	Plppr3	216152
ENSMUSG00000005779	Psmb4	19172
ENSMUSG00000026810	Dpm2	13481
ENSMUSG00000028524	Sgip1	73094
ENSMUSG00000056216	Cebpg	12611
ENSMUSG00000046679	C87436	232196
ENSMUSG00000105255	Gm42413	
ENSMUSG00000001802	Lrp3	435965
ENSMUSG00000026811	St6galnac6	50935
ENSMUSG00000026201	Stk16	20872
ENSMUSG00000038861	Pi4kb	107650
ENSMUSG00000035781	R3hdm4	109284
ENSMUSG00000063808	Gpatch1	67471
ENSMUSG00000051695	Pcbp1	23983
ENSMUSG00000097048	1600020E01Rik	72012
ENSMUSG00000085181	Gm12709	100504717
ENSMUSG00000026202	Tuba4a	22145
ENSMUSG00000054667	Irs4	16370
ENSMUSG00000035126	Dnai4	242584
ENSMUSG00000015804	Med28	66999
ENSMUSG00000001158	Snrnp27	66618
ENSMUSG00000026203	Dnajb2	56812
ENSMUSG00000019338	Zfp687	78266
ENSMUSG00000108704	Gm44636	
ENSMUSG00000035754	Wdr18	216156
ENSMUSG00000001157	Gmcl1	23885
ENSMUSG00000005625	Psmd4	19185
ENSMUSG00000026204	Ptprn	19275
ENSMUSG00000013858	Tmem259	216157
ENSMUSG00000023072	Cep89	72140
ENSMUSG00000031278	Acsl4	50790
ENSMUSG00000028522	Mier1	71148
ENSMUSG00000015882	Lcorl	100041576
ENSMUSG00000015882	Lcorl	209707
ENSMUSG00000033061	Resp18	19711
ENSMUSG00000028126	Pip5k1a	18720
ENSMUSG00000026209	Dnpep	13437
ENSMUSG00000009555	Cdk9	107951
ENSMUSG00000057230	Aak1	269774
ENSMUSG00000059013	Sh2d3c	27387
ENSMUSG00000028521	Slc35d1	242585
ENSMUSG00000008958	Vps72	21427
ENSMUSG00000031558	Slit2	20563
ENSMUSG00000047045	Tmem164	209497
ENSMUSG00000026207	Speg	11790
ENSMUSG00000029993	Nfu1	56748
ENSMUSG00000092607	Scnm1	69269
ENSMUSG00000042225	Ammecr1	56068
ENSMUSG00000034867	Ankrd27	245886
ENSMUSG00000028519	Dab1	13131
ENSMUSG00000029992	Gfpt1	14583
ENSMUSG00000026797	Stxbp1	20910
ENSMUSG00000031284	Pak3	18481
ENSMUSG00000033021	Gmppa	69080
ENSMUSG00000029089	5730480H06Rik	70592
ENSMUSG00000029089	5730480H06Rik	66768
ENSMUSG00000038766	Gabpb2	213054
ENSMUSG00000028518	Prkaa2	108079
ENSMUSG00000030417	Pdcd5	56330
ENSMUSG00000029088	Kcnip4	80334
ENSMUSG00000053192	Mllt11	56772
ENSMUSG00000028514	Usp24	329908
ENSMUSG00000075706	Gpx4	625249
ENSMUSG00000031285	Dcx	13193
ENSMUSG00000106404	Gm42919	
ENSMUSG00000103544	Gm10048	
ENSMUSG00000105974	Gm43318	
ENSMUSG00000105791	Gm43341	
ENSMUSG00000106469	C030015E24Rik	
ENSMUSG00000105332	Gm43316	
ENSMUSG00000105922	Gm42769	
ENSMUSG00000105983	Gm42770	
ENSMUSG00000105700	Gm42772	
ENSMUSG00000035673	Sbno2	216161
ENSMUSG00000106539	Gm43670	
ENSMUSG00000105771	2900064K03Rik	
ENSMUSG00000026792	Lrsam1	227738
ENSMUSG00000044452	Zfp507	668501
ENSMUSG00000015711	Prune1	229589
ENSMUSG00000038712	Mindy1	75007
ENSMUSG00000038900	Rpl12	269261
ENSMUSG00000034926	Dhcr24	74754
ENSMUSG00000051703	Tmem198	319998
ENSMUSG00000026791	Slc2a8	56017
ENSMUSG00000032968	Inha	16322
ENSMUSG00000029167	Ppargc1a	19017
ENSMUSG00000030421	Uri1	19777
ENSMUSG00000041710	Trpc5	22067
ENSMUSG00000038860	Garnl3	99326
ENSMUSG00000093424	6330562C20Rik	
ENSMUSG00000015714	Cers2	76893
ENSMUSG00000071679	Rtl4	619287
ENSMUSG00000025413	Ttc4	72354
ENSMUSG00000035640	Cbarp	100503659
ENSMUSG00000029169	Dhx15	13204
ENSMUSG00000015697	Setdb1	84505
ENSMUSG00000006576	Slc4a3	20536
ENSMUSG00000003072	Atp5d	66043
ENSMUSG00000041380	Htr2c	15560
ENSMUSG00000038831	Ralgps1	241308
ENSMUSG00000030056	Isy1	57905
ENSMUSG00000026235	Epha4	13838
ENSMUSG00000045193	Cirbp	12696
ENSMUSG00000031290	Lrch2	210297
ENSMUSG00000045790	Ccdc149	100503884
ENSMUSG00000015522	Arnt	11863
ENSMUSG00000030057	Cnbp	12785
ENSMUSG00000020156	Pwwp3a	68114
ENSMUSG00000030424	Zfp939	233147
ENSMUSG00000108621	Gm33989	102637087
ENSMUSG00000029173	Sepsecs	211006
ENSMUSG00000061887	Ssbp3	72475
ENSMUSG00000030058	Copg1	54161
ENSMUSG00000038740	Mvb12b	72543
ENSMUSG00000026245	Farsb	23874
ENSMUSG00000020153	Ndufs7	75406
ENSMUSG00000029179	Zcchc4	78796
ENSMUSG00000038718	Pbx3	18516
ENSMUSG00000091474	2610021A01Rik	
ENSMUSG00000074165	Zfp788	67607
ENSMUSG00000069565	Dazap1	70248
ENSMUSG00000038696	Mapkap1	227743
ENSMUSG00000032883	Acsl3	74205
ENSMUSG00000030060	Hmces	232210
ENSMUSG00000029176	Anapc4	52206
ENSMUSG00000084950	Gm5577	434064
ENSMUSG00000079477	Rab7	19349
ENSMUSG00000026867	Gapvd1	66691
ENSMUSG00000046519	Golph3l	229593
ENSMUSG00000092416	Zfp141	434178
ENSMUSG00000050711	Scg2	20254
ENSMUSG00000054702	Ap1s3	252903
ENSMUSG00000074158	Zfp976	208111
ENSMUSG00000069727	Zfp975	434179
ENSMUSG00000073643	Wdfy1	69368
ENSMUSG00000030062	Rpn1	103963
ENSMUSG00000063457	Rps15	20054
ENSMUSG00000038619	Ensa	56205
ENSMUSG00000041353	Tmem29	382245
ENSMUSG00000020135	Apc2	23805
ENSMUSG00000038612	Mcl1	17210
ENSMUSG00000025269	Apex2	77622
ENSMUSG00000033216	Eefsec	65967
ENSMUSG00000028619	Tceanc2	66526
ENSMUSG00000026864	Hspa5	14828
ENSMUSG00000004364	Cul3	26554
ENSMUSG00000028618	Tmem59	56374
ENSMUSG00000028107	Tars2	71807
ENSMUSG00000070953	Rabepk	227746
ENSMUSG00000030082	Sec61a1	53421
ENSMUSG00000038608	Dock10	210293
ENSMUSG00000035949	Fbxw2	30050
ENSMUSG00000028617	Lrrc42	77809
ENSMUSG00000025272	Tro	56191
ENSMUSG00000061461	Smim20	66278
ENSMUSG00000039191	Rbpj	19664
ENSMUSG00000063172	Hspb11	72938
ENSMUSG00000028106	Rprd2	75137
ENSMUSG00000013367	Iglon5	210094
ENSMUSG00000026869	Psmd5	66998
ENSMUSG00000035478	Mbd3	17192
ENSMUSG00000025268	Maged2	80884
ENSMUSG00000015748	Prpf3	70767
ENSMUSG00000057375	Yipf1	230584
ENSMUSG00000020163	Uqcr11	66594
ENSMUSG00000020167	Tcf3	21423
ENSMUSG00000054312	Mrps21	66292
ENSMUSG00000025266	Gnl3l	237107
ENSMUSG00000030469	Zfp719	210105
ENSMUSG00000080727	C920021L13Rik	100042889
ENSMUSG00000054976	Nyap2	241134
ENSMUSG00000033152	Podxl2	319655
ENSMUSG00000039178	Tbc1d19	67249
ENSMUSG00000055980	Irs1	16367
ENSMUSG00000015750	Aph1a	226548
ENSMUSG00000025265	Fgd1	14163
ENSMUSG00000026142	Rhbdd1	76867
ENSMUSG00000039156	Stim2	116873
ENSMUSG00000041245	Wnk3	279561
ENSMUSG00000057110	Cntrl	26920
ENSMUSG00000002871	Tpra1	24100
ENSMUSG00000087200	Lrp8os3	105244644
ENSMUSG00000015745	Plekho1	67220
ENSMUSG00000028613	Lrp8	16975
ENSMUSG00000015747	Vps45	22365
ENSMUSG00000084771	A230072E10Rik	331547
ENSMUSG00000025262	Fam120c	207375
ENSMUSG00000097216	4932441J04Rik	319216
ENSMUSG00000029108	Pcdh7	54216
ENSMUSG00000038495	Otud7b	229603
ENSMUSG00000105637	Gm42480	
ENSMUSG00000104871	Gm42639	
ENSMUSG00000105431	Gm42640	
ENSMUSG00000026150	Mff	75734
ENSMUSG00000041229	Phf8	320595
ENSMUSG00000037999	Arap2	212285
ENSMUSG00000030084	Plxna1	18844
ENSMUSG00000038486	Sv2a	64051
ENSMUSG00000026159	Agfg1	15463
ENSMUSG00000047417	Rexo1	66932
ENSMUSG00000030086	Chchd6	66098
ENSMUSG00000026878	Rab14	68365
ENSMUSG00000028608	Czib	74098
ENSMUSG00000025261	Huwe1	59026
ENSMUSG00000003346	Abhd17a	216169
ENSMUSG00000029174	Tbc1d1	57915
ENSMUSG00000045411	2410002F23Rik	668661
ENSMUSG00000003345	Csnk1g2	103236
ENSMUSG00000028104	Polr3gl	69870
ENSMUSG00000003344	Btbd2	208198
ENSMUSG00000028603	Scp2	20280
ENSMUSG00000045658	Pid1	98496
ENSMUSG00000038374	Rbm8a	60365
ENSMUSG00000038738	Shank1	243961
ENSMUSG00000034430	Zxdc	80292
ENSMUSG00000036766	Dner	227325
ENSMUSG00000097640	Gm20033	
ENSMUSG00000026883	Dab2ip	69601
ENSMUSG00000055862	Izumo4	71564
ENSMUSG00000026219	Trip12	14897
ENSMUSG00000020198	Ap3d1	11776
ENSMUSG00000054920	Klhl5	71778
ENSMUSG00000047085	Lrrc4b	272381
ENSMUSG00000037890	Wdr19	213081
ENSMUSG00000038695	Josd2	66124
ENSMUSG00000061589	Dot1l	208266
ENSMUSG00000073633	Fbxo36	66153
ENSMUSG00000008140	Emc10	69683
ENSMUSG00000026885	Ttll11	74410
ENSMUSG00000035278	Plekhj1	78670
ENSMUSG00000034636	Zyg11b	414872
ENSMUSG00000051113	Fam71e1	75538
ENSMUSG00000020211	Sf3a2	20222
ENSMUSG00000041133	Smc1a	24061
ENSMUSG00000034312	Iqsec1	232227
ENSMUSG00000026895	Ndufa8	68375
ENSMUSG00000028099	Polr3c	74414
ENSMUSG00000028597	Gpx7	67305
ENSMUSG00000034610	Tut4	230594
ENSMUSG00000029191	Rfc1	19687
ENSMUSG00000035242	Oaz1	18245
ENSMUSG00000030091	Nup210	54563
ENSMUSG00000041115	Iqsec2	245666
ENSMUSG00000035215	Lsm7	66094
ENSMUSG00000028098	Rnf115	67845
ENSMUSG00000063800	Prpf38a	230596
ENSMUSG00000035206	Sppl2b	73218
ENSMUSG00000026889	Rbm18	67889
ENSMUSG00000025332	Kdm5c	20591
ENSMUSG00000034245	Hdac11	232232
ENSMUSG00000084968	Gm12743	
ENSMUSG00000028096	Gpr89	67549
ENSMUSG00000028582	Cc2d1b	319965
ENSMUSG00000020219	Timm13	30055
ENSMUSG00000028093	Acp6	66659
ENSMUSG00000034557	Zfyve9	230597
ENSMUSG00000047215	Rpl9	20005
ENSMUSG00000038256	Bcl9	77578
ENSMUSG00000094958	3110021N24Rik	
ENSMUSG00000036707	Cab39	12283
ENSMUSG00000028568	Btf3l4	70533
ENSMUSG00000087403	Kantr	
ENSMUSG00000041096	Tspyl2	52808
ENSMUSG00000029199	Lias	79464
ENSMUSG00000028567	Txndc12	66073
ENSMUSG00000026223	Itm2c	64294
ENSMUSG00000004937	Sgta	52551
ENSMUSG00000075376	Rc3h2	319817
ENSMUSG00000003411	Rab3b	69908
ENSMUSG00000109491	Gm15396	
ENSMUSG00000062785	Kcnc3	16504
ENSMUSG00000084885	3010001F23Rik	75693
ENSMUSG00000029201	Ugdh	22235
ENSMUSG00000034203	Chchd4	72170
ENSMUSG00000053510	Nrd1	230598
ENSMUSG00000037822	Smim14	68552
ENSMUSG00000030094	Xpc	22591
ENSMUSG00000026229	Psmd1	70247
ENSMUSG00000050714	Zbtb26	320633
ENSMUSG00000067215	Usp51	635253
ENSMUSG00000029203	Ube2k	53323
ENSMUSG00000047238	Mageh1	75625
ENSMUSG00000035437	Rabgap1	227800
ENSMUSG00000085982	9530051G07Rik	319781
ENSMUSG00000041658	Rragb	245670
ENSMUSG00000038170	Pde4dip	83679
ENSMUSG00000035027	Map2k2	26396
ENSMUSG00000041649	Klf8	245671
ENSMUSG00000029202	Pds5a	71521
ENSMUSG00000050148	Ubqln2	54609
ENSMUSG00000062590	Armc9	78795
ENSMUSG00000028559	Osbpl9	100273
ENSMUSG00000086316	Nbdy	70123
ENSMUSG00000030096	Slc6a6	21366
ENSMUSG00000035011	Zbtb7a	16969
ENSMUSG00000004934	Pias4	59004
ENSMUSG00000037795	N4bp2	333789
ENSMUSG00000026915	Strbp	20744
ENSMUSG00000025283	Sat1	20229
ENSMUSG00000034994	Eef2	13629
ENSMUSG00000027879	Sec22b	20333
ENSMUSG00000034083	Ccdc174	232236
ENSMUSG00000034974	Dapk3	13144
ENSMUSG00000025289	Prdx4	53381
ENSMUSG00000026234	Ncl	17975
ENSMUSG00000035392	Dennd1a	227801
ENSMUSG00000041552	Ptchd1	211612
ENSMUSG00000029206	Nsun7	70918
ENSMUSG00000034037	Fgd5	232237
ENSMUSG00000055109	Gm15155	
ENSMUSG00000034958	Atcay	16467
ENSMUSG00000050064	Zfp697	242109
ENSMUSG00000028552	Eps15	13858
ENSMUSG00000038520	Tbc1d17	233204
ENSMUSG00000071708	Sms	20603
ENSMUSG00000029207	Apbb2	11787
ENSMUSG00000026238	Ptma	19231
ENSMUSG00000026239	Pde6d	18582
ENSMUSG00000005893	Nr2c2	22026
ENSMUSG00000011096	Akt1s1	67605
ENSMUSG00000046873	Mbtps2	270669
ENSMUSG00000026240	Cops7b	26895
ENSMUSG00000014551	Mrps25	64658
ENSMUSG00000002963	Pnkp	59047
ENSMUSG00000014550	Rbsn	78287
ENSMUSG00000053333	Dis3l2	208718
ENSMUSG00000026750	Psmb7	19177
ENSMUSG00000004233	Wars2	70560
ENSMUSG00000030020	Prickle2	243548
ENSMUSG00000025658	Cnksr2	245684
ENSMUSG00000030022	Adamts9	101401
ENSMUSG00000099401	Gm28375	
ENSMUSG00000063972	Nr6a1	14536
ENSMUSG00000087601	Uchl1os	101202684
ENSMUSG00000029223	Uchl1	22223
ENSMUSG00000028557	Rnf11	29864
ENSMUSG00000037736	Limch1	77569
ENSMUSG00000097462	9530026P05Rik	330385
ENSMUSG00000038502	Ptov1	84113
ENSMUSG00000045095	Magi1	78178
ENSMUSG00000045095	Magi1	14924
ENSMUSG00000010517	Faf1	14084
ENSMUSG00000031309	Rps6ka3	110651
ENSMUSG00000026247	Ecel1	13599
ENSMUSG00000062997	Rpl35	66489
ENSMUSG00000026755	Arpc5l	74192
ENSMUSG00000002968	Med25	75613
ENSMUSG00000027865	Gdap2	14547
ENSMUSG00000026754	Golga1	76899
ENSMUSG00000028546	Elavl4	15572
ENSMUSG00000067194	Eif1ax	66235
ENSMUSG00000041020	Map7d2	78283
ENSMUSG00000061298	Agbl4	78933
ENSMUSG00000045100	Slc25a26	67582
ENSMUSG00000026254	Eif4e2	26987
ENSMUSG00000008763	Man1a2	17156
ENSMUSG00000011658	Fuz	70300
ENSMUSG00000035236	Scai	320271
ENSMUSG00000044150	Bclaf3	382252
ENSMUSG00000040990	Sh3kbp1	58194
ENSMUSG00000048000	Gigyf2	227331
ENSMUSG00000029221	Slc30a9	109108
ENSMUSG00000060279	Ap2a1	11771
ENSMUSG00000061838	Suclg2	20917
ENSMUSG00000026753	Ppp6c	67857
ENSMUSG00000049252	Lrp1b	94217
ENSMUSG00000059187	Tafa1	320265
ENSMUSG00000035245	Eogt	101351
ENSMUSG00000030059	Tmf1	232286
ENSMUSG00000030061	Uba3	22200
ENSMUSG00000037685	Atp8a1	11980
ENSMUSG00000033161	Atp1a1	11928
ENSMUSG00000007783	Cpt1c	78070
ENSMUSG00000026259	Ngef	53972
ENSMUSG00000035199	Arl6ip5	65106
ENSMUSG00000033147	Slc22a15	242126
ENSMUSG00000030064	Frmd4b	232288
ENSMUSG00000109324	Prmt1	15469
ENSMUSG00000036890	Gtdc1	227835
ENSMUSG00000085363	Gm15478	
ENSMUSG00000027858	Tspan2	70747
ENSMUSG00000028719	Cmpk1	66588
ENSMUSG00000003184	Irf3	54131
ENSMUSG00000029208	Guf1	231279
ENSMUSG00000038406	Scaf1	233208
ENSMUSG00000052155	Acvr2a	11480
ENSMUSG00000030067	Foxp1	108655
ENSMUSG00000026761	Orc4	26428
ENSMUSG00000046574	Prr12	233210
ENSMUSG00000029209	Gnpda2	67980
ENSMUSG00000031295	Phka2	110094
ENSMUSG00000027854	Sike1	66641
ENSMUSG00000068823	Csde1	229663
ENSMUSG00000047155	Cyp4x1	81906
ENSMUSG00000026289	Atg16l1	77040
ENSMUSG00000001260	Gabrg1	14405
ENSMUSG00000036792	Mbd5	109241
ENSMUSG00000000560	Gabra2	14395
ENSMUSG00000069495	Epc2	227867
ENSMUSG00000027852	Nras	18176
ENSMUSG00000031292	Cdkl5	382253
ENSMUSG00000003429	Rps11	27207
ENSMUSG00000029212	Gabrb1	14400
ENSMUSG00000074129	Rpl13a	22121
ENSMUSG00000030068	Gm20696	
ENSMUSG00000026764	Kif5c	16574
ENSMUSG00000072872	Rybp	628746
ENSMUSG00000072872	Rybp	56353
ENSMUSG00000110206	Flt3l	14256
ENSMUSG00000035378	Shq1	72171
ENSMUSG00000005220	Corin	53419
ENSMUSG00000070738	Dgkd	227333
ENSMUSG00000005687	Bcas2	68183
ENSMUSG00000034210	Efcab14	230648
ENSMUSG00000043518	Rai2	24004
ENSMUSG00000052144	Ppp4r2	232314
ENSMUSG00000059493	Nhs	195727
ENSMUSG00000033014	Trim33	94093
ENSMUSG00000040855	Reps2	194590
ENSMUSG00000072889	Nfxl1	100978
ENSMUSG00000005501	Usp40	227334
ENSMUSG00000082879	Gm13525	
ENSMUSG00000050447	Lypd6	320343
ENSMUSG00000028710	Atpaf1	230649
ENSMUSG00000031353	Rbbp7	245688
ENSMUSG00000026766	Mmadhc	109129
ENSMUSG00000063935	Zar1	317755
ENSMUSG00000030075	Cntn3	18488
ENSMUSG00000027849	Syt6	54524
ENSMUSG00000028708	Mknk1	17346
ENSMUSG00000085862	Gm13483	100502624
ENSMUSG00000017144	Rnd3	74194
ENSMUSG00000038344	Txlng	353170
ENSMUSG00000030077	Chl1	12661
ENSMUSG00000008730	Hipk1	15257
ENSMUSG00000031357	Syap1	67043
ENSMUSG00000034171	Faah	14073
ENSMUSG00000031360	Ctps2	55936
ENSMUSG00000036202	Rif1	51869
ENSMUSG00000030092	Cntn6	53870
ENSMUSG00000063882	Uqcrh	66576
ENSMUSG00000028703	Lrrc41	230654
ENSMUSG00000064293	Cntn4	269784
ENSMUSG00000038260	Trpm4	68667
ENSMUSG00000031367	Ap1s2	108012
ENSMUSG00000036087	Slain2	75991
ENSMUSG00000031370	Zrsr2	22184
ENSMUSG00000028700	Pomgnt1	76786
ENSMUSG00000028700	Pomgnt1	68273
ENSMUSG00000044783	Hjurp	381280
ENSMUSG00000044783	Hjurp	212427
ENSMUSG00000044098	Rsbn1	229675
ENSMUSG00000058388	Phtf1	18685
ENSMUSG00000070733	Fryl	72313
ENSMUSG00000003863	Ppfia3	76787
ENSMUSG00000005362	Crbn	58799
ENSMUSG00000049866	Arl4c	320982
ENSMUSG00000036093	Arl5a	75423
ENSMUSG00000003872	Lin7b	22342
ENSMUSG00000055013	Agap1	347722
ENSMUSG00000052539	Magi3	99470
ENSMUSG00000017412	Cacnb4	12298
ENSMUSG00000028701	Lurap1	68075
ENSMUSG00000063511	Snrnp70	20637
ENSMUSG00000029152	Ociad1	68095
ENSMUSG00000030101	Sumf1	58911
ENSMUSG00000030102	Itpr1	16438
ENSMUSG00000055371	Stam2	56324
ENSMUSG00000003810	Mast2	17776
ENSMUSG00000032913	Lrig2	269473
ENSMUSG00000034432	Cops8	108679
ENSMUSG00000029153	Ociad2	433904
ENSMUSG00000036053	Fmnl2	71409
ENSMUSG00000105659	4930509H03Rik	
ENSMUSG00000061778	Mospd2	76763
ENSMUSG00000003865	Gys1	14936
ENSMUSG00000051674	Dcun1d4	100737
ENSMUSG00000050708	Ftl1	14325
ENSMUSG00000002227	Mov10	17454
ENSMUSG00000055900	Tmem69	230657
ENSMUSG00000003873	Bax	12028
ENSMUSG00000034042	Gpbp1l1	77110
ENSMUSG00000061136	Prpf40a	56194
ENSMUSG00000018589	Glra2	237213
ENSMUSG00000011382	Dhdh	71755
ENSMUSG00000029156	Sgcb	24051
ENSMUSG00000026305	Lrrfip1	16978
ENSMUSG00000031342	Gpm6b	14758
ENSMUSG00000028693	Nasp	50927
ENSMUSG00000070372	Capza1	12340
ENSMUSG00000030105	Arl8b	67166
ENSMUSG00000045576	St7l	229681
ENSMUSG00000026960	Arl6ip6	65103
ENSMUSG00000060988	Galnt13	271786
ENSMUSG00000054814	Usp46	69727
ENSMUSG00000028692	Akr1a1	58810
ENSMUSG00000030824	Nucb1	18220
ENSMUSG00000106943	Dancr	70036
ENSMUSG00000026824	Kcnj3	16519
ENSMUSG00000028691	Prdx1	18477
ENSMUSG00000040586	Ofd1	237222
ENSMUSG00000056755	Grm7	108073
ENSMUSG00000062110	Scfd2	212986
ENSMUSG00000062127	Cttnbp2nl	80281
ENSMUSG00000079316	Rab9	56382
ENSMUSG00000034343	Ube2f	67921
ENSMUSG00000026827	Gpd2	14571
ENSMUSG00000040896	Kcnd3	56543
ENSMUSG00000029227	Fip1l1	66899
ENSMUSG00000026307	Scly	50880
ENSMUSG00000049775	Tmsb4x	19241
ENSMUSG00000068798	Rap1a	109905
ENSMUSG00000049176	Frmpd4	333605
ENSMUSG00000030257	Srgap3	259302
ENSMUSG00000026309	Ilkap	67444
ENSMUSG00000000563	Atp5pb	11950
ENSMUSG00000026834	Acvr1c	269275
ENSMUSG00000029228	Lnx1	16924
ENSMUSG00000033948	Zswim5	74464
ENSMUSG00000030264	Thumpd3	14911
ENSMUSG00000026836	Acvr1	11477
ENSMUSG00000031355	Arhgap6	11856
ENSMUSG00000086429	Gt(ROSA)26Sor	14910
ENSMUSG00000034269	Setd5	72895
ENSMUSG00000074340	Ovgp1	12659
ENSMUSG00000026839	Upp2	76654
ENSMUSG00000003273	Car11	12348
ENSMUSG00000087201	Gm15261	
ENSMUSG00000029229	Chic2	74277
ENSMUSG00000036641	Ccdc148	227933
ENSMUSG00000031352	Hccs	15159
ENSMUSG00000079353	Gm11099	
ENSMUSG00000026991	Pkp4	227937
ENSMUSG00000059070	Rpl18	19899
ENSMUSG00000026313	Hdac4	208727
ENSMUSG00000028683	Eif2b3	108067
ENSMUSG00000042873	Lhfpl4	269788
ENSMUSG00000030269	Mtmr14	97287
ENSMUSG00000035299	Mid1	17318
ENSMUSG00000026260	Ndufa10	67273
ENSMUSG00000062044	Lmtk3	381983
ENSMUSG00000095562	Erdr1	170942
ENSMUSG00000003269	Cyth2	19158
ENSMUSG00000073616	Cops9	66915
ENSMUSG00000001632	Brpf1	78783
ENSMUSG00000034220	Gpc1	14733
ENSMUSG00000047675	Rps8	100040298
ENSMUSG00000047675	Rps8	20116
ENSMUSG00000040774	Cept1	99712
ENSMUSG00000026988	Wdsub1	72137
ENSMUSG00000027900	Dram2	67171
ENSMUSG00000026269	Rnpepl1	108657
ENSMUSG00000002771	Grin2d	14814
ENSMUSG00000030272	Camk1	52163
ENSMUSG00000026987	Baz2b	407823
ENSMUSG00000002778	Kdelr1	68137
ENSMUSG00000100632	9430060I03Rik	100037260
ENSMUSG00000026270	Capn10	23830
ENSMUSG00000056260	Lrif1	321000
ENSMUSG00000048930	Tada3	101206
ENSMUSG00000002781	Tmem143	70209
ENSMUSG00000028677	Rnf220	66743
ENSMUSG00000026977	Marchf7	57438
ENSMUSG00000056145	AI504432	229694
ENSMUSG00000014602	Kif1a	16560
ENSMUSG00000030276	Ttll3	101100
ENSMUSG00000033423	Eri3	140546
ENSMUSG00000030835	Nomo1	211548
ENSMUSG00000027894	Slc6a17	229706
ENSMUSG00000051256	Jagn1	67767
ENSMUSG00000014601	Strip1	229707
ENSMUSG00000029234	Tmem165	21982
ENSMUSG00000029238	Clock	12753
ENSMUSG00000040136	Abcc8	20927
ENSMUSG00000027893	Ahcyl1	229709
ENSMUSG00000047793	Sned1	208777
ENSMUSG00000026970	Rbms1	56878
ENSMUSG00000098449	Gm7467	665055
ENSMUSG00000030284	Creld1	171508
ENSMUSG00000033379	Atp6v0b	114143
ENSMUSG00000030286	Emc3	66087
ENSMUSG00000036435	Exoc1	69940
ENSMUSG00000033365	Ipo13	230673
ENSMUSG00000064289	Tank	21353
ENSMUSG00000026275	Ppp1r7	66385
ENSMUSG00000004032	Gstm5	14866
ENSMUSG00000028538	St3gal3	20441
ENSMUSG00000036403	Cep135	381644
ENSMUSG00000026914	Psmd14	59029
ENSMUSG00000033326	Kdm4a	230674
ENSMUSG00000068762	Gstm6	14867
ENSMUSG00000034088	Hdlbp	110611
ENSMUSG00000033940	Brk1	101314
ENSMUSG00000036377	Cracd	320827
ENSMUSG00000026904	Slc4a10	94229
ENSMUSG00000060477	Irak2	108960
ENSMUSG00000058975	Kcnc1	16502
ENSMUSG00000033295	Ptprf	19268
ENSMUSG00000055923	Aasdh	231326
ENSMUSG00000030839	Sergef	27414
ENSMUSG00000006395	Hyi	
ENSMUSG00000029246	Ppat	231327
ENSMUSG00000027889	Ampd2	109674
ENSMUSG00000033253	Szt2	230676
ENSMUSG00000030298	Sec13	110379
ENSMUSG00000072852	2310040G07Rik	
ENSMUSG00000030302	Atp2b2	11941
ENSMUSG00000034066	Farp2	227377
ENSMUSG00000036323	Srp72	66661
ENSMUSG00000014418	Hps5	246694
ENSMUSG00000026277	Stk25	59041
ENSMUSG00000000001	Gnai3	14679
ENSMUSG00000006392	Med8	80509
ENSMUSG00000026279	Thap4	67026
ENSMUSG00000046793	Gpr61	229714
ENSMUSG00000030310	Slc6a1	232333
ENSMUSG00000026280	Atg4b	66615
ENSMUSG00000026281	Dtymk	21915
ENSMUSG00000030314	Atg7	74244
ENSMUSG00000029250	Polr2b	231329
ENSMUSG00000085102	1700010K24Rik	
ENSMUSG00000068749	Psma5	26442
ENSMUSG00000006599	Gtf2h1	14884
ENSMUSG00000068747	Sort1	20661
ENSMUSG00000063229	Ldha	16828
ENSMUSG00000037605	Adgrl3	319387
ENSMUSG00000051185	Fam174a	67698
ENSMUSG00000028729	Ebna1bp2	69072
ENSMUSG00000040710	St8sia4	20452
ENSMUSG00000059742	Kcnh7	170738
ENSMUSG00000030315	Vgll4	232334
ENSMUSG00000014402	Tsg101	22088
ENSMUSG00000026888	Grb14	50915
ENSMUSG00000009394	Syn2	20965
ENSMUSG00000043262	Uevld	54122
ENSMUSG00000068740	Celsr2	53883
ENSMUSG00000044768	Macir	52392
ENSMUSG00000040648	Ppip5k2	227399
ENSMUSG00000109118	Gm32031	102634450
ENSMUSG00000030854	Ptpn5	19259
ENSMUSG00000068739	Sars	20226
ENSMUSG00000042389	Tsen2	381802
ENSMUSG00000061171	Slc38a11	320106
ENSMUSG00000000439	Mkrn2	67027
ENSMUSG00000040412	Elapor1	229722
ENSMUSG00000028643	Svbp	69216
