cluster_id	clusterlevel	cluster_name	first_cluster_name
C286-182	C286	Th.Otp.Sst.GABA-4	Th
C286-183	C286	Gpr101.Otp.Sst.GABA-4	Gpr101
C286-184	C286	Nts.Sst.GABA-4	Nts
C286-185	C286	Pou3f1.Sst.GABA-4	Pou3f1
C286-186	C286	Abi3bp.Meis2.GABA-5	Abi3bp
C286-187	C286	Satb1.Meis2.GABA-5	Satb1
C286-188	C286	Slc17a8.Bcl11b.Meis2.GABA-5	Slc17a8
C286-189	C286	Ppp1r1b.Bcl11b.Meis2.GABA-5	Ppp1r1b
C286-190	C286	Ccn1.Meis2.GABA-5	Ccn1
C286-191	C286	Adora2a.Meis2.GABA-5	Adora2a
C286-192	C286	Ppp1r1b.Tac1.Meis2.GABA-5	Ppp1r1b
C286-193	C286	Cxcl14.Tac1.Meis2.GABA-5	Cxcl14
C286-194	C286	Nfix.Satb2.GABA-6	Nfix
C286-195	C286	Slc6a3.Satb2.GABA-6	Slc6a3
C286-196	C286	Nr5a2.Satb2.GABA-6	Nr5a2
C286-197	C286	Chat.GABA-7	Chat
C286-198	C286	Scn7a.Tanycytes	Scn7a
C286-199	C286	Rassf9.Tgfb2.Tanycytes	Rassf9
C286-200	C286	Slc17a8.Tgfb2.Tanycytes	Slc17a8
C286-201	C286	Prr16.Tanycytes	Prr16
C286-202	C286	Frzb.Tanycytes	Frzb
C286-203	C286	Dnah12.Cdhr4.Ependymal	Dnah12
C286-204	C286	Ccdc153.Cdhr4.Ependymal	Ccdc153
C286-205	C286	Crlf1.Ependymal	Crlf1
C286-206	C286	Erythroid-like	Erythroid-like
C286-207	C286	Hypendymal	Hypendymal
C286-208	C286	Ttll3.Itih3.Etnppl.Astrocytes	Ttll3
C286-214	C286	Agt.Itih3.Etnppl.Astrocytes	Agt
C286-215	C286	Serpina3n.Itih3.Etnppl.Astrocytes	Serpina3n
C286-209	C286	Pdzph1.Gjb6.Etnppl.Astrocytes	Pdzph1
C286-211	C286	Notch2.Gjb6.Etnppl.Astrocytes	Notch2
C286-216	C286	Fbln5.Gjb6.Etnppl.Astrocytes	Fbln5
C286-218	C286	Rhcg.Gjb6.Etnppl.Astrocytes	Rhcg
C286-210	C286	Pmch.Gjb6.Etnppl.Astrocytes	Pmch
C286-212	C286	Pla2g7.Trpm3.Etnppl.Astrocytes	Pla2g7
C286-213	C286	Rgs6.Trpm3.Etnppl.Astrocytes	Rgs6
C286-217	C286	Unassigned.Unassigned.Etnppl.Astrocytes	Unassigned
C286-219	C286	Crym.Etnppl.Astrocytes	Crym
C286-220	C286	Aqp4.Gfap.Etnppl.Astrocytes	Aqp4
C286-221	C286	A2m.Gfap.Etnppl.Astrocytes	A2m
C286-222	C286	Myoc.Etnppl.Astrocytes	Myoc
C286-223	C286	Tmem130.Myt1l.Lgals3.Astrocytes	Tmem130
C286-225	C286	Cdca7.Myt1l.Lgals3.Astrocytes	Cdca7
C286-224	C286	Gfap.Lgals3.Astrocytes	Gfap
C286-226	C286	Slc24a2.Pex5l.Ermn.Oligodendrocytes	Slc24a2
C286-230	C286	Oxt.Pex5l.Ermn.Oligodendrocytes	Oxt
C286-231	C286	Hapln2.Pex5l.Ermn.Oligodendrocytes	Hapln2
C286-232	C286	D7Ertd443e.Pex5l.Ermn.Oligodendrocytes	D7Ertd443e
C286-227	C286	Spag5.Pex5l.Ermn.Oligodendrocytes	Spag5
C286-236	C286	Mag.Pex5l.Ermn.Oligodendrocytes	Mag
C286-228	C286	Plin4.Opalin.Ermn.Oligodendrocytes	Plin4
C286-233	C286	Ppp1r16b.Opalin.Ermn.Oligodendrocytes	Ppp1r16b
C286-229	C286	Serpinb1a.Opalin.Ermn.Oligodendrocytes	Serpinb1a
C286-234	C286	Anln.Klk6.Ermn.Oligodendrocytes	Anln
C286-235	C286	Nkx2-9.Klk6.Ermn.Oligodendrocytes	Nkx2-9
C286-237	C286	Arhgap45.Ermn.Oligodendrocytes	Arhgap45
C286-238	C286	Synpr.Mal.Ermn.Oligodendrocytes	Synpr
C286-241	C286	Mog.Mal.Ermn.Oligodendrocytes	Mog
C286-239	C286	Mal.Ctps.Ermn.Oligodendrocytes	Mal
C286-240	C286	Rras2.Ctps.Ermn.Oligodendrocytes	Rras2
C286-242	C286	Hspa1a.Ermn.Oligodendrocytes	Hspa1a
C286-243	C286	Cnksr3.Gpr17.Oligodendrocytes	Cnksr3
C286-244	C286	Mycl.Bmp4.Gpr17.Oligodendrocytes	Mycl
C286-245	C286	Rassf10.Bmp4.Gpr17.Oligodendrocytes	Rassf10
C286-246	C286	Ermn.Gpr17.Oligodendrocytes	Ermn
C286-247	C286	Abhd2.C1ql1.OPC	Abhd2
C286-252	C286	Pdgfra.C1ql1.OPC	Pdgfra
C286-248	C286	Pdgfra.OPC	Pdgfra
C286-249	C286	Dividing.OPC	Dividing
C286-250	C286	Tmem130.Cspg4.OPC	Tmem130
C286-251	C286	Pdgfra.Cspg4.OPC	Pdgfra
C286-253	C286	Tyrobp.OPC	Tyrobp
C286-254	C286	Arhgap45.Selplg.Tmem119.Immune	Arhgap45
C286-255	C286	Scn9a.Selplg.Tmem119.Immune	Scn9a
C286-256	C286	Gpr34.Selplg.Tmem119.Immune	Gpr34
C286-257	C286	Inpp5d.P2ry12.Tmem119.Immune	Inpp5d
C286-258	C286	Selplg.P2ry12.Tmem119.Immune	Selplg
C286-259	C286	H2-Aa.Wfdc17.Tmem119.Immune	H2-Aa
C286-260	C286	Crybb1.Wfdc17.Tmem119.Immune	Crybb1
C286-261	C286	Ccl4.Tmem119.Immune	Ccl4
C286-262	C286	Top2a.Tmem119.Immune	Top2a
C286-263	C286	Tyrobp.Tmem119.Immune	Tyrobp
C286-264	C286	Ch25h.Tmem119.Immune	Ch25h
C286-265	C286	F13a1.Immune	F13a1
C286-266	C286	Ms4a4b.Immune	Ms4a4b
C286-267	C286	Immune-Trbc1	Immune-Trbc1
C286-268	C286	Cga.ParsTuber	Cga
C286-269	C286	Anxa1.ParsTuber	Anxa1
C286-270	C286	Vtn.Kcnj8.Mural	Vtn
C286-273	C286	Sfrp2.Kcnj8.Mural	Sfrp2
C286-271	C286	Lamc3.Acta2.Mural	Lamc3
C286-272	C286	Cnn1.Acta2.Mural	Cnn1
C286-274	C286	Pglyrp1.Slco1a4.Endothelial	Pglyrp1
C286-275	C286	Il1r1.Slco1a4.Endothelial	Il1r1
C286-276	C286	Ctla2a.Slco1a4.Endothelial	Ctla2a
C286-277	C286	Slc38a5.Vtn.Endothelial	Slc38a5
C286-278	C286	Gkn3.Vtn.Endothelial	Gkn3
C286-279	C286	Sema3c.Sema3g.Endothelial	Sema3c
C286-280	C286	Cytl1.Sema3g.Endothelial	Cytl1
C286-281	C286	Meox1.Endothelial	Meox1
C286-282	C286	Plvap.Endothelial	Plvap
C286-283	C286	Angptl1.Dcn.Fibroblasts	Angptl1
C286-284	C286	Slc6a13.Dcn.Fibroblasts	Slc6a13
C286-285	C286	Slc47a1.Dcn.Fibroblasts	Slc47a1
C286-286	C286	Krt19.Fibroblasts	Krt19
C465-1	C465	Shox2.GLU-1	Shox2
C465-2	C465	Otx1.GLU-1	Otx1
C465-3	C465	NSCs	NSCs
C465-4	C465	Egflam.Lmx1a.Pitx2.Irx5.GLU-2	Egflam
C465-7	C465	Irx3.Lmx1a.Pitx2.Irx5.GLU-2	Irx3
C465-5	C465	Cdh23.Lmx1a.Pitx2.Irx5.GLU-2	Cdh23
C465-6	C465	Barhl2.Lmx1a.Pitx2.Irx5.GLU-2	Barhl2
C465-8	C465	Slc6a3.Pitx2.Irx5.GLU-2	Slc6a3
C465-9	C465	Ngfr.Nts.Irx5.GLU-2	Ngfr
C465-10	C465	Pard3b.Nts.Irx5.GLU-2	Pard3b
C465-11	C465	Rxfp1.Irx5.GLU-2	Rxfp1
C465-12	C465	Col27a1.Stk26.Nxph4.GLU-2	Col27a1
C465-13	C465	Ebf3.Stk26.Nxph4.GLU-2	Ebf3
C465-14	C465	Tcf4.Nfia.Nxph4.GLU-2	Tcf4
C465-15	C465	Cd68.Nfia.Nxph4.GLU-2	Cd68
C465-16	C465	Sim1.Ebf3.Nxph4.GLU-2	Sim1
C465-17	C465	Npas1.Ebf3.Nxph4.GLU-2	Npas1
C465-18	C465	Adgrf5.Nxph4.GLU-2	Adgrf5
C465-19	C465	Ebf1.Nostrin.Cbln2.Trh.GLU-2	Ebf1
C465-20	C465	Ghrh.Nostrin.Cbln2.Trh.GLU-2	Ghrh
C465-21	C465	Agtr1a.Igfbpl1.Cbln2.Trh.GLU-2	Agtr1a
C465-22	C465	Asic4.Igfbpl1.Cbln2.Trh.GLU-2	Asic4
C465-23	C465	Ebf1.Igfbpl1.Cbln2.Trh.GLU-2	Ebf1
C465-24	C465	Otp.Gsc.Ebf1.Trh.GLU-2	Otp
C465-25	C465	Npas3.Gsc.Ebf1.Trh.GLU-2	Npas3
C465-26	C465	Sall3.Gsc.Ebf1.Trh.GLU-2	Sall3
C465-27	C465	Sncg.Ebf1.Trh.GLU-2	Sncg
C465-28	C465	Ebf2.Trh.GLU-2	Ebf2
C465-29	C465	Tac1.Syt2.Trh.GLU-2	Tac1
C465-30	C465	Pvalb.Syt2.Trh.GLU-2	Pvalb
C465-31	C465	Ucn3.Trh.GLU-2	Ucn3
C465-32	C465	Sst.Tent5a.GLU-2	Sst
C465-33	C465	Crh.Tent5a.GLU-2	Crh
C465-34	C465	Tbr1.Gng8.Samd3.GLU-2	Tbr1
C465-35	C465	Gpr151.Gng8.Samd3.GLU-2	Gpr151
C465-36	C465	Mab21l1.Tbr1.Meis2.Samd3.GLU-2	Mab21l1
C465-37	C465	Mab21l2.Tbr1.Meis2.Samd3.GLU-2	Mab21l2
C465-38	C465	Tcf7l2.Tbr1.Meis2.Samd3.GLU-2	Tcf7l2
C465-39	C465	Ndnf.Meis2.Samd3.GLU-2	Ndnf
C465-40	C465	Ucn3.Meis2.Samd3.GLU-2	Ucn3
C465-41	C465	Dkk2.Pde11a.Foxb1.GLU-2	Dkk2
C465-42	C465	Ebf3.Pde11a.Foxb1.GLU-2	Ebf3
C465-43	C465	Postn.Ebf3.Foxb1.GLU-2	Postn
C465-44	C465	Tac2.Ebf3.Foxb1.GLU-2	Tac2
C465-45	C465	Gpc5.Ebf3.Foxb1.GLU-2	Gpc5
C465-46	C465	Crhbp.Ebf3.Lmx1a.GLU-2	Crhbp
C465-47	C465	Th.Ebf3.Lmx1a.GLU-2	Th
C465-48	C465	Rxfp1.Lmx1a.GLU-2	Rxfp1
C465-49	C465	Sln.GLU-2	Sln
C465-50	C465	Gpr149.Unassigned.Fezf1.GLU-3	Gpr149
C465-56	C465	Nkain3.Egflam.Unassigned.Fezf1.GLU-3	Nkain3
C465-57	C465	Nts.Egflam.Unassigned.Fezf1.GLU-3	Nts
C465-58	C465	Lypd1.Egflam.Unassigned.Fezf1.GLU-3	Lypd1
C465-51	C465	Col24a1.Unassigned.Fezf1.GLU-3	Col24a1
C465-59	C465	Sox14.Unassigned.Fezf1.GLU-3	Sox14
C465-60	C465	Nkx2-2.Unassigned.Fezf1.GLU-3	Nkx2-2
C465-52	C465	Epha6.Gpr88.Arhgap36.Fezf1.GLU-3	Epha6
C465-55	C465	Npffr1.Gpr88.Arhgap36.Fezf1.GLU-3	Npffr1
C465-53	C465	Unassigned.Gpr88.Arhgap36.Fezf1.GLU-3	Unassigned
C465-54	C465	Cenpf.Arhgap36.Fezf1.GLU-3	Cenpf
C465-61	C465	Epha6.Mc4r.Fezf1.GLU-3	Epha6
C465-62	C465	Gldn.Mc4r.Fezf1.GLU-3	Gldn
C465-63	C465	Adarb2.Satb2.Cd40.GLU-3	Adarb2
C465-64	C465	Stxbp6.Satb2.Cd40.GLU-3	Stxbp6
C465-65	C465	Tac1.Satb2.Cd40.GLU-3	Tac1
C465-66	C465	Gldn.Moxd1.Cd40.GLU-3	Gldn
C465-67	C465	Greb1.Moxd1.Cd40.GLU-3	Greb1
C465-68	C465	Nts.Cd40.GLU-3	Nts
C465-69	C465	Col12a1.Gldn.Cbln4.Cd40.GLU-3	Col12a1
C465-70	C465	Gpc5.Gldn.Cbln4.Cd40.GLU-3	Gpc5
C465-71	C465	Ctxn3.Gldn.Cbln4.Cd40.GLU-3	Ctxn3
C465-72	C465	Necab1.Cbln4.Cd40.GLU-3	Necab1
C465-73	C465	Pou6f2.Esr1.Iigp1.Cd40.GLU-3	Pou6f2
C465-74	C465	Satb2.Esr1.Iigp1.Cd40.GLU-3	Satb2
C465-75	C465	Samd9l.Smim3.Iigp1.Cd40.GLU-3	Samd9l
C465-76	C465	Rasl11a.Smim3.Iigp1.Cd40.GLU-3	Rasl11a
C465-77	C465	Rreb1.Rai14.Hmcn2.Gpr149.GLU-3	Rreb1
C465-78	C465	Megf11.Rai14.Hmcn2.Gpr149.GLU-3	Megf11
C465-85	C465	Nr5a1.Hmcn2.Gpr149.GLU-3	Nr5a1
C465-79	C465	Slit3.Hmcn2.Gpr149.GLU-3	Slit3
C465-86	C465	H2-Q2.Hmcn2.Gpr149.GLU-3	H2-Q2
C465-80	C465	Vgll2.Nr5a1.Tcf7l2.Gpr149.GLU-3	Vgll2
C465-81	C465	Prkd1.Nr5a1.Tcf7l2.Gpr149.GLU-3	Prkd1
C465-82	C465	Hmcn2.Tcf7l2.Gpr149.GLU-3	Hmcn2
C465-83	C465	Lamp5.Bcl11b.Gpr149.GLU-3	Lamp5
C465-84	C465	Nkd2.Bcl11b.Gpr149.GLU-3	Nkd2
C465-87	C465	Npas1.Adamts9.Fezf1.Gpr149.GLU-3	Npas1
C465-88	C465	Qrfpr.Adamts9.Fezf1.Gpr149.GLU-3	Qrfpr
C465-89	C465	Tac1.Fezf1.Gpr149.GLU-3	Tac1
C465-90	C465	Nr5a1.Sparc.Gpr149.GLU-3	Nr5a1
C465-91	C465	Robo3.Sparc.Gpr149.GLU-3	Robo3
C465-92	C465	Nr5a1.C1ql2.Gpr149.GLU-3	Nr5a1
C465-93	C465	Nr5a2.C1ql2.Gpr149.GLU-3	Nr5a2
C465-94	C465	Foxp2.Tcf7l2.Vcan.GLU-3	Foxp2
C465-95	C465	Adamts19.Tcf7l2.Vcan.GLU-3	Adamts19
C465-96	C465	Nexn.Tac1.Vcan.GLU-3	Nexn
C465-97	C465	Echdc2.Tac1.Vcan.GLU-3	Echdc2
C465-98	C465	Slc17a8.Prdm13.Tcf4.GLU-3	Slc17a8
C465-99	C465	Kdr.Prdm13.Tcf4.GLU-3	Kdr
C465-100	C465	Slc17a8.Nfia.Tcf4.GLU-3	Slc17a8
C465-101	C465	Col8a1.Nfia.Tcf4.GLU-3	Col8a1
C465-102	C465	Vgf.Nfia.Tcf4.GLU-3	Vgf
C465-103	C465	Unassigned.Nfia.Tcf4.GLU-3	Unassigned
C465-104	C465	Prdm12.Tcf4.GLU-3	Prdm12
C465-105	C465	Pdyn.Adcyap1.GLU-3	Pdyn
C465-106	C465	Nxph4.Adcyap1.GLU-3	Nxph4
C465-107	C465	Ntng2.Tac1.Lef1.Mixed.GLU-4	Ntng2
C465-108	C465	Prlh.Tac1.Lef1.Mixed.GLU-4	Prlh
C465-109	C465	Ntng2.Lef1.Mixed.GLU-4	Ntng2
C465-110	C465	C1ql2.Eomes.Lhx9.Mixed.GLU-4	C1ql2
C465-111	C465	Unassigned.Eomes.Lhx9.Mixed.GLU-4	Unassigned
C465-112	C465	Hmx2.Eomes.Lhx9.Mixed.GLU-4	Hmx2
C465-113	C465	Shisal2b.Lhx9.Mixed.GLU-4	Shisal2b
C465-114	C465	Crh.Lhx9.Mixed.GLU-4	Crh
C465-115	C465	Cped1.Mixed.GLU-4	Cped1
C465-116	C465	Lpar1.GLU-4	Lpar1
C465-117	C465	Npvf.Rfx4.GLU-4	Npvf
C465-118	C465	Lhx9.Qrfp.Rfx4.GLU-4	Lhx9
C465-119	C465	Fezf2.Qrfp.Rfx4.GLU-4	Fezf2
C465-120	C465	Fibcd1.Qrfp.Rfx4.GLU-4	Fibcd1
C465-121	C465	Hcrt.Rfx4.GLU-4	Hcrt
C465-122	C465	Prdm12.Anxa2.Pomc.GLU-5	Prdm12
C465-123	C465	Cartpt.Anxa2.Pomc.GLU-5	Cartpt
C465-124	C465	Glipr1.Pomc.GLU-5	Glipr1
C465-125	C465	Tbx3.Ttr.Pomc.GLU-5	Tbx3
C465-126	C465	Shisal2b.Ttr.Pomc.GLU-5	Shisal2b
C465-127	C465	Slc38a3.Tac2.GLU-5	Slc38a3
C465-128	C465	Rxfp1.Tac2.GLU-5	Rxfp1
C465-129	C465	Vgll2.Bace2.GLU-5	Vgll2
C465-130	C465	Gpc3.Bace2.GLU-5	Gpc3
C465-131	C465	Sim1.Ebf3.Caprin2.GLU-6	Sim1
C465-133	C465	Oxt.Ebf3.Caprin2.GLU-6	Oxt
C465-132	C465	Th.Ebf3.Caprin2.GLU-6	Th
C465-134	C465	Oxt.Caprin2.GLU-6	Oxt
C465-135	C465	Pou3f2.Unassigned.Unassigned.Mixed.GLU-6	Pou3f2
C465-136	C465	Unassigned.Unassigned.Unassigned.Mixed.GLU-6	Unassigned
C465-137	C465	Parpbp.Pmch.GLU-7	Parpbp
C465-138	C465	Tacr3.Pmch.GLU-7	Tacr3
C465-139	C465	Ctxn3.Nts.Foxb1.GLU-8	Ctxn3
C465-140	C465	Pvalb.Nts.Foxb1.GLU-8	Pvalb
C465-141	C465	Ccdc85c.Nts.Foxb1.GLU-8	Ccdc85c
C465-142	C465	Nxph4.Myo5b.Postn.Foxb1.GLU-8	Nxph4
C465-143	C465	Ctxn3.Myo5b.Postn.Foxb1.GLU-8	Ctxn3
C465-144	C465	Nid1.Postn.Foxb1.GLU-8	Nid1
C465-145	C465	Sall3.Col19a1.Fign.Foxb1.GLU-8	Sall3
C465-146	C465	Adamtsl1.Col19a1.Fign.Foxb1.GLU-8	Adamtsl1
C465-147	C465	Eya4.Fign.Foxb1.GLU-8	Eya4
C465-148	C465	Epha8.Foxb1.GLU-8	Epha8
C465-149	C465	Prkch.GLU-8	Prkch
C465-150	C465	Gnrh1.GLU-9	Gnrh1
C465-151	C465	Csta2.Thrsp.Mixed.GABA-2	Csta2
C465-152	C465	Nfix.Thrsp.Mixed.GABA-2	Nfix
C465-153	C465	Slc30a3.Meis2.Mixed.GABA-2	Slc30a3
C465-155	C465	Th.Meis2.Mixed.GABA-2	Th
C465-154	C465	Syt2.Meis2.Mixed.GABA-2	Syt2
C465-156	C465	Unassigned.Unassigned.Unassigned.Mixed.GABA-2	Unassigned
C465-157	C465	Mbp.Unassigned.Unassigned.Mixed.GABA-2	Mbp
C465-169	C465	Nfix.Unassigned.Mixed.GABA-2	Nfix
C465-158	C465	Zic1.Zic3.Unassigned.Mixed.GABA-2	Zic1
C465-159	C465	Crhbp.Zic3.Unassigned.Mixed.GABA-2	Crhbp
C465-160	C465	Calca.Pou6f2.Unassigned.Mixed.GABA-2	Calca
C465-161	C465	Tac2.Pou6f2.Unassigned.Mixed.GABA-2	Tac2
C465-162	C465	Serpinb1b.Unassigned.Pnoc.Mixed.GABA-2	Serpinb1b
C465-163	C465	Sp8.Unassigned.Pnoc.Mixed.GABA-2	Sp8
C465-164	C465	Fbxw13.Unassigned.Pnoc.Mixed.GABA-2	Fbxw13
C465-165	C465	Cxcl14.Pnoc.Mixed.GABA-2	Cxcl14
C465-166	C465	Zic1.Pnoc.Mixed.GABA-2	Zic1
C465-167	C465	Unassigned.Unassigned.C1ql2.Mixed.GABA-2	Unassigned
C465-168	C465	Unassigned.Unassigned.C1ql2.Mixed.GABA-2	Unassigned
C465-170	C465	Pvalb.Mixed.GABA-2	Pvalb
C465-171	C465	Otx2.Mixed.GABA-2	Otx2
C465-172	C465	Nms.Vip.Vipr2.GABA-2	Nms
C465-173	C465	Prok2.Vip.Vipr2.GABA-2	Prok2
C465-174	C465	Mlf1.Cd79a.Fam122b.Vipr2.GABA-2	Mlf1
C465-175	C465	C1ql3.Cd79a.Fam122b.Vipr2.GABA-2	C1ql3
C465-176	C465	Shisa8.Cd79a.Fam122b.Vipr2.GABA-2	Shisa8
C465-177	C465	Avpr1a.Ppp1r17.Fam122b.Vipr2.GABA-2	Avpr1a
C465-181	C465	C2cd4b.Ppp1r17.Fam122b.Vipr2.GABA-2	C2cd4b
C465-178	C465	Mlf1.Ppp1r17.Fam122b.Vipr2.GABA-2	Mlf1
C465-185	C465	C1ql3.Nms.Fam122b.Vipr2.GABA-2	C1ql3
C465-186	C465	Cdc14a.Nms.Fam122b.Vipr2.GABA-2	Cdc14a
C465-179	C465	Penk.Chodl.Fam122b.Vipr2.GABA-2	Penk
C465-180	C465	Creb3l1.Chodl.Fam122b.Vipr2.GABA-2	Creb3l1
C465-187	C465	Nms.Prok2.Fam122b.Vipr2.GABA-2	Nms
C465-188	C465	Cebpa.Prok2.Fam122b.Vipr2.GABA-2	Cebpa
C465-182	C465	Mlf1.C2cd4b.Fam122b.Vipr2.GABA-2	Mlf1
C465-183	C465	Nkd1.C2cd4b.Fam122b.Vipr2.GABA-2	Nkd1
C465-184	C465	Igfbp4.Cck.Vipr2.GABA-2	Igfbp4
C465-189	C465	Chodl.Prr5l.Cck.Vipr2.GABA-2	Chodl
C465-190	C465	Prokr2.Prr5l.Cck.Vipr2.GABA-2	Prokr2
C465-191	C465	Prokr2.Cdkn1c.Cck.Vipr2.GABA-2	Prokr2
C465-192	C465	Sfrp2.Cdkn1c.Cck.Vipr2.GABA-2	Sfrp2
C465-193	C465	Adarb2.Shisal2b.Onecut3.Onecut2.GABA-2	Adarb2
C465-194	C465	Penk.Shisal2b.Onecut3.Onecut2.GABA-2	Penk
C465-195	C465	Zic1.Onecut3.Onecut2.GABA-2	Zic1
C465-196	C465	Tacr3.Onecut3.Onecut2.GABA-2	Tacr3
C465-197	C465	Slc18a2.Etv1.Pmfbp1.Onecut2.GABA-2	Slc18a2
C465-198	C465	Nox4.Etv1.Pmfbp1.Onecut2.GABA-2	Nox4
C465-199	C465	Alx1.Pmfbp1.Onecut2.GABA-2	Alx1
C465-200	C465	Slc6a3.Onecut2.GABA-2	Slc6a3
C465-201	C465	Sst.Arx.Lhx1.GABA-2	Sst
C465-202	C465	Tac2.Arx.Lhx1.GABA-2	Tac2
C465-203	C465	C1ql3.Cck.Unassigned.Lhx1.GABA-2	C1ql3
C465-204	C465	Penk.Cck.Unassigned.Lhx1.GABA-2	Penk
C465-205	C465	Grp.Vip.Unassigned.Lhx1.GABA-2	Grp
C465-206	C465	Nms.Vip.Unassigned.Lhx1.GABA-2	Nms
C465-207	C465	Grp.Cd24a.Lhx1.GABA-2	Grp
C465-208	C465	Nkd1.Cd24a.Lhx1.GABA-2	Nkd1
C465-209	C465	Rrad.Cd24a.Lhx1.GABA-2	Rrad
C465-210	C465	Aldh3b2.GABA-2	Aldh3b2
C465-211	C465	Tnfrsf12a.GABA-2	Tnfrsf12a
C465-212	C465	Crabp1.Tbx19.Il1rapl2.GABA-1	Crabp1
C465-213	C465	Anxa2.Tbx19.Il1rapl2.GABA-1	Anxa2
C465-214	C465	Sfrp1.Tbx19.Il1rapl2.GABA-1	Sfrp1
C465-215	C465	Satb1.Col6a1.Il1rapl2.GABA-1	Satb1
C465-216	C465	Chst9.Vcan.Col6a1.Il1rapl2.GABA-1	Chst9
C465-217	C465	Tbx19.Vcan.Col6a1.Il1rapl2.GABA-1	Tbx19
C465-218	C465	Bmp3.Vcan.Col6a1.Il1rapl2.GABA-1	Bmp3
C465-219	C465	Epha3.Il1rapl2.GABA-1	Epha3
C465-220	C465	Pthlh.Il1rapl2.GABA-1	Pthlh
C465-221	C465	Brs3.Npsr1.Tmem114.Lef1.GABA-1	Brs3
C465-222	C465	Pdgfrb.Npsr1.Tmem114.Lef1.GABA-1	Pdgfrb
C465-223	C465	Foxp2.Tmem114.Lef1.GABA-1	Foxp2
C465-224	C465	Fign.Lef1.GABA-1	Fign
C465-225	C465	Col11a1.Sox14.Lef1.GABA-1	Col11a1
C465-226	C465	Myo5b.Sox14.Lef1.GABA-1	Myo5b
C465-227	C465	Npsr1.Sox14.Lef1.GABA-1	Npsr1
C465-228	C465	Prph.Barhl2.Lef1.GABA-1	Prph
C465-229	C465	Npsr1.Barhl2.Lef1.GABA-1	Npsr1
C465-230	C465	Reln.Lef1.GABA-1	Reln
C465-231	C465	Cck.Gal.Hmcn1.GABA-1	Cck
C465-232	C465	Tbx19.Gal.Hmcn1.GABA-1	Tbx19
C465-233	C465	Lef1.Gal.Hmcn1.GABA-1	Lef1
C465-234	C465	Foxp2.Adarb2.Hmcn1.GABA-1	Foxp2
C465-235	C465	Sox6.Adarb2.Hmcn1.GABA-1	Sox6
C465-236	C465	Pbx3.Zfp804b.Hmcn1.GABA-1	Pbx3
C465-237	C465	Il1rapl2.Zfp804b.Hmcn1.GABA-1	Il1rapl2
C465-238	C465	Nts.Gal.Crh.GABA-1	Nts
C465-239	C465	Syt2.Gal.Crh.GABA-1	Syt2
C465-240	C465	Dlx6os1.Gal.Crh.GABA-1	Dlx6os1
C465-241	C465	Nts.Crh.GABA-1	Nts
C465-242	C465	Grp.Ppp1r17.GABA-1	Grp
C465-243	C465	Dlx6os1.Ppp1r17.GABA-1	Dlx6os1
C465-244	C465	Dlx6os1.St18.Lhx6.GABA-1	Dlx6os1
C465-245	C465	Nfix.St18.Lhx6.GABA-1	Nfix
C465-246	C465	Lhx8.St18.Lhx6.GABA-1	Lhx8
C465-247	C465	Pbx3.Lhx6.GABA-1	Pbx3
C465-248	C465	Fign.Piezo2.Lhx6.GABA-1	Fign
C465-249	C465	Pax6.Piezo2.Lhx6.GABA-1	Pax6
C465-250	C465	Moxd1.Dlx1.Lhx6.GABA-1	Moxd1
C465-251	C465	Crhbp.Dlx1.Lhx6.GABA-1	Crhbp
C465-252	C465	Igfbp4.Lhx6.GABA-1	Igfbp4
C465-253	C465	Hdc.GABA-1	Hdc
C465-254	C465	Vgll3.Tbx3.GABA-1	Vgll3
C465-255	C465	Crabp1.Sytl4.Tbx3.GABA-1	Crabp1
C465-256	C465	Pou6f2.Sytl4.Tbx3.GABA-1	Pou6f2
C465-257	C465	Pou3f1.Lhx6.Lhx8.GABA-1	Pou3f1
C465-258	C465	Cdh23.Lhx6.Lhx8.GABA-1	Cdh23
C465-259	C465	Lhx6.Sfrp1.Sox6.Lhx8.GABA-1	Lhx6
C465-260	C465	Npy.Sfrp1.Sox6.Lhx8.GABA-1	Npy
C465-267	C465	Lhx6.Sox6.Lhx8.GABA-1	Lhx6
C465-261	C465	Pvalb.Gbx1.Sox6.Lhx8.GABA-1	Pvalb
C465-262	C465	Lhx6.Gbx1.Sox6.Lhx8.GABA-1	Lhx6
C465-263	C465	Crh.Gbx1.Sox6.Lhx8.GABA-1	Crh
C465-264	C465	Pantr1.Gbx1.Sox6.Lhx8.GABA-1	Pantr1
C465-265	C465	Nmu.Zeb2.Lhx8.GABA-1	Nmu
C465-266	C465	Crh.Zeb2.Lhx8.GABA-1	Crh
C465-268	C465	Csta2.Hmx2.Gal.Nts.GABA-1	Csta2
C465-270	C465	Tac2.Hmx2.Gal.Nts.GABA-1	Tac2
C465-269	C465	Brs3.Hmx2.Gal.Nts.GABA-1	Brs3
C465-273	C465	Calcr.Dlx1.Gal.Nts.GABA-1	Calcr
C465-274	C465	Tac2.Dlx1.Gal.Nts.GABA-1	Tac2
C465-275	C465	Slc18a2.Dlx1.Gal.Nts.GABA-1	Slc18a2
C465-276	C465	Brs3.Dlx1.Gal.Nts.GABA-1	Brs3
C465-277	C465	Crh.Dlx1.Gal.Nts.GABA-1	Crh
C465-271	C465	Ecel1.Nts.GABA-1	Ecel1
C465-272	C465	Gpr50.Nts.GABA-1	Gpr50
