p_val	avg_log2FC	pct.1	pct.2	p_val_adj	gene	pct_diff	current_cluster	p_val_adj_negbinom
1.56945784790835e-27	-2.012095298876	0.883	0.983	9.00272410717188e-23	Pcsk1n	-0.1	C286-157	5.55741861443959e-33
4.36124998050172e-22	-2.35451868438779	0.442	0.839	2.5017002138154e-17	Atp6v0c	-0.397	C286-157	6.76713989791784e-35
5.57238514735301e-22	-1.84720290735378	0.727	0.893	3.19643156822463e-17	Stmn1	-0.166	C286-157	8.40025968654194e-25
1.05057687878276e-21	-1.98709645657706	0.104	0.744	6.02631909207369e-17	mt-Cytb	-0.64	C286-157	4.96794787428208e-19
1.81581034732255e-20	-1.49298968613202	0.701	0.926	1.04158513143116e-15	Mt3	-0.225	C286-157	2.04988721658567e-18
5.6279733166113e-20	-1.58282327986428	0.74	0.909	3.22831805387458e-15	Itm2b	-0.169	C286-157	2.14348490040746e-19
6.26140715805678e-20	-1.52951495888314	0.299	0.777	3.59166837400453e-15	Cst3	-0.478	C286-157	3.4008098718761e-18
7.30068372058571e-20	-1.30931132762021	0.623	0.868	4.18781819580238e-15	Caly	-0.245	C286-157	5.83093121575274e-16
9.62219998467646e-20	-1.52984296205848	0.091	0.69	5.51948635521011e-15	Oxt	-0.599	C286-157	5.21059077564845e-12
1.12545954079403e-19	-1.71698086808202	0.571	0.839	6.45586101790274e-15	Tmsb10	-0.268	C286-157	3.41553683773288e-22
1.32907934912952e-19	-1.35338788362059	0.377	0.802	7.62386496247674e-15	Rpl9	-0.425	C286-157	6.15802516262555e-16
2.65111532318948e-19	-1.57784179066608	0.364	0.785	1.52073277168795e-14	mt-Rnr2	-0.421	C286-157	6.13555101051435e-20
2.99279412964906e-19	-1.40604828341781	0.753	0.893	1.71672656864929e-14	Resp18	-0.14	C286-157	5.79146270942811e-17
3.31587895925386e-19	-1.6592781998036	0.325	0.777	1.9020544886072e-14	Fau	-0.452	C286-157	2.18859857914319e-20
3.32442085639319e-19	-1.5088305172745	0.403	0.806	1.90695429164426e-14	Rps21	-0.403	C286-157	1.57263700627814e-18
3.42399500964882e-19	-1.38938885953384	0.169	0.711	1.96407201743476e-14	Rplp1	-0.542	C286-157	5.14683929825541e-14
3.6049018793858e-19	-1.45213921822334	0.364	0.789	2.06784381605328e-14	Bsg	-0.425	C286-157	8.03475738645425e-17
4.39985975939594e-19	-1.7860893368679	0.429	0.777	2.5238475551847e-14	Rpl37	-0.348	C286-157	5.52890389315116e-22
4.93840984844235e-19	-1.75624114545497	0.61	0.839	2.8327706572635e-14	Tuba1a	-0.229	C286-157	3.20657873055637e-21
5.89746213503401e-19	-1.78934990306656	0.558	0.818	3.38290222989821e-14	Fth1	-0.26	C286-157	7.43696722938377e-24
1.87621773273638e-18	-1.51170491577185	0.156	0.702	1.07623601585224e-13	Rpl23	-0.546	C286-157	3.66030567694468e-15
3.26435923017016e-18	0.875151093709089	0.961	0.88	1.87250174161021e-13	Lncpint	0.081	C286-157	7.25660998064359e-17
4.99677164011827e-18	-1.48264561500947	0.299	0.744	2.86624814820464e-13	Rps27a	-0.445	C286-157	3.08433622780376e-17
7.7239236111675e-18	-1.78493896394523	0.364	0.756	4.4305970618379e-13	Rpl38	-0.392	C286-157	1.50044134066682e-22
1.01070503871417e-17	-2.26660372836832	0.987	0.971	5.79760624307221e-13	CT010467.1	0.016	C286-157	4.7857555735638e-30
1.06358932112504e-17	-1.4958884691794	0.325	0.744	6.10096106383747e-13	Hspa8	-0.419	C286-157	4.03137733642164e-16
1.47721967822181e-17	-1.21588986337028	0.13	0.682	8.47362751821595e-13	Ndufa5	-0.552	C286-157	2.67588832933299e-11
1.88047163221645e-17	-1.29327076038374	0.805	0.917	1.078676137672e-12	Stmn3	-0.112	C286-157	2.21574517870861e-14
2.77429244388252e-17	-1.91246466538627	0.61	0.806	1.59138963165989e-12	Rps8	-0.196	C286-157	2.33159127420943e-25
3.9940331808454e-17	-1.175839935742	0.987	0.983	2.29105731319654e-12	Rtn1	0.004	C286-157	3.65484431568577e-12
4.02732894545453e-17	-1.36028691086198	0.779	0.884	2.31015642969163e-12	Rpl6	-0.105	C286-157	3.86715581978482e-17
4.124579076193e-17	-1.4447281709233	0.104	0.645	2.36594104968583e-12	Ndufa4	-0.541	C286-157	2.03930093817039e-12
4.79083141116201e-17	0.788019583419882	0.961	0.888	2.74811671407075e-12	Sik3	0.073	C286-157	2.10597038114733e-23
6.372696017357e-17	-1.35302731908585	0.779	0.884	3.65550588947632e-12	Uchl1	-0.105	C286-157	3.05244396161233e-14
7.20466746191163e-17	-1.34145232989545	0.506	0.793	4.13274134950175e-12	Fkbp3	-0.287	C286-157	4.0798610229e-14
7.58780246682713e-17	-1.47496126946223	0.377	0.764	4.35251525102138e-12	Rps24	-0.387	C286-157	3.29868490460283e-15
1.07596434921414e-16	-1.44303222636336	0.429	0.764	6.17194669996215e-12	Rpl21	-0.335	C286-157	2.12304259582014e-16
1.12617930253769e-16	-1.2388420121034	0.26	0.698	6.45998971521668e-12	Rpl14	-0.438	C286-157	2.61908942665502e-12
1.3983243903096e-16	-2.08452404560587	0.675	0.818	8.02106836769395e-12	Ubb	-0.143	C286-157	1.6988179925288e-26
1.59550354303287e-16	-1.73401407829157	0.286	0.702	9.15212742354517e-12	Cox4i1	-0.416	C286-157	1.60804908774786e-19
1.67368621289382e-16	-1.36240868019832	0.26	0.702	9.60059885440152e-12	Rpl8	-0.442	C286-157	1.70537657768055e-14
1.84584316338973e-16	-0.991639464240476	0.922	0.975	1.05881255538361e-11	Ly6h	-0.0529999999999999	C286-157	1.68520330240676e-09
2.06334550124373e-16	-1.34400587054058	0.351	0.744	1.18357624642343e-11	Rps29	-0.393	C286-157	2.81329732507485e-15
2.75395108214912e-16	-1.50850736012225	0.195	0.669	1.57972141974238e-11	Chchd2	-0.474	C286-157	1.85606274814015e-15
4.0279967540345e-16	-1.47729585848394	0.273	0.698	2.31053949804927e-11	Tmsb4x	-0.425	C286-157	1.19938265602333e-15
4.10686451501846e-16	-1.33962849333758	0.325	0.731	2.35577962310489e-11	Rpl19	-0.406	C286-157	4.1718144484458e-15
6.05336399552194e-16	0.730128520925357	0.987	0.975	3.47233065511129e-11	Nav2	0.012	C286-157	2.40155125410819e-15
9.21319492238844e-16	-1.14254151904601	0.519	0.785	5.28487287138046e-11	Actg1	-0.266	C286-157	2.1276045182089e-11
1.47372164518674e-15	-1.48691128126642	0.519	0.769	8.45356210112015e-11	Aldoa	-0.25	C286-157	2.28232260004754e-17
1.65756114690416e-15	-1.17845859691461	0.208	0.669	9.50810225087163e-11	Cox6c	-0.461	C286-157	1.1846780453158e-11
1.6961721768782e-15	-1.14393645935532	0.325	0.727	9.72958284100875e-11	Map1lc3a	-0.402	C286-157	7.45755716348631e-11
1.79557386040217e-15	-1.3759739565424	0.519	0.769	1.02997707780389e-10	Slc25a4	-0.25	C286-157	7.21787135937466e-15
2.47040728179174e-15	-2.23012252223939	0.519	0.752	1.41707502498138e-10	Gapdh	-0.233	C286-157	1.84246789719453e-26
3.04166030643874e-15	-1.05302146995129	0.74	0.876	1.74475718497939e-10	Rpl41	-0.136	C286-157	5.68870832627599e-13
4.14505032811657e-15	-1.01390256864046	0.883	0.967	2.37768376921423e-10	Calm2	-0.084	C286-157	4.05208617393834e-07
4.57313417455061e-15	-1.13565901982102	0.195	0.665	2.62324122520572e-10	Rpsa	-0.47	C286-157	1.20583288227957e-11
4.59909412376517e-15	-1.22589819715445	0.273	0.694	2.63813237127417e-10	Rps3a1	-0.421	C286-157	5.21326414133312e-13
5.81108710414777e-15	-1.47759762021787	0.584	0.785	3.33335578468124e-10	Bex2	-0.201	C286-157	1.14356365578918e-15
6.05344326041368e-15	-0.997922971742991	0.234	0.674	3.4723761230385e-10	Atp5h	-0.44	C286-157	1.05020523550375e-09
7.51158968415555e-15	-1.23163351082514	0.234	0.669	4.3087980746253e-10	Atp5k	-0.435	C286-157	6.37512328157094e-13
1.10157862406085e-14	-1.19133767869526	0.182	0.653	6.31887530333782e-10	Rpl3	-0.471	C286-157	7.41886952163251e-12
1.32703628733627e-14	-1.13828381102157	0.26	0.702	7.61214555141834e-10	Ndufa13	-0.442	C286-157	4.66193218049409e-11
1.3918726270609e-14	-1.08994180100181	0.403	0.744	7.98405976334675e-10	Rps20	-0.341	C286-157	2.40716053083322e-11
1.39667836029987e-14	0.46890391982533	1	0.996	8.0116264103521e-10	Dpp6	0.004	C286-157	3.17193534217161e-07
1.40449363428549e-14	-1.14324849817629	0.182	0.649	8.05645638498841e-10	Rps3	-0.467	C286-157	1.1704036047884e-10
1.45275625027511e-14	-1.16450562498996	0.169	0.624	8.33330040282807e-10	Rpl35a	-0.455	C286-157	9.98524937286807e-11
1.81889603820778e-14	-1.09847342543168	0.143	0.607	1.04335514543675e-09	Atp5j	-0.464	C286-157	1.8077346969049e-09
1.88095278401538e-14	-0.927620496890258	0.247	0.682	1.0789521359669e-09	Avp	-0.435	C286-157	3.13205994783996e-08
1.96055375960333e-14	-1.0090481813983	0.143	0.62	1.12461284758366e-09	Ndufb8	-0.477	C286-157	8.58724005650896e-09
2.09662999285877e-14	-1.37533388268312	0.442	0.74	1.20266889650365e-09	Arl6ip1	-0.298	C286-157	3.7150734053843e-16
2.18704684231447e-14	-1.03791940576558	0.662	0.86	1.25453380968843e-09	Srp14	-0.198	C286-157	1.06307569746903e-08
2.50148362299481e-14	-0.939735742313622	0.091	0.587	1.43490103582228e-09	Rpl39	-0.496	C286-157	5.80467243886201e-07
3.65701347223132e-14	-1.228594964825	0.338	0.69	2.09773606794133e-09	Rpl13	-0.352	C286-157	9.07121681666948e-12
4.4626034985205e-14	-1.06863053614472	0.195	0.64	2.55983861882133e-09	Tpt1	-0.445	C286-157	4.65840406968051e-10
5.38010106728806e-14	-0.944167555973117	0.221	0.649	3.08613357421778e-09	Rpl10	-0.428	C286-157	7.47107465575615e-09
5.54799955004301e-14	-1.98367983090279	0.675	0.81	3.18244350189567e-09	Hsp90ab1	-0.135	C286-157	5.21208932885493e-22
7.52472409701121e-14	-1.02493078904676	0.156	0.616	4.31633223652757e-09	Rps16	-0.46	C286-157	4.55666254791431e-09
8.41485721957639e-14	-1.02561783451785	0.74	0.872	4.82693039829341e-09	Eif1	-0.132	C286-157	1.85796200577161e-09
1.02286535739474e-13	-1.04473582116981	0.143	0.607	5.86736026308769e-09	Ndufc2	-0.464	C286-157	1.46144690982614e-09
1.05447569768993e-13	0.697737057815385	0.974	0.893	6.04868349708896e-09	Cmip	0.081	C286-157	1.59712200817628e-10
1.26725633674879e-13	-1.11113901414501	0.39	0.715	7.26923579885842e-09	Elob	-0.325	C286-157	3.72831611779051e-11
1.35492252181326e-13	-1.55945498273769	0.636	0.76	7.77210656962523e-09	Ppia	-0.124	C286-157	4.12454427867042e-17
1.52897380070832e-13	-1.31271989680307	0.403	0.707	8.77049951562305e-09	Hsp90aa1	-0.304	C286-157	5.49225877438989e-14
1.57272546785003e-13	-0.981763301942534	0.896	0.905	9.02146782868132e-09	Nap1l5	-0.00900000000000001	C286-157	6.3074734788476e-07
1.58092114443935e-13	-0.926231223312378	0.104	0.57	9.06847986873301e-09	Uqcr11	-0.466	C286-157	1.07548506312939e-06
1.65006737284519e-13	-1.10927641200713	0.221	0.64	9.46511646411458e-09	Rps28	-0.419	C286-157	6.39606033353595e-11
1.71047892478342e-13	0.506210965404558	1	0.996	9.81164920834266e-09	Ptprn2	0.004	C286-157	1.52105076562121e-13
1.82271949998496e-13	-1.14978255861379	0.701	0.822	1.04554835958137e-08	Eef1a1	-0.121	C286-157	5.0526244956871e-10
1.91341713351294e-13	-1.07504411685471	0.065	0.541	1.09757433612569e-08	mt-Nd4	-0.476	C286-157	2.4678012813416e-07
2.21383504849347e-13	-1.21096039188048	0.169	0.603	1.26990006051682e-08	mt-Nd1	-0.434	C286-157	1.2781512217253e-10
2.38023432492458e-13	-1.73056653525214	0.753	0.835	1.36535001346324e-08	Calm1	-0.082	C286-157	3.39139866866809e-16
3.28048948916388e-13	-0.984286889929335	0.143	0.603	1.88175438077419e-08	Rps5	-0.46	C286-157	7.55872191579185e-09
3.32153589109414e-13	-1.12976073341785	0.429	0.74	1.90529941784942e-08	Hint1	-0.311	C286-157	2.71467819277518e-10
3.39193472270555e-13	-0.994396077283896	0.273	0.669	1.94568159563836e-08	Rpl37a	-0.396	C286-157	7.31504577555441e-10
3.98636759549643e-13	-0.889496894307374	0.117	0.574	2.28666018012866e-08	Rpl28	-0.457	C286-157	7.3784076855204e-07
4.01424666680082e-13	-0.933389533199349	0.26	0.669	2.30265217301029e-08	Gm1673	-0.409	C286-157	2.96607524372334e-08
4.4805875112198e-13	-1.04642293463647	0.312	0.682	2.5701546081859e-08	Rps11	-0.37	C286-157	1.46161268062613e-10
5.11825100638084e-13	-1.09028223402399	0.234	0.636	2.93593114228018e-08	Rplp2	-0.402	C286-157	2.01632750092562e-10
5.83128338228451e-13	-0.890234866312999	0.117	0.57	3.34494077374604e-08	Rpl18a	-0.453	C286-157	8.27641148514683e-07
5.85914304861071e-13	-0.997733116920869	0.13	0.574	3.36092163554407e-08	Rpl26	-0.444	C286-157	4.23763132410911e-08
6.23397317624963e-13	-0.888653681469025	0.104	0.562	3.57593169336031e-08	Ndufb5	-0.458	C286-157	1.2075766332416e-06
6.44471789704244e-13	-0.892775681571357	0.377	0.719	3.69681908010148e-08	Fkbp2	-0.342	C286-157	4.48360010400277e-07
7.1678816358904e-13	-1.01021589486965	0.325	0.682	4.11164026397945e-08	Rpl11	-0.357	C286-157	1.83818235453039e-09
8.48169843037559e-13	-1.3006134382246	0.169	0.583	4.86527185363205e-08	Sncg	-0.414	C286-157	4.21260247913961e-11
1.06636615100151e-12	-0.949633995395351	0.208	0.607	6.11688951537488e-08	Dad1	-0.399	C286-157	1.3254621074981e-07
1.06939705842562e-12	-0.987633792394161	0.403	0.707	6.13427540654102e-08	Sncb	-0.304	C286-157	1.45802529211585e-08
1.08997633340258e-12	-1.04242533450311	0.299	0.669	6.25232224366387e-08	Atp5md	-0.37	C286-157	7.62884579451316e-10
1.0958002273541e-12	-0.989808561666233	0.234	0.669	6.28572926414858e-08	Cox5b	-0.435	C286-157	3.81811667750886e-09
1.11543752046083e-12	-0.967792394749408	0.156	0.583	6.39837270486739e-08	Rpl32	-0.427	C286-157	4.55111421348356e-08
1.17017742630045e-12	-0.919707194973943	0.208	0.632	6.71237175274465e-08	Pfdn5	-0.424	C286-157	6.47854279092612e-08
1.63482802036231e-12	-0.863494162018919	0.987	1	9.37770049040229e-08	Kidins220	-0.013	C286-157	0.012532530138481
1.72554508124753e-12	0.624458598081003	0.987	0.946	9.89807169505207e-08	Mapk10	0.041	C286-157	1.18995063900445e-05
1.9882908641792e-12	-0.958326711110371	0.208	0.616	1.14052340551047e-07	Ndufa11	-0.408	C286-157	1.50957339656752e-08
2.03428308934473e-12	-0.866037832249415	0.091	0.541	1.16690546570992e-07	mt-Nd2	-0.45	C286-157	2.17634601392397e-06
2.19859482119573e-12	-1.00804432363721	0.506	0.76	1.26115796133429e-07	Myl6	-0.254	C286-157	9.83541353488309e-09
2.48449185520011e-12	-0.796556562751893	0.078	0.525	1.42515421797989e-07	Rpl36a	-0.447	C286-157	4.76202857035587e-05
2.55731094366046e-12	-0.572938619594477	0.987	0.992	1.46692470350252e-07	Atp6v0b	-0.005	C286-157	0.9344193688226
2.58062498713915e-12	-0.916887256477765	0.065	0.512	1.48029810512276e-07	Atp5g3	-0.447	C286-157	1.26267727543271e-05
2.74400477820414e-12	0.588094627119784	1	0.967	1.57401602087346e-07	Dclk1	0.033	C286-157	1.88041088189941e-13
2.78849715267165e-12	-0.761644056242029	0.13	0.583	1.59953773671551e-07	Ndufb10	-0.453	C286-157	4.21789835918893e-06
2.84193584295001e-12	-1.08157065915255	0.234	0.612	1.63019123823298e-07	Rpl34	-0.378	C286-157	8.03249541439796e-10
2.88935243223686e-12	-0.89258722130442	0.299	0.669	1.65739034217971e-07	Rps12	-0.37	C286-157	1.67446664282746e-07
3.40588952393961e-12	-0.847628859618554	0.545	0.793	1.95368634872224e-07	Oaz1	-0.248	C286-157	9.27402609102404e-07
3.56811655978306e-12	0.594180008717186	1	0.992	2.04674302102276e-07	Tmem178b	0.00800000000000001	C286-157	4.06551617406741e-13
3.59842857565943e-12	-0.888643534780689	0.234	0.62	2.06413059956976e-07	Rps9	-0.386	C286-157	1.03102321761709e-07
3.98725465953732e-12	-0.864019577912784	0.078	0.525	2.2871690178038e-07	Atp6v1f	-0.447	C286-157	7.67686337871175e-06
4.71723729685279e-12	-1.09635441319319	0.273	0.649	2.7059016582207e-07	Cox5a	-0.376	C286-157	5.08786312344843e-10
5.22741411011092e-12	-0.874711929848006	0.468	0.707	2.99854928184183e-07	Rps2	-0.239	C286-157	1.6135570270279e-06
6.58995287957036e-12	-0.858398137487811	0.169	0.574	3.78012877077915e-07	Ndufc1	-0.405	C286-157	7.66327348103713e-07
6.64802395841787e-12	-0.977060482385104	0.455	0.707	3.81343950302766e-07	Selenok	-0.252	C286-157	1.74463008219376e-07
6.99786205686542e-12	-0.874245313530252	0.688	0.81	4.01411363305914e-07	Cox7c	-0.122	C286-157	3.15635942741212e-07
7.02448328944009e-12	-0.900861942776992	0.13	0.562	4.02938410448862e-07	Ndufb11	-0.432	C286-157	1.07921872548896e-06
9.07201511395705e-12	-0.94616031434949	0.662	0.822	5.20388930966804e-07	Mdh1	-0.16	C286-157	5.02480660456413e-06
9.22486219047965e-12	-0.887531189308387	0.247	0.62	5.29156544970294e-07	Rab3a	-0.373	C286-157	1.39375065037683e-07
9.9024590305295e-12	-0.953192691579564	0.649	0.764	5.68024854909233e-07	Cox8a	-0.115	C286-157	1.97777106784241e-08
1.2307659910477e-11	-0.956660271411838	0.273	0.649	7.05991987784782e-07	Naca	-0.376	C286-157	6.52697302598828e-09
1.25828914392559e-11	-0.789518715821791	0.896	0.93	7.21779818738599e-07	Tecr	-0.034	C286-157	0.000288384861550427
1.35895763211247e-11	-0.765586484611455	0.052	0.483	7.79525276932356e-07	Psmb6	-0.431	C286-157	0.00112738615344779
1.71437697537705e-11	-0.758841733928332	0.117	0.533	9.83400920615786e-07	Dynlrb1	-0.416	C286-157	3.04753521449775e-05
1.81436035861072e-11	0.592563702270427	0.987	0.946	1.04075338890628e-06	Grid1	0.041	C286-157	4.69163783600534e-12
2.13208870611325e-11	-0.833511000359707	0.13	0.55	1.22300872360068e-06	Atp5e	-0.42	C286-157	3.25307120835629e-06
2.22386653971851e-11	-1.3816140166516	0.623	0.748	1.27565432451333e-06	Actb	-0.125	C286-157	3.73464166094438e-13
2.28878723123827e-11	-0.895829893327258	0.312	0.682	1.3128941315829e-06	Rps26	-0.37	C286-157	1.07936364739326e-07
2.38690502051834e-11	-0.99627119120785	0.779	0.835	1.36917645786973e-06	Atp1b1	-0.0559999999999999	C286-157	6.2962802230941e-08
2.52551326567974e-11	-0.904441106893705	0.429	0.748	1.44868491945921e-06	Pebp1	-0.319	C286-157	8.13477761751855e-07
2.59935428035016e-11	-0.853002765255207	0.455	0.769	1.49104160229446e-06	Rpl36	-0.314	C286-157	4.81829372965686e-08
2.94279070820509e-11	-0.936197537132679	0.649	0.826	1.68804360604061e-06	Sec62	-0.177	C286-157	9.97258188328425e-07
3.01218482591765e-11	-0.785621147729023	0.117	0.545	1.72784945984288e-06	Mif	-0.428	C286-157	3.8347305505697e-06
3.29585736446875e-11	0.58758617751378	0.987	0.992	1.89056970140656e-06	Dab1	-0.005	C286-157	4.69516875516167e-08
3.58973394644811e-11	-0.81856523443709	0.156	0.566	2.05914318636156e-06	Rpl30	-0.41	C286-157	9.56984011642256e-07
3.6735581447899e-11	-0.76632127995347	0.169	0.566	2.10722642301438e-06	Atp5mpl	-0.397	C286-157	5.56621847185236e-06
3.79727645513746e-11	0.582800303540648	1	0.88	2.17819372019595e-06	Srgap3	0.12	C286-157	2.20361427167685e-13
3.81560443556143e-11	-0.776291263099338	0.104	0.512	2.18870701632675e-06	Rpl35	-0.408	C286-157	2.66117464845245e-05
3.93473572991898e-11	-0.809311169029818	0.104	0.517	2.25704310939612e-06	Chchd10	-0.413	C286-157	1.73298258387057e-05
4.02589835295205e-11	-0.71418926186056	0.26	0.669	2.30933581322035e-06	Rpl22l1	-0.409	C286-157	1.61545559665093e-05
4.1070343038011e-11	-0.877178687875666	0.299	0.657	2.35587701734639e-06	Tubb5	-0.358	C286-157	3.70732550059909e-08
4.16096141036109e-11	-0.85730677084494	0.169	0.566	2.38681068421133e-06	Cox7a2	-0.397	C286-157	3.15389422338669e-07
5.17967496063071e-11	0.646828847481542	0.961	0.905	2.97116515091699e-06	Aopep	0.0559999999999999	C286-157	5.41083337515433e-09
5.54514260836165e-11	-0.839983300213081	0.286	0.624	3.18080470300841e-06	Prdx1	-0.338	C286-157	1.35213680699489e-06
5.58430844223518e-11	-0.926495283461301	0.442	0.711	3.20327100863494e-06	Ywhah	-0.269	C286-157	1.347983072649e-06
5.65317161832459e-11	0.663895964409808	0.961	0.876	3.24277230370335e-06	Rimbp2	0.085	C286-157	1.59772118528998e-10
5.70160805217694e-11	-0.820906713064276	0.377	0.669	3.27055641088974e-06	Rtl8a	-0.292	C286-157	4.24693224258428e-07
6.8644366398654e-11	-0.789028924225062	0.351	0.665	3.93757814535959e-06	Park7	-0.314	C286-157	1.43914729990645e-06
7.09902568474297e-11	-0.795634150756957	0.442	0.736	4.07214311328226e-06	Tle5	-0.294	C286-157	9.37882776649048e-07
7.4772082707702e-11	-0.824127144439919	0.156	0.566	4.2890762082792e-06	Cacybp	-0.41	C286-157	2.54407862212928e-06
7.5875149029597e-11	-0.755974017513075	0.234	0.612	4.35235029863575e-06	Rpl29	-0.378	C286-157	1.57585583736096e-05
8.10314769969616e-11	-0.768940892869724	0.545	0.802	4.64812758349971e-06	Slc25a3	-0.257	C286-157	0.000117680261145368
8.2485476897344e-11	-0.984130808688618	0.636	0.781	4.73153192578545e-06	Bex3	-0.145	C286-157	1.78413690024961e-08
8.25289762117497e-11	-0.788704386950716	0.234	0.599	4.73402713345839e-06	Spcs1	-0.365	C286-157	9.75736295777538e-07
1.32252415782695e-10	-0.886110695877532	0.299	0.616	7.58626307412693e-06	Rps14	-0.317	C286-157	2.55828440875622e-07
1.50741388684569e-10	-0.798510449730785	0.416	0.715	8.64682753772424e-06	Selenom	-0.299	C286-157	1.0359532495619e-06
1.51985485990018e-10	-0.738912886563128	0.156	0.558	8.71819144735939e-06	Uqcrb	-0.402	C286-157	6.10306735132132e-06
1.80948733745541e-10	0.530569696631419	0.974	0.975	1.03795812651117e-05	Tnik	-0.001	C286-157	1.93374748399477e-10
2.0717257084946e-10	-0.861821473423691	0.195	0.591	1.18838330090667e-05	Rps4x	-0.396	C286-157	1.96751199299984e-07
2.09035528809142e-10	-0.64033906642126	0.117	0.525	1.199069600355e-05	Romo1	-0.408	C286-157	0.000183793661865635
2.14122051350647e-10	-0.827232515667467	0.169	0.545	1.22824691095758e-05	Nme1	-0.376	C286-157	2.23154820428886e-06
2.26192996539711e-10	-0.759370003571624	0.273	0.624	1.29748826675109e-05	Gabarap	-0.351	C286-157	1.84263895227876e-05
2.45560869789802e-10	-0.824194365914235	0.26	0.62	1.40858626128826e-05	Sub1	-0.36	C286-157	8.21246694175219e-07
2.6094548891337e-10	-0.855255572659391	0.351	0.674	1.49683551350487e-05	Cfl1	-0.323	C286-157	1.6623253225066e-06
2.64989326157533e-10	-0.747418392135272	0.143	0.545	1.52003177270484e-05	Fabp5	-0.402	C286-157	9.7861937696829e-06
2.66378162173668e-10	0.568794795007408	0.961	0.839	1.52799841386059e-05	Arnt2	0.122	C286-157	1.7755122027535e-09
2.80175778440916e-10	-0.77614287803093	0.792	0.893	1.60714430029278e-05	6330403K07Rik	-0.101	C286-157	0.00029394371449656
2.8246529812885e-10	0.578859732850024	1	0.942	1.62027744312671e-05	Arhgap24	0.0580000000000001	C286-157	2.27289645329952e-05
2.89943041837043e-10	0.789568338158045	0.961	0.942	1.66317127658565e-05	Sulf1	0.019	C286-157	4.00546595491788e-13
3.75401395963065e-10	0.508725504949099	0.987	0.921	2.15337748752333e-05	Cacna1b	0.0659999999999999	C286-157	2.45202024595031e-08
3.89398995987329e-10	-0.675365881479382	0.104	0.496	2.23367052078252e-05	Pmch	-0.392	C286-157	0.00134752484599518
4.13744987365699e-10	-0.764986377527752	0.636	0.822	2.37332399652712e-05	Gng3	-0.186	C286-157	0.00037906981864211
4.17554023634667e-10	-0.713026032748515	0.169	0.558	2.39517339037318e-05	Ldhb	-0.389	C286-157	0.000141593342531016
4.27453875528934e-10	-0.84184822229277	0.416	0.694	2.45196092080907e-05	Itm2a	-0.278	C286-157	1.60594805862112e-05
4.87783954272694e-10	-0.680256713172682	0.156	0.55	2.79802631849903e-05	Ubl5	-0.394	C286-157	0.000157478200745826
5.02308730777312e-10	-0.709648824945714	0.247	0.603	2.88134334148482e-05	Ndufa3	-0.356	C286-157	5.16051539226155e-06
5.11724196211592e-10	-0.730068594832923	0.377	0.669	2.93535233430893e-05	Scg2	-0.292	C286-157	3.26689443826277e-05
6.0360114956478e-10	-0.686173315420557	0.156	0.533	3.46237691413349e-05	Eif3k	-0.377	C286-157	8.75517873105649e-05
6.44152899242763e-10	-0.605660564836598	0.026	0.405	3.69498986063634e-05	Rps25	-0.379	C286-157	0.269767726381181
6.61475759224167e-10	-0.68373776578498	0.13	0.517	3.79435725006167e-05	Hcrt	-0.387	C286-157	0.000376236481628501
6.7575425449707e-10	-0.740593841068807	0.26	0.603	3.87626155464609e-05	Ndufs7	-0.343	C286-157	1.12306782807838e-05
6.85846155221807e-10	-0.69321260035283	0.273	0.62	3.93415071558333e-05	Nsg1	-0.347	C286-157	6.89207526300555e-05
7.18619206655981e-10	0.515014249513249	1	0.946	4.12214349322004e-05	Tenm3	0.0540000000000001	C286-157	4.72856579403506e-08
7.26512624149741e-10	-0.766238636535567	0.299	0.624	4.16742171464774e-05	Rps27	-0.325	C286-157	1.67661860095005e-05
7.45486084678004e-10	0.693393878786639	0.987	0.967	4.27625727892996e-05	Asic2	0.02	C286-157	1.38837007222276e-05
7.81869074309221e-10	-0.942805084585772	0.338	0.632	4.48495738405255e-05	Nenf	-0.294	C286-157	2.3221316300576e-08
7.97498864170915e-10	-0.801594726444302	0.247	0.579	4.5746129846572e-05	Rps7	-0.332	C286-157	4.93371414158798e-06
9.41668128088256e-10	-0.754637071320128	0.273	0.595	5.40159671633986e-05	Tubb4b	-0.322	C286-157	8.38901306797438e-06
9.4541861770741e-10	-1.24149599555452	0.481	0.674	5.42311027489325e-05	Ndn	-0.193	C286-157	2.91452326817507e-10
1.02812197375254e-09	0.421522637835983	1	0.996	5.89751326583934e-05	Frmd4a	0.004	C286-157	9.23765186595508e-07
1.04119048148321e-09	-0.580921142717533	0.013	0.38	5.97247683988399e-05	Rps10	-0.367	C286-157	1
1.21294718433199e-09	-0.755309537872612	0.364	0.649	6.95770763876518e-05	Atp5g1	-0.285	C286-157	9.60903679613841e-06
1.47822612720669e-09	-0.570511829468593	0.039	0.413	8.47940071088303e-05	Rpl7	-0.374	C286-157	0.155205357792568
1.49914343830227e-09	-0.836992293606567	0.26	0.599	8.59938659078949e-05	Uqcrh	-0.339	C286-157	3.98875863149805e-06
1.50293862576538e-09	0.463636675399875	1	0.963	8.62115654511537e-05	Kcnma1	0.037	C286-157	3.52569154924443e-06
1.64830207571659e-09	0.578950758762198	0.857	0.624	9.45499036672548e-05	Fto	0.233	C286-157	2.68936439812352e-07
1.94427159937465e-09	-0.568983149232821	0.078	0.467	0.000111527307483329	mt-Co1	-0.389	C286-157	0.00395350040969597
