gene	class	siteSet_name	pwm_name	total_pwms_in_gene	n_transcripts	pwms_per_transcript
Dmxl1	Background	MA0018.1	CREB1	2	1	2
Aldh7a1	Background	MA0018.1	CREB1	11	2	5.5
Gm19500	Background	MA0018.1	CREB1	1	1	1
Minar2	Background	MA0018.1	CREB1	5	1	5
Chsy3	Background	MA0018.1	CREB1	3	1	3
Bvht	Background	MA0018.1	CREB1	3	1	3
Txnl1	Background	MA0018.1	CREB1	14	2	7
Pmaip1	IEGs	MA0018.1	CREB1	8	1	8
Rnf165	Background	MA0018.1	CREB1	5	1	5
Rbfa	Background	MA0018.1	CREB1	2	1	2
Cpt1a	Background	MA0018.1	CREB1	11	3	3.66666666666667
Ankrd13d	Background	MA0018.1	CREB1	4	1	4
Npas4	IEGs	MA0018.1	CREB1	2	1	2
Yif1a	Background	MA0018.1	CREB1	7	1	7
Cnih2	Background	MA0018.1	CREB1	4	2	2
Fosl1	IEGs	MA0018.1	CREB1	3	1	3
Malat1	Background	MA0018.1	CREB1	9	2	4.5
Nudt22	Background	MA0018.1	CREB1	2	1	2
Ttc9c	Background	MA0018.1	CREB1	5	2	2.5
Ubxn1	Background	MA0018.1	CREB1	5	2	2.5
Dtx4	Background	MA0018.1	CREB1	9	2	4.5
Prune2	Background	MA0018.1	CREB1	12	4	3
Ifit2	IEGs	MA0018.1	CREB1	16	4	4
Ifit3	IEGs	MA0018.1	CREB1	1	1	1
Ifit1	IEGs	MA0018.1	CREB1	7	2	3.5
Fgfbp3	Background	MA0018.1	CREB1	7	2	3.5
Cep55	Background	MA0018.1	CREB1	4	1	4
Marveld1	Background	MA0018.1	CREB1	1	1	1
Zfyve27	Background	MA0018.1	CREB1	7	1	7
Sema4g	Background	MA0018.1	CREB1	10	3	3.33333333333333
Add3	Background	MA0018.1	CREB1	21	6	3.5
Dusp5	IEGs	MA0018.1	CREB1	7	1	7
Acsl5	Background	MA0018.1	CREB1	10	4	2.5
Meig1	Background	MA0018.1	CREB1	11	2	5.5
Hspa14	Background	MA0018.1	CREB1	8	2	4
Taf3	Background	MA0018.1	CREB1	13	3	4.33333333333333
Mrpl41	Background	MA0018.1	CREB1	7	1	7
Sec16a	Background	MA0018.1	CREB1	9	1	9
Agpat2	Background	MA0018.1	CREB1	6	2	3
Brd3os	Background	MA0018.1	CREB1	3	1	3
Rapgef1	Background	MA0018.1	CREB1	11	3	3.66666666666667
1110008P14Rik	Background	MA0018.1	CREB1	2	1	2
Eng	Background	MA0018.1	CREB1	4	2	2
Mvb12b	Background	MA0018.1	CREB1	6	1	6
Mapkap1	Background	MA0018.1	CREB1	6	1	6
Traf1	IEGs	MA0018.1	CREB1	5	2	2.5
Ggta1	Background	MA0018.1	CREB1	23	5	4.6
Strbp	Background	MA0018.1	CREB1	25	4	6.25
Crb2	Background	MA0018.1	CREB1	2	1	2
Olfml2a	Background	MA0018.1	CREB1	2	1	2
Gtdc1	Background	MA0018.1	CREB1	8	1	8
Orc4	Background	MA0018.1	CREB1	2	1	2
Lypd6	Background	MA0018.1	CREB1	1	1	1
Nr4a2	IEGs	MA0018.1	CREB1	21	3	7
Baz2b	Background	MA0018.1	CREB1	22	5	4.4
Grb14	Background	MA0018.1	CREB1	11	3	3.66666666666667
Scn2a	Background	MA0018.1	CREB1	10	4	2.5
Csrnp3	Background	MA0018.1	CREB1	11	3	3.66666666666667
Map3k20	Background	MA0018.1	CREB1	19	4	4.75
Cir1	Background	MA0018.1	CREB1	11	1	11
Scrn3	Background	MA0018.1	CREB1	9	1	9
Wipf1	Background	MA0018.1	CREB1	7	6	1.16666666666667
Aplnr	Background	MA0018.1	CREB1	4	1	4
Arhgap1	Background	MA0018.1	CREB1	4	2	2
Ambra1	Background	MA0018.1	CREB1	6	2	3
Cd82	Background	MA0018.1	CREB1	15	3	5
Cat	Background	MA0018.1	CREB1	8	3	2.66666666666667
Dcdc5	Background	MA0018.1	CREB1	8	2	4
Arl14ep	Background	MA0018.1	CREB1	2	2	1
Bdnf	IEGs	MA0018.1	CREB1	13	5	2.6
Nop10	Background	MA0018.1	CREB1	3	1	3
Emc7	Background	MA0018.1	CREB1	8	1	8
Thbs1	IEGs	MA0018.1	CREB1	6	1	6
Rmdn3	Background	MA0018.1	CREB1	4	1	4
Chac1	Background	MA0018.1	CREB1	3	1	3
Vps39	Background	MA0018.1	CREB1	5	1	5
Ttbk2	Background	MA0018.1	CREB1	5	1	5
Secisbp2l	Background	MA0018.1	CREB1	5	2	2.5
Dusp2	IEGs	MA0018.1	CREB1	6	1	6
Mertk	Background	MA0018.1	CREB1	3	1	3
Zc3h8	Background	MA0018.1	CREB1	2	1	2
Il1a	IEGs	MA0018.1	CREB1	4	3	1.33333333333333
Il1b	IEGs	MA0018.1	CREB1	5	2	2.5
Crls1	Background	MA0018.1	CREB1	12	2	6
Ralgapa2	Background	MA0018.1	CREB1	9	2	4.5
Napb	Background	MA0018.1	CREB1	4	1	4
Vsx1	Background	MA0018.1	CREB1	2	1	2
H13	Background	MA0018.1	CREB1	5	1	5
Eif2s2	Background	MA0018.1	CREB1	6	1	6
Eif6	Background	MA0018.1	CREB1	1	1	1
Tomm34	Background	MA0018.1	CREB1	4	1	4
Slc12a5	Background	MA0018.1	CREB1	5	2	2.5
Cd40	Background	MA0018.1	CREB1	8	2	4
Tmem189	Background	MA0018.1	CREB1	14	2	7
Cebpb	IEGs	MA0018.1	CREB1	10	1	10
Ppp4r1l-ps	Background	MA0018.1	CREB1	8	1	8
Gm4631	Background	MA0018.1	CREB1	3	1	3
Ss18l1	Background	MA0018.1	CREB1	10	1	10
Osbpl2	Background	MA0018.1	CREB1	3	1	3
Ogfr	Background	MA0018.1	CREB1	3	1	3
Lrrcc1	Background	MA0018.1	CREB1	5	1	5
Armc1	Background	MA0018.1	CREB1	5	1	5
Gyg	Background	MA0018.1	CREB1	13	3	4.33333333333333
Kcnmb2	Background	MA0018.1	CREB1	1	1	1
Gm38505	Background	MA0018.1	CREB1	3	1	3
4932438A13Rik	Background	MA0018.1	CREB1	9	2	4.5
Rps23-ps1	Background	MA0018.1	CREB1	1	1	1
Ankrd50	Background	MA0018.1	CREB1	4	1	4
Pgrmc2	Background	MA0018.1	CREB1	9	1	9
Noct	IEGs	MA0018.1	CREB1	2	1	2
Tm4sf4	Background	MA0018.1	CREB1	12	2	6
Selenot	Background	MA0018.1	CREB1	1	1	1
Plch1	Background	MA0018.1	CREB1	5	2	2.5
Gmps	Background	MA0018.1	CREB1	6	1	6
Iqcj	Background	MA0018.1	CREB1	4	1	4
Smc4	Background	MA0018.1	CREB1	8	6	1.33333333333333
Gm20754	Background	MA0018.1	CREB1	1	1	1
Fstl5	Background	MA0018.1	CREB1	5	1	5
Tmem144	Background	MA0018.1	CREB1	7	2	3.5
Tlr2	IEGs	MA0018.1	CREB1	3	1	3
Rps3a1	Background	MA0018.1	CREB1	4	1	4
Rit1	Background	MA0018.1	CREB1	2	1	2
5830417I10Rik	Background	MA0018.1	CREB1	8	1	8
Hcn3	Background	MA0018.1	CREB1	1	1	1
Trim46	Background	MA0018.1	CREB1	7	3	2.33333333333333
Zbtb7b	Background	MA0018.1	CREB1	7	3	2.33333333333333
Tpm3	Background	MA0018.1	CREB1	14	6	2.33333333333333
Slc39a1	Background	MA0018.1	CREB1	3	1	3
Celf3	Background	MA0018.1	CREB1	13	5	2.6
Scnm1	Background	MA0018.1	CREB1	6	1	6
Cers2	Background	MA0018.1	CREB1	17	4	4.25
Mcl1	IEGs	MA0018.1	CREB1	6	2	3
BC028528	Background	MA0018.1	CREB1	1	1	1
Txnip	IEGs	MA0018.1	CREB1	8	2	4
Polr3c	Background	MA0018.1	CREB1	3	1	3
Rnf115	Background	MA0018.1	CREB1	4	1	4
Casq2	Background	MA0018.1	CREB1	5	3	1.66666666666667
A230001M10Rik	Background	MA0018.1	CREB1	2	1	2
Bcas2	Background	MA0018.1	CREB1	5	1	5
Magi3	Background	MA0018.1	CREB1	2	1	2
Rhoc	Background	MA0018.1	CREB1	5	1	5
Gnai3	Background	MA0018.1	CREB1	3	1	3
Gpr61	Background	MA0018.1	CREB1	2	1	2
Psma5	Background	MA0018.1	CREB1	5	1	5
Vav3	Background	MA0018.1	CREB1	9	3	3
Extl2	Background	MA0018.1	CREB1	12	2	6
Vcam1	IEGs	MA0018.1	CREB1	6	2	3
Trmt13	Background	MA0018.1	CREB1	11	2	5.5
Slc35a3	Background	MA0018.1	CREB1	5	1	5
F3	IEGs	MA0018.1	CREB1	9	2	4.5
Abcd3	Background	MA0018.1	CREB1	5	1	5
Larp7	Background	MA0018.1	CREB1	11	1	11
Fam241a	Background	MA0018.1	CREB1	2	1	2
Mcub	Background	MA0018.1	CREB1	3	1	3
Ube2d3	Background	MA0018.1	CREB1	4	2	2
Lamtor3	Background	MA0018.1	CREB1	2	1	2
Mttp	Background	MA0018.1	CREB1	5	2	2.5
Gbp2	IEGs	MA0018.1	CREB1	2	2	1
Gtf2b	Background	MA0018.1	CREB1	4	1	4
Gm43445	Background	MA0018.1	CREB1	1	1	1
Zzz3	Background	MA0018.1	CREB1	8	2	4
Zranb2	Background	MA0018.1	CREB1	1	1	1
Penk	Background	MA0018.1	CREB1	7	1	7
Fam110b	Background	MA0018.1	CREB1	2	3	0.666666666666667
Gem	IEGs	MA0018.1	CREB1	11	2	5.5
Nbn	Background	MA0018.1	CREB1	4	1	4
Cpne3	Background	MA0018.1	CREB1	9	3	3
Coq3	Background	MA0018.1	CREB1	3	1	3
Pnrc1	Background	MA0018.1	CREB1	7	4	1.75
Akirin2	Background	MA0018.1	CREB1	3	1	3
C9orf72	Background	MA0018.1	CREB1	3	1	3
Smu1	Background	MA0018.1	CREB1	4	1	4
Bag1	Background	MA0018.1	CREB1	3	1	3
Ubap1	Background	MA0018.1	CREB1	9	2	4.5
1110017D15Rik	Background	MA0018.1	CREB1	7	3	2.33333333333333
Fam219a	Background	MA0018.1	CREB1	5	1	5
Galt	Background	MA0018.1	CREB1	3	1	3
Phf24	Background	MA0018.1	CREB1	4	2	2
Rgp1	Background	MA0018.1	CREB1	6	1	6
Gabbr2	Background	MA0018.1	CREB1	8	1	8
Nr4a3	IEGs	MA0018.1	CREB1	20	4	5
Mrpl50	Background	MA0018.1	CREB1	9	1	9
Ugcg	Background	MA0018.1	CREB1	3	1	3
Rgs3	Background	MA0018.1	CREB1	21	9	2.33333333333333
Cdk5rap2	Background	MA0018.1	CREB1	4	2	2
Nfib	IEGs	MA0018.1	CREB1	13	7	1.85714285714286
Ttc39b	Background	MA0018.1	CREB1	10	4	2.5
Jun	IEGs	MA0018.1	CREB1	15	2	7.5
Cyp2j12	Background	MA0018.1	CREB1	2	1	2
Dnajc6	Background	MA0018.1	CREB1	9	3	3
Dab1	Background	MA0018.1	CREB1	3	3	1
Plpp3	Background	MA0018.1	CREB1	3	1	3
Podn	Background	MA0018.1	CREB1	1	1	1
Eri3	Background	MA0018.1	CREB1	14	4	3.5
Svbp	Background	MA0018.1	CREB1	2	1	2
Ppih	Background	MA0018.1	CREB1	2	1	2
Rlf	Background	MA0018.1	CREB1	7	2	3.5
Mycbp	Background	MA0018.1	CREB1	8	1	8
Marcksl1	IEGs	MA0018.1	CREB1	1	1	1
Iqcc	Background	MA0018.1	CREB1	3	1	3
Ptpru	Background	MA0018.1	CREB1	10	2	5
Dnajc8	Background	MA0018.1	CREB1	8	2	4
Zfp46	Background	MA0018.1	CREB1	5	2	2.5
Kif17	Background	MA0018.1	CREB1	10	2	5
Capzb	Background	MA0018.1	CREB1	20	6	3.33333333333333
Arhgef10l	Background	MA0018.1	CREB1	14	4	3.5
Dnajc16	Background	MA0018.1	CREB1	7	1	7
Kazn	Background	MA0018.1	CREB1	4	2	2
Gm13226	Background	MA0018.1	CREB1	2	1	2
Mad2l2	Background	MA0018.1	CREB1	5	2	2.5
Fbxo44	Background	MA0018.1	CREB1	5	1	5
Mtor	Background	MA0018.1	CREB1	1	1	1
Exosc10	Background	MA0018.1	CREB1	3	1	3
Dffa	Background	MA0018.1	CREB1	1	1	1
Prkcz	Background	MA0018.1	CREB1	7	2	3.5
Tmem52	Background	MA0018.1	CREB1	6	1	6
Mxra8	Background	MA0018.1	CREB1	10	3	3.33333333333333
Ube2j2	Background	MA0018.1	CREB1	1	1	1
C1qtnf12	Background	MA0018.1	CREB1	2	1	2
Sri	Background	MA0018.1	CREB1	10	2	5
Sema3d	Background	MA0018.1	CREB1	3	1	3
Fbxl13	Background	MA0018.1	CREB1	4	1	4
Rheb	IEGs	MA0018.1	CREB1	11	2	5.5
Otof	Background	MA0018.1	CREB1	5	2	2.5
Agbl5	Background	MA0018.1	CREB1	3	1	3
Gtf3c2	Background	MA0018.1	CREB1	13	2	6.5
Zfp512	Background	MA0018.1	CREB1	4	1	4
Fosl2	IEGs	MA0018.1	CREB1	18	3	6
Add1	Background	MA0018.1	CREB1	2	1	2
Htra3	Background	MA0018.1	CREB1	10	3	3.33333333333333
Ccdc96	Background	MA0018.1	CREB1	7	1	7
Gm2810	Background	MA0018.1	CREB1	1	1	1
Rpl9	Background	MA0018.1	CREB1	16	1	16
Rbm47	Background	MA0018.1	CREB1	22	7	3.14285714285714
Uchl1	Background	MA0018.1	CREB1	7	2	3.5
Gabra2	Background	MA0018.1	CREB1	6	2	3
Dancr	Background	MA0018.1	CREB1	2	1	2
Kit	Background	MA0018.1	CREB1	7	2	3.5
Cxcl1	IEGs	MA0018.1	CREB1	3	2	1.5
Cxcl2	IEGs	MA0018.1	CREB1	3	1	3
Cxcl10	IEGs	MA0018.1	CREB1	5	2	2.5
Shroom3	Background	MA0018.1	CREB1	20	8	2.5
Cnot6l	Background	MA0018.1	CREB1	6	2	3
Fras1	Background	MA0018.1	CREB1	2	1	2
Anxa3	Background	MA0018.1	CREB1	7	4	1.75
Arhgap24	Background	MA0018.1	CREB1	12	6	2
Lrrc8c	Background	MA0018.1	CREB1	28	7	4
Btbd8	Background	MA0018.1	CREB1	5	2	2.5
Gm10419	Background	MA0018.1	CREB1	3	1	3
Tchp	Background	MA0018.1	CREB1	6	1	6
Cox6a1	Background	MA0018.1	CREB1	6	1	6
Rplp0	Background	MA0018.1	CREB1	6	1	6
Ccdc60	Background	MA0018.1	CREB1	2	1	2
Sh2b3	Background	MA0018.1	CREB1	10	2	5
Bcl7a	Background	MA0018.1	CREB1	2	1	2
Rsrc2	Background	MA0018.1	CREB1	9	2	4.5
Ogfod2	Background	MA0018.1	CREB1	10	1	10
Tctn2	Background	MA0018.1	CREB1	6	2	3
Tmem132b	Background	MA0018.1	CREB1	7	2	3.5
Tyw1	Background	MA0018.1	CREB1	12	2	6
Caln1	Background	MA0018.1	CREB1	11	5	2.2
Gtf2ird2	Background	MA0018.1	CREB1	5	1	5
Prkrip1	Background	MA0018.1	CREB1	6	1	6
Znhit1	Background	MA0018.1	CREB1	10	2	5
Serpine1	IEGs	MA0018.1	CREB1	3	2	1.5
Trip6	Background	MA0018.1	CREB1	7	1	7
Gm16089	Background	MA0018.1	CREB1	2	1	2
Gjc3	Background	MA0018.1	CREB1	2	1	2
Mcm7	Background	MA0018.1	CREB1	13	2	6.5
Sdk1	Background	MA0018.1	CREB1	2	1	2
Tnrc18	Background	MA0018.1	CREB1	10	4	2.5
Kdelr2	Background	MA0018.1	CREB1	6	1	6
Nptx2	IEGs	MA0018.1	CREB1	9	1	9
Zfp655	Background	MA0018.1	CREB1	8	1	8
Gpr12	Background	MA0018.1	CREB1	3	1	3
Lnx2	Background	MA0018.1	CREB1	10	2	5
Uspl1	Background	MA0018.1	CREB1	6	1	6
Dlx5	Background	MA0018.1	CREB1	4	1	4
Nxph1	Background	MA0018.1	CREB1	6	2	3
Impdh1	Background	MA0018.1	CREB1	5	2	2.5
Irf5	Background	MA0018.1	CREB1	23	5	4.6
Ube2h	Background	MA0018.1	CREB1	8	2	4
Tmem209	Background	MA0018.1	CREB1	3	1	3
Slc37a3	Background	MA0018.1	CREB1	3	2	1.5
Mkrn1	Background	MA0018.1	CREB1	4	1	4
Tmem178b	Background	MA0018.1	CREB1	2	1	2
Agk	Background	MA0018.1	CREB1	3	1	3
Cntnap2	Background	MA0018.1	CREB1	8	3	2.66666666666667
Repin1	Background	MA0018.1	CREB1	8	2	4
Gimap8	Background	MA0018.1	CREB1	2	1	2
Gpnmb	Background	MA0018.1	CREB1	24	6	4
Tax1bp1	Background	MA0018.1	CREB1	5	1	5
Scrn1	Background	MA0018.1	CREB1	3	1	3
Pyurf	Background	MA0018.1	CREB1	2	1	2
Herc3	Background	MA0018.1	CREB1	8	3	2.66666666666667
Gprin3	Background	MA0018.1	CREB1	1	1	1
Immt	Background	MA0018.1	CREB1	8	2	4
Particl	Background	MA0018.1	CREB1	2	1	2
Zfp638	Background	MA0018.1	CREB1	8	2	4
Egr4	IEGs	MA0018.1	CREB1	6	1	6
Pcbp1	Background	MA0018.1	CREB1	10	1	10
Rab43	Background	MA0018.1	CREB1	12	3	4
Wnt7a	Background	MA0018.1	CREB1	2	1	2
Slc6a6	Background	MA0018.1	CREB1	20	5	4
Magi1	Background	MA0018.1	CREB1	5	4	1.25
Ppp4r2	Background	MA0018.1	CREB1	6	2	3
Cntn3	Background	MA0018.1	CREB1	2	1	2
Trnt1	Background	MA0018.1	CREB1	5	1	5
Bhlhe40	IEGs	MA0018.1	CREB1	8	3	2.66666666666667
Lmcd1	Background	MA0018.1	CREB1	2	1	2
Lhfpl4	Background	MA0018.1	CREB1	5	1	5
Il17re	Background	MA0018.1	CREB1	1	1	1
Timp4	Background	MA0018.1	CREB1	3	1	3
Ift122	Background	MA0018.1	CREB1	14	4	3.5
Depp1	Background	MA0018.1	CREB1	2	1	2
Rad52	Background	MA0018.1	CREB1	2	1	2
Slc2a3	IEGs	MA0018.1	CREB1	18	4	4.5
Lpcat3	Background	MA0018.1	CREB1	6	2	3
P3h3	Background	MA0018.1	CREB1	3	1	3
Mlf2	Background	MA0018.1	CREB1	22	3	7.33333333333333
Chd4	Background	MA0018.1	CREB1	14	3	4.66666666666667
Parp11	Background	MA0018.1	CREB1	5	3	1.66666666666667
Itfg2	Background	MA0018.1	CREB1	6	1	6
Clec2d	Background	MA0018.1	CREB1	2	1	2
Cd69	IEGs	MA0018.1	CREB1	2	1	2
H2aj	Background	MA0018.1	CREB1	5	1	5
Rerg	Background	MA0018.1	CREB1	5	2	2.5
Slco1c1	Background	MA0018.1	CREB1	3	1	3
Etfrf1	Background	MA0018.1	CREB1	5	1	5
Mrps35	Background	MA0018.1	CREB1	3	1	3
Mboat7	Background	MA0018.1	CREB1	5	1	5
Leng9	Background	MA0018.1	CREB1	11	1	11
Syt5	Background	MA0018.1	CREB1	13	2	6.5
Cox6b2	Background	MA0018.1	CREB1	1	2	0.5
Isoc2a	Background	MA0018.1	CREB1	1	1	1
Zfp580	Background	MA0018.1	CREB1	7	1	7
Zfp787	Background	MA0018.1	CREB1	8	1	8
Peg3	Background	MA0018.1	CREB1	16	2	8
Mypop	Background	MA0018.1	CREB1	12	2	6
Dmwd	Background	MA0018.1	CREB1	10	2	5
Fosb	IEGs	MA0018.1	CREB1	4	1	4
Ercc1	Background	MA0018.1	CREB1	5	2	2.5
Erf	Background	MA0018.1	CREB1	6	1	6
Zfp36	IEGs	MA0018.1	CREB1	11	3	3.66666666666667
Polr2i	Background	MA0018.1	CREB1	5	1	5
Nfkbid	IEGs	MA0018.1	CREB1	17	4	4.25
Cebpg	Background	MA0018.1	CREB1	7	2	3.5
Cebpa	Background	MA0018.1	CREB1	5	1	5
Rhpn2	Background	MA0018.1	CREB1	3	1	3
Nkg7	Background	MA0018.1	CREB1	4	1	4
1700008O03Rik	Background	MA0018.1	CREB1	2	1	2
Prmt1	Background	MA0018.1	CREB1	5	1	5
Irf3	Background	MA0018.1	CREB1	3	1	3
Rpl13a	Background	MA0018.1	CREB1	9	2	4.5
Snrnp70	Background	MA0018.1	CREB1	2	1	2
Ppp1r15a	IEGs	MA0018.1	CREB1	10	3	3.33333333333333
Fanci	Background	MA0018.1	CREB1	9	2	4.5
Mesd	Background	MA0018.1	CREB1	4	1	4
Tmem135	Background	MA0018.1	CREB1	7	2	3.5
Rsf1	Background	MA0018.1	CREB1	1	1	1
Rnf169	Background	MA0018.1	CREB1	5	3	1.66666666666667
Fam168a	Background	MA0018.1	CREB1	7	2	3.5
Relt	Background	MA0018.1	CREB1	7	3	2.33333333333333
P2ry6	Background	MA0018.1	CREB1	6	2	3
Nup98	IEGs	MA0018.1	CREB1	15	4	3.75
Cavin3	Background	MA0018.1	CREB1	8	1	8
Wee1	IEGs	MA0018.1	CREB1	6	1	6
Ampd3	Background	MA0018.1	CREB1	12	4	3
Mical2	Background	MA0018.1	CREB1	7	2	3.5
Copb1	Background	MA0018.1	CREB1	6	2	3
Coq7	Background	MA0018.1	CREB1	9	1	9
B230311B06Rik	Background	MA0018.1	CREB1	3	1	3
Iqck	Background	MA0018.1	CREB1	13	2	6.5
Ndufab1	Background	MA0018.1	CREB1	2	1	2
Gm6905	Background	MA0018.1	CREB1	3	1	3
Arhgap17	Background	MA0018.1	CREB1	6	2	3
Il4ra	Background	MA0018.1	CREB1	3	1	3
Lat	Background	MA0018.1	CREB1	3	2	1.5
Taok2	Background	MA0018.1	CREB1	8	2	4
Mvp	Background	MA0018.1	CREB1	9	2	4.5
Rnf40	Background	MA0018.1	CREB1	10	2	5
Btbd16	Background	MA0018.1	CREB1	4	1	4
Ptpre	Background	MA0018.1	CREB1	11	3	3.66666666666667
Gm16201	Background	MA0018.1	CREB1	7	1	7
Zfp511	Background	MA0018.1	CREB1	7	1	7
Psmd13	Background	MA0018.1	CREB1	3	1	3
B4galnt4	Background	MA0018.1	CREB1	13	3	4.33333333333333
Pkp3	Background	MA0018.1	CREB1	13	4	3.25
Kcnq1	Background	MA0018.1	CREB1	7	3	2.33333333333333
Ppfia1	Background	MA0018.1	CREB1	9	1	9
Mcoln1	Background	MA0018.1	CREB1	5	1	5
Snapc2	Background	MA0018.1	CREB1	3	1	3
Ctxn1	Background	MA0018.1	CREB1	3	1	3
Elavl1	Background	MA0018.1	CREB1	11	3	3.66666666666667
Fam155a	Background	MA0018.1	CREB1	15	3	5
Col4a1	Background	MA0018.1	CREB1	12	2	6
Rpl19-ps11	Background	MA0018.1	CREB1	3	1	3
6820431F20Rik	Background	MA0018.1	CREB1	2	1	2
Plat	IEGs	MA0018.1	CREB1	7	1	7
Sfrp1	Background	MA0018.1	CREB1	5	2	2.5
Rbpms	Background	MA0018.1	CREB1	16	5	3.2
Leprotl1	Background	MA0018.1	CREB1	7	1	7
Acsl1	Background	MA0018.1	CREB1	30	8	3.75
Vegfc	Background	MA0018.1	CREB1	5	1	5
Glra3	Background	MA0018.1	CREB1	4	1	4
Nek1	Background	MA0018.1	CREB1	7	1	7
Msmo1	Background	MA0018.1	CREB1	8	1	8
Klhl2	Background	MA0018.1	CREB1	7	1	7
Gm10033	Background	MA0018.1	CREB1	7	1	7
Armc6	Background	MA0018.1	CREB1	7	1	7
Homer3	Background	MA0018.1	CREB1	3	1	3
Ssbp4	Background	MA0018.1	CREB1	14	3	4.66666666666667
Gdf15	IEGs	MA0018.1	CREB1	8	2	4
Jund	IEGs	MA0018.1	CREB1	15	2	7.5
2010320M18Rik	Background	MA0018.1	CREB1	5	1	5
Arrdc2	Background	MA0018.1	CREB1	3	1	3
Myo9b	Background	MA0018.1	CREB1	9	2	4.5
Use1	Background	MA0018.1	CREB1	1	1	1
Dda1	Background	MA0018.1	CREB1	14	2	7
Klf2	IEGs	MA0018.1	CREB1	5	1	5
Hmox1	Background	MA0018.1	CREB1	12	3	4
Prkaca	Background	MA0018.1	CREB1	17	4	4.25
Ier2	IEGs	MA0018.1	CREB1	7	1	7
Mast1	Background	MA0018.1	CREB1	9	1	9
Junb	IEGs	MA0018.1	CREB1	14	2	7
Wdr83	Background	MA0018.1	CREB1	10	2	5
Vps35	Background	MA0018.1	CREB1	3	3	1
Heatr3	Background	MA0018.1	CREB1	3	1	3
Mt2	Background	MA0018.1	CREB1	2	1	2
Smpd3	Background	MA0018.1	CREB1	3	2	1.5
Wdr59	Background	MA0018.1	CREB1	2	1	2
Gins2	Background	MA0018.1	CREB1	3	1	3
Zc3h18	Background	MA0018.1	CREB1	5	1	5
Chmp1a	Background	MA0018.1	CREB1	7	1	7
Ccsap	Background	MA0018.1	CREB1	14	2	7
Irf2bp2	Background	MA0018.1	CREB1	26	5	5.2
2610044O15Rik8	Background	MA0018.1	CREB1	1	1	1
Casp12	Background	MA0018.1	CREB1	5	1	5
Pdgfd	Background	MA0018.1	CREB1	5	1	5
Ccdc82	Background	MA0018.1	CREB1	3	1	3
Gpr83	Background	MA0018.1	CREB1	4	1	4
4931406C07Rik	Background	MA0018.1	CREB1	3	2	1.5
Ppan	Background	MA0018.1	CREB1	4	1	4
Icam1	IEGs	MA0018.1	CREB1	7	2	3.5
Ldlr	IEGs	MA0018.1	CREB1	8	2	4
Elavl3	Background	MA0018.1	CREB1	11	4	2.75
Aplp2	Background	MA0018.1	CREB1	25	6	4.16666666666667
Barx2	Background	MA0018.1	CREB1	3	1	3
Fam118b	Background	MA0018.1	CREB1	1	1	1
Spa17	Background	MA0018.1	CREB1	5	1	5
Tbrg1	Background	MA0018.1	CREB1	2	1	2
Mir100hg	Background	MA0018.1	CREB1	22	7	3.14285714285714
Gm10687	Background	MA0018.1	CREB1	7	1	7
H2ax	Background	MA0018.1	CREB1	4	1	4
Gm10080	Background	MA0018.1	CREB1	3	1	3
Ccdc84	Background	MA0018.1	CREB1	7	1	7
Pcsk7	Background	MA0018.1	CREB1	3	1	3
Htr3b	Background	MA0018.1	CREB1	4	1	4
Ireb2	Background	MA0018.1	CREB1	1	1	1
Scaper	Background	MA0018.1	CREB1	4	2	2
Cplx3	Background	MA0018.1	CREB1	4	1	4
Insyn1	Background	MA0018.1	CREB1	9	2	4.5
Rps11-ps1	Background	MA0018.1	CREB1	1	1	1
Arih1	IEGs	MA0018.1	CREB1	14	2	7
Hexa	Background	MA0018.1	CREB1	9	2	4.5
Parp6	Background	MA0018.1	CREB1	6	2	3
Pkm	Background	MA0018.1	CREB1	16	5	3.2
Thsd4	Background	MA0018.1	CREB1	8	3	2.66666666666667
Rplp1	Background	MA0018.1	CREB1	12	2	6
Anp32a	Background	MA0018.1	CREB1	20	5	4
Calml4	Background	MA0018.1	CREB1	3	1	3
Pias1	IEGs	MA0018.1	CREB1	7	2	3.5
2300009A05Rik	Background	MA0018.1	CREB1	9	1	9
Smad6	Background	MA0018.1	CREB1	5	2	2.5
Ppib	Background	MA0018.1	CREB1	5	1	5
Aph1b	Background	MA0018.1	CREB1	6	1	6
Tcf12	Background	MA0018.1	CREB1	7	3	2.33333333333333
Elovl5	Background	MA0018.1	CREB1	16	5	3.2
Mto1	Background	MA0018.1	CREB1	6	1	6
Mei4	Background	MA0018.1	CREB1	2	1	2
Bckdhb	Background	MA0018.1	CREB1	5	2	2.5
Tpbg	Background	MA0018.1	CREB1	10	2	5
Tbc1d2b	Background	MA0018.1	CREB1	6	3	2
Chst2	Background	MA0018.1	CREB1	2	1	2
Foxl2	Background	MA0018.1	CREB1	4	1	4
Msl2	Background	MA0018.1	CREB1	6	1	6
Cdv3	Background	MA0018.1	CREB1	3	1	3
Bfsp2	Background	MA0018.1	CREB1	9	3	3
Abhd14a	Background	MA0018.1	CREB1	4	1	4
Abhd14b	Background	MA0018.1	CREB1	9	2	4.5
Naa80	Background	MA0018.1	CREB1	4	2	2
Traip	Background	MA0018.1	CREB1	1	1	1
Pfkfb4	Background	MA0018.1	CREB1	10	2	5
Ngp	Background	MA0018.1	CREB1	5	1	5
Ccrl2	IEGs	MA0018.1	CREB1	1	1	1
