gene	class	siteSet_name	pwm_name	total_pwms_in_gene	n_transcripts	pwms_per_transcript
Sting1	Background	MA0018.2	CREB1	3	1	3
Hbegf	IEGs	MA0018.2	CREB1	6	1	6
Spry4	Background	MA0018.2	CREB1	10	1	10
Lars	Background	MA0018.2	CREB1	15	2	7.5
Ythdc2	Background	MA0018.2	CREB1	4	1	4
Eif1a	Background	MA0018.2	CREB1	9	1	9
Dmxl1	Background	MA0018.2	CREB1	1	1	1
Aldh7a1	Background	MA0018.2	CREB1	10	2	5
Gm19500	Background	MA0018.2	CREB1	5	1	5
Minar2	Background	MA0018.2	CREB1	7	1	7
Chsy3	Background	MA0018.2	CREB1	2	1	2
Bvht	Background	MA0018.2	CREB1	7	1	7
Txnl1	Background	MA0018.2	CREB1	24	2	12
Pmaip1	IEGs	MA0018.2	CREB1	9	1	9
Ska1	Background	MA0018.2	CREB1	7	1	7
Rnf165	Background	MA0018.2	CREB1	6	1	6
Rbfa	Background	MA0018.2	CREB1	5	1	5
Cpt1a	Background	MA0018.2	CREB1	26	3	8.66666666666667
Ankrd13d	Background	MA0018.2	CREB1	4	1	4
Npas4	IEGs	MA0018.2	CREB1	9	1	9
Yif1a	Background	MA0018.2	CREB1	6	1	6
Cnih2	Background	MA0018.2	CREB1	10	2	5
Fosl1	IEGs	MA0018.2	CREB1	7	1	7
Malat1	Background	MA0018.2	CREB1	7	2	3.5
Nudt22	Background	MA0018.2	CREB1	5	1	5
Ttc9c	Background	MA0018.2	CREB1	13	2	6.5
Ubxn1	Background	MA0018.2	CREB1	13	2	6.5
Dtx4	Background	MA0018.2	CREB1	15	2	7.5
Prune2	Background	MA0018.2	CREB1	25	4	6.25
Ifit2	IEGs	MA0018.2	CREB1	22	4	5.5
Ifit3	IEGs	MA0018.2	CREB1	6	1	6
Ifit1	IEGs	MA0018.2	CREB1	13	2	6.5
Fgfbp3	Background	MA0018.2	CREB1	10	2	5
Cep55	Background	MA0018.2	CREB1	10	1	10
Marveld1	Background	MA0018.2	CREB1	7	1	7
Zfyve27	Background	MA0018.2	CREB1	8	1	8
Sema4g	Background	MA0018.2	CREB1	21	3	7
Add3	Background	MA0018.2	CREB1	54	6	9
Dusp5	IEGs	MA0018.2	CREB1	10	1	10
Acsl5	Background	MA0018.2	CREB1	29	4	7.25
Grk5	Background	MA0018.2	CREB1	3	1	3
Meig1	Background	MA0018.2	CREB1	9	2	4.5
Hspa14	Background	MA0018.2	CREB1	9	2	4.5
Taf3	Background	MA0018.2	CREB1	19	3	6.33333333333333
Mrpl41	Background	MA0018.2	CREB1	10	1	10
Sec16a	Background	MA0018.2	CREB1	7	1	7
Agpat2	Background	MA0018.2	CREB1	11	2	5.5
Brd3os	Background	MA0018.2	CREB1	3	1	3
Rapgef1	Background	MA0018.2	CREB1	11	3	3.66666666666667
1110008P14Rik	Background	MA0018.2	CREB1	9	1	9
Eng	Background	MA0018.2	CREB1	6	2	3
Mvb12b	Background	MA0018.2	CREB1	5	1	5
Mapkap1	Background	MA0018.2	CREB1	3	1	3
Traf1	IEGs	MA0018.2	CREB1	17	2	8.5
Ggta1	Background	MA0018.2	CREB1	47	5	9.4
Strbp	Background	MA0018.2	CREB1	22	4	5.5
Crb2	Background	MA0018.2	CREB1	7	1	7
Olfml2a	Background	MA0018.2	CREB1	3	1	3
Gtdc1	Background	MA0018.2	CREB1	4	1	4
Orc4	Background	MA0018.2	CREB1	3	1	3
Lypd6	Background	MA0018.2	CREB1	3	1	3
Nr4a2	IEGs	MA0018.2	CREB1	17	3	5.66666666666667
Baz2b	Background	MA0018.2	CREB1	31	5	6.2
Grb14	Background	MA0018.2	CREB1	11	3	3.66666666666667
Scn2a	Background	MA0018.2	CREB1	24	4	6
Csrnp3	Background	MA0018.2	CREB1	18	3	6
Map3k20	Background	MA0018.2	CREB1	34	4	8.5
Cir1	Background	MA0018.2	CREB1	9	1	9
Scrn3	Background	MA0018.2	CREB1	11	1	11
Wipf1	Background	MA0018.2	CREB1	22	6	3.66666666666667
Aplnr	Background	MA0018.2	CREB1	5	1	5
Arhgap1	Background	MA0018.2	CREB1	13	2	6.5
Ambra1	Background	MA0018.2	CREB1	8	2	4
Cd82	Background	MA0018.2	CREB1	23	3	7.66666666666667
Cat	Background	MA0018.2	CREB1	26	3	8.66666666666667
Dcdc5	Background	MA0018.2	CREB1	13	2	6.5
Arl14ep	Background	MA0018.2	CREB1	11	2	5.5
Bdnf	IEGs	MA0018.2	CREB1	19	5	3.8
Ano3	Background	MA0018.2	CREB1	1	1	1
Nop10	Background	MA0018.2	CREB1	5	1	5
Emc7	Background	MA0018.2	CREB1	5	1	5
Thbs1	IEGs	MA0018.2	CREB1	3	1	3
Rmdn3	Background	MA0018.2	CREB1	9	1	9
Chac1	Background	MA0018.2	CREB1	9	1	9
Vps39	Background	MA0018.2	CREB1	9	1	9
Ttbk2	Background	MA0018.2	CREB1	8	1	8
Secisbp2l	Background	MA0018.2	CREB1	9	2	4.5
Dusp2	IEGs	MA0018.2	CREB1	2	1	2
Mertk	Background	MA0018.2	CREB1	5	1	5
Zc3h8	Background	MA0018.2	CREB1	5	1	5
Il1a	IEGs	MA0018.2	CREB1	11	3	3.66666666666667
Il1b	IEGs	MA0018.2	CREB1	10	2	5
Crls1	Background	MA0018.2	CREB1	18	2	9
Ralgapa2	Background	MA0018.2	CREB1	14	2	7
Napb	Background	MA0018.2	CREB1	2	1	2
Vsx1	Background	MA0018.2	CREB1	8	1	8
H13	Background	MA0018.2	CREB1	4	1	4
Eif2s2	Background	MA0018.2	CREB1	8	1	8
Eif6	Background	MA0018.2	CREB1	4	1	4
Romo1	Background	MA0018.2	CREB1	1	1	1
Tomm34	Background	MA0018.2	CREB1	4	1	4
Slc12a5	Background	MA0018.2	CREB1	12	2	6
Cd40	Background	MA0018.2	CREB1	12	2	6
Tmem189	Background	MA0018.2	CREB1	12	2	6
Cebpb	IEGs	MA0018.2	CREB1	6	1	6
Ppp4r1l-ps	Background	MA0018.2	CREB1	7	1	7
Gm4631	Background	MA0018.2	CREB1	9	1	9
Ss18l1	Background	MA0018.2	CREB1	11	1	11
Osbpl2	Background	MA0018.2	CREB1	7	1	7
Ogfr	Background	MA0018.2	CREB1	4	1	4
Lrrcc1	Background	MA0018.2	CREB1	8	1	8
Armc1	Background	MA0018.2	CREB1	3	1	3
Gyg	Background	MA0018.2	CREB1	17	3	5.66666666666667
Kcnmb2	Background	MA0018.2	CREB1	7	1	7
Gm38505	Background	MA0018.2	CREB1	9	1	9
4932438A13Rik	Background	MA0018.2	CREB1	17	2	8.5
Rps23-ps1	Background	MA0018.2	CREB1	6	1	6
Ankrd50	Background	MA0018.2	CREB1	3	1	3
Pgrmc2	Background	MA0018.2	CREB1	7	1	7
Noct	IEGs	MA0018.2	CREB1	4	1	4
Tm4sf4	Background	MA0018.2	CREB1	14	2	7
Selenot	Background	MA0018.2	CREB1	5	1	5
Plch1	Background	MA0018.2	CREB1	10	2	5
Gmps	Background	MA0018.2	CREB1	10	1	10
Iqcj	Background	MA0018.2	CREB1	5	1	5
Smc4	Background	MA0018.2	CREB1	27	6	4.5
Gm20754	Background	MA0018.2	CREB1	2	1	2
Fstl5	Background	MA0018.2	CREB1	11	1	11
Tmem144	Background	MA0018.2	CREB1	14	2	7
Tlr2	IEGs	MA0018.2	CREB1	7	1	7
Rps3a1	Background	MA0018.2	CREB1	6	1	6
Rit1	Background	MA0018.2	CREB1	5	1	5
5830417I10Rik	Background	MA0018.2	CREB1	8	1	8
Hcn3	Background	MA0018.2	CREB1	3	1	3
Trim46	Background	MA0018.2	CREB1	19	3	6.33333333333333
Zbtb7b	Background	MA0018.2	CREB1	14	3	4.66666666666667
Tpm3	Background	MA0018.2	CREB1	32	6	5.33333333333333
Slc39a1	Background	MA0018.2	CREB1	12	1	12
Them4	Background	MA0018.2	CREB1	4	1	4
Celf3	Background	MA0018.2	CREB1	37	5	7.4
Scnm1	Background	MA0018.2	CREB1	9	1	9
Cers2	Background	MA0018.2	CREB1	24	4	6
Mcl1	IEGs	MA0018.2	CREB1	9	2	4.5
BC028528	Background	MA0018.2	CREB1	3	1	3
Txnip	IEGs	MA0018.2	CREB1	10	2	5
Polr3c	Background	MA0018.2	CREB1	8	1	8
Rnf115	Background	MA0018.2	CREB1	9	1	9
Casq2	Background	MA0018.2	CREB1	8	3	2.66666666666667
A230001M10Rik	Background	MA0018.2	CREB1	5	1	5
Bcas2	Background	MA0018.2	CREB1	8	1	8
Magi3	Background	MA0018.2	CREB1	4	1	4
Rhoc	Background	MA0018.2	CREB1	13	1	13
Gnai3	Background	MA0018.2	CREB1	1	1	1
Gpr61	Background	MA0018.2	CREB1	4	1	4
Psma5	Background	MA0018.2	CREB1	5	1	5
Vav3	Background	MA0018.2	CREB1	18	3	6
Extl2	Background	MA0018.2	CREB1	20	2	10
Vcam1	IEGs	MA0018.2	CREB1	7	2	3.5
Trmt13	Background	MA0018.2	CREB1	15	2	7.5
Slc35a3	Background	MA0018.2	CREB1	4	1	4
F3	IEGs	MA0018.2	CREB1	11	2	5.5
Abcd3	Background	MA0018.2	CREB1	4	1	4
Larp7	Background	MA0018.2	CREB1	8	1	8
Fam241a	Background	MA0018.2	CREB1	3	1	3
Mcub	Background	MA0018.2	CREB1	7	1	7
Ube2d3	Background	MA0018.2	CREB1	7	2	3.5
Lamtor3	Background	MA0018.2	CREB1	3	1	3
Mttp	Background	MA0018.2	CREB1	8	2	4
Gbp2	IEGs	MA0018.2	CREB1	8	2	4
Gtf2b	Background	MA0018.2	CREB1	7	1	7
Gm43445	Background	MA0018.2	CREB1	4	1	4
Uox	Background	MA0018.2	CREB1	12	2	6
Zzz3	Background	MA0018.2	CREB1	9	2	4.5
Zranb2	Background	MA0018.2	CREB1	5	1	5
Penk	Background	MA0018.2	CREB1	7	1	7
Fam110b	Background	MA0018.2	CREB1	15	3	5
Gem	IEGs	MA0018.2	CREB1	17	2	8.5
Nbn	Background	MA0018.2	CREB1	8	1	8
Cpne3	Background	MA0018.2	CREB1	19	3	6.33333333333333
Coq3	Background	MA0018.2	CREB1	4	1	4
Pnrc1	Background	MA0018.2	CREB1	15	4	3.75
Akirin2	Background	MA0018.2	CREB1	6	1	6
C9orf72	Background	MA0018.2	CREB1	7	1	7
Smu1	Background	MA0018.2	CREB1	5	1	5
Bag1	Background	MA0018.2	CREB1	6	1	6
Ubap1	Background	MA0018.2	CREB1	14	2	7
1110017D15Rik	Background	MA0018.2	CREB1	16	3	5.33333333333333
Fam219a	Background	MA0018.2	CREB1	10	1	10
Galt	Background	MA0018.2	CREB1	6	1	6
Phf24	Background	MA0018.2	CREB1	8	2	4
Rgp1	Background	MA0018.2	CREB1	9	1	9
Gabbr2	Background	MA0018.2	CREB1	4	1	4
Nr4a3	IEGs	MA0018.2	CREB1	29	4	7.25
Mrpl50	Background	MA0018.2	CREB1	6	1	6
Ugcg	Background	MA0018.2	CREB1	4	1	4
Rgs3	Background	MA0018.2	CREB1	52	9	5.77777777777778
Cdk5rap2	Background	MA0018.2	CREB1	13	2	6.5
Nfib	IEGs	MA0018.2	CREB1	32	7	4.57142857142857
Ttc39b	Background	MA0018.2	CREB1	12	4	3
Jun	IEGs	MA0018.2	CREB1	21	2	10.5
Cyp2j12	Background	MA0018.2	CREB1	7	1	7
Dnajc6	Background	MA0018.2	CREB1	14	3	4.66666666666667
Dab1	Background	MA0018.2	CREB1	14	3	4.66666666666667
Plpp3	Background	MA0018.2	CREB1	2	1	2
Podn	Background	MA0018.2	CREB1	4	1	4
Eri3	Background	MA0018.2	CREB1	17	4	4.25
Svbp	Background	MA0018.2	CREB1	4	1	4
Ppih	Background	MA0018.2	CREB1	5	1	5
Rlf	Background	MA0018.2	CREB1	12	2	6
Mycbp	Background	MA0018.2	CREB1	5	1	5
Marcksl1	IEGs	MA0018.2	CREB1	6	1	6
Iqcc	Background	MA0018.2	CREB1	3	1	3
Ptpru	Background	MA0018.2	CREB1	19	2	9.5
Dnajc8	Background	MA0018.2	CREB1	13	2	6.5
Gm12989	Background	MA0018.2	CREB1	6	1	6
Zfp46	Background	MA0018.2	CREB1	8	2	4
Kif17	Background	MA0018.2	CREB1	12	2	6
Capzb	Background	MA0018.2	CREB1	27	6	4.5
Arhgef10l	Background	MA0018.2	CREB1	32	4	8
Dnajc16	Background	MA0018.2	CREB1	6	1	6
Kazn	Background	MA0018.2	CREB1	12	2	6
Gm13226	Background	MA0018.2	CREB1	1	1	1
Mad2l2	Background	MA0018.2	CREB1	14	2	7
Fbxo44	Background	MA0018.2	CREB1	5	1	5
Mtor	Background	MA0018.2	CREB1	3	1	3
Exosc10	Background	MA0018.2	CREB1	10	1	10
Dffa	Background	MA0018.2	CREB1	4	1	4
Prkcz	Background	MA0018.2	CREB1	13	2	6.5
Tmem52	Background	MA0018.2	CREB1	5	1	5
Mxra8	Background	MA0018.2	CREB1	30	3	10
Ube2j2	Background	MA0018.2	CREB1	7	1	7
C1qtnf12	Background	MA0018.2	CREB1	3	1	3
Sri	Background	MA0018.2	CREB1	11	2	5.5
Sema3d	Background	MA0018.2	CREB1	7	1	7
Fbxl13	Background	MA0018.2	CREB1	7	1	7
Rheb	IEGs	MA0018.2	CREB1	9	2	4.5
Otof	Background	MA0018.2	CREB1	16	2	8
Agbl5	Background	MA0018.2	CREB1	1	1	1
Gtf3c2	Background	MA0018.2	CREB1	22	2	11
Zfp512	Background	MA0018.2	CREB1	10	1	10
Fosl2	IEGs	MA0018.2	CREB1	23	3	7.66666666666667
Add1	Background	MA0018.2	CREB1	7	1	7
Htra3	Background	MA0018.2	CREB1	26	3	8.66666666666667
Ccdc96	Background	MA0018.2	CREB1	5	1	5
Gm2810	Background	MA0018.2	CREB1	6	1	6
Rpl9	Background	MA0018.2	CREB1	7	1	7
Rbm47	Background	MA0018.2	CREB1	44	7	6.28571428571429
Uchl1	Background	MA0018.2	CREB1	6	2	3
Gabra2	Background	MA0018.2	CREB1	12	2	6
Dancr	Background	MA0018.2	CREB1	7	1	7
Kit	Background	MA0018.2	CREB1	9	2	4.5
Tmprss11e	Background	MA0018.2	CREB1	6	1	6
Cxcl1	IEGs	MA0018.2	CREB1	15	2	7.5
Cxcl2	IEGs	MA0018.2	CREB1	15	1	15
Cxcl10	IEGs	MA0018.2	CREB1	16	2	8
Shroom3	Background	MA0018.2	CREB1	44	8	5.5
Cnot6l	Background	MA0018.2	CREB1	15	2	7.5
Fras1	Background	MA0018.2	CREB1	2	1	2
Anxa3	Background	MA0018.2	CREB1	19	4	4.75
Arhgap24	Background	MA0018.2	CREB1	32	6	5.33333333333333
Lrrc8c	Background	MA0018.2	CREB1	60	7	8.57142857142857
Btbd8	Background	MA0018.2	CREB1	10	2	5
Gm10419	Background	MA0018.2	CREB1	3	1	3
Tchp	Background	MA0018.2	CREB1	10	1	10
Cox6a1	Background	MA0018.2	CREB1	4	1	4
Rplp0	Background	MA0018.2	CREB1	8	1	8
Ccdc60	Background	MA0018.2	CREB1	3	1	3
Sh2b3	Background	MA0018.2	CREB1	10	2	5
Bcl7a	Background	MA0018.2	CREB1	6	1	6
Rsrc2	Background	MA0018.2	CREB1	12	2	6
Ogfod2	Background	MA0018.2	CREB1	10	1	10
Tctn2	Background	MA0018.2	CREB1	10	2	5
Tmem132b	Background	MA0018.2	CREB1	6	2	3
Tyw1	Background	MA0018.2	CREB1	9	2	4.5
Caln1	Background	MA0018.2	CREB1	28	5	5.6
Gtf2ird2	Background	MA0018.2	CREB1	8	1	8
Prkrip1	Background	MA0018.2	CREB1	5	1	5
Znhit1	Background	MA0018.2	CREB1	15	2	7.5
Serpine1	IEGs	MA0018.2	CREB1	12	2	6
Trip6	Background	MA0018.2	CREB1	5	1	5
Gm16089	Background	MA0018.2	CREB1	11	1	11
Gjc3	Background	MA0018.2	CREB1	6	1	6
Mcm7	Background	MA0018.2	CREB1	12	2	6
Sdk1	Background	MA0018.2	CREB1	11	1	11
Tnrc18	Background	MA0018.2	CREB1	19	4	4.75
Kdelr2	Background	MA0018.2	CREB1	7	1	7
Nptx2	IEGs	MA0018.2	CREB1	8	1	8
Zfp655	Background	MA0018.2	CREB1	12	1	12
Gpr12	Background	MA0018.2	CREB1	2	1	2
Lnx2	Background	MA0018.2	CREB1	12	2	6
Uspl1	Background	MA0018.2	CREB1	10	1	10
Dlx5	Background	MA0018.2	CREB1	2	1	2
Nxph1	Background	MA0018.2	CREB1	10	2	5
Impdh1	Background	MA0018.2	CREB1	11	2	5.5
Irf5	Background	MA0018.2	CREB1	31	5	6.2
Ube2h	Background	MA0018.2	CREB1	18	2	9
Tmem209	Background	MA0018.2	CREB1	3	1	3
Slc37a3	Background	MA0018.2	CREB1	10	2	5
Mkrn1	Background	MA0018.2	CREB1	9	1	9
Tmem178b	Background	MA0018.2	CREB1	5	1	5
Agk	Background	MA0018.2	CREB1	5	1	5
Cntnap2	Background	MA0018.2	CREB1	15	3	5
Repin1	Background	MA0018.2	CREB1	8	2	4
Gimap8	Background	MA0018.2	CREB1	4	1	4
Gpnmb	Background	MA0018.2	CREB1	41	6	6.83333333333333
Tax1bp1	Background	MA0018.2	CREB1	6	1	6
Scrn1	Background	MA0018.2	CREB1	10	1	10
Pyurf	Background	MA0018.2	CREB1	2	1	2
Herc3	Background	MA0018.2	CREB1	16	3	5.33333333333333
Gprin3	Background	MA0018.2	CREB1	4	1	4
Ndnf	Background	MA0018.2	CREB1	3	1	3
Immt	Background	MA0018.2	CREB1	10	2	5
Particl	Background	MA0018.2	CREB1	4	1	4
Zfp638	Background	MA0018.2	CREB1	9	2	4.5
Egr4	IEGs	MA0018.2	CREB1	6	1	6
Pcbp1	Background	MA0018.2	CREB1	5	1	5
Rab43	Background	MA0018.2	CREB1	25	3	8.33333333333333
H1f10	Background	MA0018.2	CREB1	3	1	3
Wnt7a	Background	MA0018.2	CREB1	7	1	7
Slc6a6	Background	MA0018.2	CREB1	40	5	8
Magi1	Background	MA0018.2	CREB1	12	4	3
Ppp4r2	Background	MA0018.2	CREB1	10	2	5
Cntn3	Background	MA0018.2	CREB1	5	1	5
Trnt1	Background	MA0018.2	CREB1	6	1	6
Bhlhe40	IEGs	MA0018.2	CREB1	17	3	5.66666666666667
Lmcd1	Background	MA0018.2	CREB1	8	1	8
Lhfpl4	Background	MA0018.2	CREB1	7	1	7
Il17re	Background	MA0018.2	CREB1	5	1	5
Timp4	Background	MA0018.2	CREB1	4	1	4
Ift122	Background	MA0018.2	CREB1	19	4	4.75
Depp1	Background	MA0018.2	CREB1	8	1	8
Rad52	Background	MA0018.2	CREB1	6	1	6
Slc2a3	IEGs	MA0018.2	CREB1	22	4	5.5
Lpcat3	Background	MA0018.2	CREB1	15	2	7.5
P3h3	Background	MA0018.2	CREB1	4	1	4
Mlf2	Background	MA0018.2	CREB1	28	3	9.33333333333333
Chd4	Background	MA0018.2	CREB1	23	3	7.66666666666667
Parp11	Background	MA0018.2	CREB1	21	3	7
Itfg2	Background	MA0018.2	CREB1	12	1	12
Clec2d	Background	MA0018.2	CREB1	6	1	6
Cd69	IEGs	MA0018.2	CREB1	2	1	2
H2aj	Background	MA0018.2	CREB1	5	1	5
Rerg	Background	MA0018.2	CREB1	11	2	5.5
Slco1c1	Background	MA0018.2	CREB1	6	1	6
Etfrf1	Background	MA0018.2	CREB1	3	1	3
Mrps35	Background	MA0018.2	CREB1	2	1	2
Mboat7	Background	MA0018.2	CREB1	7	1	7
Leng9	Background	MA0018.2	CREB1	15	1	15
Syt5	Background	MA0018.2	CREB1	9	2	4.5
Cox6b2	Background	MA0018.2	CREB1	6	2	3
Isoc2a	Background	MA0018.2	CREB1	7	1	7
Zfp580	Background	MA0018.2	CREB1	5	1	5
Zfp787	Background	MA0018.2	CREB1	12	1	12
Peg3	Background	MA0018.2	CREB1	22	2	11
Mypop	Background	MA0018.2	CREB1	8	2	4
Dmwd	Background	MA0018.2	CREB1	29	2	14.5
Fosb	IEGs	MA0018.2	CREB1	4	1	4
Ercc1	Background	MA0018.2	CREB1	6	2	3
Erf	Background	MA0018.2	CREB1	2	1	2
Zfp36	IEGs	MA0018.2	CREB1	17	3	5.66666666666667
Polr2i	Background	MA0018.2	CREB1	7	1	7
Nfkbid	IEGs	MA0018.2	CREB1	19	4	4.75
Cebpg	Background	MA0018.2	CREB1	8	2	4
Cebpa	Background	MA0018.2	CREB1	2	1	2
Rhpn2	Background	MA0018.2	CREB1	2	1	2
Nkg7	Background	MA0018.2	CREB1	8	1	8
1700008O03Rik	Background	MA0018.2	CREB1	4	1	4
Prmt1	Background	MA0018.2	CREB1	9	1	9
Irf3	Background	MA0018.2	CREB1	9	1	9
Rpl13a	Background	MA0018.2	CREB1	10	2	5
Snrnp70	Background	MA0018.2	CREB1	8	1	8
Ppp1r15a	IEGs	MA0018.2	CREB1	17	3	5.66666666666667
Fanci	Background	MA0018.2	CREB1	15	2	7.5
Mesd	Background	MA0018.2	CREB1	4	1	4
Folh1	Background	MA0018.2	CREB1	6	1	6
Tmem135	Background	MA0018.2	CREB1	9	2	4.5
Gm15501	Background	MA0018.2	CREB1	8	1	8
Rsf1	Background	MA0018.2	CREB1	1	1	1
Rnf169	Background	MA0018.2	CREB1	16	3	5.33333333333333
Fam168a	Background	MA0018.2	CREB1	10	2	5
Relt	Background	MA0018.2	CREB1	15	3	5
P2ry6	Background	MA0018.2	CREB1	15	2	7.5
Nup98	IEGs	MA0018.2	CREB1	23	4	5.75
Cavin3	Background	MA0018.2	CREB1	8	1	8
Wee1	IEGs	MA0018.2	CREB1	4	1	4
Ampd3	Background	MA0018.2	CREB1	26	4	6.5
Mical2	Background	MA0018.2	CREB1	19	2	9.5
Copb1	Background	MA0018.2	CREB1	12	2	6
Coq7	Background	MA0018.2	CREB1	9	1	9
B230311B06Rik	Background	MA0018.2	CREB1	9	1	9
Iqck	Background	MA0018.2	CREB1	9	2	4.5
Ndufab1	Background	MA0018.2	CREB1	4	1	4
Gm6905	Background	MA0018.2	CREB1	8	1	8
Arhgap17	Background	MA0018.2	CREB1	7	2	3.5
Il4ra	Background	MA0018.2	CREB1	8	1	8
Lat	Background	MA0018.2	CREB1	15	2	7.5
Taok2	Background	MA0018.2	CREB1	5	2	2.5
Mvp	Background	MA0018.2	CREB1	18	2	9
Rnf40	Background	MA0018.2	CREB1	14	2	7
Btbd16	Background	MA0018.2	CREB1	5	1	5
Ptpre	Background	MA0018.2	CREB1	14	3	4.66666666666667
Gm16201	Background	MA0018.2	CREB1	10	1	10
Zfp511	Background	MA0018.2	CREB1	6	1	6
Psmd13	Background	MA0018.2	CREB1	4	1	4
B4galnt4	Background	MA0018.2	CREB1	16	3	5.33333333333333
Pkp3	Background	MA0018.2	CREB1	29	4	7.25
Kcnq1	Background	MA0018.2	CREB1	13	3	4.33333333333333
Ppfia1	Background	MA0018.2	CREB1	13	1	13
Mcoln1	Background	MA0018.2	CREB1	7	1	7
Snapc2	Background	MA0018.2	CREB1	7	1	7
Ctxn1	Background	MA0018.2	CREB1	2	1	2
Elavl1	Background	MA0018.2	CREB1	17	3	5.66666666666667
Fam155a	Background	MA0018.2	CREB1	25	3	8.33333333333333
Col4a1	Background	MA0018.2	CREB1	12	2	6
Rpl19-ps11	Background	MA0018.2	CREB1	4	1	4
6820431F20Rik	Background	MA0018.2	CREB1	4	1	4
Plat	IEGs	MA0018.2	CREB1	6	1	6
Sfrp1	Background	MA0018.2	CREB1	16	2	8
Rbpms	Background	MA0018.2	CREB1	24	5	4.8
Leprotl1	Background	MA0018.2	CREB1	6	1	6
Acsl1	Background	MA0018.2	CREB1	58	8	7.25
Vegfc	Background	MA0018.2	CREB1	7	1	7
Glra3	Background	MA0018.2	CREB1	6	1	6
Nek1	Background	MA0018.2	CREB1	4	1	4
Msmo1	Background	MA0018.2	CREB1	9	1	9
Klhl2	Background	MA0018.2	CREB1	5	1	5
Gm10033	Background	MA0018.2	CREB1	5	1	5
Armc6	Background	MA0018.2	CREB1	1	1	1
Homer3	Background	MA0018.2	CREB1	2	1	2
Ssbp4	Background	MA0018.2	CREB1	22	3	7.33333333333333
Gdf15	IEGs	MA0018.2	CREB1	11	2	5.5
Jund	IEGs	MA0018.2	CREB1	17	2	8.5
2010320M18Rik	Background	MA0018.2	CREB1	2	1	2
Arrdc2	Background	MA0018.2	CREB1	4	1	4
Myo9b	Background	MA0018.2	CREB1	9	2	4.5
Use1	Background	MA0018.2	CREB1	7	1	7
Dda1	Background	MA0018.2	CREB1	25	2	12.5
Klf2	IEGs	MA0018.2	CREB1	8	1	8
Hmox1	Background	MA0018.2	CREB1	18	3	6
Prkaca	Background	MA0018.2	CREB1	27	4	6.75
Ier2	IEGs	MA0018.2	CREB1	5	1	5
Mast1	Background	MA0018.2	CREB1	7	1	7
Junb	IEGs	MA0018.2	CREB1	7	2	3.5
Wdr83	Background	MA0018.2	CREB1	16	2	8
Vps35	Background	MA0018.2	CREB1	15	3	5
Heatr3	Background	MA0018.2	CREB1	10	1	10
Mt2	Background	MA0018.2	CREB1	2	1	2
Smpd3	Background	MA0018.2	CREB1	10	2	5
Wdr59	Background	MA0018.2	CREB1	8	1	8
Gins2	Background	MA0018.2	CREB1	6	1	6
Zc3h18	Background	MA0018.2	CREB1	9	1	9
Chmp1a	Background	MA0018.2	CREB1	5	1	5
Ccsap	Background	MA0018.2	CREB1	15	2	7.5
Irf2bp2	Background	MA0018.2	CREB1	47	5	9.4
2610044O15Rik8	Background	MA0018.2	CREB1	7	1	7
Gria4	Background	MA0018.2	CREB1	1	1	1
Casp12	Background	MA0018.2	CREB1	6	1	6
Pdgfd	Background	MA0018.2	CREB1	9	1	9
Ccdc82	Background	MA0018.2	CREB1	3	1	3
Gpr83	Background	MA0018.2	CREB1	5	1	5
4931406C07Rik	Background	MA0018.2	CREB1	9	2	4.5
Naalad2	Background	MA0018.2	CREB1	11	2	5.5
Ppan	Background	MA0018.2	CREB1	7	1	7
Icam1	IEGs	MA0018.2	CREB1	18	2	9
Ldlr	IEGs	MA0018.2	CREB1	15	2	7.5
Elavl3	Background	MA0018.2	CREB1	23	4	5.75
Aplp2	Background	MA0018.2	CREB1	32	6	5.33333333333333
Barx2	Background	MA0018.2	CREB1	4	1	4
Fam118b	Background	MA0018.2	CREB1	3	1	3
Spa17	Background	MA0018.2	CREB1	6	1	6
Tbrg1	Background	MA0018.2	CREB1	4	1	4
Mir100hg	Background	MA0018.2	CREB1	30	7	4.28571428571429
Gm10687	Background	MA0018.2	CREB1	5	1	5
Gm10080	Background	MA0018.2	CREB1	8	1	8
Ccdc84	Background	MA0018.2	CREB1	15	1	15
Pcsk7	Background	MA0018.2	CREB1	4	1	4
Htr3b	Background	MA0018.2	CREB1	5	1	5
Ireb2	Background	MA0018.2	CREB1	11	1	11
Scaper	Background	MA0018.2	CREB1	9	2	4.5
Cplx3	Background	MA0018.2	CREB1	7	1	7
Insyn1	Background	MA0018.2	CREB1	14	2	7
Arih1	IEGs	MA0018.2	CREB1	16	2	8
Rps11-ps1	Background	MA0018.2	CREB1	1	1	1
Hexa	Background	MA0018.2	CREB1	13	2	6.5
Parp6	Background	MA0018.2	CREB1	11	2	5.5
Pkm	Background	MA0018.2	CREB1	23	5	4.6
Thsd4	Background	MA0018.2	CREB1	11	3	3.66666666666667
Rplp1	Background	MA0018.2	CREB1	20	2	10
Anp32a	Background	MA0018.2	CREB1	33	5	6.6
Calml4	Background	MA0018.2	CREB1	4	1	4
Pias1	IEGs	MA0018.2	CREB1	15	2	7.5
2300009A05Rik	Background	MA0018.2	CREB1	13	1	13
Smad6	Background	MA0018.2	CREB1	13	2	6.5
Ppib	Background	MA0018.2	CREB1	4	1	4
Aph1b	Background	MA0018.2	CREB1	6	1	6
