reduction	mean_purity_knn	mean_entropy_knn_all	resolution	silhouette_score_cosine	mean_mixingNorm	silhouette_score_norm	mean_purity_knn_norm	mean_entropy_knn_all_norm	mean_mixingNorm_norm	mixing_score	purity_score	assay	ndim	features	method	features_ngenes
harmony_14_Batch_ID_5_0.1_130_PCA..RNA..80..RNA.log.vst.split_Batch_ID.features.500_9625657cf22d373e46bdde89031e6f00	0.529879264125785	0.543345781872266	10.5	0.0761861002294329	0.932190964781484	43	80.71	81.01	93.77	87.39	71.2825	RNA	80	RNA.log.vst.split_Batch_ID	harmony	500
harmony_14_Batch_ID_5_0.1_130_PCA..RNA..80..RNA.log.vst.split_Batch_ID.features.750_9625657cf22d373e46bdde89031e6f00	0.539912807655981	0.52153382790367	11	0.0873645048632303	0.931156333523983	49	83.6	76.39	93.06	84.725	74.95	RNA	80	RNA.log.vst.split_Batch_ID	harmony	750
scVI_0_5_0.1_2_128..scVI..90..features_RNA.log.vst.split_Batch_ID.features.1000_c699f83acf5f343b82f9eca189927e32	0.569380648755726	0.338285797461544	8.5	0.146956219883161	0.869293431949206	82	92.1	37.57	50.42	43.995	89.575	scVI	90	features_RNA.log.vst.split_Batch_ID	scVI	1000
scVI_0_5_0.1_2_128..scVI..90..features_RNA.log.vst.split_Batch_ID.features.750_c699f83acf5f343b82f9eca189927e32	0.572172140027238	0.353962717028117	8.5	0.134664374398409	0.880813493190465	75	92.9	40.89	58.36	49.625	88.425	scVI	90	features_RNA.log.vst.split_Batch_ID	scVI	750
scVI_1_5_0.1_2_256..scVI..90..features_RNA.log.vst.split_Batch_ID.features.1000_c699f83acf5f343b82f9eca189927e32	0.584823848238483	0.299699235141149	7.5	0.132546211068458	0.877218345587829	74	96.55	29.39	55.89	42.64	90.9125	scVI	90	features_RNA.log.vst.split_Batch_ID	scVI	1000
scVI_1_5_0.1_2_256..scVI..90..features_RNA.log.vst.split_Batch_ID.features.750_c699f83acf5f343b82f9eca189927e32	0.553671390298929	0.313700422647608	7.5	0.118126850904236	0.883373341555655	66	87.57	32.36	60.13	46.245	82.1775	scVI	90	features_RNA.log.vst.split_Batch_ID	scVI	750
scVI_12_20_0.1_2_128..scVI..90..features_RNA.log.vst.split_Batch_ID.features.1000_c699f83acf5f343b82f9eca189927e32	0.56331365296521	0.375278126064926	8	0.144712259682259	0.903309683626875	81	90.35	45.4	73.87	59.635	88.0125	scVI	90	features_RNA.log.vst.split_Batch_ID	scVI	1000
scVI_12_20_0.1_2_128..scVI..90..features_RNA.log.vst.split_Batch_ID.features.750_c699f83acf5f343b82f9eca189927e32	0.577955795262268	0.383782065180674	8.5	0.134935650094933	0.907561431500218	75	94.57	47.21	76.8	62.005	89.6775	scVI	90	features_RNA.log.vst.split_Batch_ID	scVI	750
scVI_13_20_0.1_2_256..scVI..90..features_RNA.log.vst.split_Batch_ID.features.1000_c699f83acf5f343b82f9eca189927e32	0.587735010162602	0.360722463821872	7.5	0.109708129776515	0.910064985843363	61	97.39	42.32	78.52	60.42	88.2925	scVI	90	features_RNA.log.vst.split_Batch_ID	scVI	1000
scVI_13_20_0.1_2_256..scVI..90..features_RNA.log.vst.split_Batch_ID.features.750_c699f83acf5f343b82f9eca189927e32	0.575313346883469	0.365097835710664	7.5	0.100241753065334	0.909877440686844	56	93.81	43.25	78.39	60.82	84.3575	scVI	90	features_RNA.log.vst.split_Batch_ID	scVI	750
scVI_18_30_0.1_2_128..scVI..90..features_RNA.log.vst.split_Batch_ID.features.1000_c699f83acf5f343b82f9eca189927e32	0.578747459349594	0.383624353710897	8	0.150818979064255	0.905865413842101	84	94.8	47.17	75.63	61.4	92.1	scVI	90	features_RNA.log.vst.split_Batch_ID	scVI	1000
scVI_18_30_0.1_2_128..scVI..90..features_RNA.log.vst.split_Batch_ID.features.750_c699f83acf5f343b82f9eca189927e32	0.579554212578928	0.390384100504651	7.5	0.125666904364931	0.906241469884421	70	95.03	48.6	75.89	62.245	88.7725	scVI	90	features_RNA.log.vst.split_Batch_ID	scVI	750
scVI_19_30_0.1_2_256..scVI..90..features_RNA.log.vst.split_Batch_ID.features.1000_c699f83acf5f343b82f9eca189927e32	0.577458079268292	0.370376046056114	8	0.111616737165503	0.915133279739287	62	94.43	44.37	82.01	63.19	86.3225	scVI	90	features_RNA.log.vst.split_Batch_ID	scVI	1000
scVI_19_30_0.1_2_256..scVI..90..features_RNA.log.vst.split_Batch_ID.features.750_c699f83acf5f343b82f9eca189927e32	0.580614837398374	0.375278126064926	7	0.107624544503951	0.919455331604914	60	95.34	45.4	84.99	65.195	86.505	scVI	90	features_RNA.log.vst.split_Batch_ID	scVI	750
scVI_6_10_0.1_2_128..scVI..90..features_RNA.log.vst.split_Batch_ID.features.1000_c699f83acf5f343b82f9eca189927e32	0.550559458957534	0.361872106940366	8	0.150075795777892	0.892071354106169	84	86.67	42.56	66.12	54.34	86.0025	scVI	90	features_RNA.log.vst.split_Batch_ID	scVI	1000
scVI_6_10_0.1_2_128..scVI..90..features_RNA.log.vst.split_Batch_ID.features.750_c699f83acf5f343b82f9eca189927e32	0.556851469966159	0.370376046056114	8.5	0.144022944683452	0.894399094197433	81	88.49	44.37	67.73	56.05	86.6175	scVI	90	features_RNA.log.vst.split_Batch_ID	scVI	750
scVI_7_10_0.1_2_256..scVI..90..features_RNA.log.vst.split_Batch_ID.features.1000_c699f83acf5f343b82f9eca189927e32	0.593842533840948	0.338285797461544	8	0.126254336046069	0.896995750771179	71	99.15	37.57	69.51	53.54	92.1125	scVI	90	features_RNA.log.vst.split_Batch_ID	scVI	1000
scVI_7_10_0.1_2_256..scVI..90..features_RNA.log.vst.split_Batch_ID.features.750_c699f83acf5f343b82f9eca189927e32	0.584104169246007	0.342488764883562	7.5	0.108317563863227	0.898945014155567	61	96.34	38.46	70.86	54.66	87.505	scVI	90	features_RNA.log.vst.split_Batch_ID	scVI	750
scVI_10_200_0.05_3_256_gene_zinb..scVI..50..features_RNA.log.vst.split_Batch_ID.features.1000_95b644b3dad49b61fb72690e39ca45aa	0.534832317073171	0.414142814450248	7.5	0.11475351490692	0.907819060702847	64	82.14	53.64	76.97	65.305	77.605	scVI	50	features_RNA.log.vst.split_Batch_ID	scVI	1000
scVI_10_200_0.05_3_256_gene_zinb..scVI..50..features_RNA.log.vst.split_Batch_ID.features.750_95b644b3dad49b61fb72690e39ca45aa	0.544556656504065	0.421820092697657	7	0.102119916251806	0.907940871709611	57	84.94	55.27	77.06	66.165	77.955	scVI	50	features_RNA.log.vst.split_Batch_ID	scVI	750
scVI_10_200_0.05_3_256_gene_zinb..scVI..90..features_RNA.log.vst.split_Batch_ID.features.1000_a27d062197f4161ad98b5b22bf738def	0.552419969512195	0.414767526841979	7.5	0.116400874245191	0.911779436450045	65	87.21	53.77	79.7	66.735	81.6575	scVI	90	features_RNA.log.vst.split_Batch_ID	scVI	1000
scVI_10_200_0.05_3_256_gene_zinb..scVI..90..features_RNA.log.vst.split_Batch_ID.features.750_a27d062197f4161ad98b5b22bf738def	0.548439617208672	0.419421024795698	7	0.0998411489864995	0.917369618645006	56	86.06	54.76	83.55	69.155	78.545	scVI	90	features_RNA.log.vst.split_Batch_ID	scVI	750
scVI_11_200_0.05_4_256_gene_zinb..scVI..50..features_RNA.log.vst.split_Batch_ID.features.1000_95b644b3dad49b61fb72690e39ca45aa	0.519728700205567	0.421369562165956	7.5	0.133591122460176	0.90373841276698	75	77.78	55.17	74.16	64.665	77.085	scVI	50	features_RNA.log.vst.split_Batch_ID	scVI	1000
scVI_11_200_0.05_4_256_gene_zinb..scVI..90..features_RNA.log.vst.split_Batch_ID.features.1000_a27d062197f4161ad98b5b22bf738def	0.519905995934959	0.422270623229357	7.5	0.130303649697144	0.905481914077353	73	77.83	55.36	75.36	65.36	76.6225	scVI	90	features_RNA.log.vst.split_Batch_ID	scVI	1000
scVI_11_200_0.05_4_256_gene_zinb..scVI..90..features_RNA.log.vst.split_Batch_ID.features.750_a27d062197f4161ad98b5b22bf738def	0.533904979674797	0.425774478064581	7.5	0.130753540044741	0.909093658568387	73	81.87	56.1	77.85	66.975	79.6525	scVI	90	features_RNA.log.vst.split_Batch_ID	scVI	750
scVI_12_300_0.025_2_128_gene_zinb..scVI..50..features_RNA.log.vst.split_Batch_ID.features.1000_95b644b3dad49b61fb72690e39ca45aa	0.554128701594533	0.397609070827102	7	0.111447016230353	0.903396249163214	62	87.7	50.14	73.93	62.035	81.275	scVI	50	features_RNA.log.vst.split_Batch_ID	scVI	1000
scVI_12_300_0.025_2_128_gene_zinb..scVI..90..features_RNA.log.vst.split_Batch_ID.features.1000_a27d062197f4161ad98b5b22bf738def	0.548604957219846	0.396811953968596	7.5	0.112622331412264	0.912980741116839	63	86.11	49.97	80.53	65.25	80.3325	scVI	90	features_RNA.log.vst.split_Batch_ID	scVI	1000
scVI_4_400_0.025_3_256_gene_zinb..scVI..90..features_RNA.log.vst.split_Batch_ID.features.1000_e86d95166657a332fb6d87bf3a31ad37	0.511985518292683	0.424421109076222	7	0.124131056446898	0.914858988602715	69	75.55	55.82	81.82	68.82	73.9125	scVI	90	features_RNA.log.vst.split_Batch_ID	scVI	1000
scVI_4_400_0.025_3_256_gene_zinb..scVI..90..features_RNA.log.vst.split_Batch_ID.features.750_e86d95166657a332fb6d87bf3a31ad37	0.52966632791328	0.429699319421673	7	0.12520658880436	0.915394482338547	70	80.65	56.93	82.19	69.56	77.9875	scVI	90	features_RNA.log.vst.split_Batch_ID	scVI	750
scVI_5_400_0.025_4_256_gene_zinb..scVI..90..features_RNA.log.vst.split_Batch_ID.features.1000_e86d95166657a332fb6d87bf3a31ad37	0.511972815040651	0.426473590651375	7	0.127830586633107	0.906789579286445	71	75.54	56.25	76.26	66.255	74.405	scVI	90	features_RNA.log.vst.split_Batch_ID	scVI	1000
scVI_5_400_0.025_4_256_gene_zinb..scVI..90..features_RNA.log.vst.split_Batch_ID.features.750_e86d95166657a332fb6d87bf3a31ad37	0.519810721544715	0.434775581290516	6.5	0.133387501454302	0.909791980135733	75	77.8	58.01	78.33	68.17	77.1	scVI	90	features_RNA.log.vst.split_Batch_ID	scVI	750
scVI_9_200_0.05_2_256_gene_zinb..scVI..50..features_RNA.log.vst.split_Batch_ID.features.1000_95b644b3dad49b61fb72690e39ca45aa	0.555637292349575	0.405315893084344	7.5	0.110497366856977	0.906116975098094	62	88.14	51.77	75.8	63.785	81.605	scVI	50	features_RNA.log.vst.split_Batch_ID	scVI	1000
scVI_9_200_0.05_2_256_gene_zinb..scVI..50..features_RNA.log.vst.split_Batch_ID.features.750_95b644b3dad49b61fb72690e39ca45aa	0.543116954607046	0.412368458940021	7.5	0.101482229408513	0.911111305080496	57	84.53	53.26	79.24	66.25	77.6475	scVI	50	features_RNA.log.vst.split_Batch_ID	scVI	750
scVI_9_200_0.05_2_256_gene_zinb..scVI..90..features_RNA.log.vst.split_Batch_ID.features.1000_a27d062197f4161ad98b5b22bf738def	0.543857977642277	0.405315893084344	7	0.0731619003215004	0.919294773111437	41	84.74	51.77	84.88	68.325	73.805	scVI	90	features_RNA.log.vst.split_Batch_ID	scVI	1000
scVI_9_200_0.05_2_256_gene_zinb..scVI..90..features_RNA.log.vst.split_Batch_ID.features.750_a27d062197f4161ad98b5b22bf738def	0.552532181571816	0.40993984702823	6.5	0.0713815238968723	0.922817448442833	40	87.24	52.75	87.31	70.03	75.43	scVI	90	features_RNA.log.vst.split_Batch_ID	scVI	750
scVI_9_100_0.1_3_256..scVI..80..features_RNA.log.vst.split_Batch_ID.features.1000_8fd4ab347d1e48692d6170a5b93cf781	0.548522487360409	0.405158181614566	7.5	0.128770519596846	0.907546897764469	72	86.08	51.73	76.79	64.26	82.56	scVI	80	features_RNA.log.vst.split_Batch_ID	scVI	1000
scVI_9_100_0.1_3_256..scVI..80..features_RNA.log.vst.split_Batch_ID.features.750_8fd4ab347d1e48692d6170a5b93cf781	0.542932757452575	0.413285990393676	7.5	0.121585512934926	0.908976579723673	68	84.47	53.46	77.77	65.615	80.3525	scVI	80	features_RNA.log.vst.split_Batch_ID	scVI	750
scVI_9_200_0.1_1_128..scVI..50..features_RNA.log.vst.split_Batch_ID.features.1000_d842bf4c63b8fee2b6d1ade43f654023	0.557065125338754	0.391192621790422	7.5	0.12060008963132	0.900260771407695	67	88.55	48.78	71.76	60.27	83.1625	scVI	50	features_RNA.log.vst.split_Batch_ID	scVI	1000
scVI_9_200_0.1_1_128..scVI..50..features_RNA.log.vst.split_Batch_ID.features.1500_d842bf4c63b8fee2b6d1ade43f654023	0.55692962398374	0.383624353710897	7	0.137822920019918	0.898152718740804	77	88.51	47.17	70.31	58.74	85.6325	scVI	50	features_RNA.log.vst.split_Batch_ID	scVI	1500
scVI_9_200_0.1_1_128..scVI..50..features_RNA.log.vst.split_Batch_ID.features.2000_d842bf4c63b8fee2b6d1ade43f654023	0.556618394308943	0.374549469468299	7.5	0.136383441632317	0.893505318453571	76	88.42	45.25	67.11	56.18	85.315	scVI	50	features_RNA.log.vst.split_Batch_ID	scVI	2000
scVI_9_200_0.1_1_128..scVI..50..features_RNA.log.vst.split_Batch_ID.features.3000_d842bf4c63b8fee2b6d1ade43f654023	0.555024136178862	0.362947349863799	8	0.137860189757522	0.893450522259225	77	87.96	42.79	67.07	54.93	85.22	scVI	50	features_RNA.log.vst.split_Batch_ID	scVI	3000
scVI_9_200_0.1_1_128..scVI..50..features_RNA.log.vst.split_Batch_ID.features.500_d842bf4c63b8fee2b6d1ade43f654023	0.540688371576199	0.413285990393676	7	0.105258823486145	0.910139049271502	59	83.83	53.46	78.57	66.015	77.6225	scVI	50	features_RNA.log.vst.split_Batch_ID	scVI	500
scVI_9_200_0.1_1_128..scVI..50..features_RNA.log.vst.split_Batch_ID.features.750_d842bf4c63b8fee2b6d1ade43f654023	0.561964346205962	0.397030372835457	7.5	0.117883620926691	0.904378549967227	66	89.96	50.01	74.6	62.305	83.97	scVI	50	features_RNA.log.vst.split_Batch_ID	scVI	750
scVI_9_200_0.1_3_256..scVI..80..features_RNA.log.vst.split_Batch_ID.features.1000_06e72a9fd1ac3c635d8bd4013dcaa6ef	0.541434072726263	0.414142814450248	7	0.135416564989693	0.909701358127353	76	84.04	53.64	78.27	65.955	82.03	scVI	80	features_RNA.log.vst.split_Batch_ID	scVI	1000
scVI_9_200_0.1_3_256..scVI..80..features_RNA.log.vst.split_Batch_ID.features.750_06e72a9fd1ac3c635d8bd4013dcaa6ef	0.531891514227642	0.421369562165956	7.5	0.128044384172267	0.911998165086912	72	81.29	55.17	79.85	67.51	78.9675	scVI	80	features_RNA.log.vst.split_Batch_ID	scVI	750
scVI_9_60_0.1_2_256..scVI..90..features_RNA.log.vst.split_Batch_ID.features.1000_b0e8fd94fb38e748c5ba9bf4d05721d2	0.578745342140921	0.390384100504651	7.5	0.100539825528525	0.916376942868693	56	94.8	48.6	82.87	65.735	85.1	scVI	90	features_RNA.log.vst.split_Batch_ID	scVI	1000
scVI_9_60_0.1_2_256..scVI..90..features_RNA.log.vst.split_Batch_ID.features.1500_b0e8fd94fb38e748c5ba9bf4d05721d2	0.574936483739837	0.384481177767468	7.5	0.120583303962833	0.91153140721716	67	93.7	47.35	79.53	63.44	87.025	scVI	90	features_RNA.log.vst.split_Batch_ID	scVI	1500
scVI_9_60_0.1_2_256..scVI..90..features_RNA.log.vst.split_Batch_ID.features.2000_b0e8fd94fb38e748c5ba9bf4d05721d2	0.566736534552845	0.374549469468299	7	0.122782061207382	0.909556868068285	69	91.34	45.25	78.17	61.71	85.755	scVI	90	features_RNA.log.vst.split_Batch_ID	scVI	2000
scVI_9_60_0.1_2_256..scVI..90..features_RNA.log.vst.split_Batch_ID.features.750_b0e8fd94fb38e748c5ba9bf4d05721d2	0.573397273035231	0.391752162490006	7.5	0.0882086241409881	0.918347904179301	49	93.26	48.89	84.23	66.56	82.195	scVI	90	features_RNA.log.vst.split_Batch_ID	scVI	750
scVI_9_80_0.1_2_128..scVI..50..features_RNA.log.vst.split_Batch_ID.features.1000_9625657cf22d373e46bdde89031e6f00	0.576139058265583	0.394759472393443	8	0.142921268724227	0.904734959235428	80	94.05	49.53	74.85	62.19	90.5375	scVI	50	features_RNA.log.vst.split_Batch_ID	scVI	1000
scVI_9_80_0.1_2_128..scVI..50..features_RNA.log.vst.split_Batch_ID.features.1500_9625657cf22d373e46bdde89031e6f00	0.560086382113822	0.384481177767468	8	0.145584895756597	0.898203468550374	81	89.42	47.35	70.35	58.85	87.315	scVI	50	features_RNA.log.vst.split_Batch_ID	scVI	1500
scVI_9_80_0.1_2_128..scVI..50..features_RNA.log.vst.split_Batch_ID.features.2000_9625657cf22d373e46bdde89031e6f00	0.548168614498645	0.383624353710897	8.5	0.162914043572105	0.893484840734317	91	85.98	47.17	67.1	57.135	87.235	scVI	50	features_RNA.log.vst.split_Batch_ID	scVI	2000
scVI_9_80_0.1_2_128..scVI..50..features_RNA.log.vst.split_Batch_ID.features.3000_9625657cf22d373e46bdde89031e6f00	0.553529386856369	0.374421302008354	8	0.166092616896114	0.891237356963965	93	87.53	45.22	65.55	55.385	88.8975	scVI	50	features_RNA.log.vst.split_Batch_ID	scVI	3000
scVI_9_80_0.1_2_128..scVI..50..features_RNA.log.vst.split_Batch_ID.features.500_9625657cf22d373e46bdde89031e6f00	0.562593157181572	0.413864688385321	7.5	0.110640337809771	0.912156911565109	62	90.14	53.58	79.96	66.77	83.105	scVI	50	features_RNA.log.vst.split_Batch_ID	scVI	500
scVI_9_80_0.1_2_128..scVI..50..features_RNA.log.vst.split_Batch_ID.features.750_9625657cf22d373e46bdde89031e6f00	0.570754996612466	0.404939762747706	8.5	0.125886640839246	0.908812208539073	70	92.5	51.69	77.66	64.675	86.875	scVI	50	features_RNA.log.vst.split_Batch_ID	scVI	750
seuratIntegration_1_Batch_ID..30..RNA..features_RNA.log.vst.split_Batch_ID.features.1000_2873977	0.352847008035388	0.611872106940366	9.5	0.0359216029961908	0.929045282425643	20	29.66	95.53	91.6	93.565	27.245	RNA	30	features_RNA.log.vst.split_Batch_ID	seuratIntegration	1000
seuratIntegration_1_Batch_ID..30..RNA..features_RNA.log.vst.split_Batch_ID.features.1500_7634294	0.390621262774516	0.595616489382147	10.5	0.0545510664588561	0.920864118219495	30	40.55	92.09	85.96	89.025	37.9125	RNA	30	features_RNA.log.vst.split_Batch_ID	seuratIntegration	1500
seuratIntegration_1_Batch_ID..30..RNA..features_RNA.log.vst.split_Batch_ID.features.2000_8884803	0.392539109506619	0.59669173230558	10.5	0.0457009857215662	0.920447979252492	26	41.1	92.32	85.68	89	37.325	RNA	30	features_RNA.log.vst.split_Batch_ID	seuratIntegration	2000
seuratIntegration_1_Batch_ID..30..RNA..features_RNA.log.vst.split_Batch_ID.features.3000_1261334	0.377433273537726	0.595616489382147	9.5	0.0642691152382835	0.924302252869496	36	36.75	92.09	88.33	90.21	36.5625	RNA	30	features_RNA.log.vst.split_Batch_ID	seuratIntegration	3000
seuratIntegration_1_Batch_ID..30..RNA..features_RNA.log.vst.split_Batch_ID.features.500_4706784	0.365696331788548	0.612947349863799	10.5	0.029092924818574	0.927859358269204	16	33.36	95.76	90.78	93.27	29.02	RNA	30	features_RNA.log.vst.split_Batch_ID	seuratIntegration	500
seuratIntegration_1_Batch_ID..30..RNA..features_RNA.log.vst.split_Batch_ID.features.750_8036148	0.418389033324621	0.611421576408666	10	0.0540444037731017	0.922752522982411	30	48.56	95.44	87.26	91.35	43.92	RNA	30	features_RNA.log.vst.split_Batch_ID	seuratIntegration	750
seuratIntegration_2_Batch_ID..50..RNA..features_RNA.log.vst.split_Batch_ID.features.1000_2873977	0.369775546677881	0.618225560209249	9	0.0442237436161921	0.931237452859034	25	34.54	96.88	93.11	94.995	32.155	RNA	50	features_RNA.log.vst.split_Batch_ID	seuratIntegration	1000
seuratIntegration_2_Batch_ID..50..RNA..features_RNA.log.vst.split_Batch_ID.features.1500_7634294	0.407079348065084	0.611872106940366	9.5	0.045039330083044	0.927588294657961	25	45.3	95.53	90.6	93.065	40.225	RNA	50	features_RNA.log.vst.split_Batch_ID	seuratIntegration	1500
seuratIntegration_2_Batch_ID..50..RNA..features_RNA.log.vst.split_Batch_ID.features.2000_8884803	0.423748763192612	0.609022508506707	9	0.0470378261458928	0.929250577077618	26	50.1	94.93	91.74	93.335	44.075	RNA	50	features_RNA.log.vst.split_Batch_ID	seuratIntegration	2000
seuratIntegration_2_Batch_ID..50..RNA..features_RNA.log.vst.split_Batch_ID.features.3000_1261334	0.409023106626806	0.603293767629556	9	0.0601214182232548	0.923721399170569	34	45.86	93.72	87.93	90.825	42.895	RNA	50	features_RNA.log.vst.split_Batch_ID	seuratIntegration	3000
seuratIntegration_2_Batch_ID..50..RNA..features_RNA.log.vst.split_Batch_ID.features.500_4706784	0.421041273126285	0.625278126064926	10	0.0559668274651574	0.930064982011145	31	49.32	98.37	92.3	95.335	44.74	RNA	50	features_RNA.log.vst.split_Batch_ID	seuratIntegration	500
seuratIntegration_2_Batch_ID..50..RNA..features_RNA.log.vst.split_Batch_ID.features.750_8036148	0.386540948275862	0.626353368988359	9.5	0.0414848196292097	0.93185924443148	23	39.37	98.6	93.54	96.07	35.2775	RNA	50	features_RNA.log.vst.split_Batch_ID	seuratIntegration	750
seuratIntegration_3_Batch_ID..60..RNA..features_RNA.log.vst.split_Batch_ID.features.1000_2873977	0.375716553045016	0.625278126064926	9	0.0364060122296687	0.933150864943904	20	36.25	98.37	94.43	96.4	32.1875	RNA	60	features_RNA.log.vst.split_Batch_ID	seuratIntegration	1000
seuratIntegration_3_Batch_ID..60..RNA..features_RNA.log.vst.split_Batch_ID.features.1500_7634294	0.422829341317366	0.595616489382147	9.5	0.0745142394544317	0.925237741843424	42	49.84	92.09	88.98	90.535	47.88	RNA	60	features_RNA.log.vst.split_Batch_ID	seuratIntegration	1500
seuratIntegration_3_Batch_ID..60..RNA..features_RNA.log.vst.split_Batch_ID.features.2000_8884803	0.428160489461609	0.590338279036697	9.5	0.0899382060577364	0.924857384414233	50	51.38	90.97	88.72	89.845	51.035	RNA	60	features_RNA.log.vst.split_Batch_ID	seuratIntegration	2000
seuratIntegration_3_Batch_ID..60..RNA..features_RNA.log.vst.split_Batch_ID.features.3000_1261334	0.415166613193258	0.60196994265103	9	0.064217049214222	0.926086625778944	36	47.63	93.43	89.56	91.495	44.7225	RNA	60	features_RNA.log.vst.split_Batch_ID	seuratIntegration	3000
seuratIntegration_3_Batch_ID..60..RNA..features_RNA.log.vst.split_Batch_ID.features.500_4706784	0.411685772554954	0.630556336410377	9.5	0.0552257517073165	0.929750103593299	31	46.62	99.49	92.09	95.79	42.715	RNA	60	features_RNA.log.vst.split_Batch_ID	seuratIntegration	500
seuratIntegration_3_Batch_ID..60..RNA..features_RNA.log.vst.split_Batch_ID.features.750_8036148	0.364509283819629	0.629202967422018	9.5	0.0298891787012088	0.933425695770057	17	33.02	99.2	94.62	96.91	29.015	RNA	60	features_RNA.log.vst.split_Batch_ID	seuratIntegration	750
seuratIntegration_4_Batch_ID..80..RNA..features_RNA.log.vst.split_Batch_ID.features.1000_2873977	0.430589603052556	0.607669139518348	9	0.0632413311950731	0.93081307765664	35	52.08	94.64	92.82	93.73	47.81	RNA	80	features_RNA.log.vst.split_Batch_ID	seuratIntegration	1000
seuratIntegration_4_Batch_ID..80..RNA..features_RNA.log.vst.split_Batch_ID.features.1500_7634294	0.437722239582905	0.599541330739239	9.5	0.0793132271952232	0.929368330680454	44	54.13	92.92	91.82	92.37	51.5975	RNA	80	features_RNA.log.vst.split_Batch_ID	seuratIntegration	1500
seuratIntegration_4_Batch_ID..80..RNA..features_RNA.log.vst.split_Batch_ID.features.2000_8884803	0.419800043908301	0.612947349863799	8.5	0.0454254350993842	0.9330552164646	25	48.96	95.76	94.36	95.06	42.97	RNA	80	features_RNA.log.vst.split_Batch_ID	seuratIntegration	2000
seuratIntegration_4_Batch_ID..80..RNA..features_RNA.log.vst.split_Batch_ID.features.3000_1261334	0.432943845269541	0.603293767629556	8	0.0652930744014312	0.929756393802922	36	52.76	93.72	92.09	92.905	48.57	RNA	80	features_RNA.log.vst.split_Batch_ID	seuratIntegration	3000
seuratIntegration_4_Batch_ID..80..RNA..features_RNA.log.vst.split_Batch_ID.features.500_4706784	0.416156776559789	0.632955404312335	8.5	0.0445229210964791	0.93226193470621	25	47.91	100	93.82	96.91	42.1825	RNA	80	features_RNA.log.vst.split_Batch_ID	seuratIntegration	500
seuratIntegration_4_Batch_ID..80..RNA..features_RNA.log.vst.split_Batch_ID.features.750_8036148	0.391972743696488	0.617150317285817	9	0.064361242613316	0.933428280749549	36	40.94	96.65	94.62	95.635	39.705	RNA	80	features_RNA.log.vst.split_Batch_ID	seuratIntegration	750
scVI_7_200_0.1_2_256..scVI..80..features_RNA.log.vst.split_Batch_ID.features.750_fb0c4430d8280cd23d2956b80b45c5bb	0.559167513550136	0.413285990393676	7	0.0820286032449495	0.92206102333151	46	89.15	53.46	86.79	70.125	78.3625	scVI	80	features_RNA.log.vst.split_Batch_ID	scVI	750
scVI_7_30_0.1_2_256..scVI..80..features_RNA.log.vst.split_Batch_ID.features.1000_6bcfab0e71be7b8b8187521a7dab74bb	0.577326812330623	0.373225644489773	7	0.106503201115603	0.915579297963064	60	94.39	44.97	82.32	63.645	85.7925	scVI	80	features_RNA.log.vst.split_Batch_ID	scVI	1000
scVI_7_30_0.1_2_256..scVI..80..features_RNA.log.vst.split_Batch_ID.features.1000_7e63be155c506f1a4cd2006d80c9563f	0.57133722899729	0.365097835710664	7.5	0.107094549515003	0.90929387966626	60	92.66	43.25	77.99	60.62	84.495	scVI	80	features_RNA.log.vst.split_Batch_ID	scVI	1000
scVI_7_30_0.1_2_256..scVI..80..features_RNA.log.vst.split_Batch_ID.features.750_6bcfab0e71be7b8b8187521a7dab74bb	0.566764058265583	0.374421302008354	7.5	0.0961632123532164	0.91635197266645	54	91.34	45.22	82.85	64.035	82.005	scVI	80	features_RNA.log.vst.split_Batch_ID	scVI	750
scVI_7_30_0.1_2_256..scVI..80..features_RNA.log.vst.split_Batch_ID.features.750_7e63be155c506f1a4cd2006d80c9563f	0.575707147696477	0.374421302008354	7.5	0.0968192256422344	0.913108754490685	54	93.92	45.22	80.62	62.92	83.94	scVI	80	features_RNA.log.vst.split_Batch_ID	scVI	750
scVI_7_40_0.1_2_128..scVI..80..features_RNA.log.vst.split_Batch_ID.features.1000_9625657cf22d373e46bdde89031e6f00	0.576911839430895	0.384481177767468	8.5	0.146768353660793	0.906858893825275	82	94.27	47.35	76.31	61.83	91.2025	scVI	80	features_RNA.log.vst.split_Batch_ID	scVI	1000
scVI_7_40_0.1_2_128..scVI..80..features_RNA.log.vst.split_Batch_ID.features.1500_9625657cf22d373e46bdde89031e6f00	0.556652269647697	0.374421302008354	8	0.1588543946049	0.902525025352441	89	88.43	45.22	73.32	59.27	88.5725	scVI	80	features_RNA.log.vst.split_Batch_ID	scVI	1500
scVI_7_40_0.1_2_128..scVI..80..features_RNA.log.vst.split_Batch_ID.features.2000_9625657cf22d373e46bdde89031e6f00	0.554310636856369	0.370376046056114	8	0.163514971443935	0.894912448200752	91	87.75	44.37	68.08	56.225	88.5625	scVI	80	features_RNA.log.vst.split_Batch_ID	scVI	2000
scVI_7_40_0.1_2_128..scVI..80..features_RNA.log.vst.split_Batch_ID.features.3000_9625657cf22d373e46bdde89031e6f00	0.54307679212579	0.362090525807227	8	0.162374231474895	0.893309824808219	91	84.51	42.61	66.97	54.79	86.1325	scVI	80	features_RNA.log.vst.split_Batch_ID	scVI	3000
