p_val	avg_log2FC	pct.1	pct.2	p_val_adj	gene	pct_diff	p_val_adj_negbinom	color	label
2.82476228447267e-15	0.541314279059203	0.704	0.382	1.62034014161921e-10	Whamm	0.322	1.57821685686831e-23	up-regulated in fasting	
3.12204459962922e-15	0.541357206850829	0.628	0.306	1.79086722323931e-10	Uso1	0.322	1.18508099556096e-17	up-regulated in fasting	
3.40373766813541e-15	-0.941112875004437	0.376	0.567	1.95245200119583e-10	Lrpap1	-0.191	4.6360324237913e-11	down-regulated in fasting	
3.5832172455905e-15	0.996976430928205	0.398	0.142	2.05540507641562e-10	Pdgfd	0.256	7.86081704431966e-17	up-regulated in fasting	
3.65177498443626e-15	0.553121560868376	0.823	0.524	2.09473116657232e-10	Trank1	0.299	6.275203199517e-26	up-regulated in fasting	
3.96409283663037e-15	0.589838275013321	0.854	0.567	2.27388293294791e-10	Rasgrf2	0.287	5.5209824340246e-31	up-regulated in fasting	
3.9970180940274e-15	-0.943021203812743	0.765	0.91	2.292769519096e-10	Gm47283	-0.145	0.0894877674963309	down-regulated in fasting	
4.00176538470233e-15	0.591932068760634	0.885	0.719	2.29549265997295e-10	Phf21a	0.166	1.67181223101522e-31	up-regulated in fasting	
4.17348976134324e-15	-0.983327751088769	0.31	0.526	2.39399719690171e-10	Tmsb10	-0.216	7.30419966449061e-13	down-regulated in fasting	
5.02545664622126e-15	0.624977354271243	0.982	0.908	2.88270244140544e-10	Prune2	0.074	9.77814114191991e-38	up-regulated in fasting	
5.97094400786303e-15	-1.02966397244557	0.164	0.413	3.42505290179039e-10	Rpl14	-0.249	2.02844964263628e-14	down-regulated in fasting	
6.24333021662685e-15	-0.932032903920703	0.204	0.46	3.58129907886149e-10	Gm1673	-0.256	3.78872244864776e-11	down-regulated in fasting	
6.48532213678579e-15	0.594349962638337	0.668	0.345	3.72011048410307e-10	Cers6	0.323	6.97762822635848e-19	up-regulated in fasting	
6.56943137390528e-15	-0.848418564197059	0.102	0.368	3.76835722469955e-10	Rpl32	-0.266	7.45231091666435e-11	down-regulated in fasting	
7.29836742978888e-15	0.697775588051471	0.655	0.341	4.1864895250755e-10	Slc35f4	0.314	5.09773579942065e-18	up-regulated in fasting	
8.15392059947e-15	0.52022530997059	0.774	0.437	4.67725193426798e-10	Snd1	0.337	2.57646931649961e-19	up-regulated in fasting	
8.54941332680039e-15	-0.537714808463409	0.991	0.994	4.90411447251924e-10	Dab1	-0.003	1	down-regulated in fasting	
8.72821040679743e-15	0.618914030353511	0.739	0.415	5.00667605354714e-10	Ppm1h	0.324	1.24025353663057e-23	up-regulated in fasting	
1.02092203040059e-14	-0.851841316664723	0.252	0.493	5.85621295078386e-10	Rpl36	-0.241	5.13192105106165e-10	down-regulated in fasting	
1.11026237145218e-14	0.479679330483853	0.982	0.854	6.36868701512398e-10	Dlgap2	0.128	4.31152800380136e-30	up-regulated in fasting	
1.15097879041664e-14	0.602068918765421	0.77	0.464	6.60224453758791e-10	Lpp	0.306	2.12562840115908e-23	up-regulated in fasting	
1.24454168054988e-14	-0.853275694910717	0.106	0.366	7.1389399879702e-10	mt-Nd4	-0.26	1.19475029137292e-10	down-regulated in fasting	
1.30474059085109e-14	-0.849744056376773	0.858	0.922	7.48425297724004e-10	Kcnb2	-0.0640000000000001	1	down-regulated in fasting	
1.35133558605267e-14	0.468248516149893	0.947	0.78	7.75153118871531e-10	Cacna1b	0.167	1.6130194143154e-36	up-regulated in fasting	
1.35217903519948e-14	0.581934881589595	0.805	0.493	7.75636938171123e-10	Oxct1	0.312	3.33989061371481e-20	up-regulated in fasting	
1.39961416604972e-14	0.529334445461022	0.509	0.207	8.02846677929443e-10	Slc41a2	0.302	1.03945773385218e-13	up-regulated in fasting	
1.48478359823039e-14	0.680521594660247	0.478	0.203	8.51701567616914e-10	Rab3b	0.275	3.83936534584831e-14	up-regulated in fasting	
1.51442059671357e-14	-0.811237135135719	0.327	0.554	8.68701942686839e-10	Rps2	-0.227	2.92421199304254e-08	down-regulated in fasting	
1.754349660601e-14	0.579641641561802	0.788	0.487	1.00633005231395e-09	Atxn7l1	0.301	1.10151233284402e-25	up-regulated in fasting	
1.80234094075284e-14	-0.979003127337535	0.155	0.405	1.03385881043464e-09	Rps11	-0.25	1.078138165372e-12	down-regulated in fasting	
1.81533565054722e-14	0.499668844841334	0.5	0.195	1.04131283586689e-09	Arntl	0.305	5.35338508403011e-15	up-regulated in fasting	
2.11894008701956e-14	-0.984815753829876	0.261	0.485	1.21546641271616e-09	Rpl11	-0.224	2.83432805866054e-13	down-regulated in fasting	
2.16834367398446e-14	0.38474675072982	0.996	0.965	1.24380529827096e-09	Gabrb3	0.031	4.61980423038126e-40	up-regulated in fasting	
2.34217817158533e-14	0.615261149335324	0.487	0.207	1.34352024278478e-09	L3mbtl3	0.28	1.20384673793165e-13	up-regulated in fasting	
2.366295749354e-14	0.486214656698974	0.978	0.842	1.35735456774444e-09	Kcnma1	0.136	1.36426288928727e-38	up-regulated in fasting	
2.95230851696915e-14	-0.941194710867763	0.159	0.407	1.69350321150384e-09	Dad1	-0.248	1.27143646895385e-12	down-regulated in fasting	
3.26137475287763e-14	0.538493758331688	0.655	0.318	1.87078978574567e-09	Carmil1	0.337	1.53234106997489e-20	up-regulated in fasting	
3.84191140521403e-14	-0.702964197935949	0.575	0.713	2.20379722025887e-09	Slc22a17	-0.138	0.00768498731882942	down-regulated in fasting	
3.86604990148206e-14	0.493145476183925	0.544	0.242	2.21764354448814e-09	Ndel1	0.302	1.14155016824154e-16	up-regulated in fasting	
4.02758979553098e-14	0.545666410310621	0.673	0.359	2.31030605851248e-09	Focad	0.314	7.06000277936568e-19	up-regulated in fasting	
4.14788123909048e-14	-0.7469007385494	0.075	0.326	2.37930763636708e-09	Eef1b2	-0.251	1.04700130483093e-08	down-regulated in fasting	
5.20782168103306e-14	0.612079238831915	0.942	0.842	2.98731067267418e-09	Oxr1	0.1	3.03361090887081e-39	up-regulated in fasting	
5.30292566075683e-14	0.421652359137764	0.235	0.047	3.04186421752333e-09	Rras2	0.188	5.12290304535731e-08	up-regulated in fasting	
5.68035655118187e-14	-0.864892286913446	0.115	0.366	3.25836612488894e-09	Rps4x	-0.251	2.60314650108568e-11	down-regulated in fasting	
6.62974202108035e-14	-0.674405965265651	0.765	0.809	3.80295261813211e-09	Clk1	-0.044	1	down-regulated in fasting	
6.87736705325516e-14	0.586330682458898	0.69	0.372	3.94499528908823e-09	Clint1	0.318	8.57440113420422e-20	up-regulated in fasting	
6.91046604948379e-14	0.476327801840637	0.805	0.472	3.96398153530489e-09	Sec24b	0.333	4.85048064004637e-20	up-regulated in fasting	
7.5624610732177e-14	0.586037113814898	0.681	0.366	4.33797892081914e-09	Sik2	0.315	5.14194354309073e-19	up-regulated in fasting	
8.83182335889577e-14	0.549633849076845	0.513	0.224	5.06611051512979e-09	Btg3	0.289	4.12264209718983e-14	up-regulated in fasting	
9.98489955109788e-14	-0.620204169014888	0.823	0.875	5.72753808050077e-09	Nap1l5	-0.0520000000000001	0.295850102912186	down-regulated in fasting	
1.0006224801192e-13	0.482706123740778	0.456	0.175	5.73977067045975e-09	Arrb1	0.281	9.83009297285216e-14	up-regulated in fasting	
1.0012597074445e-13	-0.809518485720613	0.195	0.431	5.74342593384315e-09	Atp5k	-0.236	5.27841237530291e-10	down-regulated in fasting	
1.01655175154682e-13	0.499555605520673	0.509	0.22	5.83114415722285e-09	Sec61a1	0.289	5.49664850700687e-11	up-regulated in fasting	
1.06740439929633e-13	0.36540887864031	1	0.986	6.12284511524361e-09	Dlgap1	0.014	2.38657249645992e-38	up-regulated in fasting	
1.0945204223644e-13	-1.04866409147764	0.146	0.384	6.27838804676666e-09	Rps3	-0.238	2.33437748358495e-13	down-regulated in fasting	
1.15050270993865e-13	0.522153947343171	0.832	0.587	6.5995136447501e-09	Foxn3	0.245	5.63220999570319e-26	up-regulated in fasting	
1.2553342837462e-13	0.583099470835423	0.602	0.318	7.20084851842495e-09	Uvrag	0.284	7.39303528248184e-19	up-regulated in fasting	
1.27604830093742e-13	0.531158962070311	1	0.996	7.31966826383722e-09	Grid2	0.004	5.98107218625334e-52	up-regulated in fasting	
1.33079523321895e-13	-0.773121237886841	0.522	0.692	7.63370761679052e-09	Snhg9	-0.17	0.0468811999327952	down-regulated in fasting	
1.34274991451146e-13	-0.760806511592519	0.504	0.632	7.70228205962065e-09	Tmem59l	-0.128	4.59817542982655e-06	down-regulated in fasting	
1.56862157019173e-13	0.450689175768649	0.35	0.109	8.99792705093379e-09	Noct	0.241	3.62048673913918e-10	up-regulated in fasting	
2.00414514605878e-13	0.546047415693563	0.588	0.279	1.14961773868224e-08	Efr3b	0.309	3.32578917018441e-17	up-regulated in fasting	
2.01264605431021e-13	0.505308058035267	0.429	0.166	1.15449402967342e-08	Wdfy1	0.263	2.78847345874802e-12	up-regulated in fasting	
2.06122703757904e-13	0.490265494893679	0.248	0.055	1.18236105329609e-08	Siah3	0.193	2.48485886491543e-10	up-regulated in fasting	
2.73724200606977e-13	-0.904574412347637	0.155	0.388	1.57013675952174e-08	Ndufc2	-0.233	1.37666505533107e-11	down-regulated in fasting	
2.74736499734941e-13	0.406178147059721	0.257	0.06	1.57594350977957e-08	Marchf11	0.197	1.36805203399035e-06	up-regulated in fasting	
2.9604379341146e-13	-0.815385037444197	0.173	0.413	1.69816640776682e-08	Nsg1	-0.24	5.53180037394811e-10	down-regulated in fasting	
3.12446029776851e-13	-1.04348768819973	0.261	0.466	1.79225291600597e-08	Nrsn2	-0.205	2.16958217330037e-13	down-regulated in fasting	
3.35813865508948e-13	-0.882804701899965	0.283	0.491	1.92629549533243e-08	Clu	-0.208	1.20348401045472e-09	down-regulated in fasting	
3.36833121598476e-13	-0.785301720464295	0.115	0.361	1.93214215211318e-08	Rpl39	-0.246	1.9379115231917e-09	down-regulated in fasting	
3.40537159694742e-13	0.537707746438985	0.836	0.53	1.95338925544098e-08	Gab2	0.306	6.61073058547587e-18	up-regulated in fasting	
3.42732175650244e-13	-0.947113597251162	0.243	0.46	1.96598030596493e-08	Hspa8	-0.217	1.46521009474341e-11	down-regulated in fasting	
3.8315427863458e-13	0.545261448120668	0.593	0.29	2.19784957310368e-08	Pcgf5	0.303	4.67041227782943e-15	up-regulated in fasting	
4.0676203945132e-13	0.575971649292679	0.938	0.678	2.33326841070066e-08	Zdhhc14	0.26	1.94499608218983e-25	up-regulated in fasting	
4.29458867309489e-13	0.591887898427518	0.655	0.353	2.46346195466069e-08	Ppp3cc	0.302	3.03811707874736e-21	up-regulated in fasting	
4.35204749939223e-13	-0.628690715785466	0.062	0.304	2.49642148660137e-08	mt-Rnr1	-0.242	3.97438126077519e-06	down-regulated in fasting	
4.64801528144489e-13	0.489638985872463	0.69	0.382	2.66619452574242e-08	Cux1	0.308	1.91001013915545e-18	up-regulated in fasting	
4.65271804632992e-13	0.625370067287268	0.903	0.727	2.66889212573577e-08	Vwc2l	0.176	5.7899229801296e-32	up-regulated in fasting	
4.68528721953623e-13	0.488580274503589	0.841	0.522	2.68757445487037e-08	Sfpq	0.319	3.0985564000514e-12	up-regulated in fasting	
4.70334840450328e-13	0.618760550158236	0.575	0.283	2.69793471179117e-08	Spred1	0.292	5.04946902849093e-19	up-regulated in fasting	
4.74724580179754e-13	0.492692239116693	0.743	0.427	2.72311513682711e-08	Zc3h7a	0.316	1.50985038058169e-19	up-regulated in fasting	
4.75903827493263e-13	0.583601992087505	0.73	0.441	2.72987953526685e-08	Sdk2	0.289	2.08591545162094e-19	up-regulated in fasting	
4.87688091613847e-13	-0.558201757609553	0.996	0.994	2.79747643111535e-08	Pcdh7	0.002	1	down-regulated in fasting	
4.99212822844912e-13	-0.644534844603544	0.04	0.265	2.86358459440299e-08	Atp5e	-0.225	1.21270277639448e-06	down-regulated in fasting	
5.22062399623723e-13	-0.892490479689551	0.438	0.587	2.9946543367216e-08	Hsp90b1	-0.149	1.02945880858468e-08	down-regulated in fasting	
6.00118415182013e-13	0.342976848746067	0.982	0.945	3.44239925316706e-08	Cacna1a	0.037	7.18527925309054e-36	not regulated	
6.29893327030844e-13	0.465289470398538	0.252	0.062	3.61319410251432e-08	Plce1	0.19	8.4341013879841e-09	up-regulated in fasting	
6.32347886250882e-13	0.513583763665678	0.535	0.244	3.62727394511231e-08	Camsap1	0.291	1.12459195783592e-15	up-regulated in fasting	
6.39445041431251e-13	-0.76455603217632	0.124	0.366	3.66798464665794e-08	Ndufa5	-0.242	5.62434382860234e-09	down-regulated in fasting	
6.73391227791149e-13	0.481298583167125	0.518	0.232	3.86270676085559e-08	Susd6	0.286	5.22267096754289e-14	up-regulated in fasting	
6.83708626473103e-13	0.440576838630546	0.951	0.735	3.92188942317501e-08	Msi2	0.216	7.93561934079654e-26	up-regulated in fasting	
7.17098683211818e-13	0.409262476913166	1	0.982	4.11342146663963e-08	Cacna1d	0.018	2.66495380095613e-35	up-regulated in fasting	
7.22036143740263e-13	0.483180342220608	0.872	0.643	4.14174372772289e-08	Dtnb	0.229	4.49584574066016e-29	up-regulated in fasting	
7.73747558245187e-13	-0.83415646869167	0.42	0.598	4.43837074360604e-08	5330438D12Rik	-0.178	0.00122029205768732	down-regulated in fasting	
8.5611484879694e-13	0.703732896548265	0.664	0.396	4.91084599566901e-08	Greb1l	0.268	3.91649940652348e-19	up-regulated in fasting	
8.59330845535838e-13	-0.89254119849582	0.319	0.528	4.92929359616267e-08	Gm12709	-0.209	3.50135504895812e-05	down-regulated in fasting	
9.42497268542228e-13	-0.807922724053918	0.323	0.524	5.40635283181193e-08	Ctsl	-0.201	3.59618814847664e-07	down-regulated in fasting	
9.70912747149438e-13	0.428524225475107	0.487	0.199	5.56934970019861e-08	Arfgap3	0.288	6.11356832611053e-11	up-regulated in fasting	
9.93303163372557e-13	0.559359025914426	0.708	0.413	5.69778560573766e-08	Hacd3	0.295	1.95296588360206e-18	up-regulated in fasting	
1.05589041377602e-12	0.415059561184066	0.668	0.329	6.05679859150198e-08	Eps15l1	0.339	9.42685571146387e-17	up-regulated in fasting	
1.08515772603202e-12	0.46826136879719	0.969	0.815	6.22468174806486e-08	Nav2	0.154	8.8644558456695e-34	up-regulated in fasting	
1.10254163399011e-12	-1.17317339711043	0.314	0.487	6.32439932089404e-08	Hsp90aa1	-0.173	2.3301846651551e-14	down-regulated in fasting	
1.1250035499748e-12	-0.638172126906169	0.04	0.261	6.45324536336544e-08	Chchd10	-0.221	2.45353006799233e-06	down-regulated in fasting	
1.20436998462067e-12	0.441191826324799	0.425	0.162	6.90850710578107e-08	Rhobtb1	0.263	3.98873562730874e-11	up-regulated in fasting	
1.2128321179602e-12	-0.858145707413699	0.558	0.682	6.95704759504331e-08	Gm37240	-0.124	0.0110213378681724	down-regulated in fasting	
1.26648041439372e-12	0.39705731544887	0.319	0.097	7.26478495304528e-08	Stk40	0.222	2.76293833494021e-09	up-regulated in fasting	
1.31029744637691e-12	0.322720307509766	0.235	0.051	7.51612821190726e-08	Sipa1l2	0.184	4.60803369079486e-06	not regulated	
1.36825785797859e-12	-0.903943958442124	0.522	0.643	7.8486007249368e-08	Bex2	-0.121	5.26220121506362e-09	down-regulated in fasting	
1.47290919893562e-12	-0.804971754878563	0.195	0.419	8.44890174693448e-08	Rps12	-0.224	7.39252227436712e-10	down-regulated in fasting	
1.47661150014122e-12	0.429768328066618	0.996	0.932	8.47013888711005e-08	Marchf1	0.064	2.42654839961935e-36	up-regulated in fasting	
1.52142236652848e-12	0.543476584007932	0.73	0.423	8.72718297888069e-08	Tasp1	0.307	1.42892860544058e-25	up-regulated in fasting	
1.61604232627864e-12	0.431171886324602	0.456	0.185	9.26994199199956e-08	Zfp64	0.271	5.00030746566894e-12	up-regulated in fasting	
1.76212082757356e-12	0.402668914932037	0.451	0.183	1.01078774911274e-07	Spred3	0.268	2.02351812115846e-09	up-regulated in fasting	
1.81368606646871e-12	-0.784650043995119	0.146	0.378	1.04036660144778e-07	Chgb	-0.232	1.0268599525549e-07	down-regulated in fasting	
1.8761091214418e-12	-0.764184182166509	0.226	0.444	1.07617371424145e-07	Rps26	-0.218	1.11752655225453e-07	down-regulated in fasting	
1.94461549650995e-12	0.908690981311389	0.429	0.191	1.11547034110804e-07	Cdh13	0.238	6.46868713098058e-19	up-regulated in fasting	
2.07802314297766e-12	-0.790809760494085	0.155	0.398	1.19199563527484e-07	Ptn	-0.243	1.35038971853212e-07	down-regulated in fasting	
2.29113392433954e-12	0.556863940249379	0.814	0.528	1.31424024167965e-07	Ext1	0.286	1.12740886219975e-23	up-regulated in fasting	
2.35484331761196e-12	-0.561688870801795	0.885	0.883	1.35078522384857e-07	Calm2	0.002	1	down-regulated in fasting	
2.37295292650424e-12	0.523767722232263	0.327	0.109	1.36117325770136e-07	Sema3a	0.218	1.96845128667456e-07	up-regulated in fasting	
2.43756188394337e-12	0.486947397262878	0.978	0.832	1.39823424786759e-07	Rasgrf1	0.146	9.82860887011293e-24	up-regulated in fasting	
2.5082618951358e-12	0.449297115346863	0.46	0.189	1.4387891882878e-07	Osbp2	0.271	2.3831945644072e-12	up-regulated in fasting	
2.6332906148574e-12	0.513475923131841	0.894	0.68	1.5105081624945e-07	Cacna1c	0.214	2.34561179119509e-23	up-regulated in fasting	
2.77675485699607e-12	0.470121226480007	0.619	0.32	1.59280212107009e-07	Bicdl1	0.299	9.79325025530911e-15	up-regulated in fasting	
2.8306964581692e-12	0.429064157033892	0.367	0.131	1.62374410233502e-07	Gfra1	0.236	7.05352094107271e-07	up-regulated in fasting	
2.83676963368609e-12	0.471324412820896	0.752	0.462	1.62722779727501e-07	Adgra1	0.29	1.10091777605498e-11	up-regulated in fasting	
2.87099549998046e-12	-0.985474692971473	0.761	0.745	1.64686043869879e-07	Scg2	0.016	1.59785827587782e-08	down-regulated in fasting	
2.94624365116292e-12	0.52170194066629	0.752	0.485	1.69002428318007e-07	Pkd1	0.267	2.85424486042282e-22	up-regulated in fasting	
3.05801109233491e-12	-0.685383243104635	0.097	0.326	1.75413632278515e-07	Tmem176b	-0.229	1.38898229639506e-07	down-regulated in fasting	
3.27560643913103e-12	0.40021052852831	0.991	0.967	1.87895336561434e-07	Usp29	0.024	7.23838363688345e-32	up-regulated in fasting	
3.4661854611461e-12	-0.694750417006667	0.438	0.591	1.98827330422262e-07	Psap	-0.153	6.63646859328102e-05	down-regulated in fasting	
3.53817608267597e-12	0.455912016296703	0.947	0.813	2.02956856454459e-07	Gm26871	0.134	9.99190797550893e-29	up-regulated in fasting	
3.62027691746979e-12	-0.849250978817071	0.35	0.53	2.07666324539902e-07	Cox8a	-0.18	8.18973332485884e-10	down-regulated in fasting	
3.76901035808041e-12	0.478714978115648	0.916	0.725	2.16197972160208e-07	Gm45846	0.191	1.11432258223009e-24	up-regulated in fasting	
3.80360513477957e-12	0.464184355088728	0.956	0.83	2.18182397741226e-07	Dync1i1	0.126	5.06720194907771e-33	up-regulated in fasting	
4.01252207834755e-12	0.355198875812695	0.146	0.016	2.30166291458172e-07	5330439M10Rik	0.13	4.50717789279185e-05	up-regulated in fasting	
4.2655737869471e-12	0.317220921371241	0.212	0.043	2.4468184356686e-07	Gm38380	0.169	3.02392055125904e-06	not regulated	
4.44378982618832e-12	0.423007911089132	0.447	0.179	2.54904672009814e-07	Tmem184b	0.268	6.36925189556882e-12	up-regulated in fasting	
4.46496564397234e-12	0.626675512581052	0.805	0.559	2.56119359269541e-07	Ak5	0.246	4.65035898535953e-24	up-regulated in fasting	
4.6200153223498e-12	-0.656481745687073	0.058	0.275	2.65013318920629e-07	Cisd1	-0.217	3.71888540966642e-07	down-regulated in fasting	
4.75546748926216e-12	0.495679720077882	0.889	0.643	2.72783126119056e-07	Stox2	0.246	5.96400218275364e-24	up-regulated in fasting	
4.99699126735051e-12	0.248196439268089	0.124	0.008	2.8663741307776e-07	Fosl2	0.116	0.00279353420648584	not regulated	
5.02753508259446e-12	-0.853194584288744	0.602	0.682	2.88389467407783e-07	Sec62	-0.0800000000000001	1.049592663833e-07	down-regulated in fasting	
5.42550849446911e-12	-0.778640305831768	0.177	0.4	3.11218018259737e-07	Rps7	-0.223	4.46936662364376e-08	down-regulated in fasting	
5.53281467343138e-12	0.532701339838902	0.748	0.45	3.17373315297371e-07	Sobp	0.298	7.90034640543903e-18	up-regulated in fasting	
5.65680444659009e-12	-0.713687566842789	0.438	0.585	3.24485616665301e-07	Oaz1	-0.147	8.78973181355135e-06	down-regulated in fasting	
5.71795445169755e-12	-0.729422553986192	0.106	0.335	3.27993303258275e-07	Pcp4	-0.229	4.82667706827376e-08	down-regulated in fasting	
6.53346116755703e-12	0.451587333759008	0.597	0.3	3.74772399493406e-07	Myo9b	0.297	1.86591276832908e-12	up-regulated in fasting	
6.95623977347367e-12	0.487962713145949	0.721	0.425	3.99023825885997e-07	Ppp2r5c	0.296	4.39573991467655e-18	up-regulated in fasting	
7.5483979795962e-12	0.354384685811022	0.279	0.08	4.32991204905597e-07	Myh9	0.199	4.68442265220685e-08	up-regulated in fasting	
7.93014679984598e-12	0.377327138194618	0.274	0.078	4.54889080732765e-07	Dysf	0.196	7.20919246853352e-08	up-regulated in fasting	
8.0278341802019e-12	0.522488360091986	0.655	0.347	4.60492624244741e-07	Rps6ka2	0.308	5.36039019486521e-17	up-regulated in fasting	
8.26049130454998e-12	0.451380399913655	0.832	0.53	4.73838302211596e-07	Brd4	0.302	2.11297112942707e-17	up-regulated in fasting	
9.36323621226573e-12	0.438101354281863	0.796	0.497	5.37093955607987e-07	Btrc	0.299	2.46629342792629e-20	up-regulated in fasting	
9.38280182057178e-12	0.482554485901781	0.606	0.322	5.38216278031638e-07	Unc13a	0.284	1.46548565956673e-13	up-regulated in fasting	
9.63485656816488e-12	0.438983732986708	0.695	0.382	5.52674642463074e-07	Trappc9	0.313	2.55195119595536e-15	up-regulated in fasting	
1.13255737667782e-11	0.393532233912268	0.973	0.875	6.49657562409933e-07	Cacna1e	0.098	9.0546560238858e-34	up-regulated in fasting	
1.14399942562259e-11	0.603201648862611	0.562	0.279	6.56220950525629e-07	Pde1c	0.283	2.73442151120517e-17	up-regulated in fasting	
1.20749652835135e-11	0.270091830202558	0.155	0.021	6.926441585929e-07	Gm29502	0.134	0.000210541202785818	not regulated	
1.24383910599259e-11	0.426280963669876	0.925	0.719	7.13490987979467e-07	Aak1	0.206	1.9852856251206e-24	up-regulated in fasting	
1.25405074023305e-11	-0.752695255567969	0.239	0.448	7.19348585612481e-07	Atp5g1	-0.209	1.4201515496606e-06	down-regulated in fasting	
1.26929308651332e-11	0.396004681700478	0.438	0.181	7.28091900285771e-07	Dcaf10	0.257	9.04965241769542e-09	up-regulated in fasting	
1.3103610684663e-11	0.449680939596824	0.686	0.376	7.51649316093637e-07	Mia3	0.31	2.14915662661098e-08	up-regulated in fasting	
1.51852284294901e-11	-0.74702697637792	0.31	0.505	8.71055073172409e-07	Selenow	-0.195	2.93110533998391e-07	down-regulated in fasting	
1.54611586934531e-11	0.407148918712577	0.858	0.546	8.86882984973855e-07	Phf3	0.312	2.94258288046979e-16	up-regulated in fasting	
1.58044557872726e-11	0.411757089949316	0.973	0.881	9.06575192869532e-07	Ubn2	0.092	1.96520438508205e-33	up-regulated in fasting	
1.58216135699627e-11	-0.572531541173778	0.066	0.283	9.07559397600201e-07	Atp6v1f	-0.217	1.05866395285387e-05	down-regulated in fasting	
1.72767619504034e-11	-0.587211405509837	0.044	0.251	9.9102961899904e-07	Rps25	-0.207	2.16812104952368e-05	down-regulated in fasting	
1.79026217828681e-11	0.277717935224758	0.15	0.021	1.02693019070888e-06	Nr4a1	0.129	0.000135622400227425	not regulated	
1.91064990440538e-11	-0.675702618569758	0.204	0.417	1.09598699816502e-06	Tmem50a	-0.213	6.47663004823784e-06	down-regulated in fasting	
1.99311232052115e-11	-0.681087562974436	0.288	0.48	1.14328908929734e-06	Ddrgk1	-0.192	3.07048111401494e-05	down-regulated in fasting	
2.22964341490408e-11	-0.788703966288294	0.19	0.398	1.27896805565728e-06	Cox5b	-0.208	2.72439645809948e-08	down-regulated in fasting	
2.35580935045551e-11	0.475600861239496	0.699	0.407	1.35133935960829e-06	Plcl2	0.292	5.44699216817995e-14	up-regulated in fasting	
2.43668171894188e-11	0.463081821436943	0.774	0.507	1.39772936761944e-06	Abca5	0.267	1.05027961077327e-13	up-regulated in fasting	
2.44911858259313e-11	0.436772771160864	0.314	0.107	1.40486340134707e-06	Plod2	0.207	6.93423388608576e-08	up-regulated in fasting	
2.53732256507738e-11	-0.693112387316977	0.15	0.372	1.45545896977969e-06	Atp5h	-0.222	1.35469486856215e-06	down-regulated in fasting	
2.82975349778202e-11	0.40487203614098	0.381	0.146	1.62320320139772e-06	Mfhas1	0.235	2.71916855409821e-10	up-regulated in fasting	
2.94806478741551e-11	0.455646399996675	0.969	0.844	1.69106892335728e-06	Map1b	0.125	1.74671688150078e-22	up-regulated in fasting	
3.04348839869605e-11	0.439308047499672	0.615	0.314	1.74580581526003e-06	Arhgef7	0.301	7.21040655777898e-14	up-regulated in fasting	
3.34083685168339e-11	0.451696201519751	0.504	0.228	1.91637083486263e-06	Plpbp	0.276	9.4383539894155e-10	up-regulated in fasting	
3.50562817875768e-11	0.289980256432875	0.159	0.025	2.01089843589898e-06	Cyp4v3	0.134	3.63656377618587e-05	not regulated	
3.53266777070361e-11	-0.642432083591109	0.398	0.593	2.02640888663101e-06	Slc25a3	-0.195	0.00247563483902576	down-regulated in fasting	
3.6287810506926e-11	-0.759863896117298	0.155	0.37	2.08154138629829e-06	Cox6c	-0.215	6.90876455661731e-09	down-regulated in fasting	
3.82583382667533e-11	0.417310414785546	0.982	0.899	2.19457479965751e-06	Arhgap6	0.083	7.05170708195612e-26	up-regulated in fasting	
3.99205728457205e-11	-0.709508648742984	0.164	0.376	2.28992389957622e-06	Timp2	-0.212	9.06493404260772e-08	down-regulated in fasting	
4.09951130867566e-11	0.376969466567037	0.341	0.121	2.35156167688253e-06	Gfod1	0.22	3.02689417173303e-09	up-regulated in fasting	
4.24436017839699e-11	-0.845540295804314	0.305	0.48	2.43464988553208e-06	Erp29	-0.175	2.48933391050848e-08	down-regulated in fasting	
4.36203627832717e-11	-0.582514332538219	0.451	0.624	2.50215124997403e-06	Chd5	-0.173	0.696230644399064	down-regulated in fasting	
4.44153873312105e-11	-1.07411223802057	0.119	0.331	2.5477554480929e-06	Cartpt	-0.212	6.45616390606744e-11	down-regulated in fasting	Cartpt
4.52548961739011e-11	-0.913373791571889	0.292	0.466	2.59591135432732e-06	Fxyd6	-0.174	7.36968712515919e-10	down-regulated in fasting	
4.61533103863817e-11	-0.736525706162176	0.212	0.431	2.64744619038363e-06	Actg1	-0.219	9.52417857929968e-07	down-regulated in fasting	
4.61907415704947e-11	0.442065788475845	0.965	0.809	2.64959331796672e-06	Mbnl2	0.156	8.7772100727317e-26	up-regulated in fasting	
4.85267326323907e-11	0.406122892696604	0.686	0.37	2.7835904372592e-06	Ptpn1	0.316	1.29477385677084e-09	up-regulated in fasting	
4.93519064223024e-11	0.458128950862705	0.925	0.807	2.83092405619611e-06	Osbpl6	0.118	1.06562482442946e-31	up-regulated in fasting	
5.17190012711704e-11	0.402585590280926	0.588	0.287	2.96670535091688e-06	Numb	0.301	7.80329975310444e-11	up-regulated in fasting	
5.2379672021959e-11	-0.587582925306356	0.084	0.304	3.00460274652361e-06	Uqcrb	-0.22	4.56569743169744e-06	down-regulated in fasting	
5.39168794545441e-11	-0.690737878830931	0.301	0.493	3.09278003927156e-06	Tspan3	-0.192	0.000225357814722174	down-regulated in fasting	
5.76123314392131e-11	0.249082542914014	0.142	0.018	3.30475855601614e-06	Syndig1l	0.124	0.000507699549062365	not regulated	
